,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name,words_matched_list,sentiment
66,123326971154939_937355939752034,2017-10-27 11:30:20,,"Are you from Canada's North? Find out if your community, organization or project is eligible for funding from the Northern Responsible Energy Approach for Community Heat and Electricity (REACHE) program and how to apply. http://ow.ly/ebZv30g9J7q #cleanenergy","Are you from Canada's North? Find out if your community, organization or project is eligible for funding from the Northern Responsible Energy Approach for Community Heat and Electricity (REACHE) program and how to apply.",['#cleanenergy'],Economical,10,0.0,en,GovCanNorth_facebook,"['energy', 'funding', 'northern']",neutral
67,123326971154939_642296745924623,2016-05-30 15:05:10,,The Government of Canada is listening to and learning from Northern residents about improving the Nutrition North Canada (NNC) program. Engagement sessions will be held in 20 Northern communities in the coming weeks. Learn more: http://ow.ly/mGbb300JpKZ,The Government of Canada is listening to and learning from Northern residents about improving the Nutrition North Canada (NNC) program. Engagement sessions will be held in Northern communities in the coming weeks. Learn more:,[],Social,10,0.016136363636363643,en,GovCanNorth_facebook,['engagement'],positive
68,123326971154939_846564562164506,2017-05-20 09:00:48,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/846564562164506/?type=3,"Did you know that 75% of Inuit living in Nunavut speak Inuktitut as their mother tongue? Inuit languages in Nunavut can be written using roman orthography (the alphabet used in English) or using syllabics (an alphabet used for a number of Indigenous languages in Canada). Learn more about the language here: http://ow.ly/GfB630bS8T1 
#Inuit #IndigenousLanguages""","Did you know that % of Inuit living in Nunavut speak Inuktitut as their mother tongue? Inuit languages in Nunavut can be written using roman orthography (the alphabet used in English) or using syllabics (an alphabet used for a number of Indigenous languages in Canada). Learn more about the language here: 1 ""","['#Inuit', '#IndigenousLanguages']",Social,10,0.0,en,GovCanNorth_facebook,"['inuit', 'indigenous']",neutral
69,123326971154939_946238775530417,2017-11-14 13:24:18,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10156003133392975/?type=3,,,[],unknown,10,0.5499053030303029,tl,GovCanNorth_facebook,,positive
70,123326971154939_967855763368718,2017-12-27 10:30:10,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/967855763368718/?type=3,"12% of the Canadian High Arctic Research Station is made of recycled content, exceeding the Leadership in Energy and Environmental Design (LEED) criteria.  http://ow.ly/fb6j30hoDAn #ArcticScience #ArcticTogether","% of the Canadian High Arctic Research Station is made of recycled content, exceeding the Leadership in Energy and Environmental Design (LEED) criteria.","['#ArcticScience', '#ArcticTogether']",Economical,10,0.0,en,GovCanNorth_facebook,"['energy', 'arctic']",neutral
71,123326971154939_954464491374512,2017-12-01 08:00:29,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/954464491374512/?type=3,"It's #Nunatsiavut Day! On this day in 2005, the Nunatsiavut Government was created. Learn more about the history of Inuit in Labrador and their path to self-government: http://ow.ly/VEIS30gVxyi 
(Also available in Inuktitut) http://ow.ly/nBp430gVxCz","It's Day! On this day in , the Nunatsiavut Government was created. Learn more about the history of Inuit in Labrador and their path to self-government: (Also available in Inuktitut)",['#Nunatsiavut'],Social,10,0.0,en,GovCanNorth_facebook,['inuit'],neutral
72,123326971154939_961125314041763,2017-12-14 11:14:00,https://www.facebook.com/GovCanNorth/videos/961125314041763/,Arctic infrastructure should allow Arctic communities to thrive. What are the key infrastructure priorities for your region? http://ow.ly/IgdN30he5QR  #ArcticTogether,Arctic infrastructure should allow Arctic communities to thrive. What are the key infrastructure priorities for your region?,['#ArcticTogether'],Economical,10,0.0,en,GovCanNorth_facebook,"['arctic', 'infrastructure']",neutral
73,123326971154939_846513708836258,2017-05-20 07:00:39,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/846513708836258/?type=3,"It's National Seal Products Day! A Bill creating this national day was adopted by the House of Commons of the Government of Canada on May 5, 2017.
In Canada's North, seal harvesters, processors, artisans and Inuit produce some of the finest quality seal products in the world and contribute to Canada’s economy. Learn about this sustainable  economic activity and its social and cultural importance: http://ow.ly/40Ym30bS5DJ","It's National Seal Products Day! A Bill creating this national day was adopted by the House of Commons of the Government of Canada on May , . In Canada's North, seal harvesters, processors, artisans and Inuit produce some of the finest quality seal products in the world and contribute to Canada’s economy. Learn about this sustainable economic activity and its social and cultural importance:",[],Environmental,10,0.0,en,GovCanNorth_facebook,"['sustainable', 'or', 'government']",neutral
74,123326971154939_649118348575796,2016-06-15 11:54:10,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/649118348575796/?type=3,"Do you live in Hopedale, Newfoundland and Labrador? We are seeking your input on how to improve the Nutrition North Canada program. Come participate in an engagement session at the Nanuk Community Centre on June 22 from 7:00-9:00 PM. http://ow.ly/V02u301icXF","Do you live in Hopedale, Newfoundland and Labrador? We are seeking your input on how to improve the Nutrition North Canada program. Come participate in an engagement session at the Nanuk Community Centre on June from :00-9:00 PM.",[],Social,9,-0.125,en,GovCanNorth_facebook,"['engagement', 'community']",negative
75,123326971154939_726672724153691,2016-11-07 16:20:48,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/726672724153691/?type=3,"An engagement session for the Nutrition North Canada program is coming to Oxford House, MB. Join us at the Band Office basement on November 14, 2016. http://ow.ly/s5PR3057sEg #NNCMySay","An engagement session for the Nutrition North Canada program is coming to Oxford House, MB. Join us at the Band Office basement on November , .",['#NNCMySay'],Social,9,0.16,en,GovCanNorth_facebook,['engagement'],positive
76,123326971154939_921660401321588,2017-09-24 08:05:04,,"Learn about the Arctic research projects featured at the Northern Contaminants Program Annual Research Workshop. You're invited: September 26-28, 2017, in Yellowknife, NWT. http://ow.ly/3VtW30fmAI5","Learn about the Arctic research projects featured at the Northern Contaminants Program Annual Research Workshop. You're invited: September -28, , in Yellowknife, NWT.",[],Economical,9,0.0,en,GovCanNorth_facebook,"['arctic', 'northern']",neutral
77,123326971154939_920839601403668,2017-09-22 17:00:15,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920839601403668/?type=3,JOB OPPORTUNITY! Work directly with communities & businesses in the North with the Canadian Northern Economic Development Agency. Positions are available in Yellowknife (Northwest Territories) or Whitehorse (Yukon). Apply today: http://ow.ly/Ua8I30fmuZs,JOB OPPORTUNITY! Work directly with communities & businesses in the North with the Canadian Northern Economic Development Agency. Positions are available in Yellowknife (Northwest Territories) or Whitehorse (Yukon). Apply today:,[],Economical,9,0.0,en,GovCanNorth_facebook,['northern'],neutral
78,123326971154939_918551114965850,2017-09-18 08:15:06,https://www.facebook.com/project.naming/photos/a.264358477331743.1073741829.263014457466145/353589018408688/?type=3,,,[],unknown,9,0.0,tl,GovCanNorth_facebook,,neutral
79,123326971154939_932871620200466,2017-10-18 09:05:32,https://www.facebook.com/LibraryArchives/photos/a.448149705231367.104813.383985531647785/1554029517976708/?type=3,,,[],unknown,9,0.0,tl,GovCanNorth_facebook,,neutral
80,123326971154939_849634718524157,2017-05-25 11:00:00,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/849634455190850/?type=3,"On Saturday, May 27, INAC is hosting a Family Science Day focused on water issues in Iqaluit, Nunavut. 

From 11:00 a.m. to 1:00 p.m., learn about why and how water quality is monitored. (Suggested age for the lab is 10+)
From 2:00 p.m. to 4:00 p.m., enjoy a fun filled afternoon featuring short films and trivia. 

Both activities are free and will be held at the Nunavut Research Institute (Bldg 959).","On Saturday, May , INAC is hosting a Family Science Day focused on water issues in Iqaluit, Nunavut. From :00 a.m. to :00 p.m., learn about why and how water quality is monitored. (Suggested age for the lab is +) From :00 p.m. to :00 p.m., enjoy a fun filled afternoon featuring short films and trivia. Both activities are free and will be held at the Nunavut Research Institute (Bldg ).",[],Social,9,0.0,en,GovCanNorth_facebook,"['ami', 'family']",neutral
81,123326971154939_913198705501091,2017-09-07 12:02:43,https://www.facebook.com/CBCnunavut/videos/1121980861269844/,,,[],unknown,9,0.0,tl,GovCanNorth_facebook,,neutral
82,123326971154939_857362131084749,2017-06-07 07:00:54,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/857362131084749/?type=3,"Today is #CleanAirDay. Did you know that air pollution is responsible for many health issues and diseases? Clean air is essential to good health and all forms of life. 
Curious about the air quality in your region? Check out Environment and Natural Resources in Canada's Air Quality Health Index map: http://ow.ly/k3dV30cmU65",Today is . Did you know that air pollution is responsible for many health issues and diseases? Clean air is essential to good health and all forms of life. Curious about the air quality in your region? Check out Environment and Natural Resources in Canada's Air Quality Health Index map:,['#CleanAirDay'],Environmental,9,0.0,en,GovCanNorth_facebook,"['natural', 'air', 'clean', 'air quality', 'or', 'resources', 'pollution']",neutral
83,123326971154939_941838929303735,2017-11-05 11:30:06,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/941838929303735/?type=3,It's Polar Bear Week! ʕ•ᴥ•ʔ The bears will soon begin their journey North to wait for waters to freeze over so they can begin their search for food and raise their cubs. Take the Energy Challenge to help sustain a future for polar bears. http://ow.ly/YaAT30gl5eK #PolarBearWeek,It's Polar Bear Week! ʕ•ᴥ•ʔ The bears will soon begin their journey North to wait for waters to freeze over so they can begin their search for food and raise their cubs. Take the Energy Challenge to help sustain a future for polar bears.,['#PolarBearWeek'],Social,9,0.0,en,GovCanNorth_facebook,"['future', 'futur']",neutral
84,123326971154939_865412943613001,2017-06-19 19:15:04,https://www.facebook.com/CBCNWT/photos/a.1562236630696958.1073741829.1533367926917162/1897637120490239/?type=3,,,[],unknown,9,0.0,tl,GovCanNorth_facebook,,neutral
85,123326971154939_906633422824286,2017-08-25 08:07:46,,"New, multi-year funding agreements with 33 boards and committees in the Northwest Territories established under the Inuvialuit, Gwich’in, Sahtu and Tlicho treaties will provide the support they need to carry out their roles in the stewardship of natural resources. http://ow.ly/Gc2r30eFP08","New, multi-year funding agreements with boards and committees in the Northwest Territories established under the Inuvialuit, Gwich’in, Sahtu and Tlicho treaties will provide the support they need to carry out their roles in the stewardship of natural resources. 08",[],Environmental,9,0.0,en,GovCanNorth_facebook,"['natural', 'or', 'resources']",neutral
86,123326971154939_946827768804851,2017-11-15 15:39:06,https://www.facebook.com/GovCanNorth/photos/a.142225349265101.32912.123326971154939/946827622138199/?type=3,,,[],unknown,9,0.0,tl,GovCanNorth_facebook,,neutral
87,123326971154939_909764665844495,2017-08-31 15:00:20,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/909764665844495/?type=3,"You can cross the Arctic circle here during your expedition in the ""land that never melts."" Akshayuk Pass, a traditional Inuit corridor, is a popular and challenging hiking destination where you walk through peaks, ice and wild streams. http://ow.ly/ikY330eOXKr #IndigenousLanguages","You can cross the Arctic circle here during your eedition in the ""land that never melts."" Akshayuk Pass, a traditional Inuit corridor, is a popular and challenging hiking destination where you walk through peaks, ice and wild streams.",['#IndigenousLanguages'],Social,8,0.0,en,GovCanNorth_facebook,['inuit'],neutral
88,123326971154939_923784454442516,2017-09-28 19:56:10,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923784224442539/?type=3,Thank you to all those who participated in the Northern Contaminants Program (NCP) Results Workshop this year! http://ow.ly/jJx730fvaoO,Thank you to all those who participated in the Northern Contaminants Program (NCP) Results Workshop this year!,[],Social,8,0.0,en,GovCanNorth_facebook,['ami'],neutral
89,123326971154939_649118091909155,2016-06-15 11:53:03,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/649118091909155/?type=3,"Do you live in Rigolet, Newfoundland and Labrador? We are seeking your input on how to improve the Nutrition North Canada program. Come participate in an engagement session on June 20 at the Northern Lights Academy Gymnasium from 7:00-9:00 PM. http://ow.ly/ge5H301icGs","Do you live in Rigolet, Newfoundland and Labrador? We are seeking your input on how to improve the Nutrition North Canada program. Come participate in an engagement session on June at the Northern Lights Academy Gymnasium from :00-9:00 PM.",[],Social,8,0.0,en,GovCanNorth_facebook,['engagement'],neutral
90,123326971154939_897665487054413,2017-08-07 11:01:26,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/897665487054413/?type=3,"Visiting Nunavik? There are a number of activities you can enjoy during your visit, from hunting to sea expeditions. Get all the info you need to plan your visit here: http://ow.ly/cCOb30edX8g","Visiting Nunavik? There are a number of activities you can enjoy during your visit, from hunting to sea eeditions. Get all the info you need to plan your visit here:",[],unknown,8,0.0,en,GovCanNorth_facebook,,neutral
91,123326971154939_968910083263286,2017-12-29 13:10:11,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/968910083263286/?type=3,"Construction contracts of the Canadian High Arctic Research Station have been awarded to Inuit firms, and created employment through an Inuit Benefits Plan.  http://ow.ly/Usnp30hoDUh #ArcticScience #ArcticTogether","Construction contracts of the Canadian High Arctic Research Station have been awarded to Inuit firms, and created employment through an Inuit Benefits Plan.","['#ArcticScience', '#ArcticTogether']",Social,8,0.0,en,GovCanNorth_facebook,['inuit'],neutral
92,123326971154939_952754211545540,2017-11-27 15:00:55,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/952754211545540/?type=3,"#DidYouKnow unlike some whale species that migrate, narwhals spend their lives in Arctic waters? Most narwhals winter for up to five months under sea ice in the Baffin Bay-Davis Strait area. Learn more interesting facts about narwhals: http://ow.ly/GuBH30gQrUs","unlike some whale species that migrate, narwhals spend their lives in Arctic waters? Most narwhals winter for up to five months under sea ice in the Baffin Bay-Davis Strait area. Learn more interesting facts about narwhals:",['#DidYouKnow'],Environmental,8,0.0,en,GovCanNorth_facebook,"['water', 'species', 'ice', 'or']",neutral
93,123326971154939_938900109597617,2017-10-30 14:01:08,http://ow.ly/KENv30ge9FD,"“From the North” brings together musicians, visual artists, media artists, storytellers, dancers and Dene and Inuit athletes from the territories on a tour of the northern capital cities – Whitehorse, Yellowknife and Iqaluit – followed by stops in Ottawa, Montréal and Vancouver. Check out the schedule here: http://ow.ly/KENv30ge9FD","“From the North” brings together musicians, visual artists, media artists, storytellers, dancers and Dene and Inuit athletes from the territories on a tour of the northern capital cities – Whitehorse, Yellowknife and Iqaluit – followed by stops in Ottawa, Montréal and Vancouver. Check out the schedule here: D",[],Social,8,0.0,en,GovCanNorth_facebook,['inuit'],neutral
94,123326971154939_956123964541898,2017-12-04 15:40:47,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/956123537875274/?type=3,"Want to learn about the development of Canada’s Arctic Policy Framework?

Drop-in Information Session 
December 6, 2017
Shaw Centre, Ottawa, Ontario  
Visit room 211 anytime between 7:30 am – 5:00 pm

http://ow.ly/QMka30h0vnS 
#ArcticTogether

-----------------

ᐃᓕᓐᓂᐊᕈᐊᕋᔭᖅᐱᑦ ᖃᓄᐃᓕᐅᒃᑲᓐᓂᕈᓐᓇᕐᓂᒧᑦ ᑐᕌᖓᔪᖅ ᑲᓇᑕᐅᑉ ᓄᑖᖅ ᐅᑭᐅᖅᑕᖅᑐᒥ ᐊᑐᐊᒐᖓᓐᓄᑦ ᐋᖅᑭᒃᑕᐅᓯᒪᔪᓂᒃ? 

ᑐᑭᓯᐊᔾᔪᑎᔅᓴᒃᑲᓐᓃᑦ, ᑕᑯᔭᖅᑐᕐᓗᑎᑦ ᐃᓪᓗᕈᓯᖅ ᓈᓴᐅᑎᖓ 211 ᓵ ᐃᒡᓗᕐᔪᐊᖓᓄᑦ (Shaw Centre) 
ᐊᑐᕚ, ᐋᓐᑎᐅᕆᔫ
ᐱᖓᔪᖓᑦ ᑎᓯᐱᕆ 6th  7:30−ᒥᑦ − 5 ᐅᓐᓄᔅᓴᒃᑯᑦ","Want to learn about the development of Canada’s Arctic Policy Framework? Drop-in Information Session December , Shaw Centre, Ottawa, Ontario Visit room anytime between :30 am – :00 pm ----------------- ᐃᓕᓐᓂᐊᕈᐊᕋᔭᖅᐱᑦ ᖃᓄᐃᓕᐅᒃᑲᓐᓂᕈᓐᓇᕐᓂᒧᑦ ᑐᕌᖓᔪᖅ ᑲᓇᑕᐅᑉ ᓄᑖᖅ ᐅᑭᐅᖅᑕᖅᑐᒥ ᐊᑐᐊᒐᖓᓐᓄᑦ ᐋᖅᑭᒃᑕᐅᓯᒪᔪᓂᒃ? ᑐᑭᓯᐊᔾᔪᑎᔅᓴᒃᑲᓐᓃᑦ, ᑕᑯᔭᖅᑐᕐᓗᑎᑦ ᐃᓪᓗᕈᓯᖅ ᓈᓴᐅᑎᖓ ᓵ ᐃᒡᓗᕐᔪᐊᖓᓄᑦ (Shaw Centre) ᐊᑐᕚ, ᐋᓐᑎᐅᕆᔫ ᐱᖓᔪᖓᑦ ᑎᓯᐱᕆ th :30−ᒥᑦ − ᐅᓐᓄᔅᓴᒃᑯᑦ",['#ArcticTogether'],Economical,8,0.0578125,en,GovCanNorth_facebook,"['policy', 'arctic']",positive
95,123326971154939_960646504089644,2017-12-13 12:15:44,https://www.facebook.com/CBCnunavut/videos/1176031392531457/,,,[],unknown,8,0.0,tl,GovCanNorth_facebook,,neutral
96,123326971154939_962355743918720,2017-12-16 12:00:44,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/962355743918720/?type=3,"Sirmilik National Park was named after the Inuktitut word for 'the place of glaciers.' It is located in the northern geographic area of Baffin Island, Nunavut. You can enjoy one of the most ecologically diverse areas in the Arctic, which also happens to be home to the largest snow geese colony in the world! http://ow.ly/H75D30hfTxF #IndigenousLanguages Parks Canada","Sirmilik National Park was named after the Inuktitut word for 'the place of glaciers.' It is located in the northern geographic area of Baffin Island, Nunavut. You can enjoy one of the most ecologically diverse areas in the Arctic, which also happens to be home to the largest snow geese colony in the world! Parks Canada",['#IndigenousLanguages'],Economical,8,0.0,en,GovCanNorth_facebook,"['arctic', 'northern']",neutral
97,123326971154939_922871991200429,2017-09-26 17:30:11,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/922871991200429/?type=3,Northern Contaminants Program (NCP) Results Workshop Day 1: Attendees take a hands-on approach at the Researcher EXPO. #ArcticScience,Northern Contaminants Program (NCP) Results Workshop Day : Attendees take a hands-on approach at the Researcher E.,['#ArcticScience'],Social,7,0.0,en,GovCanNorth_facebook,['ami'],neutral
98,123326971154939_791550617665901,2017-02-17 16:09:19,,"INAC is hiring! Communications officer positions available in Gatineau, QC, and opportunities in other sectors across Canada. See if you qualify and apply here: ow.ly/7D3M30979eB","INAC is hiring! Communications officer positions available in Gatineau, QC, and opportunities in other sectors across Canada. See if you qualify and apply here:",[],Environmental,7,0.0,en,GovCanNorth_facebook,"['eau', 'or', 'ice']",neutral
99,123326971154939_959143554239939,2017-12-10 11:00:17,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/959143554239939/?type=3,"""Vuntut"" is a Gwichin word meaning ""among the lakes."" Experience the culture of the Vuntut Gwitchin people, whose millennia-old territory spans over the entire Vuntut National Park in Yukon. http://ow.ly/HM2h30h6JM7 #IndigenousLanguages","""Vuntut"" is a Gwichin word meaning ""among the lakes."" Eerience the culture of the Vuntut Gwitchin people, whose millennia-old territory spans over the entire Vuntut National Park in Yukon.",['#IndigenousLanguages'],Environmental,7,0.0,en,GovCanNorth_facebook,"['park', 'lakes', 'or']",neutral
100,123326971154939_923309784489983,2017-09-27 16:10:04,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923309784489983/?type=3,Northern Contaminants Program (NCP) Results Workshop Day 2: University of Waterloo's presention about community-based monitoring research on mercury levels in Dehcho fish. This important research can lead to a future of cleaner traditional food and water supplies for Northern communities.,Northern Contaminants Program (NCP) Results Workshop Day : University of Waterloo's presention about community-based monitoring research on mercury levels in Dehcho fish. This important research can lead to a future of cleaner traditional food and water supplies for Northern communities.,[],Social,7,0.0,en,GovCanNorth_facebook,"['ami', 'future', 'futur', 'community', 'mer']",neutral
101,123326971154939_962893790531582,2017-12-17 12:00:20,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/962893790531582/?type=3,"The dancing bear is one of the most well-known subjects in Inuit art ─ and the most challenging to carve. The entire stone has to be balanced on one leg without tipping over, but still look graceful as if it is in movement. One of the most renowned carvers of dancing bears is Nuna Parr. Check out some of his work: http://ow.ly/cA6L30hfVgH","The dancing bear is one of the most well-known subjects in Inuit art ─ and the most challenging to carve. The entire stone has to be balanced on one leg without tipping over, but still look graceful as if it is in movement. One of the most renowned carvers of dancing bears is Nuna Parr. Check out some of his work:",[],Social,7,0.0,en,GovCanNorth_facebook,"['race', 'inuit']",neutral
102,123326971154939_913212548833040,2017-09-07 12:33:11,https://www.facebook.com/CBC.caIndigenous/videos/10159507135200413/,,,[],unknown,7,0.0,tl,GovCanNorth_facebook,,neutral
103,123326971154939_968861106601517,2017-12-29 10:57:11,https://www.facebook.com/CanadianCoastGuard/videos/320794831736615/,,,[],unknown,7,0.0,tl,GovCanNorth_facebook,,neutral
104,123326971154939_955529454601349,2017-12-03 11:00:21,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/955529454601349/?type=3,Caribou can be found in some of Canada’s coldest climates. They use their long legs and half-moon-shaped hooves to navigate deep snow across the Arctic tundra and boreal forests. These animals survive the winter by eating lichens found on trees over 80-years-old or older! http://ow.ly/3xlf30gWV9y,Caribou can be found in some of Canada’s coldest climates. They use their long legs and half-moon-shaped hooves to navigate deep snow across the Arctic tundra and boreal forests. These animals survive the winter by eating lichens found on trees over -years-old or older!,[],Environmental,6,0.0,en,GovCanNorth_facebook,"['climate', 'tree', 'or', 'climat']",neutral
105,123326971154939_920789321408696,2017-09-22 15:30:00,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920788938075401/?type=3,"The Canol Trail is known as one of the world’s most challenging trails. It runs through the Mackenzie Mountains west of Norman Wells, Northwest Territories. The rough terrain includes risks to humans like grizzly bears and fast-moving water. The trail is also a designated contaminated site, due to elements leftover from an old pipeline constructed during the Second World War. 

Recently, a contract was awarded to Englobe Corp. (NWT) to clean up the trail. Remediation of the trail will reduce risks to people, animals and the environment associated with the abandoned pipeline and related infrastructure. This remediation project will benefit the local economy and provide job opportunities to the Sahtu communities. 
To learn more about the Canol Trail Remediation Project, visit: http://ow.ly/r8UJ30fmrCN","The Canol Trail is known as one of the world’s most challenging trails. It runs through the Mackenzie Mountains west of Norman Wells, Northwest Territories. The rough terrain includes risks to humans like grizzly bears and fast-moving water. The trail is also a designated contaminated site, due to elements leftover from an old pipeline constructed during the Second World War. Recently, a contract was awarded to Englobe Corp. (NWT) to clean up the trail. Remediation of the trail will reduce risks to people, animals and the environment associated with the abandoned pipeline and related infrastructure. This remediation project will benefit the local economy and provide job opportunities to the Sahtu communities. To learn more about the Canol Trail Remediation Project, visit:",[],Environmental,6,0.0,en,GovCanNorth_facebook,"['water', 'or', 'clean', 'contaminated']",neutral
106,123326971154939_943832789104349,2017-11-09 17:30:08,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/943832789104349/?type=3,"Polar Bears are the largest species in the bear family, weighing over 1700lbs! ʕ•ᴥ•ʔ Learn about federal protection efforts of this  beautiful animal: http://ow.ly/XJ3p30gtnKF #PolarBearWeek","Polar Bears are the largest species in the bear family, weighing over lbs! ʕ•ᴥ•ʔ Learn about federal protection efforts of this beautiful animal:",['#PolarBearWeek'],Social,6,0.0,en,GovCanNorth_facebook,"['federal', 'ami', 'family']",neutral
107,123326971154939_943222342498727,2017-11-08 11:45:28,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155985647057975/?type=3,,,[],unknown,6,0.0,tl,GovCanNorth_facebook,,neutral
108,123326971154939_922865864534375,2017-09-26 17:00:39,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/922865864534375/?type=3,The Northern Contaminants Program (NCP) Annual Research Workshop starts today! The NCP brings together traditional Indigenous knowledge into Arctic science research to reduce contaminants in the North. http://ow.ly/nM0430frKVv  #ArcticScience,The Northern Contaminants Program (NCP) Annual Research Workshop starts today! The NCP brings together traditional Indigenous knowledge into Arctic science research to reduce contaminants in the North.,['#ArcticScience'],Social,6,0.0,en,GovCanNorth_facebook,"['ami', 'indigenous']",neutral
109,123326971154939_882833648537597,2017-07-14 14:30:23,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/882833648537597/?type=3,"Today the Great Northern Arts Festival kicks off in Inuvik, Northwest Territories! Attend the opening ceremony inside the Midnight Sun Recreation Complex at 7:30 p.m. For a list of events and workshops happening from now until July 24, have a look at their website: http://ow.ly/cWUA30dDQBr","Today the Great Northern Arts Festival kicks off in Inuvik, Northwest Territories! Attend the opening ceremony inside the Midnight Sun Recreation Complex at :30 p.m. For a list of events and workshops happening from now until July , have a look at their website:",[],Economical,6,0.0,en,GovCanNorth_facebook,['northern'],neutral
110,123326971154939_881201712034124,2017-07-12 15:00:45,,"Churchill, Manitoba, has been temporarily added to the list of communities eligible for the Nutrition North Program. Learn more: http://ow.ly/BrQH30dA2E7","Churchill, Manitoba, has been temporarily added to the list of communities eligible for the Nutrition North Program. Learn more:",[],Environmental,6,0.0,en,GovCanNorth_facebook,['or'],neutral
111,123326971154939_894726074015021,2017-08-01 15:00:30,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/894726074015021/?type=3,"At nearly a half-million square kilometres, the Yukon makes up 4.8 % of the total land mass of Canada, and covers a territory larger than these 4 European countries combined: the Netherlands, Germany, Belgium and Denmark!  To find out more about this vast territory that 38,300 people call home, visit: http://ow.ly/DJXe30e5nRP","At nearly a half-million square kilometres, the Yukon makes up % of the total land mass of Canada, and covers a territory larger than these European countries combined: the Netherlands, Germany, Belgium and Denmark! To find out more about this vast territory that ,300 people call home, visit:",[],Environmental,6,0.0,en,GovCanNorth_facebook,"['lands', 'or']",neutral
112,123326971154939_893661717454790,2017-07-30 08:00:30,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/893661717454790/?type=3,"Happy International Day of Friendship!
DYK? Friendship Centres throughout Canada promote spiritual and physical health through programs centered on community. Find one near you: http://ow.ly/OgWY30dZTQ4 
National Association of Friendship Centres",Happy International Day of Friendship! DYK? Friendship Centres throughout Canada promote spiritual and physical health through programs centered on community. Find one near you: National Association of Friendship Centres,[],Social,6,0.0,en,GovCanNorth_facebook,"['health', 'community', 'friend']",neutral
113,123326971154939_833904123430550,2017-04-28 13:30:19,,"The final ""What We Heard"" report from the Nutrition North Canada 2016 engagement sessions is now available online. The report includes the views and suggestions from over 500 people across Canada, including members of 19 communities that are eligible for the Nutrition North Canada subsidy. Learn more: http://ow.ly/Lmth30bgATs","The final ""What We Heard"" report from the Nutrition North Canada engagement sessions is now available online. The report includes the views and suggestions from over people across Canada, including members of communities that are eligible for the Nutrition North Canada subsidy. Learn more:",[],Social,6,0.0,en,GovCanNorth_facebook,['engagement'],neutral
114,123326971154939_963381883816106,2017-12-18 13:25:05,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/963381883816106/?type=3,"The Arctic fox, or “tiriganiaq” in Inuktitut, can be found roaming across the northern tip of Ellesmere Island in the Qikiqtaaluk region of Nunavut. Learn more about 🦊 here: http://ow.ly/M8Nx30hiGnK #ArcticAnimals","The Arctic fox, or “tiriganiaq” in Inuktitut, can be found roaming across the northern tip of Ellesmere Island in the Qikiqtaaluk region of Nunavut. Learn more about 🦊 here:",['#ArcticAnimals'],Social,6,0.0,en,GovCanNorth_facebook,"['ami', 'mer']",neutral
