,shortcode,mediaid,caption_hashtags,typename,url,caption_mentions,comments,caption,likes,tagged_users,date,is_video,id,owner_username,owner_id,video_url
95,BRZPz7NA7aj,1.46627E+18,"[""défiparcs""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a41c1b7b2203987757b61573ec0be207/5AE62E1B/t51.2885-15/e35/19424777_1852608915059677_6603435634038145024_n.jpg,"[""a_foradventure""]",0,"Félicitations à tous ceux qui ont participé à notre tout premier éfiParcs cette semaine! Nous sommes heureux de faire partie d'une communauté aussi active et amusante! Consultez notre page FB demain pour le lancement de notre deuxième défi, un défi ""tranchant""!",48,[],2017-03-08T14:49:07,FALSE,2017-03-08_14-49-07,parcs.canada,4141034395,
96,BRbrYR-lndq,1.46696E+18,"[""sauvage"",""aventure"",""montagnes"",""viesauvage"",""canada"",""yukon"",""explorecanada"",""exploreyukon"",""kluane"",""pnkluane"",""parcnationalkluane"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/78f340f97fedb9ad45c1799af1c2c0d9/5AF94858/t51.2885-15/e35/19428693_1831933613801079_8518051171770826752_n.jpg,"[""taylormichaelburk""]",1,"Le parc national et réserve de parc national Kluane ressemble davantage à un rêve qu’à toute autre chose, mais il existe bel et bien et n’attend que vous pour l’elorer! Est-ce que ça pourrait être le point de départ de votre prochaine aventure?Photo incroyable de ",108,[],2017-03-09T13:28:30,FALSE,2017-03-09_13-28-30,parcs.canada,4141034395,
97,BReFSculzbB,1.46763E+18,"[""explorer"",""explorenl"",""explorecanada"",""côteest"",""paysage"",""phare"",""oceanatlantique"",""canada"",""terreneuve"",""labrador"",""imagesducanada"",""tourisme"",""photographie"",""aventure"",""canada"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69ac40ab7a5c1838dab302796f79d675/5AEEAD97/t51.2885-15/e35/19379559_314259602328907_4007592683492081664_n.jpg,"[""robertconwayphotography""]",1,"Lorsque vous faites face à l’océan au lieu historique national du Phare-de-Cap-Spear, vous faites face à l’Irlande! Vous serez séduit par les falaises accidentées entourant le phare le plus ancien encore debout de Terre-Neuve-et-Labrador, qui est aussi le point le plus à l’est du Canada!Photo de  ôteest",102,[],2017-03-10T11:53:22,FALSE,2017-03-10_11-53-22,parcs.canada,4141034395,
98,BRgk1PUFApn,1.46834E+18,"[""randonnée"",""raquette"",""parcscanada"",""pngrosmorne"",""grosmorne"",""terreneuve"",""labrador"",""canada"",""canada150"",""jouerdehors"",""explorecanada"",""explorenl""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0dfdbaa89ed3a7f2d1ac64e82d64bc20/5AE8F967/t51.2885-15/e35/19379383_241692619657582_482300066854338560_n.jpg,"[""skerwinkhostel""]",0,"Les derniers jours de l’hiver s’accrochent au parc national du Gros-Morne, mais on sent déjà le printemps dans l’air. Venez observer le changement de saisons dans nos parcs! Photo par ée",78,[],2017-03-11T11:07:29,FALSE,2017-03-11_11-07-29,parcs.canada,4141034395,
99,BRjdSbMldC_,1.46915E+18,"[""renard"",""manitoba"",""exploremb"",""pnmontriding"",""montriding"",""viesauvage"",""nature"",""explorecanada"",""canada"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4bd50cf44e239af6aefc74153f8c70a5/5AFE20BE/t51.2885-15/e35/19428690_233588627129896_8367638182954532864_n.jpg,"[""prairiefoto""]",0,"Voici le genre de scènes que vous pourriez observer dans le parc national du Mont-Riding! La faune y est abondante, alors que l’ours noir, le wapiti, l’orignal, le lynx et bien d’autres y vivent.Même si vous adorez les animaux, n’oubliez pas de demeurer à une distance sûre de toutes ces beautés sauvages!Magnifique photo de ",100,[],2017-03-12T14:59:17,FALSE,2017-03-12_14-59-17,parcs.canada,4141034395,
100,BRl1U2fl0eL,1.46982E+18,"[""explorecanada"",""canada"",""canada150"",""parcscanada"",""lumièresdunord"",""lumières"",""aurores"",""auroresboréales"",""inspirant"",""nuit"",""étoiles"",""elkisland"",""pnelkisland""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c56dc4af94696a2bb7ab94ecb871bca3/5AFD1140/t51.2885-15/e35/19367334_235903310258671_8433397920417447936_n.jpg,"[""twiggy.wanderful""]",0,"Quand le ciel danse au-dessus de votre tête, la seule chose à faire est de se joindre à la fête! Dansez avec les aurores boréales au parc national Elk Island! Photo de .wanderful èresdunord ères éales étoiles",104,[],2017-03-13T13:07:49,FALSE,2017-03-13_13-07-49,parcs.canada,4141034395,
101,BRobJ8nlF3u,1.47054E+18,"[""pnkootenay"",""kootenay"",""yoho"",""pnyoho"",""parcscanada"",""canada"",""canada150"",""explorecanada"",""histoire"",""archéologie"",""découvrir"",""explorer"",""randonnée"",""montagnes""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9ad68f184ecb39288191aab9a4cf6495/5AF62A7E/t51.2885-15/e35/19367620_139761926598445_6454845090039857152_n.jpg,"[""aaronpurdy""]",2,Saviez-vous qu’une seule randonée peut vous permettre de faire l’eérience de millions d’années d’histoire? Une randonnée en compagnie d’un guide professionnel jusqu’à un des trois gisements fossilifères des schistes argileux de Burgess promet d’être une eérience unique!  éologie écouvrir ée,112,[],2017-03-14T13:16:51,FALSE,2017-03-14_13-16-51,parcs.canada,4141034395,
102,BRrEsd6luG0,1.47129E+18,"[""stjohns"",""signalhill"",""nature"",""paysage"",""coteest"",""explorenl"",""aventure"",""randonnée"",""histoire"",""2gm"",""explorecanada"",""canada"",""canada150"",""lhn100"",""patrimoine""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/28225de8e0d9d67106095db7a6716065/5AE161E9/t51.2885-15/e35/19425482_1325344627515133_1341791639181459456_n.jpg,"[""amyvdonovan""]",1,"L’attrait le plus populaire de St. John’s, Signal Hill, offre de spectaculaires sentiers de randonnée le long de la côte et une vue panoramique sur l’Atlantique. Signal Hill était, entre le XVIIe siècle et la Seconde Guerre mondiale, au cœur des ouvrages de défense du port de St. John’s. Photo par  ée",85,[],2017-03-15T13:58:19,FALSE,2017-03-15_13-58-19,parcs.canada,4141034395,
103,BRth0rZFnC2,1.47198E+18,"[""bison"",""viesauvage"",""faune"",""banff"",""pnbanff"",""nature"",""écosystème"",""conservation"",""explorecanada"",""canada150"",""parcscanada"",""explorealberta"",""elkisland"",""pnelkisland"",""canada"",""aventure"",""vieaucanada"",""imagesducanada""]",GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6bae6485fbae0a4253c20dcce8c8c324/5ADC233E/t51.2885-15/e35/19367533_241151063053781_871647197358194688_n.jpg,[],2,"Les bisons semblent aimer leur nouvelle maison! En février, nous avons transféré bisons de plaines sauvages du parc national Elk Island au parc national de Banff!  Écosystème",71,[],2017-03-16T12:51:19,FALSE,2017-03-16_12-51-19,parcs.canada,4141034395,
104,BRwQr1aFUF3,1.47275E+18,"[""saintpatrick"",""irlande"",""vert"",""saintpatrick2017"",""canada"",""canada150"",""explorecanada"",""parcscanada"",""grosseile"",""irlandais"",""memorialdesirlandais"",""quebec"",""histoire"",""immigration"",""quebecoriginal""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d1d1dbc8e05e0288da4ee0e3b5279374/5AE59771/t51.2885-15/e35/19379289_1585331184833449_3298939215844212736_n.jpg,[],0,"Bonne Fête de la Saint-Patrick! ️ ️️ Au e siècle, un flot croissant de personnes quitte l'Europe pour refaire leur vie en Amérique du Nord. Vers , uniquement à Québec, cet ee représente une moyenne annuelle de nouveaux arrivants, dont les deux tiers sont des Irlandais. Afin d'empêcher la propagation de maladies, la station de quarantaine de Grosse-Île est établie en et poursuivra ses activités jusqu'à sa fermeture en . Avec ses drames humains et le dévouement exceptionnel de son personnel médical, l'histoire de Grosse Île vous émouvra. ",65,[],2017-03-17T14:19:17,FALSE,2017-03-17_14-19-17,parcs.canada,4141034395,
105,BRzIvLulDSN,1.47356E+18,"[""coupestanley"",""canada150"",""lnh"",""hockey"",""lnh100"",""sport"",""hiver"",""patins"",""patiner"",""montrealcanadiens"",""torontomapleleafs"",""mapleleafs"",""ottawasenators"",""senators"",""winnipegjets"",""jets"",""edmontonoilers"",""oilers"",""calgaryflames"",""flames"",""vancouvercanucks"",""canucks"",""parcscanada"",""canada"",""explorecanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/268c46e80628662b30d8510f800d0448/5AEA0966/t51.2885-15/e35/19367111_979997688803664_509230688621297664_n.jpg,"[""nhl"",""canadiensmtl"",""mapleleafs"",""senators"",""nhljets"",""nhlflames"",""edmontonoilers"",""canucks""]",0,La de la a été désignée à titre d'événement historique national. La Coupe Stanley est le plus ancien et le plus prestigieux trophée de sport d’équipes en Amérique du Nord et est considérée comme le symbole de la suprématie au hockey professionnel. ,43,[],2017-03-18T17:07:34,FALSE,2017-03-18_17-07-34,parcs.canada,4141034395,
106,BR10V4hlWge,1.47431E+18,"[""ileduprinceédouard"",""ipé"",""parcscanada"",""canada150"",""explorecanada"",""plage"",""ocean"",""hivercanadien"",""printemps"",""hiver"",""jouerdehors"",""nature"",""changementdessaisons""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1bed5ed811075a8f2f3ea42798d5218b/5AD9851C/t51.2885-15/e35/19367601_1022196797917495_1783692698188775424_n.jpg,"[""jaltham""]",1,"On aimerait passer toutes nos journées à la plage! Même à la fin de l'hiver, la beauté du parc national de l'Île-du-Prince-Édouard est indiscutable! Afin de vivre la meilleure eérience possible en cette année spécialement occupée, assurez-vous de planifier vos vacances à l'avance dans ce magnifique parc national. Belle photo de édouard É",83,[],2017-03-19T18:07:04,FALSE,2017-03-19_18-07-04,parcs.canada,4141034395,
107,BR349eHlV_j,1.4749E+18,"[""fleurs"",""fleur"",""printemps"",""couleurs"",""beau"",""nature"",""paysage"",""photographie"",""explorer"",""oiseau"",""oiseaux"",""parcscanada"",""canada"",""canada150"",""explorecanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8dec6ab52855e494dedc3cad55f6c633/5AF70D75/t51.2885-15/e35/19367556_274266873042676_3305612680194162688_n.jpg,[],1,"Croyez-le ou non, le printemps est finalement arrivé! C’est le moment parfait pour elorer nos sites et éviter les foules estivales. Avec votre carte d’entrée Découverte en main, prenez le temps de sentir les fleurs! ",66,[],2017-03-20T13:25:54,FALSE,2017-03-20_13-25-54,parcs.canada,4141034395,
108,BR6dGy3leG6,1.47562E+18,"[""forêts"",""parcscanada"",""canada"",""canada150"",""explorecanada"",""explorecb"",""forets"",""foret"",""foretpluviale"",""pacificrim"",""rpnpacificrim"",""hellobc"",""colombiebritannique"",""conservation"",""pluie"",""ocean"",""oceanpacifique"",""eau""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2c7d784529326f6e0e9fa17d5ac06361/5AE498E9/t51.2885-15/e35/19379561_1240623009379433_4607147573730344960_n.jpg,"[""taylormichaelburk""]",1,"Bonne Journée internationale des êts, probablement l'une de nos journées préférées de l'année! Saviez-vous que l'un de nos parcs abrite une forêt pluviale? Ce n’est pas une blague! Dans la réserve de parc national Pacific Rim, vous trouverez des arbres tordus et rabougris dont les formes diffèrent les unes des autres, ainsi qu'une végétation tellement dense qu'il est impossible de voir le sol. Cette abondance de plantes s’elique par une grande quantité de pluie dans le parc et par sa proximité avec l'océan Pacifique. ️ Photo de ",140,[],2017-03-21T13:20:14,FALSE,2017-03-21_13-20-14,parcs.canada,4141034395,
109,BR89y3RFMZl,1.47633E+18,"[""défiparcs"",""fatbiking"",""dehors"",""jouerdehors"",""nature"",""neige"",""soleil"",""hiver"",""printemps"",""vélo"",""randonnée"",""explorer"",""explorecanada"",""canada"",""canada150"",""parcscanada""]",GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/36ddcbdaaa6bfc096c7ef3581cfdceb4/5ADDCB19/t51.2885-15/e35/19428704_1942485642697161_1546443613905354752_n.jpg,"[""deography"",""carolinemerner"",""dlejadesigns""]",5,"Félicitations à tous ceux qui ont relevé notre éfiParcs et sont allés faire du ! Nous adorons vos photos et vidéos, continuez de nous les envoyer! Mentions spéciales à  élo ée",101,[],2017-03-22T12:44:21,FALSE,2017-03-22_12-44-21,parcs.canada,4141034395,
110,BR_tezTlXOl,1.4771E+18,"[""chien"",""chiot"",""bulldogfrançais"",""westie"",""huskie"",""goldenretriever"",""parcscanada"",""canada"",""explorecanada"",""canada150"",""montrezvotrecarte""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aa859f4984db338c1f2b2d88868b4557/5AE74D5D/t51.2885-15/e35/19367313_284622361943491_616178960589389824_n.jpg,"[""kalaniwestie"",""thorsshepherd"",""schpoetic"",""chayssefulton"",""bardmac"",""samfarrah_"",""ahuskynamedmilo"",""milisecond"",""brownie_and_bailey""]",5,"C'est la Journée nationale des chiots! Assurez-vous de consulter chacun de nos sites pour connaître les règlements et restrictions avant votre arrivée afin de profiter au maximum de votre visite! Et n'oubliez pas de toujours garder Fido en laisse.Photos de , , , , , , , ,  çais",120,[],2017-03-23T14:19:31,FALSE,2017-03-23_14-19-31,parcs.canada,4141034395,
111,BSCP9OdlNMa,1.47781E+18,"[""destinationcb"",""explorecb"",""hellobc"",""haidagwaii"",""gwaiihaanas"",""notrecanada"",""imagesducanada"",""canada"",""explorecanada"",""destinationcanada"",""leverdesoleil"",""ocean"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f4eb875108b55ff40565a2d9e82da629/5AE1AE74/t51.2885-15/e35/19424943_1604253662941011_7829614965588754432_n.jpg,"[""kellyfunkphotography""]",0,"C’est bien vrai, la réserve de parc national Gwaii Haanas est un paradis! Découvrez un monde luxuriant, retiré et empreint de spiritualité dont le territoire est protégé par Parcs Canada. Les Haïdas puisent leur inspiration culturelle de cette terre ancestrale. Photo de ",104,[],2017-03-24T13:59:15,FALSE,2017-03-24_13-59-15,parcs.canada,4141034395,
112,BSFGhZ8lbVn,1.47862E+18,"[""pukaskwa"",""pnpukaskwa"",""ontario"",""exploreon"",""lacsuperieur"",""explorecanada"",""canada"",""parcscanada"",""canada150"",""printemps""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e29359df51d278f85bdc3d678dcc6280/5AF829D2/t51.2885-15/e35/19228920_1725657981060660_551237809533353984_n.jpg,"[""zmpfilm""]",1,"Avec l'arrivée du printemps, nous rêvons déjà de journées chaudes et de la plage du parc national Pukaskaw en Ontario! Photo de ",81,[],2017-03-25T16:34:32,FALSE,2017-03-25_16-34-32,parcs.canada,4141034395,
113,BSHw6pVFtdd,1.47937E+18,"[""victoria"",""explorebc"",""colombiebritannique"",""phare"",""pharefisgard"",""ocean"",""pacifique"",""voyage"",""voyageur"",""voyager"",""wanderlust"",""aventure"",""canada"",""canada150"",""parcscanada"",""explorecanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b3ec84a3952dda1d4d72ba2edd1e5228/5AE06073/t51.2885-15/e35/19424982_1375686715840279_2804160800116178944_n.jpg,"[""jercham""]",1,"Saviez-vous que le premier phare sur la côte ouest canadienne est encore en service? Il n'y a plus de gardien depuis , puisqu'il a été automatisé, mais vous pouvez toujours agripper la barre tel un capitaine au long cours, sauvant les bateaux des naufrages et des tourments de la mer. Photo de ",101,[],2017-03-26T17:23:28,FALSE,2017-03-26_17-23-28,parcs.canada,4141034395,
114,BSKBDOdAHK8,1.48E+18,"[""brume"",""matin"",""matinale"",""jouerdehors"",""promenade"",""sentier"",""pnforillon"",""forillon"",""quebec"",""qc"",""quebecoriginal"",""provincedequebec"",""exploreqc"",""explorequebec"",""explorecanada"",""canada"",""canada150"",""parcscanada"",""nature"",""oiseaux"",""oiseau""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9932473f850895561fa7ff3574298908/5AF737D5/t51.2885-15/e35/19429143_1758466000832097_4287573307936473088_n.jpg,"[""focused_on_canada""]",3,"Le parc national Forillon sous la brume... Cette photo ne vous donne-t-elle pas envie d'une promenade paisible dans les sentiers du parc, la rosée matinale s'attachant à chacun de vos pas? En tendant l’oreille, vous entendrez peut-être le chant des oiseaux marins… Magnifique photo de ",132,[],2017-03-27T14:22:55,FALSE,2017-03-27_14-22-55,parcs.canada,4141034395,
115,BSMji85l2-Y,1.48071E+18,"[""princealbert"",""canada150"",""canada"",""exploresask"",""nature"",""parcscanada"",""explorer"",""explorecanada"",""saskatchewan"",""canada"",""auroresboreales"",""lacwaskesiu"",""waskesiu"",""aurores"",""sk""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b61c88eec92192d18d77bbffce77cbf6/5AE8F4A9/t51.2885-15/e35/19228511_258545454551448_2210252812619612160_n.jpg,"[""lightleax""]",2,Magnifique photo des aurores boréales au-dessus du lac Waskesiu au Parc national du Prince Albert! Le site de villégiature de Waskesiu offre un accès facile aux diverses activités d’eloration offertes dans le parc national de Prince Albert. Planifiez à l'avance pour visiter ce superbe parc cette année! ,104,[],2017-03-28T14:02:50,FALSE,2017-03-28_14-02-50,parcs.canada,4141034395,
116,BSOljZ0Ficv,1.48129E+18,"[""nature"",""nouvelleécosse"",""randonnée"",""fundy"",""baiedefundy"",""pnfundy"",""parcnationalfundy"",""canada"",""canada150"",""explorecanada"",""parcscanada"",""littoral"",""eau"",""ocean"",""marées""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/365adb1687615252313b4bc759f3af19/5AFDC979/t51.2885-15/e35/19425556_1888698954731440_9026214067097829376_n.jpg,"[""kidkelci""]",2,"Les plus grandes marées du monde ayant lieu dans la baie de Fundy, le paysage changeant du littoral vous surprendra au parc national Fundy. Pendant certaines périodes de l'année, la différence entre la marée haute et la marée basse dans la baie peut atteindre ,3 mètres! Photo de  Écosse ée ées",112,[],2017-03-29T08:58:51,FALSE,2017-03-29_08-58-51,parcs.canada,4141034395,
117,BSRpJidl8cX,1.48215E+18,"[""paysages"",""falaises"",""atlantique"",""aventure"",""nature"",""jouerdehors"",""imagesducanada"",""canada"",""explorecanada"",""parcscanada"",""nouvelleécosse"",""capebreton"",""explorens"",""pncapebreton"",""canada150"",""ocean""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff4f03676e3df8d4739bc8a6acb98987/5AED61F4/t51.2885-15/e35/19429483_119808695200890_5147341944308891648_n.jpg,"[""wanderthemap""]",1,"Le parc national des Hautes-Terres-du-Cap-Breton est réputé pour ses formidables hautes-terres et ses maritimes. Les hautes-terres vous émerveilleront par leur un haut plateau boisé, découpé par des escarpées et par de profondes rivières encaissées au bord de l'océan .Magnifique photo de  écosse",106,[],2017-03-30T13:28:00,FALSE,2017-03-30_13-28-00,parcs.canada,4141034395,
118,BSUUnmEFKTM,1.4829E+18,"[""parcnationalelkisland"",""alberta"",""explorealberta"",""exploreedmonton"",""parcscanada"",""elkisland"",""yeg"",""canada"",""canada150"",""nature"",""jouerdehors"",""explorecanada"",""aventure"",""wanderlust""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a56f7dbc5ce0cb1959130e3f9bf75c55/5AE43FEB/t51.2885-15/e35/19379691_637409903124669_2604382745689849856_n.jpg,"[""nicks.pics_""]",0,"Vous n’oublierez jamais votre visite au ! Elk Island n’est pas seulement un important refuge pour les bisons, les wapitis et plus de espèces d’oiseaux. C’est également un havre de paix pour les pique-niqueurs d’un jour comme pour les campeurs. Si vous êtes chanceux, vous pourriez même voir un coucher de soleil exceptionnel comme celui-ci. Splendide photo de .pics_ ",82,[],2017-03-31T14:26:19,FALSE,2017-03-31_14-26-19,parcs.canada,4141034395,
119,BSXHs1TlmbY,1.48369E+18,"[""pistechilkoot"",""randonneurs"",""paysages"",""nordique"",""histoire"",""parcscanada"",""aventure"",""nature"",""jouerdehors"",""imagesducanada"",""canada"",""explorecanada"",""yukon"",""canada150"",""sommet"",""randonnée"",""parcscanada"",""chilkoot"",""sentier""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9c934e62bdc2868462ba95b86c19b4c8/5AE82A40/t51.2885-15/e35/19228903_1869887439999335_6882667972100358144_n.jpg,"[""nicoleboutilier""]",0,"Quel paysage! La formidable est plusieurs fois centenaire. Peu de pistes de cette longueur offrent aux autant de contrastes en matière de climat, de terrains et de végétation, ou des aussi spectaculaires. Située au cœur d'un milieu sauvage et austère, la légendaire piste Chilkoot est remplie d'artéfacts et de paysages patrimoniaux qui racontent l' de la ruée vers l'or du Klondike et lui donnent un cachet historique sans pareil. Merveilleuse photo de .  ée",81,[],2017-04-01T16:31:10,FALSE,2017-04-01_16-31-10,parcs.canada,4141034395,
120,BSZ6COVlArP,1.48447E+18,"[""parcnationadugrosmorne"",""paysage"",""plages"",""forêts"",""patrimoine"",""unesco"",""parcscanada"",""aventure"",""nature"",""jouerdehors"",""imagesducanada"",""canada"",""explorecanada"",""exploretn"",""terreneuve"",""canada150"",""nature"",""randonnée"",""aventure""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6ba8229c44f92b126c592c7534a270c8/5AFF96F0/t51.2885-15/e35/19367335_442479919441332_4773586288118857728_n.jpg,"[""alyleung""]",1,"Partez à l'aventure au ! Des fjords et des sommets montagneux dominent majestueusement un varié de , de tourbières, de êts et de falaises accidentées. Issu de la collision de continents et de glaciers ciselés, le paysage ancien du parc du Gros-Morne figure sur la liste du mondial de l’. Incroyable photo de .  ée",149,[],2017-04-02T18:29:28,FALSE,2017-04-02_18-29-28,parcs.canada,4141034395,
121,BScAOPZl6wG,1.48506E+18,"[""vuntut"",""ivvavik"",""pnvuntut"",""pnivvavik"",""yukon"",""exploreyukon"",""alaska"",""migration"",""voyage"",""wanderlust"",""animaux"",""nature"",""explorer"",""caribou"",""randonnée"",""canada"",""explorecanada"",""canada150"",""parcscanada"",""arcenciel""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1fa4618bd53b4ea800da8a5cbc447d4f/5AF8ABDC/t51.2885-15/e35/19428997_1379089475480230_4348330782889082880_n.jpg,[],0,"Suivez l'arc-en-ciel et vous pourriez vous retrouver au parc national Vuntut, un parc enchanteur dans le nord du Yukon. L'une des grandes migrations animales de la planète s'y produit, car la harde de caribous de la rivière Porcupine traverse le parc national Vuntut et le parc national Ivvavik pour se rendre en Alaska. En cette période de l'année, ils sont sur le point de débuter leur voyage!  ée",65,[],2017-04-03T14:02:01,FALSE,2017-04-03_14-02-01,parcs.canada,4141034395,
122,BSehGeflZ5U,1.48577E+18,"[""voyage"",""wanderlust"",""rocheuses"",""travelgram"",""printemps"",""couleurs"",""montagnes"",""nature"",""aventure"",""fleurs"",""canada"",""explorecanada"",""canada150"",""lacswaterton"",""pnlacswaterton"",""waterton"",""parcscanada"",""alberta"",""explorealberta""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d71f3a396f705713dd50bb3cca2b0f1b/5ADCC55B/t51.2885-15/e35/19228793_1826283401034177_5148175455727124480_n.jpg,"[""focused_on_canada""]",1,"Admirez des lacs cristallins, des cascades impétueuses, des cours d'eau chatoyants, des rochers pittoresques et de splendides paysages escarpés au Parc national des Lacs-Waterton. Ça sent déjà le printemps! Magnifique photo de ",119,[],2017-04-04T13:27:48,FALSE,2017-04-04_13-27-48,parcs.canada,4141034395,
123,BShFUxwlPjg,1.48649E+18,"[""rocheusescanadiennes"",""sentiers"",""explorecanada"",""hellobc"",""explorebc"",""parcnationalyoho"",""yoho"",""parcscanada"",""parcsnationaux"",""voyage"",""viesauvage"",""explorer"",""montagnes"",""jouerdehors"",""nature"",""canada"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f88de3f833e76ad135fdae2e08a405af/5AE9CD30/t51.2885-15/e35/19227766_1440272539367916_7373997245621862400_n.jpg,"[""dee_izzle""]",0,"Le parc Yoho, dont le nom provient d'une eression crie qui marque l'émerveillement, se situe dans la partie ouest des . Avec plus de kilomètres de , c'est le paradis des amateurs de randonnée! Magnifique photo de  ée",153,[],2017-04-05T13:22:48,FALSE,2017-04-05_13-22-48,parcs.canada,4141034395,
124,BSj7n94lEe8,1.48729E+18,"[""pacificrim"",""rpnpacificrim"",""ocean"",""plage"",""soleil"",""printemps"",""explorer"",""vagues"",""surf"",""explorecanada"",""canada"",""canada150"",""parcscanada"",""jouerdehors"",""paix""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7c38046756d42c8ad77390a029546fde/5AF5C0A1/t51.2885-15/e35/19367068_466098323750147_4500079489354563584_n.jpg,"[""megansoffer""]",0,"À la réserve de parc national Pacific Rim, promenez-vous sur la plage de sable qui s'étend à perte de vue et contemplez les vagues qui déferlent sur les rochers du rivage. Moment de paix assuré! Magnifique photo de ",107,[],2017-04-06T15:55:46,FALSE,2017-04-06_15-55-46,parcs.canada,4141034395,
125,BSoP09iFAb_,1.48851E+18,"[""défiparcs"",""défiparcs"",""motivationmatinale"",""parcscanada"",""canada150"",""canada"",""explore"",""aventure"",""wanderlust"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""nouveaubrunswick"",""tourismenb"",""lac"",""lacs"",""leverdesoleil""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/de3c0016508e9f695fd0a4ed9e91b14e/5AFCDA60/t51.2885-15/e35/19228818_1857247864527241_7587635739332968448_n.jpg,"[""bluegreenorange""]",1,"Avez-vous vu les éfiParcs amusants sur nos comptes Facebook et Twitter? Et bien, utilisateurs d’Instagram, celui-ci est pour vous! Nous vous lançons le défi : envoyez-nous votre meilleure photo d’un lever de soleil accompagnée du mot-clic éfiParcs. Que ce soit dans votre cour arrière avec une tasse de café à la main ou du sommet d’une montagne, tentez de capter la sérénité et la tranquillité qui sont uniques aux premiers moments de la journée. Toute une ! Magnifique photo prise par au Parc national Kouchibouguac! ",121,[],2017-04-08T08:09:16,FALSE,2017-04-08_08-09-16,parcs.canada,4141034395,
126,BSpaqSVFT0f,1.48884E+18,"[""kejimkujik"",""keji"",""pnkejimkujik"",""explorenovascotia"",""explorens"",""camping"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""nouvelleécosse"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c0db6449b16c75fc68dd620871ef0ae1/5ADE0FDD/t51.2885-15/e35/19425118_381300918938171_2661070812143943680_n.jpg,"[""mattmacphee""]",0,"Dans le parc national Kejimkujik, elorez des sentiers, des lacs et des rivières sauvages et passez la nuit sous les étoiles, parmi les plus brillantes que vous ne pourrez jamais voir! Le camping d'arrière-pays à son meilleur! Superbe photo de  écosse",117,[],2017-04-08T19:03:10,FALSE,2017-04-08_19-03-10,parcs.canada,4141034395,
127,BSrF8j-FTNf,1.48931E+18,"[""pnlacswaterton"",""vimy100"",""vimy"",""cretedevimy"",""waterton"",""lacswaterton"",""nelesoubliezpas"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a5682d5f09d9e56eaa26888fdedb4605/5AF738F9/t51.2885-15/e35/19429540_1927114474226147_7420810147175333888_n.jpg,[],1,"Au printemps , les divisions du Corps canadien s’emparaient victorieusement de la crête de Vimy, mais Canadiens y perdirent la vie. La crête et le pic de Vimy se situent dans le , qui abrite ce paysage exceptionnel. Ils honorent les soldats ayant servi à Vimy. ",93,[],2017-04-09T10:40:38,FALSE,2017-04-09_10-40-38,parcs.canada,4141034395,
