,likes,mediaid,caption,url,caption_mentions,comments,id,typename,owner_username,tagged_users,date,shortcode,is_video,caption_hashtags,owner_id,video_url
69,2318,1.44742E+18,"Kootenay national park is a place of unique contrasts, from icy mountain rivers to steamy hot springs. Not only can you admire this #WinterWonderland ❄️️, you can also visit exhibits at the Kootenay national park Visitor Centre illuminating the fascinating cultural and natural heritage of the park and the Columbia Valley – with a special focus on local Ktunaxa First Nations culture. Thanks for the photo @stevint 😊 #wilderness #travel #themountainiscalling #keepitwild #explore #explorebc #explorecanada #canada #KootenayNP #parkscanada #canada150",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c364e6cd407fa387255afcd6bcc9deb8/5ADCEC62/t51.2885-15/e35/16584805_247772829006528_1838026753197473792_n.jpg,"[""stevint""]",23,2017-02-10_14-39-39,GraphImage,parks.canada,[],2017-02-10T14:39:39,BQWSD1TAaAL,FALSE,"[""winterwonderland"",""wilderness"",""travel"",""themountainiscalling"",""keepitwild"",""explore"",""explorebc"",""explorecanada"",""canada"",""kootenaynp"",""parkscanada"",""canada150""]",4143631778,
70,1222,1.44812E+18,"Pukaskwa National Park's exceptional beauty is revealed in its vistas of Lake Superior and in the rugged, ancient landscape of the Canadian Shield and northern forest. The spirit of the wilderness envelopes those who explore this special place. Picture by @aaronpetersonphoto #getoutside #neverstopexploring #ontario #canada #freshcoast #lakesuperior #camping #thisisnorth #pukaskwa #pukaskwaNP #kayak #kayaking #seakayak #ExploreCanada #Canada150 #ParksCanada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c48eba4e81f248a732064b9dc1e791eb/5AD912DB/t51.2885-15/e35/16465486_641950779348408_4126918943833063424_n.jpg,"[""aaronpetersonphoto""]",14,2017-02-11_13-36-31,GraphImage,parks.canada,[],2017-02-11T13:36:31,BQYvoOvgdG4,FALSE,"[""getoutside"",""neverstopexploring"",""ontario"",""canada"",""freshcoast"",""lakesuperior"",""camping"",""thisisnorth"",""pukaskwa"",""pukaskwanp"",""kayak"",""kayaking"",""seakayak"",""explorecanada"",""canada150"",""parkscanada""]",4143631778,
71,1944,1.44889E+18,"A fun little throwback to last fall by @Picobac. Remember when it wasn’t minus 10 °C, and 0 °C weather felt really cold? 😂 Nonetheless, we love our cold winters in beautiful Yoho national park!#adventure #travel #beautifuldestinations #explorecanada #explorebc #parkscanada #canada150 #winterwonderland #YohoNP #YNP",https://instagram.fyvr3-1.fna.fbcdn.net/vp/653b591eff39c09f9ca212a93a2975bf/5AF50B36/t51.2885-15/e35/16583146_1834727763453214_6846125153395408896_n.jpg,"[""picobac""]",14,2017-02-12_15-20-34,GraphImage,parks.canada,[],2017-02-12T15:20:34,BQbgVOZgsqT,FALSE,"[""adventure"",""travel"",""beautifuldestinations"",""explorecanada"",""explorebc"",""parkscanada"",""canada150"",""winterwonderland"",""yohonp"",""ynp""]",4143631778,
72,1150,1.44955E+18,"Massive throwback today: Skoki Ski Lodge was Canada’s first ski lodge!A rare and little-changed link to the early days of ski tourism, Skoki Ski Lodge is a fine example of the log building traditions long associated with the Banff region. When it opened for business in 1931, skiing was just emerging as a major form of winter recreation across Canada.Picture by @paulmorrisonphotography @snowsportsmedia#skokilodge #banff #banffnp #explorealberta #snow #sports #ski #skiing #hike #skoki #skilodge #mountains #canada #rockymountains #adventure #travel #winter #explorecanada #canada150 #parkscanada #cottagelife",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ae28c869ded5f01f1187c3f81c12eb08/5AF14367/t51.2885-15/e35/16465786_172336743265311_9069103112299479040_n.jpg,"[""paulmorrisonphotography"",""snowsportsmedia""]",6,2017-02-13_13-11-13,GraphImage,parks.canada,[],2017-02-13T13:11:13,BQd2Ur5ASBm,FALSE,"[""skokilodge"",""banff"",""banffnp"",""explorealberta"",""snow"",""sports"",""ski"",""skiing"",""hike"",""skoki"",""skilodge"",""mountains"",""canada"",""rockymountains"",""adventure"",""travel"",""winter"",""explorecanada"",""canada150"",""parkscanada"",""cottagelife""]",4143631778,
73,843,1.45029E+18,"Happy #ValentinesDay! 💘 These deer from Kejimkujik National Park in Nova Scotia make for one of the cutest couples we know! Canada’s national parks and national historic sites offer some of the most romantic scenery, getaways and special activities; the perfect place to make lasting memories with that special someone. Picture by Eric Le Bel #ParksCanada #Canada150 #ExploreCanada #Love #Couple #Relationships #Adventure #Deer #CuteAnimals",https://instagram.fyvr3-1.fna.fbcdn.net/vp/feb9d6cd4ad06883906cda62f83f638c/5ADDE08C/t51.2885-15/e35/16585180_1667192156907448_7602085877627486208_n.jpg,[],3,2017-02-14_13-38-06,GraphImage,parks.canada,[],2017-02-14T13:38:06,BQgeMfhg9ob,FALSE,"[""valentinesday"",""parkscanada"",""canada150"",""explorecanada"",""love"",""couple"",""relationships"",""adventure"",""deer"",""cuteanimals""]",4143631778,
74,1366,1.4508E+18,"Happy National #FlagDay, #Canada! The #CanadianFlag was raised for the first time on #ParliamentHill on February 15, 1965. Today, we celebrate it across the country, where it shines the brightest in our national parks and national historic sites! #FlagDay #FlagDay2017 #Canada150 #ExploreCanada #ParksCanada #CanadaProud #canadianflag #discovercanada #travelcanada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/14cc32565ead79aafcadf530ae944ca2/5AEA3CFF/t51.2885-15/e35/16465692_604909876358936_4510070747221196800_n.jpg,[],13,2017-02-15_06-19-34,GraphImage,parks.canada,[],2017-02-15T06:19:34,BQiQzftAa_P,FALSE,"[""flagday"",""canada"",""canadianflag"",""parliamenthill"",""flagday"",""flagday2017"",""canada150"",""explorecanada"",""parkscanada"",""canadaproud"",""canadianflag"",""discovercanada"",""travelcanada""]",4143631778,
75,1498,1.45173E+18,"Escape. Explore. Experience… the wonder and drama of Canada’s most easterly national park, Terra Nova. It’s a magical place where the land and sea compete for your attention. This place is ready for your next adventure – make it your own!Picture by @bourque49#parkscanada #TerraNovaNP #ExploreNL #ExploreCanada #canada150 #adventure #travel #beautifuldestinations",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1fbb3ab7db6b45982b0bb55f8ec9d76d/5AE68D0B/t51.2885-15/e35/16789292_244617879331817_7848589461087584256_n.jpg,"[""bourque49""]",7,2017-02-16_13-23-30,GraphImage,parks.canada,[],2017-02-16T13:23:30,BQlmHS9AcCb,FALSE,"[""parkscanada"",""terranovanp"",""explorenl"",""explorecanada"",""canada150"",""adventure"",""travel"",""beautifuldestinations""]",4143631778,
76,1238,1.45249E+18,"In the seemingly infinite prairies of Grasslands National Park, you will find Canada's only black-tailed prairie dog colonies, as well as rare and endangered fauna such as #bison, #pronghorns and burrowing #owls. Escape and enjoy exciting trails and guided nature hikes in this Canadian gem!Thanks for the picture @fisher604Rumbling#GrasslandsNationalPark #PrairieLife #GrasslandsNP #Saskatchewan #SKstorm #Sunset #Storm #Nature #ExploreSask #ExploreCanada #GetOutside #KeepExploring #Canada150 #ParksCanada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/43e1b7915851bdbdf37d1b996a82d0a4/5AEB990A/t51.2885-15/e35/16464883_1259899014086483_3862813897199190016_n.jpg,"[""fisher604rumbling""]",8,2017-02-17_14-26-57,GraphImage,parks.canada,[],2017-02-17T14:26:57,BQoSK89gdQZ,FALSE,"[""bison"",""pronghorns"",""owls"",""grasslandsnationalpark"",""prairielife"",""grasslandsnp"",""saskatchewan"",""skstorm"",""sunset"",""storm"",""nature"",""exploresask"",""explorecanada"",""getoutside"",""keepexploring"",""canada150"",""parkscanada""]",4143631778,
77,730,1.45298E+18,"Opened in 1825, the Lachine Canal contributed greatly to the industrial development of Canada and Montreal. Sit yourself comfortably in our chairs and discover how ""the Canal Age"" influenced Montreal's development as an industrial force. Or just admire the great view!Photo by @julie_l_corley#ShareTheChair #ParksCanada #Canada150 #ExploreCanada #Canada #375MTL #redchair #Montreal #montrealcity #montreallife #mtl #mtlmoments #mtllife #Lachinecanal #history #heritage #NHS100 #griffintown",https://instagram.fyvr3-1.fna.fbcdn.net/vp/051b84486e90f0d179a5f41efd98f1c2/5AEF9968/t51.2885-15/e35/16789070_1214926138624649_7128930521995804672_n.jpg,"[""julie_l_corley""]",3,2017-02-18_06-30-33,GraphImage,parks.canada,[],2017-02-18T06:30:33,BQqAckdggnt,FALSE,"[""sharethechair"",""parkscanada"",""canada150"",""explorecanada"",""canada"",""375mtl"",""redchair"",""montreal"",""montrealcity"",""montreallife"",""mtl"",""mtlmoments"",""mtllife"",""lachinecanal"",""history"",""heritage"",""nhs100"",""griffintown""]",4143631778,
78,1016,1.45402E+18,"#SirmilikNP in #Nunavut celebrates its 16th birthday today! Visiting Sirmilik is the ultimate Arctic adventure under the Midnight Sun. Amid an expansive landscape of glaciers, valleys and red-rock hoodoo spires, paddle among seals and floating ice, and hike where snowy #owls hunt.#natgeo #iceberg #ice #arctic #expedition #glaciers #neverstopexploring #landscape #travelphotography #beautifuldestinations #naturephotography #canada #explorecanada #parkscanada #canada150",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a56399ead0ddd95643b01468f751987f/5AD917CC/t51.2885-15/e35/16789181_401703913525598_6258717375563038720_n.jpg,[],5,2017-02-19_17-06-01,GraphImage,parks.canada,[],2017-02-19T17:06:01,BQtt9ulA9hv,FALSE,"[""sirmiliknp"",""nunavut"",""owls"",""natgeo"",""iceberg"",""ice"",""arctic"",""expedition"",""glaciers"",""neverstopexploring"",""landscape"",""travelphotography"",""beautifuldestinations"",""naturephotography"",""canada"",""explorecanada"",""parkscanada"",""canada150""]",4143631778,
79,825,1.45464E+18,"If something doesn’t challenge you, then it won’t allow you to grow.Get the #MondayMotivation you need from a hike on the Lac Solitaire trail in La Mauricie National Park!Thanks for the photo @pboisvert!#Winterwonderland #snowshoeing #snowshoe #playoutside #mauricie #MauricieNP #Quebec #QuebecWinter #parkscanada #canada150 #canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/163fc0154dfa2bca74e52f9b930617bc/5AFB12D7/t51.2885-15/e35/16583782_272147686539915_6992494507811930112_n.jpg,"[""pboisvert""]",6,2017-02-20_13-37-36,GraphImage,parks.canada,[],2017-02-20T13:37:36,BQv66E9gzO5,FALSE,"[""mondaymotivation"",""winterwonderland"",""snowshoeing"",""snowshoe"",""playoutside"",""mauricie"",""mauricienp"",""quebec"",""quebecwinter"",""parkscanada"",""canada150"",""canada""]",4143631778,
80,1558,1.45529E+18,"This is your year! Be part of the very few lucky ones who visit Nááts'ihch'oh National Park Reserve every year, and discover an undisturbed expanse of river valleys and spectacular peaks. Nááts’ihch’oh has no blazed trails yet. It’s your chance to map routes that may one day become part of the park’s established trail network! #parkscanada #canada150 #explorecanada #canada #NWT #adventure #travel #wilderness #outside #nature #outdoors #camping #wildernessculture #explore #wanderlust #hiking #mountainlife #mountain @spectacularnwt #spectacularNWT",https://instagram.fyvr3-1.fna.fbcdn.net/vp/660cf3145865c0e6a7cf1272c1e54fe0/5AEF772B/t51.2885-15/e35/16583586_598778500317152_247752632964218880_n.jpg,"[""spectacularnwt""]",21,2017-02-21_11-09-42,GraphImage,parks.canada,[],2017-02-21T11:09:42,BQyOxtfgUjO,FALSE,"[""parkscanada"",""canada150"",""explorecanada"",""canada"",""nwt"",""adventure"",""travel"",""wilderness"",""outside"",""nature"",""outdoors"",""camping"",""wildernessculture"",""explore"",""wanderlust"",""hiking"",""mountainlife"",""mountain"",""spectacularnwt""]",4143631778,
81,1052,1.45609E+18,"Aulavik National Park is located on Banks Island in the Northwest Territories of Canada. metres of arctic lowlands on the north end of Banks Island. The park encompasses a variety of landscapes from fertile river valleys to polar deserts, buttes and badlands. The wildlife and land have supported aboriginal peoples for more than 3,400 years, from Pre-Dorset cultures to contemporary Inuvialuit.#arctic #canada #aulavik #northernadventures #NorthwestTerritories #nature #SpectacularNWT #Northern #wildlife #keepitwild #NWT #ecology #Banks #Island #AulavikNP #explorecanada #parkscanada #canada150",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8fdae08c492f04278f01a47e42732a0b/5AEC18DC/t51.2885-15/e35/16906326_995846867212257_140590600473804800_n.jpg,[],8,2017-02-22_13-42-55,GraphImage,parks.canada,[],2017-02-22T13:42:55,BQ1FGvBgZEU,FALSE,"[""arctic"",""canada"",""aulavik"",""northernadventures"",""northwestterritories"",""nature"",""spectacularnwt"",""northern"",""wildlife"",""keepitwild"",""nwt"",""ecology"",""banks"",""island"",""aulaviknp"",""explorecanada"",""parkscanada"",""canada150""]",4143631778,
82,850,1.45681E+18,"Even in the middle of a white infinity, our chairs always stand out as the perfect place to relax after a great effort. Winter is quite simply magical in Waterton Lakes National Park. Although the park is usually asleep under a thick blanket of snow, the temperature is mild, thanks to warm Chinook winds!Thanks for the pic @betamanic!#travel #wanderlust #beautifuldestinations #rockymountains #themountainsarecalling #travelgram #wintertravel #snow #winter #mountains #letitsnow #nature #winterwonderland #canada #explorecanada #canada150 #watertonlakes #watertonlakesnp #parkscanada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd5ab06f3d7b3e566426b023ff5f504d/5AE47E59/t51.2885-15/e35/16790372_1848081375416587_7369449979061993472_n.jpg,"[""betamanic""]",7,2017-02-23_13-20-14,GraphImage,parks.canada,[],2017-02-23T13:20:14,BQ3nTjqAoA3,FALSE,"[""travel"",""wanderlust"",""beautifuldestinations"",""rockymountains"",""themountainsarecalling"",""travelgram"",""wintertravel"",""snow"",""winter"",""mountains"",""letitsnow"",""nature"",""winterwonderland"",""canada"",""explorecanada"",""canada150"",""watertonlakes"",""watertonlakesnp"",""parkscanada""]",4143631778,
83,1414,1.45753E+18,"Battle Harbour may seem peaceful and serene today, but it once was a major port in the Labrador fishery. Today, this National Historic District of Canada has been revived as a place to immerse yourself in the life of Newfoundlanders and Labradorians in this traditional outport community.Picture by @Picobac#mynewfoundland #historicplaces #adventure #travel #beautifuldestinations #explorecanada #canada #labrador #NHS100 #BattleHarbour #exploreNL #newfoundland #labrador #parkscanada #canada150 #heritage",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2967b80c59633de8e49e11cf959ffb9c/5AE113A7/t51.2885-15/e35/16788939_955015314628723_7565715665068228608_n.jpg,"[""picobac""]",14,2017-02-24_13-18-11,GraphImage,parks.canada,[],2017-02-24T13:18:11,BQ6L3cOggTN,FALSE,"[""mynewfoundland"",""historicplaces"",""adventure"",""travel"",""beautifuldestinations"",""explorecanada"",""canada"",""labrador"",""nhs100"",""battleharbour"",""explorenl"",""newfoundland"",""labrador"",""parkscanada"",""canada150"",""heritage""]",4143631778,
84,1119,1.45835E+18,"The Battle of the Windmill in 1838 was part of the complex struggle for control of the British colony of Upper Canada. Downstream from Prescott but within sight of the town, the stone windmill that became the focus of the Battle of the Windmill in November 1838 still stands. Visit this site where the struggle and hopes of a nation in creation still resonate through the stone.Thank you for the photo @eileenndg#ThousandIslands #ThousandIslandsNP #NHS100 #ParksCanada #Canada150 #Canada #ExploreCanada #History #Heritage #BattleOfTheWindmill #Storm #Ontario #VisitON",https://instagram.fyvr3-1.fna.fbcdn.net/vp/9cc49a7d5dacf6b14218fe844e339558/5AE715A5/t51.2885-15/e35/16906552_1806024669657360_874677584548331520_n.jpg,"[""eileenndg""]",5,2017-02-25_16-37-00,GraphImage,parks.canada,[],2017-02-25T16:37:00,BQ9HacdA5xH,FALSE,"[""thousandislands"",""thousandislandsnp"",""nhs100"",""parkscanada"",""canada150"",""canada"",""explorecanada"",""history"",""heritage"",""battleofthewindmill"",""storm"",""ontario"",""visiton""]",4143631778,
85,1464,1.4591E+18,"Dramatic skies overlook Gulf Islands National Park Reserve, which encompasses over 15 islands and numerous islets and reefs in the southern Strait of Georgia. Explore the secluded islands, but fear not, as you shall not be lonely! Sea lions, porpoises and killer whales will accompany you in your many adventures.Thanks for the photo @cdnwanderer#gulfislands #parkscanada #explorebc #gulfislandsnationalpark #gulfislandsNP #canada150 #explorecanada #beautifuldestinations #adventures #exploration #islandliving #Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/4ccc1457ab31ba795931d0139fc239ef/5AEE7C28/t51.2885-15/e35/16906722_124705021386511_2718064783348727808_n.jpg,"[""cdnwanderer""]",6,2017-02-26_17-14-09,GraphImage,parks.canada,[],2017-02-26T17:14:09,BQ_wdWzg9uD,FALSE,"[""gulfislands"",""parkscanada"",""explorebc"",""gulfislandsnationalpark"",""gulfislandsnp"",""canada150"",""explorecanada"",""beautifuldestinations"",""adventures"",""exploration"",""islandliving"",""canada""]",4143631778,
86,1914,1.4597E+18,"Happy #InternationalPolarBearDay! This photo from @daisygilardini was taken in Wapusk National Park, which protects one of the largest polar bear maternity denning areas in the world. We are committed to the protection of these majestic, curious and agile creatures, the largest land carnivores in North America.#WapuskNationalPark #WapuskNP #ParksCanada #Canada150 #ExploreCanada #Canada #PolarBears #Bears #Conservation #AnimalProtection #Arctic #GreatNorth #North",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2e24c14706d2d58d8189bea843d16125/5AE06281/t51.2885-15/e35/16908186_240191506442355_812751453289447424_n.jpg,"[""daisygilardini""]",30,2017-02-27_13-16-52,GraphImage,parks.canada,[],2017-02-27T13:16:52,BRB6GXJgAmK,FALSE,"[""internationalpolarbearday"",""wapusknationalpark"",""wapusknp"",""parkscanada"",""canada150"",""explorecanada"",""canada"",""polarbears"",""bears"",""conservation"",""animalprotection"",""arctic"",""greatnorth"",""north""]",4143631778,
87,586,1.46042E+18,Are you?,https://instagram.fyvr3-1.fna.fbcdn.net/vp/22afb84f3d2f47293422cb6476b872e4/5AD8B9BB/t51.2885-15/e35/17076435_165157317325244_3745784134396542976_n.jpg,[],36,2017-02-28_12-59-35,GraphImage,parks.canada,[],2017-02-28T12:59:35,BREc6mTAuXP,FALSE,[],4143631778,
88,1017,1.46115E+18,"Well, this bird is looking rather dashing with its feathering of golden hues. Golden-crowned Kinglets are extremely fast and can survive in -40° weather! Spot them in Point Pelee National Park!Awesome shot by @eas9999#birds #bird #birding #pointpelee #pointpeleeNP #kinglet #nature #wildlife #conservation #Canada150 #birdsofinstagram #birdstagram #wildlifephotography #birdphotography #photography #birdlover #wildlifewednesday #Canada #ExploreCanada #Canada150 #ParksCanada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/22d91249e93f23ce16c793a8836e41e8/5ADE3BBD/t51.2885-15/e35/17076341_1873064096299039_2303660787870203904_n.jpg,"[""eas9999""]",8,2017-03-01_13-08-19,GraphImage,parks.canada,[],2017-03-01T13:08:19,BRHCti5AfNQ,FALSE,"[""birds"",""bird"",""birding"",""pointpelee"",""pointpeleenp"",""kinglet"",""nature"",""wildlife"",""conservation"",""canada150"",""birdsofinstagram"",""birdstagram"",""wildlifephotography"",""birdphotography"",""photography"",""birdlover"",""wildlifewednesday"",""canada"",""explorecanada"",""canada150"",""parkscanada""]",4143631778,
89,1592,1.46188E+18,"The stunning Torngat Mountains have one of the harshest climates on earth. As you’ll notice, no trees grow in this arctic tundra climate. Nevertheless, they will charm you with their magnificent ruggedness!Photo by @newfoundlandlabrador#ExploreNL #ExploreCanada #exploretorngats #ParksCanada #Canada #Mountain #Mountains #Torngats #Nature #Wilderness #Wanderlust #History #InuitCulture #Heritage #Canada150",https://instagram.fyvr3-1.fna.fbcdn.net/vp/921730b9d12ee26d3df21d501b612a4d/5AE1C685/t51.2885-15/e35/17075926_1019777178155955_8750438211341254656_n.jpg,"[""newfoundlandlabrador""]",8,2017-03-02_13-28-54,GraphImage,parks.canada,[],2017-03-02T13:28:54,BRJp3JdAbx_,FALSE,"[""explorenl"",""explorecanada"",""exploretorngats"",""parkscanada"",""canada"",""mountain"",""mountains"",""torngats"",""nature"",""wilderness"",""wanderlust"",""history"",""inuitculture"",""heritage"",""canada150""]",4143631778,
90,1319,1.46261E+18,"Happy #WorldWildlifeDay! We hope we can inspire you to help us change animals’ lives for the better. To learn more about some of our greatest success stories in everything conservation, visit our Facebook page! There is much more to do in terms of animal protection and we want you to join us every step of the way. #KeepWildlifeWild #Canada #ParksCanada #Canada150 #Wildlife #Wild #Nature #Conservation #Protection #Animal #Animals #PointPeleeNP #TerraNovaNP #Banff #BanffNP #Bison #Marten #Birds #Bird #Birding",https://instagram.fyvr3-1.fna.fbcdn.net/vp/9bfae4ed7549cd52f5ebc03648479de4/5ADB7A28/t51.2885-15/e35/17077298_386036411764179_2690606305806123008_n.jpg,[],18,2017-03-03_13-23-50,GraphSidecar,parks.canada,[],2017-03-03T13:23:50,BRMOE1XAiGe,FALSE,"[""worldwildlifeday"",""keepwildlifewild"",""canada"",""parkscanada"",""canada150"",""wildlife"",""wild"",""nature"",""conservation"",""protection"",""animal"",""animals"",""pointpeleenp"",""terranovanp"",""banff"",""banffnp"",""bison"",""marten"",""birds"",""bird"",""birding""]",4143631778,
91,2222,1.46348E+18,Imagine having this view all to yourself. The Hole in the Wall Lake in Nahanni National Park Reserve makes a strong case for going off the beaten paths in the most remote parts of our beautiful country! #explorecanada #northwestterritories #parkscanada #canada #hiking #landscape #conservation #nature #adventure #NahanniNPR #Nahanni #NWT #spectacularNWT #Canada150,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2f71721c6512ff679fe178fac9057f10/5ADBF35E/t51.2885-15/e35/16907017_385452881831068_3463875872795131904_n.jpg,[],31,2017-03-04_18-28-40,GraphImage,parks.canada,[],2017-03-04T18:28:40,BRPVwfQg_Y8,FALSE,"[""explorecanada"",""northwestterritories"",""parkscanada"",""canada"",""hiking"",""landscape"",""conservation"",""nature"",""adventure"",""nahanninpr"",""nahanni"",""nwt"",""spectacularnwt"",""canada150""]",4143631778,
92,1248,1.46414E+18,"Revelstoke and its backcountry (pictured here) received more than 900 cm of snow so far this year! Talk about a winter wonderland! Whether you’re there for skiing, hiking or snowshoeing, adventures abound near #RevelstokeNP and #GlacierNationalParkCanada. Backcountry skiing is subject to the Winter Permit System which keeps visitors safe from avalanche control. Learn more by stopping in to the Rogers Pass Discovery Centre or visiting: pc.gc.ca/skirogerspass Amazing photo by @activeannie19#therealstoke #revelstoke#revelstokeNP #backcountry #skiing #snowboarding #hiking #snowshoeing#discoverbc #explorebc #hellobc#parkscanada #explorecanada #canada#canada150",https://instagram.fyvr3-1.fna.fbcdn.net/vp/d5aac4a437ae235b906aa97681846b89/5AE08B47/t51.2885-15/e35/17076812_694693507404965_3969268080424517632_n.jpg,"[""activeannie19""]",5,2017-03-05_16-19-48,GraphImage,parks.canada,[],2017-03-05T16:19:48,BRRrzc9gG7W,FALSE,"[""revelstokenp"",""glaciernationalparkcanada"",""therealstoke"",""revelstoke"",""revelstokenp"",""backcountry"",""skiing"",""snowboarding"",""hiking"",""snowshoeing"",""discoverbc"",""explorebc"",""hellobc"",""parkscanada"",""explorecanada"",""canada"",""canada150""]",4143631778,
93,1357,1.46478E+18,"Not only is the Château Frontenac the most photographed hotel in the world, it is also one of our most stunning national historic sites! It was built in 1892 in the tradition of château-style hotels developed by railway companies across Canada. You can admire a similar hotel in Lake Louise, #Banff. Beautiful picture by @manucoveney #quebecregion #bestofquebec #imagesofcanada #explorecanada #quebeccity #quebecoriginal #beautifuldestinations #parkscanada #NHS100 #canada150 #canada #quebec",https://instagram.fyvr3-1.fna.fbcdn.net/vp/bdbe84adbca38cfbc65d1385c40d3801/5AE7D0D3/t51.2885-15/e35/17076514_174978513006807_8968264920936218624_n.jpg,"[""manucoveney""]",21,2017-03-06_13-30-44,GraphImage,parks.canada,[],2017-03-06T13:30:44,BRT9QGKga_o,FALSE,"[""banff"",""quebecregion"",""bestofquebec"",""imagesofcanada"",""explorecanada"",""quebeccity"",""quebecoriginal"",""beautifuldestinations"",""parkscanada"",""nhs100"",""canada150"",""canada"",""quebec""]",4143631778,
94,1394,1.46615E+18,"Quttinirpaaq is an Inuktitut word meaning “top of the world”. The name was well chosen, as Quttinirpaaq National Park contains the highest Canadian peak east of the Rockies, Barbeau Peak, soaring at 2,616 metres above sea level. In this picture, you can admire the Tanquary Fjord, with Rollrock Valley in distance. #ParksCanada #ExploreCanada #Canada #Canada150 #Quttinirpaaq #QuttinirpaaqNP #Explore #Discover #Adventure #North #GreatNorth #Arctic #Nunavut #ExploreNunavut #Inuktitut",https://instagram.fyvr3-1.fna.fbcdn.net/vp/82491b7f991b45a9056daa017d87fc80/5AF27D10/t51.2885-15/e35/17126942_983625225101260_8200788083713507328_n.jpg,[],6,2017-03-08_10-38-48,GraphImage,parks.canada,[],2017-03-08T10:38:48,BRYzKegg5Wo,FALSE,"[""parkscanada"",""explorecanada"",""canada"",""canada150"",""quttinirpaaq"",""quttinirpaaqnp"",""explore"",""discover"",""adventure"",""north"",""greatnorth"",""arctic"",""nunavut"",""explorenunavut"",""inuktitut""]",4143631778,
95,637,1.46627E+18,"Big shout out to everyone who completed our very first #ParksChallenge! We're glad to be part of such an active, fun community! Tune in to our FB page tomorrow for the launch of our second challenge! It will be pretty ""sharp""! Special mentions to @a_foradventure @dantracker @johodel @dspreitz @gypsysoul3075 @hikekamloops @nadinemariecy @oliviariley91 @sandra.milliken @the_josie @zoey_the_zesty",https://instagram.fyvr3-1.fna.fbcdn.net/vp/eb83db7ce9a1a7f43a3aa9af44f4a92a/5AF675F5/t51.2885-15/e35/17077486_410920409267764_1293887107265200128_n.jpg,"[""a_foradventure"",""dantracker"",""johodel"",""dspreitz"",""gypsysoul3075"",""hikekamloops"",""nadinemariecy"",""oliviariley91"",""sandra.milliken"",""the_josie"",""zoey_the_zesty""]",11,2017-03-08_14-45-31,GraphSidecar,parks.canada,[],2017-03-08T14:45:31,BRZPZllADyG,FALSE,"[""parkschallenge""]",4143631778,
96,1986,1.46696E+18,"Kluane National Park Reserve looks more like a dream than anything else, although we swear it is real and waiting for you to explore it! Could this be the start of your next adventure? Incredible picture by @taylormichaelburk#keepitwild #beautifuldestinations #adventure #themountainiscalling #wildernessculture #canada #yukon #explorecanada #exploreyukon #Kluane #KluaneNP #KluaneNationalPark #parkscanada #canada150",https://instagram.fyvr3-1.fna.fbcdn.net/vp/997114f6005d9986f6e4444788abe2c5/5AF053F2/t51.2885-15/e35/17127279_654243798109225_203361775138111488_n.jpg,"[""taylormichaelburk""]",27,2017-03-09_13-26-35,GraphImage,parks.canada,[],2017-03-09T13:26:35,BRbrKPsgFr6,FALSE,"[""keepitwild"",""beautifuldestinations"",""adventure"",""themountainiscalling"",""wildernessculture"",""canada"",""yukon"",""explorecanada"",""exploreyukon"",""kluane"",""kluanenp"",""kluanenationalpark"",""parkscanada"",""canada150""]",4143631778,
97,1389,1.46763E+18,"When facing the sea at Cape Spear Lighthouse National Historic Site, the next stop east is Ireland! You will be charmed by the rugged cliffs around the oldest surviving lighthouse in Newfoundland and Labrador, also the easternmost point in Canada! Picture by @robertconwayphotography #beautiful #explore #explorenl #explorecanada #eastcoast #landscape #lighthouse #atlanticocean #canada #newfoundland #newfoundlandandlabrador #imagesofcanada #tourism #photography #adventure #canada #Canada150 #parkscanada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e6e05d1591606dc7f98cb6d38c8ded5/5AF45AFE/t51.2885-15/e35/17265895_1391817964230898_6410058816049643520_n.jpg,"[""robertconwayphotography""]",11,2017-03-10_11-50-20,GraphImage,parks.canada,[],2017-03-10T11:50:20,BReE8PagGXf,FALSE,"[""beautiful"",""explore"",""explorenl"",""explorecanada"",""eastcoast"",""landscape"",""lighthouse"",""atlanticocean"",""canada"",""newfoundland"",""newfoundlandandlabrador"",""imagesofcanada"",""tourism"",""photography"",""adventure"",""canada"",""canada150"",""parkscanada""]",4143631778,
