,mediaid,video_url,owner_username,url,tagged_users,comments,typename,caption,likes,shortcode,date,caption_mentions,is_video,id,caption_hashtags,owner_id
71,1.42038E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0250734e1489b5d99034470e0f763add/5ADC83D9/t51.2885-15/e35/24331954_1918051621856285_8834826866939396096_n.jpg,[],0,GraphImage,"!Our Dr Neil Trivett Global Atmosphere Watch Lab in Alert, Nunavut was named to honour this man (1943-2002) who founded it in . ",39,BO2NtQtgqj1,2017-01-04T07:14:32,[],FALSE,2017-01-04_07-14-32,"[""coolscientistalert"",""arcticscience"",""hero"",""climateresearch"",""instascience"",""scienceofinstagram"",""canenvironment"",""arctic"",""canadianarctic"",""arcticadventures"",""winterwonderland"",""canada"",""throwback"",""nunavut"",""environmentcanada""]",3913900802
72,1.42108E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/58535d9d4c182a22899613996611a05f/5ADC961D/t51.2885-15/e35/25007251_1652581288118219_3442188779031363584_n.jpg,[],3,GraphImage,"Here are cool photos of our Alert lab.The lab was built in ’86, eanded in ‘92 and houses programs from + international research institutions. FLABBERGASTING! We know!.",44,BO4sS6lgXTU,2017-01-05T06:20:18,[],FALSE,2017-01-05_06-20-18,"[""retro"",""arcticscience"",""climateresearch"",""instascience"",""scienceofinstagram"",""canenvironment"",""arctic"",""canadianarctic"",""arcticadventures"",""winterwonderland"",""canada"",""tbt"",""throwback"",""nunavut"",""environmentcanada""]",3913900802
73,1.42182E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2a65f1f0ee3828df149884d9ecf4e04a/5AE0210A/t51.2885-15/e35/25010539_419388821811397_7331206327538024448_n.jpg,[],7,GraphImage,Can you identify that bird? .......,54,BO7T1yxgO-D,2017-01-06T06:44:19,[],FALSE,2017-01-06_06-44-19,"[""wildlife"",""explorebc"",""birds"",""wetlands"",""instabirds"",""wildlifephotography"",""birdsofinstagram"",""birdnerds"",""canenvironment"",""lovebird"",""lovebirds"",""cute"",""birdy"",""birder"",""featheredfriends"",""birdwatching"",""landscape"",""protectedarea"",""canada"",""nature"",""naturelove"",""timetoconnect"",""environmentcanada""]",3913900802
74,1.42549E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9c78a525412e1d83da84d7d93ebf4c46/5AEAFF67/t51.2885-15/e35/25038499_175305143056760_6303296812518211584_n.jpg,[],3,GraphImage,They see me rollin’ These ducks were perfectly happy and just kept swimming in Alaksen National wildlife Area last fall.,45,BPIWZDrgvy4,2017-01-11T08:16:44,[],FALSE,2017-01-11_08-16-44,"[""wildlife"",""explorebc"",""birds"",""wetlands"",""instabirds"",""wildlifephotography"",""ducks"",""duck"",""ducksofinstagram"",""instaduck"",""mightyducks"",""birdsofinstagram"",""birdnerds"",""canenvironment"",""lovebird"",""lovebirds"",""cute"",""birdy"",""birder"",""featheredfriends"",""birdwatching"",""landscape"",""protectedarea"",""canada"",""nature"",""naturelove"",""timetoconnect"",""environmentcanada""]",3913900802
75,1.42634E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bce1e095e5eb0f1ca8e148cbb3291f7a/5AF0C727/t51.2885-15/e35/25013340_152330835390163_3123615472545693696_n.jpg,[],0,GraphImage,": This was the Ontario Weather Centre computer room at the Pearson Airport Malton weather officeAt the time, forecast maps were hand drawn by forecasters and sent via big scanners on the ""digital"" facsimile circuits to other weather centres. :John Botari •••",59,BPLX2kmAJOh,2017-01-12T12:27:14,[],FALSE,2017-01-12_12-27-14,"[""tbt"",""1990s"",""weather"",""forecast"",""weatherforecast"",""canada"",""canadianweather"",""supercomputer"",""computer"",""weatheroffice"",""meteorologists"",""instaweather"",""flashback"",""environmentcanada"",""environmentcan""]",3913900802
76,1.42694E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0788b0bc570e7db60bb0423d9a2f6778/5AE76F1E/t51.2885-15/e35/24178211_151359228828749_3263402128156131328_n.jpg,[],6,GraphImage,"Despite having the latest in technology, meteorologists still perform a hand analysis of weather maps daily at the Prairie and Arctic Storm Prediction Centre in Edmonton. Colouring is one of the best parts of the job! ",98,BPNhaDKAK4N,2017-01-13T08:29:12,[],FALSE,2017-01-13_08-29-12,"[""colouringisforadultstoo"",""colouring"",""coloring"",""handdrawing"",""meteorology"",""deskjob"",""busyatwork"",""yeg"",""alberta"",""wx"",""stormwarning"",""severeweather"",""computer"",""setup"",""weather"",""weatherlive"",""weathernerd"",""mapmaker"",""mymap"",""photooftheday"",""seasons"",""meteorologists"",""instaweather"",""environmentcan"",""environmentcanada""]",3913900802
77,1.42905E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5ec1ca8e0534053891468e4b644dcfc2/5A63E496/t50.2886-16/24984044_1756239594685788_5138132353310261248_n.mp4,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/63bb19f25c6404c6b795b5661236f07c/5A63F277/t51.2885-15/e15/24331784_386478281810211_3612376201005367296_n.jpg,[],1,GraphVideo,"Here is one of the most deceptively delightful predators in : The Fisher.Fishers are among the most effective land carnivores, especially given their size. Porcupine is their favourite prey! That’s one prickly meal.Here we see one hopping over and marking our bait stick (the scent glands are located in the rear). Then it’s off to investigate our camera as they click away.",74,BPVAeyDgY5-,2017-01-16T06:15:25,[],TRUE,2017-01-16_06-15-25,"[""northamerica"",""nationalwildlifearea"",""reconyx"",""fisher"",""martespennanti"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""canadianwildlife"",""explorecanada"",""explorealberta"",""fieldwork"",""mammalsurvey"",""wildlifesurvey"",""wildlifemonitoring"",""wildliferesearch""]",3913900802
78,1.42979E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/57c4439f344949307181a9dc8ba5143a/5ADE25D5/t51.2885-15/e35/24838999_227232221149013_8966438413079150592_n.jpg,[],11,GraphImage,"We use motion-sensor cameras to photograph wildlife in their natural habitats. 🦅🦌🦊Turns out, our bait stick is quite popular with all species, be they winged, pawed, or hooved! Keep checking for our great candid shots of Canadian wildlife.•••",116,BPXpjdZgFLx,2017-01-17T06:52:48,[],FALSE,2017-01-17_06-52-48,"[""raven"",""corvuscorax"",""fisher"",""martespennanti"",""coyote"",""canislatrans"",""elk"",""wapiti"",""cervuscanadensis"",""nationalwildlifearea"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""environmentcanada"",""wildlifephotography"",""canadianwildlife"",""protectedarea""]",3913900802
79,1.43051E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9fdc0cccc90ecbdf753f1933edbe1c98/5AEEF8B1/t51.2885-15/e35/24845193_551353178532118_3425999183276933120_n.jpg,[],0,GraphImage,"Look deep into nature, and then you will understand everything better. –Albert EinsteinThis bear was soaking up the summer sights as much as he could. Autumn was a little less spectacular for him though, since he doesn't see much of the yellow-orange-red colour spectrum.   ",74,BPaNNP-gYK4,2017-01-18T06:42:49,[],FALSE,2017-01-18_06-42-49,"[""ursidae"",""ursusamericanus"",""blackbear"",""bear"",""bears"",""instabears"",""bearsofinstagram"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""quotesofinstagram"",""quote"",""alberteinstein"",""quotestoliveby""]",3913900802
80,1.43418E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0f1a0e94c211d606daca3f6df1e26371/5AF23797/t51.2885-15/e35/25005551_131798637500279_7631079114488676352_n.jpg,[],0,GraphImage,"“It’s mine!” “No, MINE!” Two young elk are sparring with their antlers over the stick. These young’uns need to get some practice in before wrestling starts to really count!   ",48,BPnO1nwA2sY,2017-01-23T08:07:12,[],FALSE,2017-01-23_08-07-12,"[""elk"",""wapiti"",""cervuscanadensis"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""wildwest"",""animalselfies""]",3913900802
81,1.43484E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/669bacf753e778f237765ca0b0e3b29e/5AFD0734/t51.2885-15/e35/25011670_138798590116721_4254050431061196800_n.jpg,[],1,GraphImage,"“I’m in love! I’m in love with this stick and I don’t care who knows it!”, exclaimed this twitterpated Mule Deer.🦌 It’s fun to imagine this deer is signing its heart out, but our say she was just enjoying a snack. ",60,BPpj6rEAw2X,2017-01-24T05:49:52,[],FALSE,2017-01-24_05-49-52,"[""biologists"",""animalselfies"",""deer"",""muledeer"",""signinganimal"",""odocoileushemionus"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""canadianwildlifeservice"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""protectedarea"",""hiddengems""]",3913900802
82,1.43563E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/43ca6a64853585508761e3757281cff0/5AFAC606/t51.2885-15/e35/25010251_539303213089588_32717420183420928_n.jpg,[],4,GraphImage,"It’s may seem tragic that this handsome bull will soon lose these spectacular antlers., but worry not, new and grander ones will grow. ",80,BPsYM0ZgUly,2017-01-25T08:05:12,[],FALSE,2017-01-25_08-05-12,"[""elk"",""wapiti"",""cervuscanadensis"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""animalselfies""]",3913900802
83,1.43643E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/53d39fcff287ea0e8555ef604a3e2168/5AF4B9F4/t51.2885-15/e35/24845450_172261746847438_2372639676335915008_n.jpg,[],5,GraphImage,"“Shhh, I think we’ve been spotted.” These pronghorns are a keen bunch!And fast too! Only the cheetah can outrun these speed demons; good thing they’re a whole ocean away from eachother!",83,BPvNcCIAzAB,2017-01-26T10:28:53,[],FALSE,2017-01-26_10-28-53,"[""pronghorn"",""antilocapraamericana"",""hithere"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""animalselfies"",""canadianwildlifeservice"",""canadianwildlife""]",3913900802
84,1.43707E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ee7bb98dd74cba78a3d64e4d6c490c93/5AF19563/t51.2885-15/e35/25010690_1570842046326225_5129324543617269760_n.jpg,[],1,GraphImage,"Pssst… If you didn’t know this by now, you should. We’re a little obsessed with owls 🦉 OWL OF EM’! (How couldn’t we?) So we just thought we would share this photo with you. A Snowy Owl hanging on a hay bale, no big thang.",103,BPxe7v1A-Oo,2017-01-27T07:40:15,[],FALSE,2017-01-27_07-40-15,"[""cutenessoverload"",""snowyowl"",""owls"",""instaowls"",""owlslovers"",""haybale"",""hay"",""farmland"",""canada"",""environmentcan"",""environmentcanada"",""fieldwork"",""wolfeisland"",""ontario"",""discoveron"",""naturephotography"",""wildlifephotography""]",3913900802
85,1.43925E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/56e88eb95eed7da6b8a22f5d796ca0b5/5AF37832/t51.2885-15/e35/24327718_152329445402960_341727573962653696_n.jpg,[],0,GraphImage,"! This burrowing owl is doing his best to live up to the shining example set by our good friend the Common Loon. This little bird lives in one of National Wildlife Areas across Canada, where nationally significant habitats are protected for plants, animals and humans alike.  ",105,BP5PmQ8ADzJ,2017-01-30T08:00:10,[],FALSE,2017-01-30_08-00-10,"[""strikeapose"",""birdyear"",""birdnerd"",""burrowingowl"",""owl"",""owls"",""instaowls"",""wildlife"",""nationalwildlifearea"",""canenvironment"",""naturephotography"",""wildlifephotography"",""vogueingowl""]",3913900802
86,1.43994E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5aa58174a5a963c4c0a8385323559662/5AF26ED8/t51.2885-15/e35/24332213_115476245906074_6022396871798947840_n.jpg,[],0,GraphImage,"Biologists Paul and wildlife technician Regina are lucky enough to work out of the Goose Bay office. Last February, they had the chance to visit the Inuit community of Makkovik while hosting community workshops on how to identify bird wings. This project is a Stewardship project in collaboration with Nunatsiavut Government and modeled after a project called National Harvest Survey.",51,BP7sJmUAxUu,2017-01-31T06:48:08,[],FALSE,2017-01-31_06-48-08,"[""makkovik"",""nofilter"",""nofilterneeded"",""makkovikharbour"",""nunatsiavut"",""labrador"",""nl"",""atl"",""atlanticregion"",""canada"",""biologistlife"",""scientist"",""environmentcanada"",""environmentcan"",""canadianclimate"",""canadianweather"",""naturephotography""]",3913900802
87,1.4407E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bfc6f8d78345459e58ae1ab9c00536b3/5AFE9225/t51.2885-15/e35/25012635_503381060048682_764287450343276544_n.jpg,[],1,GraphImage,"Have you heard? Canada is hosting ! Yay!Mark your calendar, we already marked ours.",91,BP-ZYA2AAZo,2017-02-01T08:01:48,[],FALSE,2017-02-01_08-01-48,"[""worldenvironmentday"",""connectingpeopletonature"",""timetoconnect"",""connectwithnature"",""environment"",""environmentcan"",""environmentcanada"",""canada150"",""can150""]",3913900802
88,1.44141E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0aff3327852105776912f89acfd385b5/5AFC9384/t51.2885-15/e35/24332517_2042077622689693_5060165790511136768_n.jpg,[],1,GraphImage,"Morning Sunrise on the ice “It was a beautiful degree morning in Makkovik that day... During the winter months communities on the north coast of Labrador transition to for transportation within their communities. The sea ice also becomes another type of roadway linking residents with their cabins and other communities in the winter months. travel continues until the sea ice breaks up in the spring.One of the best parts of our jobs is the chance to visit the beautiful throughout Labrador! “ – Regina, CWS Crew",60,BQA7c26gN1S,2017-02-02T07:38:02,[],FALSE,2017-02-02_07-38-02,"[""snowmobiles"",""skidoo"",""canadienwildlifeservice"",""wildlife"",""canada"",""makkovik"",""makkovikharbour"",""nunatsiavut"",""thebigland"",""nl"",""atl"",""atlanticregion"",""canada"",""biologistlife"",""scientist"",""environmentcanada"",""environmentcan"",""canadianclimate"",""canadianweather"",""naturephotography"",""tbt""]",3913900802
89,1.4421E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/71ee2f4ffd1c1b87bfc040e5dde2eb02/5AF50B25/t51.2885-15/e35/25008761_384346638645630_4177955584944898048_n.jpg,[],2,GraphImage,"to an early morning in Labrador. The burns off as the continues to rise during the Breeding Bird Survey (BBS). Many warblers, thrushes and shorebirds were singing loudly that morning! ",86,BQDXonLAK2E,2017-02-03T06:22:48,[],FALSE,2017-02-03_06-22-48,"[""flashbackfriday"",""fog"",""sun"",""thebigland"",""explorenl"",""breedingbirdsurveys"",""wetland"",""bog"",""birders"",""birdlovers"",""biologistsofinstagram"",""biologistlife"",""sunrise"",""labradorcity"",""canada"",""canadianphotography"",""canadianlandscape"",""beautifulcanada"",""igerscanada"",""throwback"",""canadianwildlifeservice"",""environmentcanada"",""environmentcan"",""naturephotography"",""nofilterneeded"",""fieldwork""]",3913900802
90,1.44432E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/46d5fe0234eb7a18f4e24d8467c46865/5ADD2B17/t51.2885-15/e35/24327585_132446554105179_2212137156506288128_n.jpg,[],2,GraphImage,"“Beautiful morning in Labrador last summer and turned into one of the warmest in many weeks! I took off my mittens and toque by stop no. …It reached a high of degrees!” – Regina, CWS Crew TheBigLand",74,BQLRLIuAphs,2017-02-06T08:00:16,[],FALSE,2017-02-06_08-00-16,"[""flashback"",""throwback"",""nofilterneeded"",""explorenl"",""breedingbirdsurveys"",""wetland"",""bog"",""birders"",""birdlovers"",""biologistsofinstagram"",""biologistlife"",""fieldwork"",""labradorcity"",""canada"",""thebigland"",""canadianphotography"",""canadianlandscape"",""beautifulcanada"",""igerscanada"",""canadianwildlifeservice"",""environmentcan"",""canenvironment"",""environmentcanada""]",3913900802
91,1.44512E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/273f87c9f9b3f880a1e7631aa841a065/5AD8896E/t51.2885-15/e35/25009962_132038550814502_5381183328525221888_n.jpg,[],3,GraphImage,"""At the end of the day, after all of the work was complete, we got to enjoy this beautiful Labrador sunset at the cabin we were staying in for the night."" Fieldwork has its perks!",79,BQOGEg8Af5r,2017-02-07T10:20:58,[],FALSE,2017-02-07_10-20-58,"[""fieldwork"",""summertime"",""cdnscience"",""thebigland"",""explorenl"",""breedingbirdsurveys"",""birders"",""birdlovers"",""biologistsofinstagram"",""sunset"",""hiddengems"",""hiddengem"",""cabinlife"",""thebigland"",""canadianphotography"",""canada"",""canadianlandscape"",""beautifulcanada"",""igerscanada"",""nofilter""]",3913900802
92,1.44573E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7e78d2e2954bd28aaeac8125fb4a7ec9/5AE697C6/t51.2885-15/e35/25012860_197485264142703_6660216510440538112_n.jpg,[],0,GraphImage,"Believe it or not, this dreamy landscape is Canadian! This photo was taken at Gannet Islands Ecological Reserve, Newfoundland.During July and August these islands are abuzz with activity! It is quite an amazing sight to see thousands of seabirds! It’s definitely a privilege for some of our biologists to call this place their office during the field season. ",79,BQQRlklgJ5o,2017-02-08T06:40:05,[],FALSE,2017-02-08_06-40-05,"[""throwback"",""summerdays"",""fieldwork"",""biolologistlife"",""thebigland"",""explorenl"",""newfoundland"",""conservation"",""birdconservation"",""seawildlife"",""wildlife"",""hiddengems"",""canadianwildlifeservice"",""canenvironment"",""environmentcanada"",""tbt"",""protectedarea""]",3913900802
93,1.44655E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/df4dac2f13926b67be3c590f405f1e2d/5AF3A87E/t51.2885-15/e35/24332134_1284156855024186_6447500184862588928_n.jpg,[],0,GraphImage,Blink and you’ll miss it! This heron did its best to snap up a snack before it got away. Glad our treats aren’t a flight risk ,68,BQTKSlCAW0O,2017-02-09T09:34:02,[],FALSE,2017-02-09_09-34-02,"[""nature"",""explorebc"",""fraserriver"",""birdyear"",""birds"",""omnomnom"",""hangry"",""birdlovers"",""heron"",""environment"",""canenvironment"",""environmentcanada"",""canadianwildlife"",""canadianwildlifeservice""]",3913900802
94,1.44734E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b7668f354dbb76e416624877cc109be3/5AE9E5F4/t51.2885-15/e35/25011783_1494528970660157_7601763561806757888_n.jpg,[],0,GraphImage,"While this horse may think she “nose” about measuring water quantity, we like to leave it up to our eerts. Nicole, hydrographer, conducts a direct water level survey on the shores of the Homathko River, BC.",57,BQV-zRkAxmb,2017-02-10T11:51:22,[],FALSE,2017-02-10_11-51-22,"[""womeninscience"",""fieldwork"",""womenscienceday"",""cdnsci"",""instascience"",""horsesofinstagram"",""instahorse"",""biologistsofinstagram"",""instascience"",""bc"",""waterscience"",""canenvironment"",""environmentcanada""]",3913900802
95,1.44786E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f5a0d04cf8eba539daa936ec2f41151/5ADC1BAA/t51.2885-15/e35/24838901_1587091454711537_6110314306887221248_n.jpg,[],7,GraphImage,"Today is the International Day of Women and Girls in Science! We have the honor to work with many female scientists, including these ! Jesse, Marianna and Sara are meteorologists working at the Prairie and Arctic Storm Prediction Centre. They graduated from the Atmospheric Science Program at the University of Alberta. Impressive right? 🤗",139,BQX2DLegJeH,2017-02-11T05:13:23,[],FALSE,2017-02-11_05-13-23,"[""stormprediction"",""womenscienceday"",""womenscientists"",""meteorologists"",""meteorology"",""weatherforecast"",""officework"",""instascience"",""environmentcanada"",""canenvironment"",""cooljob"",""womeninscience""]",3913900802
96,1.44801E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b97126b24de5488ba395cbc8485517b4/5AF3FF1F/t51.2885-15/e35/25011283_148851482425742_5031311470072168448_n.jpg,[],0,GraphImage,Two close friends: Biologist Judith Kennedy from the Canadian Wildlife Service and Carlitos and her giant Canada Warbler.,48,BQYXWO7AWkC,2017-02-11T10:04:20,[],FALSE,2017-02-11_10-04-20,"[""womenscienceday"",""womeninscience"",""womenscientist"",""birdyear"",""canadienwildlifeservice"",""instascience"",""biologistsofinstagram"",""canenvironment"",""environmentcanada"",""birdnerds"",""birdlovers""]",3913900802
97,1.44941E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8db1d1a214de33f5df012bc1cb0ee53b/5ADDB43A/t51.2885-15/e35/24838845_152791805344729_7761581764497113088_n.jpg,[],5,GraphImage,"This is our home away (in Edmonton, Eastgate offices) from home (our HQ is in Gatineau, QC). The building has a gold LEED rating for human and environmental health. Canadian Wildlife Service, the Enforcement Branch, the Prairie and Arctic Storm Prediction Center, the Canadian Meteorological Aviation Center and Air Quality all work out of this building.",77,BQdUpOPAxbI,2017-02-13T08:16:55,[],FALSE,2017-02-13_08-16-55,"[""leed"",""meteorology"",""science"",""biologistlife"",""canadianwildlifeservice"",""busyatwork"",""research"",""yeg"",""alberta"",""wx"",""stormwarning"",""severeweather"",""weather"",""weatherlive"",""weathernerd"",""photooftheday"",""leedcertified"",""sustainability"",""environment"",""canada"",""environmentcanada"",""environmentcan""]",3913900802
98,1.4501E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/11e4605d3abcef45b30e040cae3126d6/5A646FD4/t50.2886-16/25029056_297307867448243_922656024261820416_n.mp4,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fdfbc86707f5b82624810a1cf793ce4b/5A637CDD/t51.2885-15/e15/25014775_513329232366221_7093722226939133952_n.jpg,[],0,GraphVideo,Let’s celebrate years of Canada. and years of nature - a part of our heritage. We want to see YOUR photos. Show us through your eyes what represents Canada’s natural heritage. Use for a chance to be featured on our feed!,26,BQfyEXHgZ6Y,2017-02-14T07:12:31,[],TRUE,2017-02-14_07-12-31,"[""ecan150"",""canada150"",""timetoconnect"",""connectwithnature"",""hiddengems"",""explorecanada"",""canada"",""canadians"",""withnature""]",3913900802
99,1.45085E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4954b11193ee4b39ff863d74eac65bdf/5AE74FAA/t51.2885-15/e35/25007475_1593616600733176_5027384611538206720_n.jpg,[],1,GraphImage,"Queen Maud Gulf Migratory Bird Sanctuary might not be yrs old but it is a !This beautiful region of the Canadian Arctic is an important nesting habitat for migratory birds like Ross' Goose. Covering over km2 of land and sea, this is Canada’s largest protected area! Whoa!Learning more about these national treasures is a great start to conserving them and to celebrate ! :Kiel Drake",69,BQidF24A_EX,2017-02-15T08:06:56,[],FALSE,2017-02-15_08-06-56,"[""hiddengem"",""canada150"",""eccan150"",""canada"",""canadianwildlife"",""conservation"",""migratorybirds"",""goose"",""nunavut"",""canadianarctic"",""birdyear"",""protectedarea"",""nationalwildlifeare"",""withnature"",""canadianwildlifeservice""]",3913900802
100,1.45169E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/258ae55457316a04721db3507f3625b1/5AFA4D10/t51.2885-15/e35/25008534_1337487939714271_66270112721666048_n.jpg,[],0,GraphImage,"Sable Island is often referred to as the “Graveyard of the Atlantic” because of its many shipwrecks. A migratory bird sanctuary was established on the island in , and covers the entire island, a crescent of sand extending along an east-west axis for approximately km. And you can find wild horses here too! Andrew Macfarlane",98,BQlbUQSFwN9,2017-02-16T11:49:09,[],FALSE,2017-02-16_11-49-09,"[""canada150"",""eccan150"",""canada"",""canadianwildlife"",""conservation"",""migratorybirds"",""sableisland"",""halifax"",""ns"",""novascotia"",""explorens"",""atlanticocean"",""nofilterneeded"",""habitat"",""habitatconservation"",""canenvironment"",""environmentcanada"",""birdnerds"",""canadianwildlifeservice""]",3913900802
101,1.45229E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/62fe261cf79b9219efa3022285c4696b/5AFA14DF/t51.2885-15/e35/25009000_191790878065549_6519532790780788736_n.jpg,[],2,GraphImage,"We’re here at ECCC! This was taken in in1887!We love seeing winter photos, because…what is more Canadian than a pic? Share your photos with for a chance to be featured! :Library and Archives Canada/a022473",81,BQnlFSYFtM-,2017-02-17T07:52:58,[],FALSE,2017-02-17_07-52-58,"[""weathergeeks"",""blastfromthepast"",""montreal"",""winter"",""eccan150"",""canada150"",""canadianweather"",""mtlmoments"",""canada"",""winterfun"",""fbf""]",3913900802
102,1.45444E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bee131a80d7e30c2fbda80c4c06fb98b/5AF3C360/t51.2885-15/e35/25009183_149017005821620_6545745813706899456_n.jpg,[],4,GraphImage,"Can you hear the mountains calling? They want to say ! That’s such a Canadian thing to say, or oversay, as well as “sorry”, which we apparently say a lot. Beautiful is the province with the highest % of protected lands! Can you guess what percentage of its total landmass is protected?",82,BQvNOugF7TX,2017-02-20T06:58:28,[],FALSE,2017-02-20_06-58-28,"[""thankyou"",""sorrynotsorry"",""bc"",""canada150"",""eccan150"",""canada"",""canadianwildlife"",""conservation"",""naturephotography"",""hiddengems"",""explorebc"",""beautifulbc"",""environmentcan"",""canenvironment"",""environmentcanada""]",3913900802
103,1.45515E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a12973cb17e0b75edc99ccbdf4aacf2/5AE6280E/t51.2885-15/e35/25006624_130897534273884_9207105612725354496_n.jpg,[],0,GraphImage,"Though is said to translate from an old French word meaning ""loud noises"", there was nothing boisterous about this delightfully calm day on frozen Jolicure Lake in Tintamarre National Wildlife Area, located minutes from Sackville, NB and Amherst, NS. Grab your snowshoes or cross-country skis and eerience this peaceful landscape!",85,BQxu5uKl58r,2017-02-21T06:31:10,[],FALSE,2017-02-21_06-31-10,"[""tintamarre"",""nb"",""newbrunswick"",""sackville"",""snowshoeing"",""ski"",""winterfun"",""winterjoy"",""winterlandscape"",""canadianwinter"",""winterincanada"",""canadianweather"",""nationalwildlifearea"",""conservation"",""canada150"",""connectwithnature"",""worldenvironmentday"",""timetoconnect"",""hiddengems"",""canadianwildlifeservice"",""atlanticcanada"",""naturelover"",""naturefun"",""outdoors"",""canenvironment"",""environmentcanada""]",3913900802
104,1.45523E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7d4ce32c7fa4c02a9b1eb61beeeccb8f/5AE28D8F/t51.2885-15/e35/24332309_1767564519922776_5611724129158823936_n.jpg,[],0,GraphImage,Excited to be at the Aviation Museum for .,30,BQx_9melaFz,2017-02-21T09:00:15,"[""letstalkenergy""]",FALSE,2017-02-21_09-00-15,"[""talkenergy""]",3913900802
105,1.45525E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d04956398c77647a39fb5aac136699be/5AFC277B/t51.2885-15/e35/25014399_150273702401784_3352878559063441408_n.jpg,[],0,GraphImage,Full house 's panel,39,BQyFCaAl9KS,2017-02-21T09:44:36,"[""letstalkenergy""]",FALSE,2017-02-21_09-44-36,"[""talkenergy""]",3913900802
106,1.45527E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/385e2efa95004d375ca818c74fbbf80b/5AE5FAEE/t51.2885-15/e35/25014702_171706480093477_2919377232021422080_n.jpg,[],2,GraphImage,Very engaged students and lots of Qs in this panel discussion!,33,BQyJfxlFyEf,2017-02-21T10:23:34,"[""letstalkenergy""]",FALSE,2017-02-21_10-23-34,[],3913900802
