,likes,mediaid,video_url,typename,url,shortcode,comments,id,caption,owner_username,tagged_users,date,caption_mentions,is_video,caption_hashtags,owner_id
76,15,1.43E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7e0025d8b585079018f359c87ee0ecbb/5AE55E2A/t51.2885-15/e35/25015584_154195515212796_2356278213170167808_n.jpg,BPXqFfmhFBy,0,2017-01-17_06-57-26,"Nous utilisons des caméras à détecteurs de mouvements afin de photographier les espèces sauvages dans leurs habitats naturels. Il semblerait que notre bâton appât soit très populaire chez les différentes espèces, qu’elles aient des ailes, des pattes ou des sabots. Restez à l'affût pour d'autres photos d’espèces sauvages canadiennes prisent sur le vif! Égoportraits ériqueDuNord",environnementcan,[],2017-01-17T06:57:26,[],FALSE,"[""faune"",""faunecanadienne"",""égoportraits"",""amériquedunord"",""environnementcanada"",""environnementcan"",""animaux""]",3913646610
77,11,1.43E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8e784c8b90d5ba430c496b821ef7ed70/5AEBAEDF/t51.2885-15/e35/25008545_518060625241186_8746057877275279360_n.jpg,BPaNqGJhfzE,3,2017-01-18_06-46-45,.,environnementcan,[],2017-01-18T06:46:45,[],FALSE,[],3913646610
78,12,1.43E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd12f9d86e9a0382f69cd4e29a6d9be6/5AE0A721/t51.2885-15/e35/25013088_417857351965584_8218677636113629184_n.jpg,BPnO7v8hq63,0,2017-01-23_08-08-02,« C’est à moi! » « Non à moi! »Deux jeunes se disputent le bâton avec leurs bois. Ces jeunes ont besoin de pratique avant que leurs matchs de ne comptent vraiment. ,environnementcan,[],2017-01-23T08:08:02,[],FALSE,"[""wapitis"",""lutte"",""nature"",""environnementcanada"",""environnementcan"",""faune"",""fun""]",3913646610
79,9,1.43E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c82fb96f6e8e2484d7e9470d3a83edd6/5AD87AB5/t51.2885-15/e35/25018311_152681502158572_7459258964992065536_n.jpg,BPpkNOYhc22,0,2017-01-24_05-52-24,"« Je suis en amour avec ce bâton et je me fiche qui le sait! » s’exclame cette mule en mal du printemps.C’est amusant de s’imaginer que cette chevrette chante à tue-tête, mais notre affirme qu’elle ne faisait que casser la croûte.",environnementcan,[],2017-01-24T05:52:24,[],FALSE,"[""biologiste"",""mule"",""chevreuil"",""faune"",""environnementcan"",""environnementcanada""]",3913646610
80,13,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a690de41d0089b60cd872171b328aa86/5AD83798/t51.2885-15/e35/24327210_216615895547520_2182892191611879424_n.jpg,BPsYanXhVl0,0,2017-01-25_08-07-05,"Ce magnifique wapiti mâle va bientôt perdre ses bois! Ceci peut sembler tragique, mais ne vous inquiétez pas… des bois encore plus gros vont repousser. ",environnementcan,[],2017-01-25T08:07:05,[],FALSE,"[""environnementcanada"",""environnementcan"",""faune"",""mercredifaune""]",3913646610
81,18,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7de3f72d8224902fd2f4d57865a7d7d4/5ADE376D/t51.2885-15/e35/25017321_779054055617194_904650134082551808_n.jpg,BPvN0xxBAcl,1,2017-01-26_10-32-16,"« Chut, je crois qu’on nous a repérés. »Ces anticlocapres forment un groupe très enthousiaste et rapide! Seul un guépard peut distancer ces démons de la course. Heureusement, un océan les sépare! ",environnementcan,[],2017-01-26T10:32:16,[],FALSE,"[""faune"",""nature"",""viesauvage"",""faunecanadienne"",""environnementcanada"",""environnementcan"",""biologie"",""photodujour""]",3913646610
82,17,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4a94aaa32dc8a6fd2b906cfac2661e0c/5AFB3B95/t51.2885-15/e35/25007177_1966432166968223_4636266373960433664_n.jpg,BPxfjd6hF-R,0,2017-01-27_07-45-40,"Psssst…Vous devez déjà le savoir, mais… nous sommes un peu obsédés par les 🦉 TOUS LES HIBOUX-HOU-HOU! (Comment ne pas l’être?) Nous avons pensé vous montrer cette photo d’un des neiges qui se repose sur une balle de . Il n’y a rien là!",environnementcan,[],2017-01-27T07:45:40,[],FALSE,"[""hiboux"",""harfang"",""foin"",""photodujour"",""environnementcanada"",""environnementcan"",""faune"",""animaux"",""adorable""]",3913646610
83,8,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ba4430c3bb455cb737e8a858ed53b7a3/5AE09877/t51.2885-15/e35/25011384_2065217210426372_396468431093760_n.jpg,BP5PwtlBOdH,1,2017-01-30_08-01-35,". Cette êche des terriers fait de son mieux pour imiter la splendeur de notre bon ami le Plongeon illustré sur le panneau sur lequel elle est perchée.Ce petit vit dans l’une des réserves nationales de faune du , où des habitats importants de plantes, d’animaux et d’humains sont protégés. égées éservesNationalesDeFaune",environnementcan,[],2017-01-30T08:01:35,[],FALSE,"[""prendlapose"",""chevêche"",""huard"",""oiseau"",""canada"",""airesprotégées"",""réservesnationalesdefaune"",""environnementcanada"",""environnementcan""]",3913646610
84,6,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/79f11fedae568c735e9ba3ad080d53f2/5AEE6386/t51.2885-15/e35/24331586_1760944823947244_2832235321997918208_n.jpg,BP7sh_JBLEF,0,2017-01-31_06-51-28,"Paul, biologiste et Regina, technicienne de la faune ont la chance inouïe de travailler au bureau de Goose Bay. En février dernier (2016), ils ont pu visiter la communauté inuite de Makkovik où ils ont organisé des ateliers communautaires concernant l’identification des ailes d’oiseaux. Il s’agit d’un projet d’ mené en collaboration avec le gouvernement Nunatsiavut qui s’inspire d’un projet intitulé « Enquête nationale sur les prises ». ère",environnementcan,[],2017-01-31T06:51:28,[],FALSE,"[""intendance"",""paysage"",""hiver"",""retourenarrière"",""majestueux""]",3913646610
85,13,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d8c3b13112c17c01e57918edcff5993a/5AE9DB41/t51.2885-15/e35/25015066_1550085531737421_3345327839053348864_n.jpg,BP-aDEoBL0_,0,2017-02-01_08-07-41,"En avez-vous entendu parlé? Le Canada sera le pays hôte de la journée mondiale de l'environnement le juin !! SUPER!! Inscrivez l'événement à votre calendrier, on l'a déjà inscrit au nôtre! éemondialedelenvironnement",environnementcan,[],2017-02-01T08:07:41,[],FALSE,"[""journéemondialedelenvironnemen"",""environnement"",""environnementcan"",""environnementcanada"",""nature"",""connexionnature"",""patrimoinenaturel"",""canada150""]",3913646610
86,9,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2e62b83d32fa93f697da91c346df78ae/5AF08EF1/t51.2885-15/e35/25006263_136495313721887_7940211460087480320_n.jpg,BQA7YjsB1xG,0,2017-02-02_07-37-27,"Un magnifique lever de soleil reflété sur la glace « C’était un beau matin à Makkovik où il faisait oC. » Pendant les mois d’hiver, les collectivités de la côte nord du Labrador effectuent la transition vers les comme moyen de transport au sein de leurs communautés. Les glaces de mer deviennent également un autre type de routes qui permettent aux résidents de se promener entre les cabanes et les communautés. Le transport par continue jusqu’à la débâcle des glaces au printemps.Le fait de pouvoir visiter des régions magnifiques au Labrador est l’un des meilleurs aspects de notre travail. – Regina, membre de l’équipe du SCF",environnementcan,[],2017-02-02T07:37:27,[],FALSE,"[""motoneiges"",""motoneige"",""servicecanadiendelafaune"",""faune"",""hiver"",""paysagesdhiver"",""ilfaitfroid"",""viedebiologiste"",""biologistes"",""environnementcanada"",""environnementcan""]",3913646610
87,10,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0fc7b3d3cb36811a2207a333344dbdf1/5AFD24F8/t51.2885-15/e35/25013833_1809425899128174_4333854870495821824_n.jpg,BQDXj9Kh0Lw,0,2017-02-03_06-22-10,"Beau souvenir des petites heures du matin au Labrador. Le se dissipe à mesure que le se lève pendant le Relevé des nicheurs de . Plusieurs , Grives et oiseaux de rivage chantaient à tue-tête ce matin-là.",environnementcan,[],2017-02-03T06:22:10,[],FALSE,"[""brouillard"",""soleil"",""oiseaux"",""parulines"",""terreneuvelabrador"",""faune"",""environnementcanada"",""environnementcan"",""biologistes"",""servicecanadiendelafaune""]",3913646610
88,6,1.44E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3755271b0f776fda541e63399cdc011d/5AED8F20/t51.2885-15/e35/24839035_141114933214692_3440325884211363840_n.jpg,BQLRkdUhDT3,0,2017-02-06_08-03-43,"« Un beau matin au Labrador l'été dernier. Un matin qui s’est avéré être l’un des matins les plus chauds depuis plusieurs semaines. J’ai enlevé mes mitaines et ma tuque à la halte no10. Il faisait oC. » - Regina, Service canadien de la faune",environnementcan,[],2017-02-06T08:03:43,[],FALSE,"[""sansfiltre"",""canada"",""climatcanadien"",""servicecanadiendelafaune"",""environnementcanada"",""environnementcan""]",3913646610
89,9,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/062b158b7883d812a53bfc00ed928820/5AEC8526/t51.2885-15/e35/25005885_507730436264444_5173229971354681344_n.jpg,BQOGP9khzPe,0,2017-02-07_10-22-32,"""À la fin de la journée, après avoir accompli tout notre travail, nous avons pu jouir du magnifique coucher de soleil au Labrador depuis la cabane où nous restions pour la nuit. Le travail sur le terrain a ses avantages!"" Quel beau souvenir de l'été!",environnementcan,[],2017-02-07T10:22:32,[],FALSE,[],3913646610
90,12,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ed2a67c90d305c2f63eb6312902fbb9/5AE17C5A/t51.2885-15/e35/25007489_388280471600687_8722079147876155392_n.jpg,BQQRxVJBAd9,0,2017-02-08_06-41-41,"Croyez-le ou non, ce magnifique paysage est . Cette photo a été prise à la réserve écologique des îles Gannet à Terre-Neuve.Pendant les mois de juillet et d’août, ces îles bourgeonnent d’activités. Il est assez impressionnant de voir des milliers d’ marins. Il s’agit définitivement d’un privilège pour nos de considérer cet endroit leur bureau lors de la saison de travail sur le terrain. égée",environnementcan,[],2017-02-08T06:41:41,[],FALSE,"[""canadien"",""écologique"",""oiseaux"",""biologistes"",""sansfiltre"",""paysagecanadien"",""canada"",""oiseauxmarins"",""aireprotégée"",""faunecanadienne"",""environnementcanada""]",3913646610
91,13,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/97d163bac1821bd03124626cdab2e224/5ADA0F24/t51.2885-15/e35/24838350_1991419647805664_121858710497656832_n.jpg,BQTKhh1hvn1,0,2017-02-09_09-36-05,Clignez des yeux et il sera déjà parti! Ce héron a fait de son mieux pour attraper son goûter avant de s’éclipser. Nous sommes bien contents que nos friandises n’aient pas de jambes pour s’enfuir.éron,environnementcan,[],2017-02-09T09:36:05,[],FALSE,"[""héron"",""ornithologie"",""faunecanadienne"",""oiseaux"",""environnementcanada"",""environnementcan""]",3913646610
92,9,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4aeba0ce438a2ac31568d590b6052288/5AEBBC45/t51.2885-15/e35/25005645_830588807121166_1182757753353928704_n.jpg,BQV_D8aB20g,0,2017-02-10_11-53-39,"Ce cheval est peut-être « nez » pour mesurer la quantité d’eau, mais nous préférons faire appel à nos eerts. Nicole, hydrographe, dirige un relevé hydrologique sur les rives de la rivière Homathko, en Colombie-Britannique.",environnementcan,[],2017-02-10T11:53:39,[],FALSE,"[""femmesdescience"",""fieldwork"",""scican"",""hydrographe"",""environnementcan"",""environnementcanada"",""chevaux"",""science"",""scienceettechnologie""]",3913646610
93,20,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d99860b52767e251fa8f1901b39e8eb/5AE86416/t51.2885-15/e35/25008840_146091132629712_6341180258019966976_n.jpg,BQX239Ohdjn,1,2017-02-11_05-20-35,"Le février marque la Journée internationale des femmes et des filles de science! Nous avons l’honneur de travailler avec des scientifiques plus que géniales, incluant ces trois femmes! Jesse, Marianna et Sara sont des météorologistes qui travaillent au Centre de prévisions de tempêtes des Prairies et de l’Arctique. Elles sont diplômées du Programme des sciences atmosphériques de l'Université de l'Alberta. Impressionnant n’est-ce pas !!??? 🤗 étéorologues étéo étéorologie",environnementcan,[],2017-02-11T05:20:35,[],FALSE,"[""femmesdescience"",""scienceettechnologie"",""météorologues"",""météo"",""météorologie"",""environmentcan"",""environnementcanada""]",3913646610
94,9,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c861f390eaff71834af55d681bea5916/5ADB3811/t51.2885-15/e35/24327875_363037114155977_2805613620048691200_n.jpg,BQYXZxsh5cP,0,2017-02-11_10-04-49,"Deux grandes amies : La biologiste Judith Kennedy du Service canadien de la faune, et Carlitos, sa Paruline du Canada géante.",environnementcan,[],2017-02-11T10:04:49,[],FALSE,"[""femmesdessciences"",""cdnsci"",""oiseauxmigrateurs""]",3913646610
95,9,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/80a211d679dfe6394aa2aead29a1d709/5AE3A8F6/t51.2885-15/e35/24327550_129876327692635_424499801439076352_n.jpg,BQdVgGThBpW,0,2017-02-13_08-24-25,"Voici une photo de notre deuxième , les bureaux d’Eastgate à Edmonton (notre siège social est à Gatineau, au Québec). Le bâtiment a obtenu une certification LEED, catégorie or, en matière de santé humaine et environnementale. Le Service canadien de la faune, le Centre de prévisions de tempêtes des Prairies et de l’Arctique, le Centre météorologique canadien pour l’aviation et le Service de la qualité de l’air travaillent tous à partir de ce bâtiment. étéo é éveloppementDurable écologique Éco",environnementcan,[],2017-02-13T08:24:25,[],FALSE,"[""batimentleed"",""météo"",""durabilité"",""développementdurable"",""écologique"",""éco"",""certificationleed"",""environnementcan"",""environnementcanada""]",3913646610
96,6,1.45E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a3bb6eae0185641a032e63f06bb899ad/5A637EA4/t50.2886-16/24988397_1793059087659467_6390683595807129600_n.mp4,GraphVideo,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f3ede01518b4a588cb400b1537c63046/5A63E465/t51.2885-15/e15/24331742_151878755443951_8866405051342520320_n.jpg,BQfylPkhf1Y,0,2017-02-14_07-17-00,"Célébrons les ans du Canada, et ans de nature – une partie de notre patrimoine.Nous voulons voir VOS photos. Montrez-nous ce que représente à vos yeux le patrimoine naturel du Canada. Utilisez le mot-clic et courez la chance d’apparaître dans notre fil!",environnementcan,[],2017-02-14T07:17:00,[],TRUE,"[""ecan150"",""canada150"",""can150"",""explorecanada"",""canada"",""canadiens"",""environnementcanada""]",3913646610
97,9,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9a131cdf2d0a8b8e6f3a11e3d5577290/5AF0E28E/t51.2885-15/e35/24327657_881620152028173_1846321859759439872_n.jpg,BQidv-gBf06,0,2017-02-15_08-12-41,"Le refuge d’oiseaux migrateurs du golfe de la Reine-Maud n’a peut-être pas ans, mais c’est un trésor caché! Cette magnifique région de l’Arctique canadien est un habitat de reproduction important pour les oiseaux migrateurs comme l’Oie de Ross. Il s’étend sur km2 de terres et d’eau, la plus grande aire protégée du Canada! Wow!En apprenant à mieux connaître ces trésors nationaux, nous contribuons à les conserver et à célébrer . égée :Kiel Drake",environnementcan,[],2017-02-15T08:12:41,[],FALSE,"[""canada150"",""eccan150"",""environnementcanada"",""servicecanadiendelafaune"",""aireprotégée"",""oies"",""oiseauxmigrateurs"",""arctique""]",3913646610
98,24,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6d19f6524fcd344c5912f267e853f61c/5ADCFCF9/t51.2885-15/e35/25008648_946303898850629_3549923584065404928_n.jpg,BQlbwZUgtue,0,2017-02-16_11-52-59,"L’Île de Sable est souvent nommée le « cimetière de l’Atlantique » en raison de ses nombreuses épaves . Un refuge d’oiseaux migrateurs a été créé sur l’île en . Il couvre toute l’île, un croissant de sable qui s’étend d’est en ouest sur près de kilomètres. On y trouve même des chevaux sauvages! égée",environnementcan,[],2017-02-16T11:52:59,[],FALSE,"[""eccan150"",""environnementcanada"",""canada150"",""aireprotégée"",""oies"",""oiseauxmigrateurs"",""nouvelleecosse""]",3913646610
99,15,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/64ff5b5f5a6b90da2328302b9962c356/5AEE4BA1/t51.2885-15/e35/25008402_357076744703795_8434044854161375232_n.jpg,BQnlpTZgnzz,1,2017-02-17_07-57-53,"À ECCC, nous sommes des étéo! Cet ÉchoDuPassé est une photo prise à éal en !Nous adorons les photos de l’hiver parce que… qu’y a-t-il de plus que les paysages d’? Partagez vos photos avec ! ête :Bibliothèque et Archives Canada/a022473",environnementcan,[],2017-02-17T07:57:53,[],FALSE,"[""fousdemétéo"",""échodupassé"",""montréal"",""canadien"",""hiver"",""eccan150"",""hivercanadien"",""tempête"",""plaisirsdhiver"",""canada150""]",3913646610
100,11,1.45E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e768197748f523e1c149c1fb1b66d79c/5AEE2C73/t51.2885-15/e35/25006249_342025746270627_7220723812881399808_n.jpg,BQvN4wJgPD2,2,2017-02-20_07-04-12,Entendez-vous l’appel de la montagne? Elle vous dit ! La est une magnifique province qui possède le plus grand pourcentage de terres protégées! Pouvez-vous deviner le pourcentage total de sa masse terrestre protégé?,environnementcan,[],2017-02-20T07:04:12,[],FALSE,"[""merci"",""colombiebritannique"",""montagnes"",""collines"",""ouestcanadien"",""canada150"",""environnementcanada"",""faunecanadienne"",""paysagecanadien""]",3913646610
101,8,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/94576b9c5da1e06e7b1bae5e2515b4ba/5AEC92E9/t51.2885-15/e35/24327895_1498361696866903_7027311943664795648_n.jpg,BQxuxmNgepF,1,2017-02-21_06-30-04,"Bien que serait dérivé d’un ancien mot français qui signifie « grand bruit », il n’y a rien de turbulent en ce magnifique jour serein sur le lac Jolicure glacé, dans la réserve nationale de faune Tintamarre située à minutes de Sackville, au Nouveau-Brunswick, et d’Amherst, en Nouvelle-Écosse. Prenez vos raquettes et vos de fond et venez profitez de ce paysage paisible! égée Écosse",environnementcan,[],2017-02-21T06:30:04,[],FALSE,"[""tintamarre"",""skis"",""paysagecanadien"",""faunecanadienne"",""aireprotégée"",""nouveaubrunswick"",""nouvelleécosse"",""environnementcanada"",""paysage"",""magnifique""]",3913646610
102,9,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5b86a88d4660b1f455ec134cac300b06/5AED699C/t51.2885-15/e35/25009251_297654727412072_2403876939119984640_n.jpg,BQx66-AASID,0,2017-02-21_08-16-12,Au musée de l'aviation pour Énergie avec nos amis!,environnementcan,[],2017-02-21T08:16:12,"[""letstalkenergy""]",FALSE,"[""parlonsénergie""]",3913646610
103,8,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0089b5efd5d21e1b803bec33b1d16349/5ADC51F7/t51.2885-15/e35/24331603_1925200907743556_51320048823828480_n.jpg,BQyFQ4Cgqjg,2,2017-02-21_09-46-34,La salle est pleine Énergie,environnementcan,[],2017-02-21T09:46:34,"[""letstalkenergy""]",FALSE,"[""parlonsénergie""]",3913646610
104,7,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4017c19965b403dda59ec99139b5e221/5AE667DA/t51.2885-15/e35/24332442_171353730131841_3612923607472144384_n.jpg,BQ00eMAAxVN,0,2017-02-22_11-17-34,"la science citoyenne jouait un rôle important dans de nombreux programmes de surveillance et offrait aux biologistes des renseignements inestimables?Lors de vacances récentes à Cuba, le photographe naturaliste et chercheur citoyen, Alan Chaplin, ne se doutait pas que le Pluvier siffleur qu’il photographiait était exceptionnel. Il a signalé sa bague et a découvert que cet oiseau était quatre fois plus âgé que sa durée de vie moyenne! Le Pluvier siffleur avait été aperçu à peu près au même endroit par nos biologistes en l’an . Il a nidifié dans le parc national de l’Île‑du‑Prince-Édouard au début des années , mais n’avait pas été signalé depuis plus de dix ans. Cette observation est extrêmement utile pour nos scientifiques qui étudient cette espèce en péril. Le baguage du Pluvier siffleur se poursuivra au Canada, maintenant au moyen de banderoles codées à la patte. ècesEnPéril",environnementcan,[],2017-02-22T11:17:34,[],FALSE,"[""svq"",""oiseauxmigrateurs"",""oiseaux"",""environnementcan"",""environnementcanada"",""servicecanadiendelafaune"",""faunecanadienne"",""faune"",""espècesenpéril""]",3913646610
105,6,1.46E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/946210c21179e7619c9aefa37e1f0c68/5AFC3FF3/t51.2885-15/e35/25021835_149888159108640_7850256337895161856_n.jpg,BQ3QxeJAONK,0,2017-02-23_10-03-21,"Regina, Karel, Garry, Becky, Julie et Paul ont travaillé fort durant la période des Fêtes en Nouvelle-Écosse, à Terre-Neuve-et-Labrador et au Nouveau-Brunswick. Ils ont recueilli des renseignements sur les oiseaux qui hivernent dans ces régions. Chaque année, ils en apprennent davantage sur les espèces en péril qui décident d’affronter des conditions hivernales parmi les plus rigoureuses du Canada! Restez à l’affût afin de découvrir d’autres détails sur leurs aventures durant le éDesOiseaux de Noël!",environnementcan,[],2017-02-23T10:03:21,[],FALSE,"[""relevédesoiseaux"",""biologistes"",""oiseaux"",""hivercanadien"",""servicecanadiendelafaune"",""environnementcan"",""environnementcanada"",""aventures""]",3913646610
106,5,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/02a9fe0b9b294f0081ef0937251970fc/5AFDD47A/t51.2885-15/e35/24327732_1524194134334403_6901213868517752832_n.jpg,BQ5WjaLANgt,0,2017-02-24_05-32-20,"C’était une journée froide de décembre, à Happy Valley-Goose Bay, au Labrador, mais Regina, une technicienne de la faune, cherche et compte inlassablement les braves oiseaux qui eux aussi sont restés cet hiver et affrontent notre climat nordique.éDesOiseaux",environnementcan,[],2017-02-24T05:32:20,[],FALSE,"[""relevédesoiseaux"",""oiseaux"",""hivercanadien"",""servicecanadiendelafaune"",""environnementcan"",""environnementcanada"",""aventures""]",3913646610
107,11,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/05660dc5d58d47d8fb28e00504aac517/5AD97E77/t51.2885-15/e35/25018473_1625078214217963_7763880383749292032_n.jpg,BRBS_okgUDN,0,2017-02-27_07-35-10,"Garry, Becky et Julie se sont rendus au cap Tormentine pour chercher des oiseaux qui hivernent ici. Ils ont parcouru la forêt enneigée et le bord de mer à la recherche d’oiseaux forestiers, de proie et marins. Une présence notable parmi eux, une Sturnelle des prés entêtée qui aurait dû se trouver beaucoup plus loin au sud à ce moment-ci.éDesOiseaux ",environnementcan,[],2017-02-27T07:35:10,[],FALSE,"[""environnementcan"",""relevédesoiseaux"",""environnementcanada"",""aventures"",""hivercanadien"",""oiseaux""]",3913646610
108,17,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1e9c6f0ebc7b908be2524ea9f4ebaea9/5AE2FF2B/t51.2885-15/e35/25012508_227497244456495_2541777296633626624_n.jpg,BRDv5TXAz8s,2,2017-02-28_06-26-11,"Dans le centre du Labrador, près de Happy Valley-Goose Bay, Paul, biologiste de la faune, est accompagné par son meilleur ami Bailey. Armé d’une indispensable tasse de café, il se prépare à entreprendre le recensement en cette journée exceptionnellement froide (environ ). éDesOiseaux",environnementcan,[],2017-02-28T06:26:11,[],FALSE,"[""environnementcan"",""relevédesoiseaux"",""environnementcanada"",""aventures"",""instachien"",""chienstagram"",""amoureuxdelanature"",""servicecanadiendelafaune"",""atlantique""]",3913646610
109,10,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d14c277aafd2f33bbe9b473e4b17e4c/5ADD4E0E/t51.2885-15/e35/25008990_1762675017372167_6505369165459619840_n.jpg,BRGjtrjgOp2,0,2017-03-01_08-37-28,"Cet inukshuk construit par des mains eertes accueille Paul et Bailey sur les rives de la rivière Churchill, à Happy Valley-Goose Bay.",environnementcan,[],2017-03-01T08:37:28,[],FALSE,[],3913646610
110,2,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/85b47cc8b45e2221434eb56ad135cd92/5AE0893E/t51.2885-15/e35/25006272_190529284855888_685694638362722304_n.jpg,BRJCkefAcH2,0,2017-03-02_07-45-34,Des Pigeons bisets survolent les rues de Happy Valley-Goose Bay. éDesOiseaux,environnementcan,[],2017-03-02T07:45:34,[],FALSE,"[""environnementcan"",""environnementcanada"",""aventures"",""hivercanadien"",""relevédesoiseaux"",""oiseaux""]",3913646610
111,6,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f50ae00926b331aa141d838480060dd1/5AE2BAF9/t51.2885-15/e35/25007919_1624536087585611_5754148783747235840_n.jpg,BRLkxM0gm73,0,2017-03-03_07-22-53,"Ce hibou gagnerait définitivement s’il jouait contre nous à la cachette!Une autre photo de hibou 🦉 ? Pourquoi pas? On en a jamais assez…ils sont tellement mignons!!!! On vous présente la chouette de l'Ouest ! Cette espèce est maintenant inscrite comme menacée en vertu de la Loi sur les espèces en péril, en raison de la perte et la dégradation de son habitat. Soyez SANS crainte, nous veillons à lui obtenir de l'aide!!!! Le gouvernement du Canada a récemment mis au point une nouvelle protection pour espèces, ce qui marque une étape importante dans notre engagement à protéger la faune, flore et la biodiversité au Canada. YAY ! èceEnPéril",environnementcan,[],2017-03-03T07:22:53,[],FALSE,"[""servicecanadiendelafaune"",""espèceenpéril"",""faunecanadienne"",""environnementcan"",""environnementcanada""]",3913646610
112,9,1.46E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ad8bf080d9d04e2f769dad56d77c06cc/5AE0703C/t51.2885-15/e35/24845241_291867864674069_1188083740434235392_n.jpg,BRTdS6_A667,0,2017-03-06_08-51-30,"En ce matin froid, le soleil le qui se levait illuminait la brume sur la rivière, à Happy Valley-Goose Bay. éDesOiseaux",environnementcan,[],2017-03-06T08:51:30,[],FALSE,"[""biologistes"",""oiseaux"",""hivercanadien"",""servicecanadiendelafaune"",""environnementcan"",""environnementcanada"",""aventures"",""relevédesoiseaux""]",3913646610
113,10,1.47E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/53be8f1807d61a85078e969065d122f0/5AEF2C30/t51.2885-15/e35/25006161_1972263426432794_8789606599388823552_n.jpg,BRV-blYA6o2,0,2017-03-07_08-19-32,"À l’occasion du recensement des oiseaux de Noël, à Amherst, en Nouvelle-Écosse, nos biologistes se sont rendus dans les milieux humides gelés de la Réserve nationale de faune John Lusby Marsh. Lors d’une courte promenade, ils ont pu observer espèces d’oiseaux, dont près de la moitié étaient des oiseaux migrateurs qui nichent en Arctique et se rendent dans les provinces atlantiques l’hiver. Parmi ces espèces, le Bruant des neiges (surnommé le « flocon de neige »), le Bruant lapon, la Buse pattue, le Goéland bourgmestre et le Goéland arctique. Durant cette visite rapide, l’équipe a eu le grand bonheur et la surprise d’apercevoir trois Hiboux des marais volant ensemble en groupe. ... éDesOiseaux",environnementcan,[],2017-03-07T08:19:32,[],FALSE,"[""biologistes"",""oiseaux"",""hivercanadien"",""servicecanadiendelafaune"",""environnementcan"",""environnementcanada"",""aventures"",""relevédesoiseaux""]",3913646610
