,Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
305,305,10155908943377888_10155909912962888,377625007887_10155908943377888,,2017-11-30 17:32:02,1,1,0,0,0,0,0,0,Merci,[],[],Merci,['Merci'],[u'merci'],Merci
306,306,10155908943377888_10155909943687888,377625007887_10155908943377888,,2017-11-30 17:54:20,0,0,0,0,0,0,0,0,Vanessa Paquin tu appel chez nissan,[],[],Vanessa Paquin appel chez nissan,"['Vanessa', 'Paquin', 'appel', 'chez', 'nissan']","[u'vanessa', u'paquin', u'appel', u'chez', u'nissan']",Vanessa Paquin tu appel chez nissan
307,307,10155908943377888_10155909958772888,377625007887_10155908943377888,,2017-11-30 18:03:47,0,0,0,0,0,0,0,0,France...,[],[],France,['France'],[u'franc'],France...
308,308,10155908943377888_10155909960172888,377625007887_10155908943377888,,2017-11-30 18:04:48,0,0,0,0,0,0,0,0,Thomas Fournier?,[],[],Thomas Fournier,"['Thomas', 'Fournier']","[u'thoma', u'fournier']",Thomas Fournier?
309,309,10155908943377888_10155909961592888,377625007887_10155908943377888,10155908943377888_10155909960172888,2017-11-30 18:05:50,0,0,0,0,0,0,0,0,Ben oui toi!,[],[],Ben oui toi,"['Ben', 'oui', 'toi']","[u'ben', u'oui', u'toi']",Ben oui toi!
310,310,10155908943377888_10155909961912888,377625007887_10155908943377888,,2017-11-30 18:06:00,0,0,0,0,0,0,0,0,Tania Dubé,[],[],Tania,['Tania'],[u'tania'],Tania Dubé
311,311,10155908943377888_10155909977822888,377625007887_10155908943377888,10155908943377888_10155909961912888,2017-11-30 18:15:07,1,1,0,0,0,0,0,0,Thanks thom!,[],[],Thanks thom,"['Thanks', 'thom']","[u'thank', u'thom']",Thanks thom!
312,312,10155908943377888_10155910025312888,377625007887_10155908943377888,10155908943377888_10155909961912888,2017-11-30 18:48:04,1,1,0,0,0,0,0,0,Ben stressant tout ça!,[],[],Ben stressant tout,"['Ben', 'stressant', 'tout']","[u'ben', u'stressant', u'tout']",Ben stressant tout ça!
313,313,10155908943377888_10155910027192888,377625007887_10155908943377888,10155908943377888_10155909961912888,2017-11-30 18:49:06,1,0,0,0,1,0,0,0,"Zakary Mandeville Bastien clack pas mes portes de char, pis on devrait être pas pire",[],[],Zakary Mandeville Bastien clack pas mes portes de char pis devrait pas pire,"['Zakary', 'Mandeville', 'Bastien', 'clack', 'pas', 'mes', 'portes', 'de', 'char', 'pis', 'devrait', 'pas', 'pire']","[u'zakari', u'mandevill', u'bastien', u'clack', u'pas', u'mes', u'port', 'de', u'char', u'pis', u'devrait', u'pas', u'pire']","Zakary Mandeville Bastien  clack pas mes portes de char, pis on devrait être pas pire 😂"
314,314,10155908943377888_10155910021327888,377625007887_10155908943377888,,2017-11-30 18:44:36,0,0,0,0,0,0,0,0,Myriam Langlois-Quintal,[],[],Myriam Langlois Quintal,"['Myriam', 'Langlois', 'Quintal']","[u'myriam', u'langloi', u'quintal']",Myriam Langlois-Quintal
315,315,10155908943377888_10155910162172888,377625007887_10155908943377888,10155908943377888_10155910021327888,2017-11-30 20:17:15,1,1,0,0,0,0,0,0,Merci je vais aller faire vérifier!,[],[],Merci je vais aller faire rifier,"['Merci', 'je', 'vais', 'aller', 'faire', 'rifier']","[u'merci', 'je', u'vai', u'aller', u'fair', u'rifier']",Merci je vais aller faire vérifier!
316,316,10155908943377888_10155910027287888,377625007887_10155908943377888,,2017-11-30 18:49:12,0,0,0,0,0,0,0,0,Vanessa Tétreault,[],[],Vanessa treault,"['Vanessa', 'treault']","[u'vanessa', u'treault']",Vanessa Tétreault
317,317,10155908943377888_10155910028657888,377625007887_10155908943377888,10155908943377888_10155910027287888,2017-11-30 18:50:16,0,0,0,0,0,0,0,0,Merci,[],[],Merci,['Merci'],[u'merci'],Merci
318,318,10155908943377888_10155910032437888,377625007887_10155908943377888,,2017-11-30 18:53:11,0,0,0,0,0,0,0,0,Laura Mercier,[],[],Laura Mercier,"['Laura', 'Mercier']","[u'laura', u'mercier']",Laura Mercier
319,319,10155908943377888_10155910046627888,377625007887_10155908943377888,,2017-11-30 19:03:19,0,0,0,0,0,0,0,0,Éric Marie Lapointe Garneau,[],[],ric Marie Lapointe Garneau,"['ric', 'Marie', 'Lapointe', 'Garneau']","[u'ric', u'mari', u'lapoint', u'garneau']",Éric Marie Lapointe Garneau
320,320,10155908943377888_10155910048907888,377625007887_10155908943377888,,2017-11-30 19:05:29,0,0,0,0,0,0,0,0,Julie Bessette pour David,[],[],Julie Bessette David,"['Julie', 'Bessette', 'David']","[u'juli', u'bessett', u'david']",Julie Bessette pour David
321,321,10155908943377888_10155910100212888,377625007887_10155908943377888,,2017-11-30 19:47:37,0,0,0,0,0,0,0,0,David Dessureault,[],[],David Dessureault,"['David', 'Dessureault']","[u'david', u'dessureault']",David Dessureault 😂
322,322,10155908943377888_10155910193117888,377625007887_10155908943377888,,2017-11-30 20:29:15,0,0,0,0,0,0,0,0,Amélie Fiorillo,[],[],lie Fiorillo,"['lie', 'Fiorillo']","[u'lie', u'fiorillo']",Amélie Fiorillo
323,323,10155908943377888_10155910260277888,377625007887_10155908943377888,10155908943377888_10155910193117888,2017-11-30 20:54:21,0,0,0,0,0,0,0,0,Merci !!,[],[],Merci,['Merci'],[u'merci'],Merci !!
324,324,10155908943377888_10155910373157888,377625007887_10155908943377888,10155908943377888_10155910193117888,2017-11-30 22:07:55,1,1,0,0,0,0,0,0,Amélie Fiorillo va peut être falloir que tu appel chez Nissan. Habituellement il envoi des lettres. Mais pour être sûr...,[],[],lie Fiorillo va peut falloir que tu appel chez Nissan Habituellement il envoi des lettres Mais pour,"['lie', 'Fiorillo', 'va', 'peut', 'falloir', 'que', 'tu', 'appel', 'chez', 'Nissan', 'Habituellement', 'il', 'envoi', 'des', 'lettres', 'Mais', 'pour']","[u'lie', u'fiorillo', 'va', u'peut', u'falloir', u'que', 'tu', u'appel', u'chez', u'nissan', u'habituel', 'il', u'envoi', u'des', u'lettr', u'mai', u'pour']",Amélie Fiorillo va peut être falloir que tu appel chez Nissan.  Habituellement il envoi des lettres. Mais pour être sûr...
325,325,10155908943377888_10155910257727888,377625007887_10155908943377888,,2017-11-30 20:53:00,0,0,0,0,0,0,0,0,Val Daigle ????,[],[],Val Daigle,"['Val', 'Daigle']","[u'val', u'daigl']",Val Daigle ????
326,326,10155908943377888_10155910284167888,377625007887_10155908943377888,,2017-11-30 21:02:52,0,0,0,0,0,0,0,0,Julie Ménard,[],[],Julie nard,"['Julie', 'nard']","[u'juli', u'nard']",Julie Ménard
327,327,10155908943377888_10155910289057888,377625007887_10155908943377888,,2017-11-30 21:06:23,0,0,0,0,0,0,0,0,Élodie Lessard-Lambert,[],[],lodie Lessard Lambert,"['lodie', 'Lessard', 'Lambert']","[u'lodi', u'lessard', u'lambert']",Élodie Lessard-Lambert
328,328,10155908943377888_10155910300282888,377625007887_10155908943377888,,2017-11-30 21:12:54,0,0,0,0,0,0,0,0,Stephane Tétreault,[],[],Stephane treault,"['Stephane', 'treault']","[u'stephan', u'treault']",Stephane Tétreault
329,329,10155908943377888_10155910309887888,377625007887_10155908943377888,,2017-11-30 21:17:38,0,0,0,0,0,0,0,0,Julien Davignon tu sais quoi faire si tu veux changer d'auto,[],[],Julien Davignon sais quoi faire si veux changer auto,"['Julien', 'Davignon', 'sais', 'quoi', 'faire', 'si', 'veux', 'changer', 'auto']","[u'julien', u'davignon', u'sai', u'quoi', u'fair', 'si', u'veux', u'changer', u'auto']",Julien Davignon tu sais quoi faire si tu veux changer d'auto 😹
330,330,10155908943377888_10155910313212888,377625007887_10155908943377888,,2017-11-30 21:20:31,0,0,0,0,0,0,0,0,Gabrielle Fréchette Bibeau,[],[],Gabrielle chette Bibeau,"['Gabrielle', 'chette', 'Bibeau']","[u'gabriell', u'chett', u'bibeau']",Gabrielle Fréchette Bibeau
331,331,10155908943377888_10155910444112888,377625007887_10155908943377888,,2017-11-30 22:59:36,0,0,0,0,0,0,0,0,Émilie Labelle Jeannik Brion,[],[],milie Labelle Jeannik Brion,"['milie', 'Labelle', 'Jeannik', 'Brion']","[u'mili', u'labell', u'jeannik', u'brion']",Émilie Labelle Jeannik Brion
332,332,10155908943377888_10155910911102888,377625007887_10155908943377888,10155908943377888_10155910444112888,2017-12-01 04:55:33,0,0,0,0,0,0,0,0,"Ooooo, ma les caller demain, dhabitude yenvois un avis, merci!!",[],[],Ooooo les caller demain dhabitude yenvois avis merci,"['Ooooo', 'les', 'caller', 'demain', 'dhabitude', 'yenvois', 'avis', 'merci']","[u'ooooo', u'les', u'caller', u'demain', u'dhabitud', u'yenvoi', u'avi', u'merci']","Ooooo, ma les caller demain, dhabitude yenvois un avis, merci!!"
333,333,10155908943377888_10155910453117888,377625007887_10155908943377888,,2017-11-30 23:07:08,1,1,0,0,0,0,0,0,Rosaly Dubuc je sais que ta mère en a une,[],[],Rosaly Dubuc je sais que ta en une,"['Rosaly', 'Dubuc', 'je', 'sais', 'que', 'ta', 'en', 'une']","[u'rosali', u'dubuc', 'je', u'sai', u'que', 'ta', 'en', u'une']",Rosaly Dubuc je sais que ta mère en a une
334,334,10155908943377888_10155910499542888,377625007887_10155908943377888,,2017-11-30 23:37:36,0,0,0,0,0,0,0,0,Camille Dumoulin,[],[],Camille Dumoulin,"['Camille', 'Dumoulin']","[u'camill', u'dumoulin']",Camille Dumoulin
335,335,10155908943377888_10155910512732888,377625007887_10155908943377888,,2017-11-30 23:46:50,1,1,0,0,0,0,0,0,Yoli Sibo ton auto?,[],[],Yoli Sibo ton auto,"['Yoli', 'Sibo', 'ton', 'auto']","[u'yoli', u'sibo', u'ton', u'auto']",Yoli Sibo ton auto?
336,336,10155908943377888_10155910600497888,377625007887_10155908943377888,10155908943377888_10155910512732888,2017-12-01 01:05:43,0,0,0,0,0,0,0,0,Oui,[],[],Oui,['Oui'],[u'oui'],Oui
337,337,10155908943377888_10155910600592888,377625007887_10155908943377888,10155908943377888_10155910512732888,2017-12-01 01:05:49,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
338,338,10155908943377888_10155910555352888,377625007887_10155908943377888,,2017-12-01 00:23:38,0,0,0,0,0,0,0,0,Xavier ?,[],[],Xavier,['Xavier'],[u'xavier'],Xavier ?
339,339,10155908943377888_10155911110897888,377625007887_10155908943377888,,2017-12-01 07:09:01,1,1,0,0,0,0,0,0,Nathalie Giasson,[],[],Nathalie Giasson,"['Nathalie', 'Giasson']","[u'nathali', u'giasson']",Nathalie Giasson
340,340,10155908943377888_10155914199762888,377625007887_10155908943377888,10155908943377888_10155911110897888,2017-12-02 11:55:12,0,0,0,0,0,0,0,0,Merci je vais sûrement avoir une lettre,[],[],Merci je vais rement avoir une lettre,"['Merci', 'je', 'vais', 'rement', 'avoir', 'une', 'lettre']","[u'merci', 'je', u'vai', u'rement', u'avoir', u'une', u'lettr']",Merci je vais sûrement avoir une lettre 👍
341,341,10155908943377888_10155911123402888,377625007887_10155908943377888,,2017-12-01 07:18:33,0,0,0,0,0,0,0,0,Audrey-Ann Giroux,[],[],Audrey Ann Giroux,"['Audrey', 'Ann', 'Giroux']","[u'audrey', u'ann', u'giroux']",Audrey-Ann Giroux 😐
342,342,10155908943377888_10155911382302888,377625007887_10155908943377888,10155908943377888_10155911123402888,2017-12-01 09:52:01,1,1,0,0,0,0,0,0,Wtffff,[],[],Wtffff,['Wtffff'],[u'wtffff'],Wtffff
343,343,10155908943377888_10155911135867888,377625007887_10155908943377888,,2017-12-01 07:27:14,0,0,0,0,0,0,0,0,Firenze Blacky,[],[],Firenze Blacky,"['Firenze', 'Blacky']","[u'firenz', u'blacki']",Firenze Blacky 😧
344,344,10155908943377888_10155911207457888,377625007887_10155908943377888,,2017-12-01 08:19:12,0,0,0,0,0,0,0,0,Jean-christophe Lafleur,[],[],Jean christophe Lafleur,"['Jean', 'christophe', 'Lafleur']","[u'jean', u'christoph', u'lafleur']",Jean-christophe Lafleur
345,345,10155908943377888_10155911289837888,377625007887_10155908943377888,,2017-12-01 08:55:34,0,0,0,0,0,0,0,0,Yanie Mignacco,[],[],Yanie Mignacco,"['Yanie', 'Mignacco']","[u'yani', u'mignacco']",Yanie Mignacco
346,346,10155908943377888_10155911390592888,377625007887_10155908943377888,,2017-12-01 09:57:43,1,1,0,0,0,0,0,0,Steph Scherer,[],[],Steph Scherer,"['Steph', 'Scherer']","[u'steph', u'scherer']",Steph Scherer
347,347,10155908943377888_10155911398547888,377625007887_10155908943377888,10155908943377888_10155911390592888,2017-12-01 10:01:13,1,1,0,0,0,0,0,0,merci,[],[],merci,['merci'],[u'merci'],merci
348,348,10155908943377888_10155911462397888,377625007887_10155908943377888,,2017-12-01 10:31:43,0,0,0,0,0,0,0,0,Kristofer Labrie lis la description..cest vrm con,[],[],Kristofer Labrie lis description cest vrm con,"['Kristofer', 'Labrie', 'lis', 'description', 'cest', 'vrm', 'con']","[u'kristof', u'labri', u'lis', u'descript', u'cest', u'vrm', u'con']",Kristofer Labrie lis la description..cest vrm con
349,349,10155908943377888_10155911480777888,377625007887_10155908943377888,,2017-12-01 10:44:19,0,0,0,0,0,0,0,0,Olivier Gauthier-boulay I guess que m’enva au garage...,[],[],Olivier Gauthier boulay guess que enva au garage,"['Olivier', 'Gauthier', 'boulay', 'guess', 'que', 'enva', 'au', 'garage']","[u'olivi', u'gauthier', u'boulay', u'guess', u'que', u'enva', 'au', u'garag']",Olivier Gauthier-boulay I guess que m’enva au garage...
350,350,10155908943377888_10155911525302888,377625007887_10155908943377888,,2017-12-01 11:11:18,0,0,0,0,0,0,0,0,Ddaany Ggagnon?,[],[],Ddaany Ggagnon,"['Ddaany', 'Ggagnon']","[u'ddaani', u'ggagnon']",Ddaany Ggagnon?
351,351,10155908943377888_10155911570812888,377625007887_10155908943377888,,2017-12-01 11:33:46,0,0,0,0,0,0,0,0,Chirianne Drolet Shawn Saval attention a vous ️,[],[],Chirianne Drolet Shawn Saval attention vous,"['Chirianne', 'Drolet', 'Shawn', 'Saval', 'attention', 'vous']","[u'chiriann', u'drolet', u'shawn', u'saval', u'attent', u'vous']",Chirianne Drolet Shawn Saval attention a vous ❤️
352,352,10155908943377888_10155911572427888,377625007887_10155908943377888,10155908943377888_10155911570812888,2017-12-01 11:34:29,0,0,0,0,0,0,0,0,Merci! Estie de marde ca Shawn Saval,[],[],Merci Estie de marde ca Shawn Saval,"['Merci', 'Estie', 'de', 'marde', 'ca', 'Shawn', 'Saval']","[u'merci', u'esti', 'de', u'mard', 'ca', u'shawn', u'saval']",Merci! Estie de marde ca Shawn Saval
353,353,10155908943377888_10155911603567888,377625007887_10155908943377888,,2017-12-01 11:45:04,0,0,0,0,0,0,0,0,Marc Mallette Vanessa O,[],[],Marc Mallette Vanessa,"['Marc', 'Mallette', 'Vanessa']","[u'marc', u'mallett', u'vanessa']",Marc Mallette Vanessa O
354,354,10155908943377888_10155911614017888,377625007887_10155908943377888,,2017-12-01 11:49:16,1,1,0,0,0,0,0,0,Camille Pelletier fait attention a tes portes!,[],[],Camille Pelletier fait attention portes,"['Camille', 'Pelletier', 'fait', 'attention', 'portes']","[u'camill', u'pelleti', u'fait', u'attent', u'port']",Camille Pelletier fait attention a tes portes!
355,355,10155908943377888_10155911802132888,377625007887_10155908943377888,10155908943377888_10155911614017888,2017-12-01 12:51:33,1,0,0,0,1,0,0,0,Seigneur merci laulaue! ahah,[],[],Seigneur merci laulaue ahah,"['Seigneur', 'merci', 'laulaue', 'ahah']","[u'seigneur', u'merci', u'laulau', u'ahah']",Seigneur merci laulaue! 😮 ahah
356,356,10155908943377888_10155912097557888,377625007887_10155908943377888,,2017-12-01 15:22:44,0,0,0,0,0,0,0,0,Gabrielle Gauthier,[],[],Gabrielle Gauthier,"['Gabrielle', 'Gauthier']","[u'gabriell', u'gauthier']",Gabrielle Gauthier
357,357,10155908943377888_10155912175902888,377625007887_10155908943377888,10155908943377888_10155912097557888,2017-12-01 16:03:27,0,0,0,0,0,0,0,0,Merci mon amie,[],[],Merci mon amie,"['Merci', 'mon', 'amie']","[u'merci', u'mon', u'ami']",Merci mon amie ;)
358,358,10155908943377888_10155912241887888,377625007887_10155908943377888,10155908943377888_10155912097557888,2017-12-01 16:37:38,0,0,0,0,0,0,0,0,Fait plaisir,[],[],Fait plaisir,"['Fait', 'plaisir']","[u'fait', u'plaisir']",Fait plaisir 🙂
359,359,10155908943377888_10155912128592888,377625007887_10155908943377888,,2017-12-01 15:41:14,0,0,0,0,0,0,0,0,Léana Gareau,[],[],ana Gareau,"['ana', 'Gareau']","[u'ana', u'gareau']",Léana Gareau
360,360,10155908943377888_10155912438142888,377625007887_10155908943377888,10155908943377888_10155912128592888,2017-12-01 18:25:20,0,0,0,0,0,0,0,0,Mercii !!,[],[],Mercii,['Mercii'],[u'mercii'],Mercii !! 😑😏😌
361,361,10155908943377888_10155912220457888,377625007887_10155908943377888,,2017-12-01 16:24:19,0,0,0,0,0,0,0,0,Desgagné Rita,[],[],Rita,['Rita'],[u'rita'],Desgagné Rita
362,362,10155908943377888_10155912406472888,377625007887_10155908943377888,,2017-12-01 18:02:46,0,0,0,0,0,0,0,0,Philippe Thibault,[],[],Philippe Thibault,"['Philippe', 'Thibault']","[u'philipp', u'thibault']",Philippe Thibault
363,363,10155908943377888_10155912438192888,377625007887_10155908943377888,10155908943377888_10155912406472888,2017-12-01 18:25:22,0,0,0,0,0,0,0,0,Ayoye on va s'informer merci,[],[],Ayoye va informer merci,"['Ayoye', 'va', 'informer', 'merci']","[u'ayoy', 'va', u'inform', u'merci']",Ayoye xD on va s'informer merci
364,364,10155908943377888_10155912508177888,377625007887_10155908943377888,,2017-12-01 19:13:09,0,0,0,0,0,0,0,0,Thomas Fournier,[],[],Thomas Fournier,"['Thomas', 'Fournier']","[u'thoma', u'fournier']",Thomas Fournier
365,365,10155908943377888_10155912781052888,377625007887_10155908943377888,10155908943377888_10155912508177888,2017-12-01 21:24:36,0,0,0,0,0,0,0,0,"Oui je l’ai vu hier, mais merci",[],[],Oui je ai vu hier mais merci,"['Oui', 'je', 'ai', 'vu', 'hier', 'mais', 'merci']","[u'oui', 'je', 'ai', 'vu', u'hier', u'mai', u'merci']","Oui je l’ai vu hier, mais merci 😉"
366,366,10155908943377888_10155912532702888,377625007887_10155908943377888,,2017-12-01 19:31:18,1,1,0,0,0,0,0,0,Antoine Labonté-Cordeau !!!,[],[],Antoine Cordeau,"['Antoine', 'Cordeau']","[u'antoin', u'cordeau']",Antoine Labonté-Cordeau !!!
367,367,10155908943377888_10155912547732888,377625007887_10155908943377888,,2017-12-01 19:42:24,0,0,0,0,0,0,0,0,Athny,[],[],Athny,['Athny'],[u'athni'],Athny
368,368,10155908943377888_10155912567867888,377625007887_10155908943377888,,2017-12-01 19:58:42,0,0,0,0,0,0,0,0,Et Nathalie Thibodeau️,[],[],Et Nathalie,"['Et', 'Nathalie']","['et', u'nathali']",Et Nathalie Thibodeau☹️
369,369,10155908943377888_10155912568652888,377625007887_10155908943377888,,2017-12-01 19:59:15,0,0,0,0,0,0,0,0,Tyler Cathcart la tienne c ‘es tu une ?,[],[],Tyler Cathcart la tienne es tu une,"['Tyler', 'Cathcart', 'la', 'tienne', 'es', 'tu', 'une']","[u'tyler', u'cathcart', 'la', u'tienn', 'es', 'tu', u'une']",Tyler Cathcart la tienne c ‘es tu une 2018?
370,370,10155908943377888_10155912818357888,377625007887_10155908943377888,,2017-12-01 21:49:33,0,0,0,0,0,0,0,0,Krystel Faucher,[],[],Krystel Faucher,"['Krystel', 'Faucher']","[u'krystel', u'faucher']",Krystel Faucher
371,371,10155908943377888_10155912841112888,377625007887_10155908943377888,,2017-12-01 22:09:03,0,0,0,0,0,0,0,0,Guillzilla Stcyr,[],[],Guillzilla Stcyr,"['Guillzilla', 'Stcyr']","[u'guillzilla', u'stcyr']",Guillzilla Stcyr
372,372,10155908943377888_10155913300037888,377625007887_10155908943377888,,2017-12-02 04:00:49,0,0,0,0,0,0,0,0,France Paradis,[],[],France Paradis,"['France', 'Paradis']","[u'franc', u'paradi']",France Paradis
373,373,10155908943377888_10155913654327888,377625007887_10155908943377888,,2017-12-02 07:18:55,1,0,0,1,0,0,0,0,C'est ton véhicule Claudette Gaudreau ️,[],[],est ton hicule Claudette Gaudreau,"['est', 'ton', 'hicule', 'Claudette', 'Gaudreau']","[u'est', u'ton', u'hicul', u'claudett', u'gaudreau']",C'est ton véhicule Claudette Gaudreau ☺️
374,374,10155908943377888_10155913779422888,377625007887_10155908943377888,10155908943377888_10155913654327888,2017-12-02 08:30:45,0,0,0,0,0,0,0,0,"Ben oui je vais aller faire vérifier ça ,merci",[],[],Ben oui je vais aller faire rifier merci,"['Ben', 'oui', 'je', 'vais', 'aller', 'faire', 'rifier', 'merci']","[u'ben', u'oui', 'je', u'vai', u'aller', u'fair', u'rifier', u'merci']","Ben oui  je vais aller faire vérifier ça ,merci 😉"
375,375,10155908943377888_10155914018927888,377625007887_10155908943377888,,2017-12-02 10:39:07,1,1,0,0,0,0,0,0,Myriam Désormeaux,[],[],Myriam sormeaux,"['Myriam', 'sormeaux']","[u'myriam', u'sormeaux']",Myriam Désormeaux
376,376,10155908943377888_10155914023702888,377625007887_10155908943377888,10155908943377888_10155914018927888,2017-12-02 10:41:17,0,0,0,0,0,0,0,0,"Pas encore devoir aller au concessionnaire 🤦‍️🤦‍️🤦‍️ je vais ressortir de là avec quoi encore moi.. crevaisons, perdre une roue",[],[],Pas encore devoir aller au concessionnaire je vais ressortir de avec quoi encore moi crevaisons perdre une roue,"['Pas', 'encore', 'devoir', 'aller', 'au', 'concessionnaire', 'je', 'vais', 'ressortir', 'de', 'avec', 'quoi', 'encore', 'moi', 'crevaisons', 'perdre', 'une', 'roue']","[u'pas', u'encor', u'devoir', u'aller', 'au', u'concessionnair', 'je', u'vai', u'ressortir', 'de', u'avec', u'quoi', u'encor', u'moi', u'crevaison', u'perdr', u'une', u'roue']","Pas encore devoir aller au concessionnaire 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ je vais ressortir de là avec quoi encore moi.. 6 crevaisons, perdre une roue 😂💩"
377,377,10155908943377888_10155914025997888,377625007887_10155908943377888,10155908943377888_10155914018927888,2017-12-02 10:42:31,0,0,0,0,0,0,0,0,hahahaha! Tu vas même avoir une crevaison sur ton spare sans le sortir de la valise,[],[],hahahaha Tu vas avoir une crevaison sur ton spare sans le sortir de la valise,"['hahahaha', 'Tu', 'vas', 'avoir', 'une', 'crevaison', 'sur', 'ton', 'spare', 'sans', 'le', 'sortir', 'de', 'la', 'valise']","[u'hahahaha', 'tu', u'vas', u'avoir', u'une', u'crevaison', u'sur', u'ton', u'spare', u'san', 'le', u'sortir', 'de', 'la', u'valis']",hahahaha! Tu vas même avoir une crevaison sur ton spare sans le sortir de la valise 😂
378,378,10155908943377888_10155914028492888,377625007887_10155908943377888,10155908943377888_10155914018927888,2017-12-02 10:43:33,0,0,0,0,0,0,0,0,"Hahahahah heureusement que non, maximuss l’a posé hier en tout est ok (entuka j’espère je suis pas aller voir mon auto encore) ahahaha🤞",[],[],Hahahahah heureusement que non maximuss hier en tout est ok entuka je suis pas aller voir mon auto encore,"['Hahahahah', 'heureusement', 'que', 'non', 'maximuss', 'hier', 'en', 'tout', 'est', 'ok', 'entuka', 'je', 'suis', 'pas', 'aller', 'voir', 'mon', 'auto', 'encore']","[u'hahahahah', u'heureus', u'que', u'non', u'maximuss', u'hier', 'en', u'tout', u'est', 'ok', u'entuka', 'je', u'sui', u'pas', u'aller', u'voir', u'mon', u'auto', u'encor']","Hahahahah heureusement que non, maximuss l’a posé hier en tout est ok (entuka j’espère je suis pas aller voir mon auto encore) ahahaha🤞🏼😂"
379,379,10155908943377888_10155914029622888,377625007887_10155908943377888,10155908943377888_10155914018927888,2017-12-02 10:44:15,1,1,0,0,0,0,0,0,"Ah et mon spare n’est pas dans ma valise, mais bien en dessous de mon microbe🧐",[],[],Ah et mon spare est pas dans valise mais bien en dessous de mon,"['Ah', 'et', 'mon', 'spare', 'est', 'pas', 'dans', 'valise', 'mais', 'bien', 'en', 'dessous', 'de', 'mon']","['ah', 'et', u'mon', u'spare', u'est', u'pas', u'dan', u'valis', u'mai', u'bien', 'en', u'dessous', 'de', u'mon']","Ah et mon spare n’est pas dans ma valise, mais bien en dessous de mon microbe🧐😂"
380,380,10155908943377888_10155914031182888,377625007887_10155908943377888,10155908943377888_10155914018927888,2017-12-02 10:45:00,1,1,0,0,0,0,0,0,"au moins t'as un spare.... y'a des voitures qui sont vendues sans maintenant, juste un kit de réparation d'inclus!",[],[],au moins un spare des voitures qui sont vendues sans maintenant juste un kit de paration inclus,"['au', 'moins', 'un', 'spare', 'des', 'voitures', 'qui', 'sont', 'vendues', 'sans', 'maintenant', 'juste', 'un', 'kit', 'de', 'paration', 'inclus']","['au', u'moin', 'un', u'spare', u'des', u'voitur', u'qui', u'sont', u'vendu', u'san', u'mainten', u'just', 'un', u'kit', 'de', u'parat', u'inclus']","😂 au moins t'as un spare.... y'a des voitures qui sont vendues sans maintenant, juste un kit de réparation d'inclus! 💩"
381,381,10155908943377888_10155914033252888,377625007887_10155908943377888,10155908943377888_10155914018927888,2017-12-02 10:45:42,0,0,0,0,0,0,0,0,Hahahahaha Wow 🤦‍️,[],[],Hahahahaha Wow,"['Hahahahaha', 'Wow']","[u'hahahahaha', u'wow']",Hahahahaha Wow 🤦🏽‍♀️
382,382,10155908943377888_10155914042127888,377625007887_10155908943377888,,2017-12-02 10:51:06,0,0,0,0,0,0,0,0,Yan Forrest parles en a ta tante,[],[],Yan Forrest parles en ta tante,"['Yan', 'Forrest', 'parles', 'en', 'ta', 'tante']","[u'yan', u'forrest', u'parl', 'en', 'ta', u'tant']",Yan Forrest parles en a ta tante
383,383,10155908943377888_10155914042777888,377625007887_10155908943377888,,2017-12-02 10:51:39,0,0,0,0,0,0,0,0,Linda Pagé cest tu ta voiture ca?,[],[],Linda cest tu ta voiture ca,"['Linda', 'cest', 'tu', 'ta', 'voiture', 'ca']","[u'linda', u'cest', 'tu', 'ta', u'voitur', 'ca']",Linda Pagé cest tu ta voiture ca?
384,384,10155908943377888_10155916034832888,377625007887_10155908943377888,10155908943377888_10155914042777888,2017-12-03 04:33:54,0,0,0,0,0,0,0,0,Oui c'est mon mien ... Je vais appeler chez Nissan,[],[],Oui mien vais appeler chez Nissan,"['Oui', 'mien', 'vais', 'appeler', 'chez', 'Nissan']","[u'oui', u'mien', u'vai', u'appel', u'chez', u'nissan']",Oui c'est mon mien ... Je vais appeler chez Nissan
385,385,10155908943377888_10155914963092888,377625007887_10155908943377888,,2017-12-02 17:54:36,0,0,0,0,0,0,0,0,Monica Tremblay Mercier,[],[],Monica Tremblay Mercier,"['Monica', 'Tremblay', 'Mercier']","[u'monica', u'tremblay', u'mercier']",Monica Tremblay Mercier
386,386,10155908943377888_10155915017622888,377625007887_10155908943377888,,2017-12-02 18:18:46,0,0,0,0,0,0,0,0,Patrick Demers Suzanne Beaudry,[],[],Patrick Demers Suzanne Beaudry,"['Patrick', 'Demers', 'Suzanne', 'Beaudry']","[u'patrick', u'demer', u'suzann', u'beaudri']",Patrick Demers Suzanne Beaudry
387,387,10155908943377888_10155915189207888,377625007887_10155908943377888,,2017-12-02 19:49:59,0,0,0,0,0,0,0,0,Laurence Cossette as-tu une ?,[],[],Laurence Cossette,"['Laurence', 'Cossette']","[u'laurenc', u'cossett']",Laurence Cossette as-tu une 2018?
