,Unnamed: 0,Unnamed: 0.1,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
64,64,64,10156111964217975_10156112247872975,401846167974_10156111964217975,,2017-12-21 19:58:28,0,0,0,0,0,0,0,0,What year is yours Joyce Green ?,[],[],year Joyce Green,"['year', 'Joyce', 'Green']","[u'year', u'joyc', u'green']",What year is yours Joyce Green ?,-0.2,Neutral
65,65,65,10156111964217975_10156112262107975,401846167974_10156111964217975,10156111964217975_10156112247872975,2017-12-21 20:04:45,0,0,0,0,0,0,0,0,I don’t know might be I hope,[],[],know might hope,"['know', 'might', 'hope']","[u'know', u'might', u'hope']",I don’t know might be 2016 I hope,0.0,Neutral
66,66,66,10156111964217975_10156112256672975,401846167974_10156111964217975,,2017-12-21 20:01:42,0,0,0,0,0,0,0,0,"Sarah, Tony... we should have a look into this",[],[],Sarah Tony look,"['Sarah', 'Tony', 'look']","[u'sarah', u'toni', u'look']","Sarah, Tony... we should have a look into this",0.0,Neutral
67,67,67,10156111964217975_10156112262007975,401846167974_10156111964217975,10156111964217975_10156112256672975,2017-12-21 20:04:39,0,0,0,0,0,0,0,0,Ah yeah I think so,[],[],Ah yeah think,"['Ah', 'yeah', 'think']","['ah', u'yeah', u'think']",Ah yeah I think so,0.0,Neutral
68,68,68,10156111964217975_10156112448387975,401846167974_10156111964217975,10156111964217975_10156112256672975,2017-12-21 21:53:21,0,0,0,0,0,0,0,0,Yup,[],[],Yup,['Yup'],[u'yup'],Yup,0.0,Neutral
69,69,69,10156111964217975_10156112256837975,401846167974_10156111964217975,,2017-12-21 20:01:50,1,1,0,0,0,0,0,0,Tristan Barr yours or ?,[],[],Tristan Barr,"['Tristan', 'Barr']","[u'tristan', u'barr']",Tristan Barr yours 2017 or 2016?,0.0,Neutral
70,70,70,10156111964217975_10156112663797975,401846167974_10156111964217975,10156111964217975_10156112256837975,2017-12-22 00:03:28,0,0,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],2017 😳,0.0,Neutral
71,71,71,10156111964217975_10156112262877975,401846167974_10156111964217975,,2017-12-21 20:05:28,0,0,0,0,0,0,0,0,More information please,[],[],information please,"['information', 'please']","[u'inform', u'pleas']",More information please,0.5,Positive
72,72,72,10156111964217975_10156113343652975,401846167974_10156111964217975,10156111964217975_10156112262877975,2017-12-22 07:51:01,0,0,0,0,0,0,0,0,Call bombardier,[],[],Call bombardier,"['Call', 'bombardier']","[u'call', u'bombardi']",Call bombardier,0.0,Neutral
73,73,73,10156111964217975_10156112274692975,401846167974_10156111964217975,,2017-12-21 20:12:55,1,0,0,0,0,1,0,0,Allan Lumsden,[],[],Allan Lumsden,"['Allan', 'Lumsden']","[u'allan', u'lumsden']",Allan Lumsden,0.0,Neutral
74,74,74,10156111964217975_10156112298792975,401846167974_10156111964217975,10156111964217975_10156112274692975,2017-12-21 20:27:35,0,0,0,0,0,0,0,0,"Ugh....thanks Mike. Wade, you guys workin' these recalls at the shop?",[],[],Ugh thanks Mike Wade guys workin recalls shop,"['Ugh', 'thanks', 'Mike', 'Wade', 'guys', 'workin', 'recalls', 'shop']","[u'ugh', u'thank', u'mike', u'wade', u'guy', u'workin', u'recal', u'shop']","Ugh....thanks Mike. Wade, you guys workin' these recalls at the shop?",0.0,Neutral
75,75,75,10156111964217975_10156112300557975,401846167974_10156111964217975,10156111964217975_10156112274692975,2017-12-21 20:28:40,1,1,0,0,0,0,0,0,"PHEW!!! Not me!!! Can-Am® Outlander and Outlander Max ATVs equipped with a Dynamic Power Steering (DPS) and or engines December , As you may have heard, a safety campaign on some Can-Am Outlander ATVs was released in Canada and other countries meant to address an issue with Dynamic Power Steering (DPS). The DPS shaft may break causing loss of steering control. In some circumstances, this situation may cause injury or even death.",[],[],PHEW Outlander Outlander Max ATVs equipped Dynamic Power Steering DPS engines December may heard safety campaign Outlander ATVs released Canada countries meant address issue Dynamic Power Steering DPS DPS shaft may break causing loss steering control circumstances situation may cause injury even death,"['PHEW', 'Outlander', 'Outlander', 'Max', 'ATVs', 'equipped', 'Dynamic', 'Power', 'Steering', 'DPS', 'engines', 'December', 'may', 'heard', 'safety', 'campaign', 'Outlander', 'ATVs', 'released', 'Canada', 'countries', 'meant', 'address', 'issue', 'Dynamic', 'Power', 'Steering', 'DPS', 'DPS', 'shaft', 'may', 'break', 'causing', 'loss', 'steering', 'control', 'circumstances', 'situation', 'may', 'cause', 'injury', 'even', 'death']","[u'phew', u'outland', u'outland', u'max', u'atv', u'equip', u'dynam', u'power', u'steer', u'dps', u'engin', u'decemb', u'may', u'heard', u'safeti', u'campaign', u'outland', u'atv', u'releas', u'canada', u'countri', u'meant', u'address', u'issu', u'dynam', u'power', u'steer', u'dps', u'dps', u'shaft', u'may', u'break', u'caus', u'loss', u'steer', u'control', u'circumst', u'situat', u'may', u'caus', u'injuri', u'even', u'death']","PHEW!!! Not me!!!  

2017 Can-Am® Outlander and Outlander Max ATVs equipped with a Dynamic Power Steering (DPS) and 450 or 570 engines
December 19, 2017

As you may have heard, a safety campaign on some 2017 Can-Am Outlander ATVs was released in Canada and other countries meant to address an issue with Dynamic Power Steering (DPS). The DPS shaft may break causing loss of steering control. In some circumstances, this situation may cause injury or even death.",-0.041666666666666664,Neutral
76,76,76,10156111964217975_10156112288057975,401846167974_10156111964217975,,2017-12-21 20:21:09,0,0,0,0,0,0,0,0,So my isn't affected? It would be nice to have more information on this.,[],[],affected would nice information,"['affected', 'would', 'nice', 'information']","[u'affect', u'would', u'nice', u'inform']",So my 2016 isn't affected? It would be nice to have more information on this.,0.55,Positive
77,77,77,10156111964217975_10156112290627975,401846167974_10156111964217975,,2017-12-21 20:22:48,3,3,0,0,0,0,0,0,Looks like it's only /570 DPS models and the phone number to check your vin is at this link,[],['https://can-am.brp.com/off-road/owners/safety/safety-recalls.html'],Looks like 570 DPS models phone number check vin link,"['Looks', 'like', '570', 'DPS', 'models', 'phone', 'number', 'check', 'vin', 'link']","[u'look', u'like', u'570', u'dps', u'model', u'phone', u'number', u'check', u'vin', u'link']",Looks like it's only 2017 450/570 DPS models and the phone number to check your vin is at this link https://can-am.brp.com/off-road/owners/safety/safety-recalls.html,0.0,Neutral
78,78,78,10156111964217975_10156112307992975,401846167974_10156111964217975,,2017-12-21 20:33:01,1,1,0,0,0,0,0,0,Hope bombardier crashes and burns and liberals get some blame. Never should have been given tax payers money. Praying you fail. Criminals.,['#classactionlawsuit'],[],Hope bombardier crashes burns liberals get blame Never given tax payers money Praying fail Criminals,"['Hope', 'bombardier', 'crashes', 'burns', 'liberals', 'get', 'blame', 'Never', 'given', 'tax', 'payers', 'money', 'Praying', 'fail', 'Criminals']","[u'hope', u'bombardi', u'crash', u'burn', u'liber', u'get', u'blame', u'never', u'given', u'tax', u'payer', u'money', u'pray', u'fail', u'crimin']","Hope bombardier crashes and burns and liberals get some blame. Never should have been given tax payers money. 

Praying you fail. Criminals.

#classactionlawsuit",-0.5,Negative
79,79,79,10156111964217975_10156112367827975,401846167974_10156111964217975,10156111964217975_10156112307992975,2017-12-21 21:09:03,0,0,0,0,0,0,0,0,BRP and bombardier are two different companies. Your comment has nothing to do with the recall.,[],[],BRP bombardier two different companies comment nothing recall,"['BRP', 'bombardier', 'two', 'different', 'companies', 'comment', 'nothing', 'recall']","[u'brp', u'bombardi', u'two', u'differ', u'compani', u'comment', u'noth', u'recal']",BRP and bombardier are two different companies. Your comment has nothing to do with the recall.,0.0,Neutral
80,80,80,10156111964217975_10156112373622975,401846167974_10156111964217975,10156111964217975_10156112307992975,2017-12-21 21:12:36,0,0,0,0,0,0,0,0,Corvin Colbourne 🧐bombardier is a different company than bombardier recreational products? Surrrrrre.,[],[],Corvin Colbourne bombardier different company bombardier recreational products Surrrrrre,"['Corvin', 'Colbourne', 'bombardier', 'different', 'company', 'bombardier', 'recreational', 'products', 'Surrrrrre']","[u'corvin', u'colbourn', u'bombardi', u'differ', u'compani', u'bombardi', u'recreat', u'product', u'surrrrrr']","Corvin Colbourne 🧐bombardier is a different company than bombardier recreational products? 
Surrrrrre.",0.0,Neutral
81,81,81,10156111964217975_10156113348027975,401846167974_10156111964217975,10156111964217975_10156112307992975,2017-12-22 07:54:29,0,0,0,0,0,0,0,0,Brp was sold from bombardier. This title is misleading.,[],[],Brp sold bombardier title misleading,"['Brp', 'sold', 'bombardier', 'title', 'misleading']","[u'brp', u'sold', u'bombardi', u'titl', u'mislead']",Brp was sold from bombardier. This title is misleading.,0.0,Neutral
82,82,82,10156111964217975_10156112310582975,401846167974_10156111964217975,,2017-12-21 20:34:23,0,0,0,0,0,0,0,0,Brian Brazil,[],[],Brian Brazil,"['Brian', 'Brazil']","[u'brian', u'brazil']",Brian Brazil,0.0,Neutral
83,83,83,10156111964217975_10156112313682975,401846167974_10156111964217975,,2017-12-21 20:36:14,0,0,0,0,0,0,0,0,You get anything in the mail? Jeff Humphries,[],[],get anything mail Jeff Humphries,"['get', 'anything', 'mail', 'Jeff', 'Humphries']","[u'get', u'anyth', u'mail', u'jeff', u'humphri']",You get anything in the mail? Jeff Humphries,0.0,Neutral
84,84,84,10156111964217975_10156112329547975,401846167974_10156111964217975,10156111964217975_10156112313682975,2017-12-21 20:46:04,0,0,0,0,0,0,0,0,Nope I haven’t heard anything yet,[],[],Nope heard anything yet,"['Nope', 'heard', 'anything', 'yet']","[u'nope', u'heard', u'anyth', u'yet']",Nope I haven’t heard anything yet,0.0,Neutral
85,85,85,10156111964217975_10156112366847975,401846167974_10156111964217975,10156111964217975_10156112313682975,2017-12-21 21:08:23,2,1,0,0,1,0,0,0,hopefully it happens to jeff while we are all there,[],[],hopefully happens jeff,"['hopefully', 'happens', 'jeff']","[u'hope', u'happen', u'jeff']",hopefully it happens to jeff while we are all there,0.0,Neutral
86,86,86,10156111964217975_10156112371417975,401846167974_10156111964217975,,2017-12-21 21:11:23,0,0,0,0,0,0,0,0,Marcus Devine Jered Scott Keigan Atwood Colin Belliveau,[],[],Marcus Devine Jered Scott Keigan Atwood Colin Belliveau,"['Marcus', 'Devine', 'Jered', 'Scott', 'Keigan', 'Atwood', 'Colin', 'Belliveau']","[u'marcus', u'devin', u'jere', u'scott', u'keigan', u'atwood', u'colin', u'belliveau']",Marcus Devine Jered Scott Keigan Atwood Colin Belliveau,0.0,Neutral
87,87,87,10156111964217975_10156112388582975,401846167974_10156111964217975,,2017-12-21 21:21:12,0,0,0,0,0,0,0,0,Marcel Plouffe Dave Bissonnette,[],[],Marcel Plouffe Dave Bissonnette,"['Marcel', 'Plouffe', 'Dave', 'Bissonnette']","[u'marcel', u'plouff', u'dave', u'bissonnett']",Marcel Plouffe Dave Bissonnette,0.0,Neutral
88,88,88,10156111964217975_10156112398902975,401846167974_10156111964217975,,2017-12-21 21:29:01,0,0,0,0,0,0,0,0,Rebecca is yours or,[],[],Rebecca,['Rebecca'],[u'rebecca'],Rebecca is yours 2017 or 2016,0.0,Neutral
89,89,89,10156111964217975_10156112415412975,401846167974_10156111964217975,,2017-12-21 21:36:55,0,0,0,0,0,0,0,0,Keegan Lilly what year is Andrew's?,[],[],Keegan Lilly year Andrew,"['Keegan', 'Lilly', 'year', 'Andrew']","[u'keegan', u'lilli', u'year', u'andrew']",Keegan Lilly what year is Andrew's?,0.0,Neutral
90,90,90,10156111964217975_10156112441587975,401846167974_10156111964217975,,2017-12-21 21:48:06,0,0,0,0,0,0,0,0,Justin Boucher Andrew Charette,[],[],Justin Boucher Andrew Charette,"['Justin', 'Boucher', 'Andrew', 'Charette']","[u'justin', u'boucher', u'andrew', u'charett']",Justin Boucher Andrew Charette,0.0,Neutral
91,91,91,10156111964217975_10156112445627975,401846167974_10156111964217975,10156111964217975_10156112441587975,2017-12-21 21:51:10,0,0,0,0,0,0,0,0,that's me !,[],[],,[],[],2017 that's me !,0.0,Neutral
92,92,92,10156111964217975_10156112502647975,401846167974_10156111964217975,10156111964217975_10156112441587975,2017-12-21 22:19:56,0,0,0,0,0,0,0,0,its only for the and the,[],[],,[],[],its only for the 450 and the 570,0.0,Neutral
93,93,93,10156111964217975_10156112456357975,401846167974_10156111964217975,,2017-12-21 21:58:56,0,0,0,0,0,0,0,0,Skyler Cosens,[],[],Skyler Cosens,"['Skyler', 'Cosens']","[u'skyler', u'cosen']",Skyler Cosens,0.0,Neutral
94,94,94,10156111964217975_10156113259232975,401846167974_10156111964217975,10156111964217975_10156112456357975,2017-12-22 06:40:51,0,0,0,0,0,0,0,0,Casey Clancy doesn’t include my bike. My bike is a . For some reason it’s only the and ’s,[],[],Casey Clancy include bike bike reason,"['Casey', 'Clancy', 'include', 'bike', 'bike', 'reason']","[u'casey', u'clanci', u'includ', u'bike', u'bike', u'reason']",Casey Clancy doesn’t include my bike. My bike is a 16. For some reason it’s only the 17 450 and 570’s,0.0,Neutral
95,95,95,10156111964217975_10156112503802975,401846167974_10156111964217975,,2017-12-21 22:20:42,0,0,0,0,0,0,0,0,Sean Côté,[],[],Sean,['Sean'],[u'sean'],Sean Côté,0.0,Neutral
96,96,96,10156111964217975_10156112512192975,401846167974_10156111964217975,,2017-12-21 22:25:18,0,0,0,0,0,0,0,0,All good for mine,[],[],good mine,"['good', 'mine']","[u'good', u'mine']",All good for mine,0.7,Positive
97,97,97,10156111964217975_10156112537952975,401846167974_10156111964217975,,2017-12-21 22:40:35,0,0,0,0,0,0,0,0,Eric Vallée,[],[],Eric,['Eric'],[u'eric'],Eric Vallée,0.0,Neutral
98,98,98,10156111964217975_10156112591057975,401846167974_10156111964217975,,2017-12-21 23:12:01,1,1,0,0,0,0,0,0,Alex Calver Thomas Mills Matt Benham,[],[],Alex Calver Thomas Mills Matt Benham,"['Alex', 'Calver', 'Thomas', 'Mills', 'Matt', 'Benham']","[u'alex', u'calver', u'thoma', u'mill', u'matt', u'benham']",Alex Calver Thomas Mills Matt Benham,0.0,Neutral
99,99,99,10156111964217975_10156112777772975,401846167974_10156111964217975,,2017-12-22 01:35:42,0,0,0,0,0,0,0,0,Brett Evans,[],[],Brett Evans,"['Brett', 'Evans']","[u'brett', u'evan']",Brett Evans,0.0,Neutral
100,100,100,10156111964217975_10156112840812975,401846167974_10156111964217975,,2017-12-22 02:00:21,0,0,0,0,0,0,0,0,Sandiandsam Cluett tell pop,[],[],Sandiandsam Cluett tell pop,"['Sandiandsam', 'Cluett', 'tell', 'pop']","[u'sandiandsam', u'cluett', u'tell', u'pop']",Sandiandsam Cluett tell pop,0.0,Neutral
101,101,101,10156111964217975_10156113172347975,401846167974_10156111964217975,,2017-12-22 05:14:49,0,0,0,0,0,0,0,0,Steven Scammell yours er ?,[],[],Steven Scammell er,"['Steven', 'Scammell', 'er']","[u'steven', u'scammel', 'er']",Steven Scammell yours 16 er 17?,0.0,Neutral
102,102,102,10156111964217975_10156113295212975,401846167974_10156111964217975,10156111964217975_10156113172347975,2017-12-22 07:12:51,0,0,0,0,0,0,0,0,but still has the same system,[],[],still system,"['still', 'system']","[u'still', u'system']",16 but still has the same system,0.0,Neutral
103,103,103,10156111964217975_10156113241252975,401846167974_10156111964217975,,2017-12-22 06:27:00,0,0,0,0,0,0,0,0,Andrew Blanchard,[],[],Andrew Blanchard,"['Andrew', 'Blanchard']","[u'andrew', u'blanchard']",Andrew Blanchard,0.0,Neutral
104,104,104,10156111964217975_10156113241747975,401846167974_10156111964217975,,2017-12-22 06:27:31,0,0,0,0,0,0,0,0,Travis Parker,[],[],Travis Parker,"['Travis', 'Parker']","[u'travi', u'parker']",Travis Parker,0.0,Neutral
105,105,105,10156111964217975_10156113274317975,401846167974_10156111964217975,,2017-12-22 06:54:57,0,0,0,0,0,0,0,0,Hopefully no one got hurt looks lol me mine is going to have to go in!,[],[],Hopefully one got hurt looks lol mine going go,"['Hopefully', 'one', 'got', 'hurt', 'looks', 'lol', 'mine', 'going', 'go']","[u'hope', u'one', u'got', u'hurt', u'look', u'lol', u'mine', u'go', 'go']",Hopefully no one got hurt looks lol me mine is going to have to go in!,1.0,Positive
106,106,106,10156111964217975_10156113277567975,401846167974_10156111964217975,,2017-12-22 06:58:02,0,0,0,0,0,0,0,0,.,[],[],,[],[],.,0.0,Neutral
107,107,107,10156111964217975_10156113285952975,401846167974_10156111964217975,,2017-12-22 07:05:08,0,0,0,0,0,0,0,0,Betsy Shecapio,[],[],Betsy Shecapio,"['Betsy', 'Shecapio']","[u'betsi', u'shecapio']",Betsy Shecapio,0.0,Neutral
108,108,108,10156111964217975_10156113291712975,401846167974_10156111964217975,,2017-12-22 07:09:05,0,0,0,0,0,0,0,0,Elana Krieger thats your bike,[],[],Elana Krieger thats bike,"['Elana', 'Krieger', 'thats', 'bike']","[u'elana', u'krieger', u'that', u'bike']",Elana Krieger thats your bike,0.0,Neutral
109,109,109,10156111964217975_10156113367247975,401846167974_10156111964217975,,2017-12-22 08:08:05,0,0,0,0,0,0,0,0,Connor Evans,[],[],Connor Evans,"['Connor', 'Evans']","[u'connor', u'evan']",Connor Evans,0.0,Neutral
110,110,110,10156111964217975_10156113390717975,401846167974_10156111964217975,,2017-12-22 08:24:36,0,0,0,0,0,0,0,0,"Imagine, losing steering would cause a crash lol never would of thought.",[],[],Imagine losing steering would cause crash lol never would thought,"['Imagine', 'losing', 'steering', 'would', 'cause', 'crash', 'lol', 'never', 'would', 'thought']","[u'imagin', u'lose', u'steer', u'would', u'caus', u'crash', u'lol', u'never', u'would', u'thought']","Imagine,  losing steering would cause a crash lol never would of thought.",0.8,Positive
111,111,111,10156111964217975_10156113397207975,401846167974_10156111964217975,,2017-12-22 08:28:39,0,0,0,0,0,0,0,0,Brandon Mazerolle,[],[],Brandon Mazerolle,"['Brandon', 'Mazerolle']","[u'brandon', u'mazeroll']",Brandon Mazerolle,0.0,Neutral
112,112,112,10156111964217975_10156113725607975,401846167974_10156111964217975,10156111964217975_10156113397207975,2017-12-22 11:18:38,1,1,0,0,0,0,0,0,i just called and they said mine was good,[],[],called said mine good,"['called', 'said', 'mine', 'good']","[u'call', u'said', u'mine', u'good']",i just called and they said mine was good,0.7,Positive
113,113,113,10156111964217975_10156113413312975,401846167974_10156111964217975,,2017-12-22 08:39:56,0,0,0,0,0,0,0,0,Ben Mielke,[],[],Ben Mielke,"['Ben', 'Mielke']","[u'ben', u'mielk']",Ben Mielke,0.0,Neutral
114,114,114,10156111964217975_10156113436537975,401846167974_10156111964217975,,2017-12-22 08:55:21,0,0,0,0,0,0,0,0,Denis Williston,[],[],Denis Williston,"['Denis', 'Williston']","[u'deni', u'williston']",Denis Williston,0.0,Neutral
115,115,115,10156111964217975_10156113518807975,401846167974_10156111964217975,,2017-12-22 09:34:43,0,0,0,0,0,0,0,0,Blake Webber,[],[],Blake Webber,"['Blake', 'Webber']","[u'blake', u'webber']",Blake Webber,0.0,Neutral
116,116,116,10156111964217975_10156113564457975,401846167974_10156111964217975,10156111964217975_10156113518807975,2017-12-22 10:02:00,0,0,0,0,0,0,0,0,Mines a,[],[],Mines,['Mines'],[u'mine'],Mines a 2016,0.0,Neutral
117,117,117,10156111964217975_10156113559672975,401846167974_10156111964217975,,2017-12-22 09:59:25,0,0,0,0,0,0,0,0,Jordan Armstrong,[],[],Jordan Armstrong,"['Jordan', 'Armstrong']","[u'jordan', u'armstrong']",Jordan Armstrong,0.0,Neutral
118,118,118,10156111964217975_10156113586372975,401846167974_10156111964217975,,2017-12-22 10:15:32,0,0,0,0,0,0,0,0,Kurt Pigeon,[],[],Kurt Pigeon,"['Kurt', 'Pigeon']","[u'kurt', u'pigeon']",Kurt Pigeon,0.0,Neutral
119,119,119,10156111964217975_10156113590017975,401846167974_10156111964217975,,2017-12-22 10:17:37,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]],0.0,Neutral
120,120,120,10156111964217975_10156113612757975,401846167974_10156111964217975,,2017-12-22 10:31:37,0,0,0,0,0,0,0,0,I have and everything ok for me. Riding for months.,[],[],everything ok Riding months,"['everything', 'ok', 'Riding', 'months']","[u'everyth', 'ok', u'ride', u'month']",I have 2017 570 and everything ok for me. Riding for 6 months.,0.5,Positive
121,121,121,10156111964217975_10156113667977975,401846167974_10156111964217975,,2017-12-22 11:02:16,0,0,0,0,0,0,0,0,Brandon Benjamin,[],[],Brandon Benjamin,"['Brandon', 'Benjamin']","[u'brandon', u'benjamin']",Brandon Benjamin,0.0,Neutral
122,122,122,10156111964217975_10156113701762975,401846167974_10156111964217975,,2017-12-22 11:11:36,0,0,0,0,0,0,0,0,Kevin Woodbeck not sure if yours is affected,[],[],Kevin Woodbeck sure affected,"['Kevin', 'Woodbeck', 'sure', 'affected']","[u'kevin', u'woodbeck', u'sure', u'affect']",Kevin Woodbeck not sure if yours is affected,-0.25,Neutral
123,123,123,10156111964217975_10156113944692975,401846167974_10156111964217975,10156111964217975_10156113701762975,2017-12-22 12:13:37,0,0,0,0,0,0,0,0,Not on the list,[],[],list,['list'],[u'list'],Not on the list,0.0,Neutral
124,124,124,10156111964217975_10156113705817975,401846167974_10156111964217975,,2017-12-22 11:12:38,0,0,0,0,0,0,0,0,Jacob Flood,[],[],Jacob Flood,"['Jacob', 'Flood']","[u'jacob', u'flood']",Jacob Flood,0.0,Neutral
125,125,125,10156111964217975_10156113722927975,401846167974_10156111964217975,,2017-12-22 11:17:55,2,2,0,0,0,0,0,0,Jeff Brown,[],[],Jeff Brown,"['Jeff', 'Brown']","[u'jeff', u'brown']",Jeff Brown,0.0,Neutral
126,126,126,10156111964217975_10156113733127975,401846167974_10156111964217975,,2017-12-22 11:20:36,1,1,0,0,0,0,0,0,Leah Branch.,[],[],Leah Branch,"['Leah', 'Branch']","[u'leah', u'branch']",Leah Branch.,0.0,Neutral
127,127,127,10156111964217975_10156113757157975,401846167974_10156111964217975,10156111964217975_10156113733127975,2017-12-22 11:25:07,1,1,0,0,0,0,0,0,And I thought the problem was just schmoe... hahaha thanks ray!,[],[],thought problem schmoe hahaha thanks ray,"['thought', 'problem', 'schmoe', 'hahaha', 'thanks', 'ray']","[u'thought', u'problem', u'schmoe', u'hahaha', u'thank', u'ray']",And I thought the problem was just schmoe... hahaha thanks ray!,0.225,Neutral
128,128,128,10156111964217975_10156113741422975,401846167974_10156111964217975,,2017-12-22 11:21:07,0,0,0,0,0,0,0,0,Aaron Craeymeersch,[],[],Aaron Craeymeersch,"['Aaron', 'Craeymeersch']","[u'aaron', u'craeymeersch']",Aaron Craeymeersch,0.0,Neutral
129,129,129,10156111964217975_10156114446207975,401846167974_10156111964217975,10156111964217975_10156113741422975,2017-12-22 15:40:10,0,0,0,0,0,0,0,0,Uh oh,[],[],Uh oh,"['Uh', 'oh']","['uh', 'oh']",Uh oh,0.0,Neutral
130,130,130,10156111964217975_10156113758717975,401846167974_10156111964217975,,2017-12-22 11:25:39,0,0,0,0,0,0,0,0,outlander one of them?,[],[],outlander one,"['outlander', 'one']","[u'outland', u'one']",2018 570 outlander one of them?,0.0,Neutral
131,131,131,10156111964217975_10156113770602975,401846167974_10156111964217975,,2017-12-22 11:28:38,0,0,0,0,0,0,0,0,Kyle Vincent,[],[],Kyle Vincent,"['Kyle', 'Vincent']","[u'kyle', u'vincent']",Kyle Vincent,0.0,Neutral
132,132,132,10156111964217975_10156113807407975,401846167974_10156111964217975,,2017-12-22 11:38:01,0,0,0,0,0,0,0,0,Kendall Ashley Riley Serran,[],[],Kendall Ashley Riley Serran,"['Kendall', 'Ashley', 'Riley', 'Serran']","[u'kendal', u'ashley', u'riley', u'serran']",Kendall Ashley Riley Serran,0.0,Neutral
133,133,133,10156111964217975_10156113824922975,401846167974_10156111964217975,,2017-12-22 11:42:21,0,0,0,0,0,0,0,0,Lucy Walker,[],[],Lucy Walker,"['Lucy', 'Walker']","[u'luci', u'walker']",Lucy Walker,0.0,Neutral
134,134,134,10156111964217975_10156113835297975,401846167974_10156111964217975,10156111964217975_10156113824922975,2017-12-22 11:44:19,0,0,0,0,0,0,0,0,Wow that's not good,[],[],Wow good,"['Wow', 'good']","[u'wow', u'good']",Wow that's not good,-0.12499999999999999,Neutral
135,135,135,10156111964217975_10156113873002975,401846167974_10156111964217975,,2017-12-22 11:52:19,1,1,0,0,0,0,0,0,Aaron Penner,[],[],Aaron Penner,"['Aaron', 'Penner']","[u'aaron', u'penner']",Aaron Penner,0.0,Neutral
136,136,136,10156111964217975_10156113917542975,401846167974_10156111964217975,,2017-12-22 12:02:37,1,1,0,0,0,0,0,0,Buy a can am they said,[],[],Buy said,"['Buy', 'said']","[u'buy', u'said']",Buy a can am they said,0.0,Neutral
137,137,137,10156111964217975_10156114744612975,401846167974_10156111964217975,10156111964217975_10156113917542975,2017-12-22 17:39:36,0,0,0,0,0,0,0,0,,['#bringropeplease'],[],,['nan'],[u'nan'],#bringropeplease,0.0,Neutral
138,138,138,10156111964217975_10156114747837975,401846167974_10156111964217975,10156111964217975_10156113917542975,2017-12-22 17:41:06,0,0,0,0,0,0,0,0,,['#kinkysex'],[],,['nan'],[u'nan'],#kinkysex,0.0,Neutral
139,139,139,10156111964217975_10156114075497975,401846167974_10156111964217975,,2017-12-22 13:00:00,0,0,0,0,0,0,0,0,Cody Newlove Madeline Thornton,[],[],Cody Newlove Madeline Thornton,"['Cody', 'Newlove', 'Madeline', 'Thornton']","[u'codi', u'newlov', u'madelin', u'thornton']",Cody Newlove Madeline Thornton,0.0,Neutral
140,140,140,10156111964217975_10156114082162975,401846167974_10156111964217975,10156111964217975_10156114075497975,2017-12-22 13:03:51,3,3,0,0,0,0,0,0,Would rather a defect than buy a Polaris still,[],[],Would rather defect buy Polaris still,"['Would', 'rather', 'defect', 'buy', 'Polaris', 'still']","[u'would', u'rather', u'defect', u'buy', u'polari', u'still']",Would rather a defect than buy a Polaris still 😂,0.0,Neutral
141,141,141,10156111964217975_10156114083142975,401846167974_10156111964217975,10156111964217975_10156114075497975,2017-12-22 13:04:22,1,1,0,0,0,0,0,0,You so funny,[],[],funny,['funny'],[u'funni'],You so funny,0.25,Neutral
142,142,142,10156111964217975_10156114079697975,401846167974_10156111964217975,,2017-12-22 13:02:39,0,0,0,0,0,0,0,0,Tammy Bourque,[],[],Tammy Bourque,"['Tammy', 'Bourque']","[u'tammi', u'bourqu']",Tammy Bourque,0.0,Neutral
143,143,143,10156111964217975_10156114180312975,401846167974_10156111964217975,,2017-12-22 13:42:17,0,0,0,0,0,0,0,0,Pierce Warwick,[],[],Pierce Warwick,"['Pierce', 'Warwick']","[u'pierc', u'warwick']",Pierce Warwick,0.0,Neutral
144,144,144,10156111964217975_10156114190407975,401846167974_10156111964217975,,2017-12-22 13:45:07,0,0,0,0,0,0,0,0,Lisa Venasse Brownlee,[],[],Lisa Venasse Brownlee,"['Lisa', 'Venasse', 'Brownlee']","[u'lisa', u'venass', u'brownle']",Lisa Venasse Brownlee,0.0,Neutral
145,145,145,10156111964217975_10156114295407975,401846167974_10156111964217975,10156111964217975_10156114190407975,2017-12-22 14:29:52,0,0,0,0,0,0,0,0,Of course,[],[],Of course,"['Of', 'course']","['of', u'cours']",Of course,0.0,Neutral
146,146,146,10156111964217975_10156114200697975,401846167974_10156111964217975,,2017-12-22 13:50:07,0,0,0,0,0,0,0,0,Jamie Hood,[],[],Jamie Hood,"['Jamie', 'Hood']","[u'jami', u'hood']",Jamie Hood,0.0,Neutral
