,Unnamed: 0,Unnamed: 0.1,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
74,74,74,1630854610298840_1632931153424519,1203325126385126_1630854610298840,,2017-10-11 18:22:02,1,1,0,0,0,0,0,0,Wanda isn't that terrible.,[],[],Wanda terrible,"['Wanda', 'terrible']","[u'wanda', u'terribl']",Wanda isn't that terrible.,-1.0,Negative
75,75,75,1628244753893159_1639179249466376,1203325126385126_1628244753893159,,2017-10-18 08:30:15,0,0,0,0,0,0,0,0,Gaston Talon01.com,[],[],Gaston Talon01 com,"['Gaston', 'Talon01', 'com']","[u'gaston', u'talon01', u'com']",Gaston Talon01@gmail.com,0.0,Neutral
76,76,76,1628244753893159_1639179332799701,1203325126385126_1628244753893159,,2017-10-18 08:30:22,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]],0.0,Neutral
77,77,77,1624486070935694_1624608357590132,1203325126385126_1624486070935694,,2017-10-02 14:35:12,3,3,0,0,0,0,0,0,The Canadian Transportation Agency is not carrying out is mandate. For deals see the following article: [[SHARE]],[],['http://airpassengerrights.ca/en/featured/5-reasons-not-to-trust-the-canadian-transportation-agency'],Canadian Transportation Agency carrying mandate deals see following article SHARE,"['Canadian', 'Transportation', 'Agency', 'carrying', 'mandate', 'deals', 'see', 'following', 'article', 'SHARE']","[u'canadian', u'transport', u'agenc', u'carri', u'mandat', u'deal', u'see', u'follow', u'articl', u'share']","The Canadian Transportation Agency is not carrying out is mandate. For deals see the following article:

http://airpassengerrights.ca/en/featured/5-reasons-not-to-trust-the-canadian-transportation-agency [[SHARE]]",0.0,Neutral
78,78,78,1622603767790591_1622616464455988,1203325126385126_1622603767790591,,2017-09-30 11:17:50,2,1,1,0,0,0,0,0,But getting the CTA to help Canadians recieve compensation from lost baggage is non existent. Airlines know this therefore they never pay in a timely fashion.,[],[],getting CTA help Canadians recieve compensation lost baggage non existent Airlines know therefore never pay timely fashion,"['getting', 'CTA', 'help', 'Canadians', 'recieve', 'compensation', 'lost', 'baggage', 'non', 'existent', 'Airlines', 'know', 'therefore', 'never', 'pay', 'timely', 'fashion']","[u'get', u'cta', u'help', u'canadian', u'reciev', u'compens', u'lost', u'baggag', u'non', u'exist', u'airlin', u'know', u'therefor', u'never', u'pay', u'time', u'fashion']",But getting the CTA to help Canadians recieve compensation from lost baggage is non existent. Airlines know this therefore they never pay in a timely fashion.,0.0,Neutral
79,79,79,1622603767790591_1629928513724783,1203325126385126_1622603767790591,,2017-10-08 12:00:15,2,2,0,0,0,0,0,0,"I have a question - if the airline delayed the luggage, can the passenger buy what was in the luggage till it is found to a certain $ limit - i.e. the jacket was there and it is cold and raining outside, can the passenger just buy it and bill the airline later without asking a permission? Does the passenger need to get an authorization from the airline for that?",[],[],question airline delayed luggage passenger buy luggage till found certain limit jacket cold raining outside passenger buy bill airline later without asking permission passenger need get authorization airline,"['question', 'airline', 'delayed', 'luggage', 'passenger', 'buy', 'luggage', 'till', 'found', 'certain', 'limit', 'jacket', 'cold', 'raining', 'outside', 'passenger', 'buy', 'bill', 'airline', 'later', 'without', 'asking', 'permission', 'passenger', 'need', 'get', 'authorization', 'airline']","[u'question', u'airlin', u'delay', u'luggag', u'passeng', u'buy', u'luggag', u'till', u'found', u'certain', u'limit', u'jacket', u'cold', u'rain', u'outsid', u'passeng', u'buy', u'bill', u'airlin', u'later', u'without', u'ask', u'permiss', u'passeng', u'need', u'get', u'author', u'airlin']","I have a question - if the airline delayed the luggage, can the passenger buy what was in the luggage till it is found to a certain $ limit - i.e. the jacket was there and it is cold and raining outside, can the passenger just buy it and bill the airline later without asking a permission? Does the passenger need to get an authorization from the airline for that?",-0.09642857142857142,Neutral
80,80,80,1622603767790591_1629952137055754,1203325126385126_1622603767790591,,2017-10-08 12:35:43,0,0,0,0,0,0,0,0,"I found out that there was a relevant decision by the CTA 2012 that the statement about the pre-approval is misleading, but on the AC web-site there is a clearly posted demand to have a pre-authorization before buying what is needed in To the claim interim eenses part. Do they have the right to post this on their web-site and to demand that the passenger who's luggage is lost would try to get this authorization instead of trying to solve the problems this loss has caused?",[],"['https://www.otc-cta.gc.ca/eng/ruling/335-c-a-', 'https://www.aircanada.com/ca/en/aco/home/plan/baggage/delayed-damaged-baggage.html']",found relevant decision CTA 2012 statement pre approval misleading AC web site clearly posted demand pre authorization buying needed claim interim eenses part right post web site demand passenger luggage lost would try get authorization instead trying solve problems loss caused,"['found', 'relevant', 'decision', 'CTA', '2012', 'statement', 'pre', 'approval', 'misleading', 'AC', 'web', 'site', 'clearly', 'posted', 'demand', 'pre', 'authorization', 'buying', 'needed', 'claim', 'interim', 'eenses', 'part', 'right', 'post', 'web', 'site', 'demand', 'passenger', 'luggage', 'lost', 'would', 'try', 'get', 'authorization', 'instead', 'trying', 'solve', 'problems', 'loss', 'caused']","[u'found', u'relev', u'decis', u'cta', u'2012', u'statement', u'pre', u'approv', u'mislead', 'ac', u'web', u'site', u'clear', u'post', u'demand', u'pre', u'author', u'buy', u'need', u'claim', u'interim', u'eens', u'part', u'right', u'post', u'web', u'site', u'demand', u'passeng', u'luggag', u'lost', u'would', u'tri', u'get', u'author', u'instead', u'tri', u'solv', u'problem', u'loss', u'caus']","I found out that there was a relevant decision by the CTA 
https://www.otc-cta.gc.ca/eng/ruling/335-c-a-2012 that the statement about the pre-approval is misleading, but on the AC web-site there is a clearly posted demand to have a pre-authorization before buying what is needed https://www.aircanada.com/ca/en/aco/home/plan/baggage/delayed-damaged-baggage.html in To the claim interim expenses part. Do they have the right to post this on their web-site and to demand that the passenger who's luggage is lost would try to get this authorization instead of trying to solve the problems this loss has caused?",0.2619047619047619,Neutral
81,81,81,1622603767790591_1631840000200301,1203325126385126_1622603767790591,1622603767790591_1629952137055754,2017-10-10 13:01:02,0,0,0,0,0,0,0,0,"Hi Olga, Without knowing the specifics of your baggage issue, I would encourage you to first file a complaint directly with your airline in writing and to keep all receipts of items purchased. If you are not satisfied with the airline's response, you can file a complaint with us here: [[SHARE]]",[],['https://services.otc-cta.gc.ca/air-travel-complaints'],Hi Olga Without knowing specifics baggage issue would encourage first file complaint directly airline writing keep receipts items purchased satisfied airline response file complaint us SHARE,"['Hi', 'Olga', 'Without', 'knowing', 'specifics', 'baggage', 'issue', 'would', 'encourage', 'first', 'file', 'complaint', 'directly', 'airline', 'writing', 'keep', 'receipts', 'items', 'purchased', 'satisfied', 'airline', 'response', 'file', 'complaint', 'us', 'SHARE']","['hi', u'olga', u'without', u'know', u'specif', u'baggag', u'issu', u'would', u'encourag', u'first', u'file', u'complaint', u'direct', u'airlin', u'write', u'keep', u'receipt', u'item', u'purchas', u'satisfi', u'airlin', u'respons', u'file', u'complaint', 'us', u'share']","Hi Olga,

Without knowing the specifics of your baggage issue, I would encourage you to first file a complaint directly with your airline in writing and to keep all receipts of items purchased. If you are not satisfied with the airline's response, you can file a complaint with us here: 

https://services.otc-cta.gc.ca/air-travel-complaints [[SHARE]]",-0.1,Neutral
82,82,82,1622603767790591_1631841393533495,1203325126385126_1622603767790591,1622603767790591_1629952137055754,2017-10-10 13:03:36,0,0,0,0,0,0,0,0,"Thank you for the answer, but my question was rather in general in regards of the AC web-site posted rules - has the airline the right to post on their web-site that the permission is needed in order to buy the necessities in case the luggage is lost or delayed or this is the right of the passenger to do so within the limits and later apply for the reimbursement?",[],[],Thank answer question rather general regards AC web site posted rules airline right post web site permission needed order buy necessities case luggage lost delayed right passenger within limits later apply reimbursement,"['Thank', 'answer', 'question', 'rather', 'general', 'regards', 'AC', 'web', 'site', 'posted', 'rules', 'airline', 'right', 'post', 'web', 'site', 'permission', 'needed', 'order', 'buy', 'necessities', 'case', 'luggage', 'lost', 'delayed', 'right', 'passenger', 'within', 'limits', 'later', 'apply', 'reimbursement']","[u'thank', u'answer', u'question', u'rather', u'general', u'regard', 'ac', u'web', u'site', u'post', u'rule', u'airlin', u'right', u'post', u'web', u'site', u'permiss', u'need', u'order', u'buy', u'necess', u'case', u'luggag', u'lost', u'delay', u'right', u'passeng', u'within', u'limit', u'later', u'appli', u'reimburs']","Thank you for the answer, but my question was rather in general in regards of the AC web-site posted rules - has the airline the right to post on their web-site that the permission is needed in order to buy the necessities in case the luggage is lost or delayed or this is the right of the passenger to do so within the limits and later apply for the reimbursement?",0.15535714285714286,Neutral
83,83,83,1622603767790591_1632738843443750,1203325126385126_1622603767790591,1622603767790591_1629952137055754,2017-10-11 13:20:32,0,0,0,0,0,0,0,0,"Hi Olga. If someone is dealing with lost or delayed baggage, they should make a claim with their air carrier as soon as possible. An air carrier establishes the time limits under which these claims must be submitted. Internationally, those time limits are governed by the Montreal Convention. All air carriers must respect its tariff (these are the terms and conditions for a person's flight). The air carriers tariff also establishes the extent to which an air carrier is liable for lost, delayed or damaged baggage. If a person is not able to resolve their baggage claim with the airline, they can file a complaint with us and we can examine the matter in further detail. If you believe there is an issue with the clarity of information communicated by the air carrier based on the decision you reference, you can file a complaint about this as well and we will look into this further.",[],[],Hi Olga someone dealing lost delayed baggage make claim air carrier soon possible air carrier establishes time limits claims must submitted Internationally time limits governed Montreal Convention air carriers must respect tariff terms conditions person flight air carriers tariff also establishes extent air carrier liable lost delayed damaged baggage person able resolve baggage claim airline file complaint us examine matter detail believe issue clarity information communicated air carrier based decision reference file complaint well look,"['Hi', 'Olga', 'someone', 'dealing', 'lost', 'delayed', 'baggage', 'make', 'claim', 'air', 'carrier', 'soon', 'possible', 'air', 'carrier', 'establishes', 'time', 'limits', 'claims', 'must', 'submitted', 'Internationally', 'time', 'limits', 'governed', 'Montreal', 'Convention', 'air', 'carriers', 'must', 'respect', 'tariff', 'terms', 'conditions', 'person', 'flight', 'air', 'carriers', 'tariff', 'also', 'establishes', 'extent', 'air', 'carrier', 'liable', 'lost', 'delayed', 'damaged', 'baggage', 'person', 'able', 'resolve', 'baggage', 'claim', 'airline', 'file', 'complaint', 'us', 'examine', 'matter', 'detail', 'believe', 'issue', 'clarity', 'information', 'communicated', 'air', 'carrier', 'based', 'decision', 'reference', 'file', 'complaint', 'well', 'look']","['hi', u'olga', u'someon', u'deal', u'lost', u'delay', u'baggag', u'make', u'claim', u'air', u'carrier', u'soon', u'possibl', u'air', u'carrier', u'establish', u'time', u'limit', u'claim', u'must', u'submit', u'intern', u'time', u'limit', u'govern', u'montreal', u'convent', u'air', u'carrier', u'must', u'respect', u'tariff', u'term', u'condit', u'person', u'flight', u'air', u'carrier', u'tariff', u'also', u'establish', u'extent', u'air', u'carrier', u'liabl', u'lost', u'delay', u'damag', u'baggag', u'person', u'abl', u'resolv', u'baggag', u'claim', u'airlin', u'file', u'complaint', 'us', u'examin', u'matter', u'detail', u'believ', u'issu', u'clariti', u'inform', u'communic', u'air', u'carrier', u'base', u'decis', u'refer', u'file', u'complaint', u'well', u'look']","Hi Olga. If someone is dealing with lost or delayed baggage, they should make a claim with their air carrier as soon as possible. An air carrier establishes the time limits under which these claims must be submitted.  Internationally, those time limits are governed by the Montreal Convention. 

All air carriers must respect its tariff (these are the terms and conditions for a person's flight). The air carriers tariff  also establishes the extent to which an air carrier is liable for lost, delayed or damaged baggage.  

If a person is not able to resolve their baggage claim with the airline, they can file a complaint with us and we can examine the matter in further detail.

If you believe there is an issue with the clarity of information communicated by the air carrier based on the decision you reference, you can file a complaint about this as well and we will look into this further.",-0.11875,Neutral
84,84,84,1618417568209211_1618442464873388,1203325126385126_1618417568209211,,2017-09-25 12:07:15,0,0,0,0,0,0,0,0,"I'm am seeing a lot of media reporting about the lack of enforcement of air passenger regulations by the CTA and specifically the lack of monetary penalties sufficient to act as a deterrence. How can I confirm or refute this? Where can I find the details on the monetary penalties levied by the CTA? There are listed for -2017, for example.",[],[],seeing lot media reporting lack enforcement air passenger regulations CTA specifically lack monetary penalties sufficient act deterrence confirm refute find details monetary penalties levied CTA listed 2017 example,"['seeing', 'lot', 'media', 'reporting', 'lack', 'enforcement', 'air', 'passenger', 'regulations', 'CTA', 'specifically', 'lack', 'monetary', 'penalties', 'sufficient', 'act', 'deterrence', 'confirm', 'refute', 'find', 'details', 'monetary', 'penalties', 'levied', 'CTA', 'listed', '2017', 'example']","[u'see', u'lot', u'media', u'report', u'lack', u'enforc', u'air', u'passeng', u'regul', u'cta', u'specif', u'lack', u'monetari', u'penalti', u'suffici', u'act', u'deterr', u'confirm', u'refut', u'find', u'detail', u'monetari', u'penalti', u'levi', u'cta', u'list', u'2017', u'exampl']","I'm am seeing a lot of media reporting about the lack of enforcement of air passenger regulations by the CTA and specifically the lack of monetary penalties sufficient to act as a deterrence.  How can I confirm or refute this?

Where can I find the details on the monetary penalties levied by the CTA?
There are 14 listed for 2016-2017, for example.",0.0,Neutral
85,85,85,1618417568209211_1618515154866119,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-25 14:11:58,0,0,0,0,0,0,0,0,"Hello Mitch, Last year, the enforcement officers fined air carriers over $115,000 for various infringements of the regulations. The details of the Agency's enforcement actions can be found here: [[SHARE]]",[],['https://otc-cta.gc.ca/eng/summaries-enforcement-actions'],Hello Mitch Last year enforcement officers fined air carriers 115 000 various infringements regulations details Agency enforcement actions found SHARE,"['Hello', 'Mitch', 'Last', 'year', 'enforcement', 'officers', 'fined', 'air', 'carriers', '115', '000', 'various', 'infringements', 'regulations', 'details', 'Agency', 'enforcement', 'actions', 'found', 'SHARE']","[u'hello', u'mitch', u'last', u'year', u'enforc', u'offic', u'fine', u'air', u'carrier', u'115', u'000', u'various', u'infring', u'regul', u'detail', u'agenc', u'enforc', u'action', u'found', u'share']","Hello Mitch,

Last year, the enforcement officers fined air carriers over $115,000 for various infringements of the regulations.

The details of the Agency's enforcement actions can be found here: https://otc-cta.gc.ca/eng/summaries-enforcement-actions [[SHARE]]",0.0,Neutral
86,86,86,1618417568209211_1618519531532348,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-25 14:20:17,0,0,0,0,0,0,0,0,"Thank you for your quick reply. Unfortunately, when I review the details at your attached link, I am only seeing warnings and notices of violations. I am not seeing any monetary penalties in or as well as some I've had time to view into . This is inconsistent with your statement above. Can you help me access the right information?",[],[],Thank quick reply Unfortunately review details attached link seeing warnings notices violations seeing monetary penalties well time view inconsistent statement help access right information,"['Thank', 'quick', 'reply', 'Unfortunately', 'review', 'details', 'attached', 'link', 'seeing', 'warnings', 'notices', 'violations', 'seeing', 'monetary', 'penalties', 'well', 'time', 'view', 'inconsistent', 'statement', 'help', 'access', 'right', 'information']","[u'thank', u'quick', u'repli', u'unfortun', u'review', u'detail', u'attach', u'link', u'see', u'warn', u'notic', u'violat', u'see', u'monetari', u'penalti', u'well', u'time', u'view', u'inconsist', u'statement', u'help', u'access', u'right', u'inform']","Thank you for your quick reply. Unfortunately, when I review the details at your attached link, I am only seeing warnings and notices of violations. I am not seeing any monetary penalties in 2017 or 2016 as well as some I've had time to view into 2015.
This is inconsistent with your statement above.  Can you help me access the right information?",0.0238095238095238,Neutral
87,87,87,1618417568209211_1618527801531521,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-25 14:33:02,0,0,0,0,0,0,0,0,Notices of violation are fines in this context. We do not provide the individual fine amounts in these summaries. You can find more information about the types of penalties for different contraventions here: [[SHARE]],[],['https://otc-cta.gc.ca/eng/types-penalties-and-contraventions'],Notices violation fines context provide individual fine amounts summaries find information types penalties different contraventions SHARE,"['Notices', 'violation', 'fines', 'context', 'provide', 'individual', 'fine', 'amounts', 'summaries', 'find', 'information', 'types', 'penalties', 'different', 'contraventions', 'SHARE']","[u'notic', u'violat', u'fine', u'context', u'provid', u'individu', u'fine', u'amount', u'summari', u'find', u'inform', u'type', u'penalti', u'differ', u'contravent', u'share']",Notices of violation are fines in this context. We do not provide the individual fine amounts in these summaries. You can find more information about the types of penalties for different contraventions here: https://otc-cta.gc.ca/eng/types-penalties-and-contraventions [[SHARE]],0.22916666666666669,Neutral
88,88,88,1618417568209211_1618539014863733,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-25 14:51:18,0,0,0,0,0,0,0,0,"OK, I've seen the types of penalties. It seems obvious to me that as a government agency acting on behalf of the Canadian air traveling public that the individual fine(s) levied by the CTA to an air carrier for a particular violation would be readily available and accessible to the public. Are you advising that you do not provide the actual fine amounts? Do you support the transparency of ensuring the public can readily view what level of fine, what occurrence number, and what monetary value of fine was levied for a specific violation?",[],[],OK seen types penalties seems obvious government agency acting behalf Canadian air traveling public individual fine levied CTA air carrier particular violation would readily available accessible public advising provide actual fine amounts support transparency ensuring public readily view level fine occurrence number monetary value fine levied specific violation,"['OK', 'seen', 'types', 'penalties', 'seems', 'obvious', 'government', 'agency', 'acting', 'behalf', 'Canadian', 'air', 'traveling', 'public', 'individual', 'fine', 'levied', 'CTA', 'air', 'carrier', 'particular', 'violation', 'would', 'readily', 'available', 'accessible', 'public', 'advising', 'provide', 'actual', 'fine', 'amounts', 'support', 'transparency', 'ensuring', 'public', 'readily', 'view', 'level', 'fine', 'occurrence', 'number', 'monetary', 'value', 'fine', 'levied', 'specific', 'violation']","['ok', u'seen', u'type', u'penalti', u'seem', u'obvious', u'govern', u'agenc', u'act', u'behalf', u'canadian', u'air', u'travel', u'public', u'individu', u'fine', u'levi', u'cta', u'air', u'carrier', u'particular', u'violat', u'would', u'readili', u'avail', u'access', u'public', u'advis', u'provid', u'actual', u'fine', u'amount', u'support', u'transpar', u'ensur', u'public', u'readili', u'view', u'level', u'fine', u'occurr', u'number', u'monetari', u'valu', u'fine', u'levi', u'specif', u'violat']","OK, I've seen the types of penalties. It seems obvious to me that as a government agency acting on behalf of the Canadian air traveling public that the individual fine(s) levied by the CTA to an air carrier for a particular violation would be readily available and accessible to the public.

Are you advising that you do not provide the actual fine amounts?

Do you support the transparency of ensuring the public can readily view what level of fine, what occurrence number, and what monetary value of fine was levied for a specific violation?",0.18072916666666666,Neutral
89,89,89,1618417568209211_1618561274861507,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-25 15:28:24,0,0,0,0,0,0,0,0,"Mitch Galloway Hi Mitch, Thanks for the suggestion. I will take this back to our compliance and monitoring people and see if fine and level information can be provided on the website in the future.",[],[],Mitch Galloway Hi Mitch Thanks suggestion take back compliance monitoring people see fine level information provided website future,"['Mitch', 'Galloway', 'Hi', 'Mitch', 'Thanks', 'suggestion', 'take', 'back', 'compliance', 'monitoring', 'people', 'see', 'fine', 'level', 'information', 'provided', 'website', 'future']","[u'mitch', u'galloway', 'hi', u'mitch', u'thank', u'suggest', u'take', u'back', u'complianc', u'monitor', u'peopl', u'see', u'fine', u'level', u'inform', u'provid', u'websit', u'futur']","Mitch Galloway Hi Mitch, Thanks for the suggestion. I will take this back to our compliance and monitoring people and see if fine and level information can be provided on the website in the future.",0.15416666666666667,Neutral
90,90,90,1618417568209211_1618585624859072,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-25 16:12:29,1,1,0,0,0,0,0,0,"My feedback wasn't a suggestion but I'm certain providing that level of detail will help the CTA achieve the transparency you seek to deliver to Canadians. Since Bill C-49 development is currently in progress, can you please provide the and monetary penalties to me in the interim? I trust that data is easily produced from your already published summary and individual enforcement list.",[],[],feedback suggestion certain providing level detail help CTA achieve transparency seek deliver Canadians Since Bill 49 development currently progress please provide monetary penalties interim trust data easily produced already published summary individual enforcement list,"['feedback', 'suggestion', 'certain', 'providing', 'level', 'detail', 'help', 'CTA', 'achieve', 'transparency', 'seek', 'deliver', 'Canadians', 'Since', 'Bill', '49', 'development', 'currently', 'progress', 'please', 'provide', 'monetary', 'penalties', 'interim', 'trust', 'data', 'easily', 'produced', 'already', 'published', 'summary', 'individual', 'enforcement', 'list']","[u'feedback', u'suggest', u'certain', u'provid', u'level', u'detail', u'help', u'cta', u'achiev', u'transpar', u'seek', u'deliv', u'canadian', u'sinc', u'bill', '49', u'develop', u'current', u'progress', u'pleas', u'provid', u'monetari', u'penalti', u'interim', u'trust', u'data', u'easili', u'produc', u'alreadi', u'publish', u'summari', u'individu', u'enforc', u'list']","My feedback wasn't a suggestion but I'm certain providing that level of detail will help the CTA achieve the transparency you seek to deliver to Canadians. 

Since Bill C-49 development is currently in progress, can you please provide the 2016 and 2017 monetary penalties to me in the interim? I trust that data is easily produced from your already published summary and individual enforcement list.",0.1619047619047619,Neutral
91,91,91,1618417568209211_1621090661275235,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-28 17:18:38,0,0,0,0,0,0,0,0,Hello? You're prompt replies were appreciated but seem to have stopped for at least the past three business days. When should I eect a reply to my request for the and monetary penalties?,[],[],Hello prompt replies appreciated seem stopped least past three business days eect reply request monetary penalties,"['Hello', 'prompt', 'replies', 'appreciated', 'seem', 'stopped', 'least', 'past', 'three', 'business', 'days', 'eect', 'reply', 'request', 'monetary', 'penalties']","[u'hello', u'prompt', u'repli', u'appreci', u'seem', u'stop', u'least', u'past', u'three', u'busi', u'day', u'eect', u'repli', u'request', u'monetari', u'penalti']","Hello?  You're prompt replies were appreciated but seem to have stopped for at least the past three business days.
When should I expect a reply to my request for the 2016 and 2017 monetary penalties?",-0.11666666666666665,Neutral
92,92,92,1618417568209211_1621677381216563,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-29 09:59:34,0,0,0,0,0,0,0,0,Mitch Galloway Hi again. The Agency does not publish the amounts of the AMPS that have been applied in any particular case on its website. I have sent this to the appropriate program area for consideration and we will respond as soon as possible.,[],[],Mitch Galloway Hi Agency publish amounts AMPS applied particular case website sent appropriate program area consideration respond soon possible,"['Mitch', 'Galloway', 'Hi', 'Agency', 'publish', 'amounts', 'AMPS', 'applied', 'particular', 'case', 'website', 'sent', 'appropriate', 'program', 'area', 'consideration', 'respond', 'soon', 'possible']","[u'mitch', u'galloway', 'hi', u'agenc', u'publish', u'amount', u'amp', u'appli', u'particular', u'case', u'websit', u'sent', u'appropri', u'program', u'area', u'consider', u'respond', u'soon', u'possibl']",Mitch Galloway  Hi again. The Agency does not publish the amounts of the AMPS that have been applied in any particular case on its website. I have sent this to the appropriate program area for consideration and we will respond as soon as possible.,0.2222222222222222,Neutral
93,93,93,1618417568209211_1621969001187401,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-09-29 17:56:46,0,0,0,0,0,0,0,0,Thank you. Can you please advise me who the appropriate program area is as well as a reasonable time frame I should eect to wait to receive the information. That would be very helpful.,[],[],Thank please advise appropriate program area well reasonable time frame eect wait receive information would helpful,"['Thank', 'please', 'advise', 'appropriate', 'program', 'area', 'well', 'reasonable', 'time', 'frame', 'eect', 'wait', 'receive', 'information', 'would', 'helpful']","[u'thank', u'pleas', u'advis', u'appropri', u'program', u'area', u'well', u'reason', u'time', u'frame', u'eect', u'wait', u'receiv', u'inform', u'would', u'help']",Thank you. Can you please advise me who the appropriate program area is as well as a reasonable time frame I should expect to wait to receive the information. That would be very helpful.,0.3,Neutral
94,94,94,1618417568209211_1629009810483320,1203325126385126_1618417568209211,1618417568209211_1618442464873388,2017-10-07 11:05:29,0,0,0,0,0,0,0,0,You've completely ignored my request for over TEN days now. I am obviously becoming concerned that your true intention is to actually not provide me this very simple information. The Canadian traveling public deserves to know the financial value and details of penalties imposed by the CTA. It concerns me that the CTA doesn't readily acknowledge this fact. Can you please provide me who the appropriate program area is that you've passed this request on to as well as when I can eect the information to be made publicly available. Thank you. This is important.,[],[],completely ignored request TEN days obviously becoming concerned true intention actually provide simple information Canadian traveling public deserves know financial value details penalties imposed CTA concerns CTA readily acknowledge fact please provide appropriate program area passed request well eect information made publicly available Thank important,"['completely', 'ignored', 'request', 'TEN', 'days', 'obviously', 'becoming', 'concerned', 'true', 'intention', 'actually', 'provide', 'simple', 'information', 'Canadian', 'traveling', 'public', 'deserves', 'know', 'financial', 'value', 'details', 'penalties', 'imposed', 'CTA', 'concerns', 'CTA', 'readily', 'acknowledge', 'fact', 'please', 'provide', 'appropriate', 'program', 'area', 'passed', 'request', 'well', 'eect', 'information', 'made', 'publicly', 'available', 'Thank', 'important']","[u'complet', u'ignor', u'request', u'ten', u'day', u'obvious', u'becom', u'concern', u'true', u'intent', u'actual', u'provid', u'simpl', u'inform', u'canadian', u'travel', u'public', u'deserv', u'know', u'financi', u'valu', u'detail', u'penalti', u'impos', u'cta', u'concern', u'cta', u'readili', u'acknowledg', u'fact', u'pleas', u'provid', u'appropri', u'program', u'area', u'pass', u'request', u'well', u'eect', u'inform', u'made', u'public', u'avail', u'thank', u'import']","You've completely ignored my request for over TEN days now. I am obviously becoming concerned that your true intention is to actually not provide me this very simple information. 

The Canadian traveling public deserves to know the financial value and details of penalties imposed by the CTA. It concerns me that the CTA doesn't readily acknowledge this fact.

Can you please provide me who the appropriate program area is that you've passed this request on to as well as when I can expect the information to be made publicly available. 
Thank you. This is important.",0.19999999999999998,Neutral
