,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
142,142,431918433581020_910598792379646,2016-10-14 10:45:54,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/910598792379646/?type=3,"Isn’t it convenient to be able to use your debit card anywhere you travel? Happy World Standards Day!

Learn more about how international standards benefit consumers: http://ow.ly/u7UG304VYKo",Isn’t it convenient to be able to use your debit card anywhere you travel? Happy World Standards Day! Learn more about how international standards benefit consumers:,[],Environmental,39,0.0,en,YourMoneyMattersCanada_facebook
143,143,431918433581020_898712920234900,2016-09-28 17:45:30,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/898712920234900/?type=3,"#Workfromhome and make tons of cash!

Dream come true or scam? Job opportunity scams are designed to steal your money. These schemes usually require you to pay money before you even begin to work or before you are given details on the types of opportunities available. #GetTheFacts : http://ow.ly/KuZz304vHmY",and make tons of cash! Dream come true or scam? Job opportunity scams are designed to steal your money. These schemes usually require you to pay money before you even begin to work or before you are given details on the types of opportunities available. :,"['#Workfromhome', '#GetTheFacts']",Environmental,39,0.0,en,YourMoneyMattersCanada_facebook
144,144,431918433581020_987352598037598,2017-01-17 11:45:01,https://www.facebook.com/YourMoneyMattersCanada/videos/987352598037598/,"Fast cash means fast interest charges!

Taking a cash advance on a credit card is convenient. But did you know that the INTEREST on it IS CHARGED RIGHT AWAY and keeps piling up until the day the advance is repaid in full?
#Itpaystoknow!

Learn more about the cost of cash advances: http://ow.ly/5M9v307WN7g",Fast cash means fast interest charges! Taking a cash advance on a credit card is convenient. But did you know that the INTEREST on it IS CHARGED RIGHT AWAY and keeps piling up until the day the advance is repaid in full? ! Learn more about the cost of cash advances:,['#Itpaystoknow'],Environmental,38,0.0,en,YourMoneyMattersCanada_facebook
145,145,431918433581020_876742865765239,2016-08-29 15:06:35,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10154539574222975/?type=3,"When you’re running late, there’s nothing worse than getting stuck behind a school bus… except for illegally passing it when its lights are flashing.

#BackToSchool means school buses are hitting the streets again. Did you know you could get a hefty fine (between $200 and $4000!) and demerit points if you pass a school bus while its red lights are flashing?","When you’re running late, there’s nothing worse than getting stuck behind a school bus… except for illegally passing it when its lights are flashing. means school buses are hitting the streets again. Did you know you could get a hefty fine (between $200 and $4000!) and demerit points if you pass a school bus while its red lights are flashing?",['#BackToSchool'],Environmental,38,0.0,en,YourMoneyMattersCanada_facebook
146,146,431918433581020_890346484404877,2016-09-16 10:45:49,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/890346484404877/?type=3,"When’s the last time you scrubbed the lint trap in your dryer?

If you use dryer sheets when you do laundry, you should be scrubbing your dryer’s lint trap with a toothbrush at least once a month to get rid of film buildup. You’ll save on energy costs by increasing airflow and boosting efficiency! 

More energy-saving operating tips for your dryer: http://ow.ly/SHDt304i0Bn","When’s the last time you scrubbed the lint trap in your dryer? If you use dryer sheets when you do laundry, you should be scrubbing your dryer’s lint trap with a toothbrush at least once a month to get rid of film buildup. You’ll save on energy costs by increasing airflow and boosting efficiency! More energy-saving operating tips for your dryer:",[],Environmental,38,0.0,en,YourMoneyMattersCanada_facebook
147,147,431918433581020_1012385955534262,2017-02-09 11:45:28,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1012385955534262/?type=3,"#LifeHack: Spending money on T-shirts that shrink? Soak your shrunken tees in warm water and 60 ml of hair conditioner, then carefully stretch the fabric back out.
Keep your money in your pocket and T-shirts in your closet by giving them a new life!",": Spending money on T-shirts that shrink? Soak your shrunken tees in warm water and ml of hair conditioner, then carefully stretch the fabric back out. Keep your money in your pocket and T-shirts in your closet by giving them a new life!",['#LifeHack'],Environmental,38,0.0,en,YourMoneyMattersCanada_facebook
148,148,431918433581020_837075459731980,2016-06-23 17:45:28,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/837075459731980/?type=3,"Have you ever had an item scan at a higher price at the cash than what was posted?

#DYK that, in some cases, you could get the first item (up to $10) for free? The next time you’re shopping, ask if the retailer upholds the Scanner Price Accuracy Voluntary Code or look for the sign shown below at the entrance or checkout. http://ow.ly/HGx3301ntc1","Have you ever had an item scan at a higher price at the cash than what was posted? that, in some cases, you could get the first item (up to $10) for free? The next time you’re shopping, ask if the retailer upholds the Scanner Price Accuracy Voluntary Code or look for the sign shown below at the entrance or checkout. c1",['#DYK'],Environmental,37,0.0,en,YourMoneyMattersCanada_facebook
149,149,431918433581020_759836800789180,2016-01-28 11:46:07,http://ow.ly/Xvp3A,"Are childcare expenses killing your bank account? #DYK that you can claim them on your tax return?

For the 2015 tax year, you can claim up to $8,000 in child care expenses for children aged six or younger at the end of the tax year. For children older than six but younger than 16, you can claim $5,000 per year. Learn more: http://ow.ly/Xvp3A","Are childcare eenses killing your bank account? that you can claim them on your tax return? For the tax year, you can claim up to $8,000 in child care eenses for children aged six or younger at the end of the tax year. For children older than six but younger than , you can claim $5,000 per year. Learn more:",['#DYK'],Environmental,37,0.0,en,YourMoneyMattersCanada_facebook
150,150,431918433581020_779085202197673,2016-03-11 18:45:32,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/779085202197673/?type=3,"Can you spot the difference between multi-level marketing plans and pyramid schemes?

A multi-level marketing plan is a legal business model for selling goods and services. A pyramid scheme focuses on generating profits by recruiting others, not by selling products, and is illegal. 

Save your hard-earned cash. Learn how to spot pyramid schemes masquerading as business opportunities: http://ow.ly/ZlXcG #FPM2016","Can you spot the difference between multi-level marketing plans and pyramid schemes? A multi-level marketing plan is a legal business model for selling goods and services. A pyramid scheme focuses on generating profits by recruiting others, not by selling products, and is illegal. Save your hard-earned cash. Learn how to spot pyramid schemes masquerading as business opportunities:",['#FPM2016'],Environmental,37,0.0,en,YourMoneyMattersCanada_facebook
151,151,431918433581020_796568140449379,2016-04-06 10:45:51,http://ow.ly/10gcBb,"Big or small, every wedding needs a budget.  

Plan accordingly to make sure your wedding doesn’t cost you when it comes to your big picture financial goals.

Download the interactive wedding budget worksheet to help you track expenses: http://ow.ly/10gcBb","Big or small, every wedding needs a budget. Plan accordingly to make sure your wedding doesn’t cost you when it comes to your big picture financial goals. Download the interactive wedding budget worksheet to help you track eenses:",[],Environmental,37,0.0,en,YourMoneyMattersCanada_facebook
152,152,431918433581020_962282147211310,2016-12-08 11:41:12,https://www.facebook.com/YourMoneyMattersCanada/videos/962282147211310/,"Looking to hire a professional to do some work around the house? 

Paying under the table may seem like a good deal, but in reality you have no protection against poor or unfinished work.  Plus, if a worker is injured on your property, you could be held responsible and possibly sued, and your home insurance might not cover you. That’s no deal at all! 
http://ow.ly/uDFN306Lpj0","Looking to hire a professional to do some work around the house? Paying under the table may seem like a good deal, but in reality you have no protection against poor or unfinished work. Plus, if a worker is injured on your property, you could be held responsible and possibly sued, and your home insurance might not cover you. That’s no deal at all! 0",[],Environmental,37,0.0,en,YourMoneyMattersCanada_facebook
153,153,431918433581020_835887823184077,2016-06-21 10:45:41,http://ow.ly/TARO301noef,"Unsure which debt to pay off first?

Try this smart tip: Pay down the debt with the highest interest rate first. This way you'll pay less interest over time and will reduce your overall debt sooner. 

More tips to help you manage debt: http://ow.ly/TARO301noef",Unsure which debt to pay off first? Try this smart tip: Pay down the debt with the highest interest rate first. This way you'll pay less interest over time and will reduce your overall debt sooner. More tips to help you manage debt:,[],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
154,154,431918433581020_893013417471517,2016-09-20 10:45:45,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/893013417471517/?type=3,"Have you received a notice of potential copyright infringement? Know your rights!

A notice of copyright infringement does not mean that you are going to be sued and is different than a lawsuit. There is no legal obligation for you to respond or to pay any settlement to the copyright owner. 

Know your rights should you receive a notice from your internet service provider: http://ow.ly/2peR304fT6b",Have you received a notice of potential copyright infringement? Know your rights! A notice of copyright infringement does not mean that you are going to be sued and is different than a lawsuit. There is no legal obligation for you to respond or to pay any settlement to the copyright owner. Know your rights should you receive a notice from your internet service provider:,[],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
155,155,431918433581020_793208620785331,2016-03-31 13:00:08,https://www.facebook.com/YourMoneyMattersCanada/videos/793205174119009/,"We know you work hard for your money, yet household debt is higher than ever. #Budget2016 is helping the middle class by cutting taxes for 9 million Canadians and is introducing the Canada Child Benefit. Check out this video to learn more about how #Budget2016 benefits you and your family: http://ow.ly/108qXy","We know you work hard for your money, yet household debt is higher than ever. is helping the middle class by cutting taxes for million Canadians and is introducing the Canada Child Benefit. Check out this video to learn more about how benefits you and your family:","['#Budget2016', '#Budget2016']",Social,36,0.0,en,YourMoneyMattersCanada_facebook
156,156,431918433581020_837572436348949,2016-06-24 17:45:24,http://ow.ly/kvEh301ntPI,"Are you over 60, still working and contributing to the Canada Pension Plan (CPP)?

If you answered “yes,” you may be able to get more retirement income with a lifetime benefit. 

Find out more: http://ow.ly/kvEh301ntPI","Are you over , still working and contributing to the Canada Pension Plan (CPP)? If you answered “yes,” you may be able to get more retirement income with a lifetime benefit. Find out more:",[],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
157,157,431918433581020_1181405871965602,2017-08-23 10:45:21,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1181405871965602/?type=3,"#CanadianParents: Are your kids eligible for the Additional Canada Education Savings Grant (CESG)? Find out! 

The Additional CESG is money from the Government of Canada for Canadian children from low-income and middle-income families. This is on top of any amount they might be getting through the Basic CESG. 

Find out more: http://ow.ly/fNpC30eumkZ",: Are your kids eligible for the Additional Canada Education Savings Grant (CESG)? Find out! The Additional CESG is money from the Government of Canada for Canadian children from low-income and middle-income families. This is on top of any amount they might be getting through the Basic CESG. Find out more:,['#CanadianParents'],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
158,158,431918433581020_772751646164362,2016-02-26 11:46:03,http://ow.ly/YEEUX,"#DYK that you can cash a Government of Canada cheque at any bank in the country for FREE, even if you're not a customer?

That means you'll never pay for transaction fees when depositing or cashing Government of Canada cheques for Employment Insurance, Old Age Security or GST/HST credits, for example. http://ow.ly/YEEUX","that you can cash a Government of Canada cheque at any bank in the country for FREE, even if you're not a customer? That means you'll never pay for transaction fees when depositing or cashing Government of Canada cheques for Employment Insurance, Old Age Security or GST/HST credits, for example.",['#DYK'],Economical,36,0.0,en,YourMoneyMattersCanada_facebook
159,159,431918433581020_790844994355027,2016-03-28 17:45:31,http://ow.ly/ZUiG2,"#PopQuiz: In Canada, how can seniors protect themselves from becoming victims of fraud:

a.	They should ask a lawyer or someone trustworthy to look over contracts and other papers before they sign them.
b.	They should use direct deposit for regular deposits and preauthorized payments to pay bills to limit the number of banking transactions that others will need to do on their behalf.
c.	They should keep a record of gifts and loans. 
d.	All of the above 

Find out more: http://ow.ly/ZUiG2 #FPM2016",": In Canada, how can seniors protect themselves from becoming victims of fraud: a. They should ask a lawyer or someone trustworthy to look over contracts and other papers before they sign them. b. They should use direct deposit for regular deposits and preauthorized payments to pay bills to limit the number of banking transactions that others will need to do on their behalf. c. They should keep a record of gifts and loans. d. All of the above Find out more: 2","['#PopQuiz', '#FPM2016']",Social,36,0.0,en,YourMoneyMattersCanada_facebook
160,160,431918433581020_766097440163116,2016-02-11 18:45:45,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/766097440163116/?type=3,"$9 for cauliflower?! 

When it comes to the rising cost of food, don’t just brace yourself – make a plan around what’s already in the fridge to avoid throwing your money in the garbage. Check out these 10 tips for saving money on groceries: http://ow.ly/Y5U5b","$9 for cauliflower?! When it comes to the rising cost of food, don’t just brace yourself – make a plan around what’s already in the fridge to avoid throwing your money in the garbage. Check out these tips for saving money on groceries:",[],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
161,161,431918433581020_873703126069213,2016-08-25 13:41:04,https://www.otc-cta.gc.ca/eng/aspar-q-and-a,"Planning a trip? The price you see is the price you'll pay, thanks to new airline advertising rules.","Planning a trip? The price you see is the price you'll pay, thanks to new airline advertising rules.",[],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
162,162,431918433581020_765632796876247,2016-02-10 18:45:36,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/765632796876247/?type=3,"So, it’s a table for one this Valentine’s Day? Don’t let a little loneliness make you vulnerable online. Romance scammers use social media and fake dating websites to try to lower your defences and make you fall head over heels… in debt. 

Protect yourself from romance scams: http://ow.ly/Y5SUq","So, it’s a table for one this Valentine’s Day? Don’t let a little loneliness make you vulnerable online. Romance scammers use social media and fake dating websites to try to lower your defences and make you fall head over heels… in debt. Protect yourself from romance scams:",[],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
163,163,431918433581020_904888742950651,2016-10-07 07:01:37,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/904888742950651/?type=3,Did you know that housing options for seniors are not limited to assisted living and retirement homes? Check out some of the more popular housing options offering great services and support for seniors in Canada. http://ow.ly/MXEK304H5Oi,Did you know that housing options for seniors are not limited to assisted living and retirement homes? Check out some of the more popular housing options offering great services and support for seniors in Canada.,[],Social,36,0.0,en,YourMoneyMattersCanada_facebook
164,164,431918433581020_902360633203462,2016-10-03 17:45:31,http://www.getcybersafe.gc.ca/index-en.aspx,"Hey, Canada! October is Cyber Security Awareness Month.  

Cyber security should matter to everyone, so #GetPrepared by reviewing your online safety practices. 

Follow along with @GetCyberSafe for information and tips to help keep you safe online: http://www.getcybersafe.gc.ca/index-en.aspx","Hey, Canada! October is Cyber Security Awareness Month. Cyber security should matter to everyone, so by reviewing your online safety practices. Follow along with for information and tips to help keep you safe online:",['#GetPrepared'],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
165,165,431918433581020_892554727517386,2016-09-19 17:45:39,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/892554727517386/?type=3,"Having trouble managing debt? You’re not alone.

If you don't know where to start, consider consulting a budget or credit counsellor who can help you identify debt management opportunities and build a debt reduction strategy.

Check out these tips to help you map out a plan to get out of debt: http://ow.ly/aAW9304hUZU","Having trouble managing debt? You’re not alone. If you don't know where to start, consider consulting a budget or credit counsellor who can help you identify debt management opportunities and build a debt reduction strategy. Check out these tips to help you map out a plan to get out of debt: U",[],Environmental,36,0.0,en,YourMoneyMattersCanada_facebook
166,166,431918433581020_1266136040159251,2017-12-07 11:45:23,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1266136040159251/?type=3,"DYK your child could get up to $7,200 from the Government of Canada to help pay for his or her education after high school?

Through the Canada Education Savings Grant, the Government adds money to your child’s Registered Education Savings Plan (RESP) to help his or her savings grow. To be eligible for the grant, you must start to save for your child’s #RESP before the end of the calendar year in which he or she turns 15 years of age. 

Find out how to apply: http://ow.ly/JLNo30gX4Pe","DYK your child could get up to $7,200 from the Government of Canada to help pay for his or her education after high school? Through the Canada Education Savings Grant, the Government adds money to your child’s Registered Education Savings Plan (RESP) to help his or her savings grow. To be eligible for the grant, you must start to save for your child’s before the end of the calendar year in which he or she turns years of age. Find out how to apply:",['#RESP'],Environmental,36,-0.008333333333333333,en,YourMoneyMattersCanada_facebook
167,167,431918433581020_1021787741260750,2017-02-21 11:45:29,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1021787741260750/?type=3,"Are you in over your head with debt?

Get help. A Licensed Insolvency Trustee (LIT) is a licensed professional regulated by the Office of the Superintendent of Bankruptcy Canada. #LITsCanHelp 

Find out more: http://ow.ly/3iCb3096nlC",Are you in over your head with debt? Get help. A Licensed Insolvency Trustee (LIT) is a licensed professional regulated by the Office of the Superintendent of Bankruptcy Canada. Find out more: C,['#LITsCanHelp'],Social,35,0.0,en,YourMoneyMattersCanada_facebook
168,168,431918433581020_1049875071785350,2017-03-28 10:45:11,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1049875071785350/?type=3,Overwhelmed by debt? Confused about who to turn to for help? This is why you should choose a Licensed Insolvency Trustee (LIT) for help: http://ow.ly/Dk5q30akKvP,Overwhelmed by debt? Confused about who to turn to for help? This is why you should choose a Licensed Insolvency Trustee (LIT) for help:,[],Social,35,0.0,en,YourMoneyMattersCanada_facebook
169,169,431918433581020_1137927549646768,2017-07-04 10:45:15,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1137927549646768/?type=3,"DYK that legally your landlord should handle and pay for emergency repairs?

Whether it’s a broken pipe flooding your apartment or a supplied fridge that isn’t cooling, it’s up to your landlord to get it fixed. If your health or safety is in danger until repairs can be made, contact your landlord or emergency contact right away.

Learn more about emergency repairs and your rights as a tenant: http://ow.ly/8qoa30db7G6","DYK that legally your landlord should handle and pay for emergency repairs? Whether it’s a broken pipe flooding your apartment or a supplied fridge that isn’t cooling, it’s up to your landlord to get it fixed. If your health or safety is in danger until repairs can be made, contact your landlord or emergency contact right away. Learn more about emergency repairs and your rights as a tenant:",[],Social,35,0.0,en,YourMoneyMattersCanada_facebook
170,170,431918433581020_1226216217484567,2017-10-20 10:45:21,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1226216217484567/?type=3,"Borrowing from one credit card to pay off another? That’s not the best plan to improve your credit score.

Understanding how to manage credit card debt can help you deal with existing debt and avoid adding to it. 

The Credit Card Payment Calculator compares three different options for paying off your credit card balance. Find the one that best suits your needs: http://ow.ly/hNHr30fPFoK",Borrowing from one credit card to pay off another? That’s not the best plan to improve your credit score. Understanding how to manage credit card debt can help you deal with existing debt and avoid adding to it. The Credit Card Payment Calculator compares three different options for paying off your credit card balance. Find the one that best suits your needs:,[],Environmental,35,0.0,en,YourMoneyMattersCanada_facebook
171,171,431918433581020_868517576587768,2016-08-18 10:45:39,http://ow.ly/rq4g303byyd,"Does your employer offer a pension plan? If so, don’t miss out!

Find out about the two most common types of pension plans: http://ow.ly/rq4g303byyd","Does your employer offer a pension plan? If so, don’t miss out! Find out about the two most common types of pension plans: d",[],Environmental,35,0.0,en,YourMoneyMattersCanada_facebook
172,172,431918433581020_903860963053429,2016-10-05 17:45:29,,"Dreaming of owning a place?

You may be able to buy a home for the same amount that you spend on rent each month. Compare the cost of buying versus renting with our smart spending calculator: https://www.ic.gc.ca/app/scr/oca-bc/ssc/house.html?lang=eng",Dreaming of owning a place? You may be able to buy a home for the same amount that you spend on rent each month. Compare the cost of buying versus renting with our smart spending calculator:,[],Environmental,35,0.0,en,YourMoneyMattersCanada_facebook
173,173,431918433581020_951121211660737,2016-11-25 11:45:34,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/951121211660737/?type=3,"Is your email inbox full of spam?  

Under Canada’s anti-spam legislation (#CASL), businesses are not permitted to send commercial electronic messages without the recipient’s permission. 

If you’re getting emails that you didn’t consent to, report it to the Spam Reporting Centre: http://ow.ly/T8mx306jXtu 
#FightSpam","Is your email inbox full of spam? Under Canada’s anti-spam legislation (), businesses are not permitted to send commercial electronic messages without the recipient’s permission. If you’re getting emails that you didn’t consent to, report it to the Spam Reporting Centre: u","['#CASL', '#FightSpam']",Environmental,35,0.0,en,YourMoneyMattersCanada_facebook
174,174,431918433581020_956500757789449,2016-12-01 09:32:36,https://www.facebook.com/YourMoneyMattersCanada/photos/a.431924240247106.1073741827.431918433581020/744594405646753/?type=3,,,[],Social,35,0.0,tl,YourMoneyMattersCanada_facebook
175,175,431918433581020_1266968360076019,2017-12-08 11:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1266968360076019/?type=3,"Holiday shopping online this year? 

If you get an email claiming to be from a bank or company asking you to confirm your holiday purchase by providing your credit card number, don’t do it! Reputable firms don’t ask for your personal info via email. 

Learn more about Internet threats related to spam: http://ow.ly/Kv2a30gX5nf","Holiday shopping online this year? If you get an email claiming to be from a bank or company asking you to confirm your holiday purchase by providing your credit card number, don’t do it! Reputable firms don’t ask for your personal info via email. Learn more about Internet threats related to spam:",[],Environmental,34,0.023809523809523808,en,YourMoneyMattersCanada_facebook
176,176,431918433581020_1032478856858305,2017-03-07 15:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1032478856858305/?type=3,"There are many consultants who will charge you for debt advice. A Licensed Insolvency Trustee (LIT) is the only professional that can advise you on insolvency options and file a consumer proposal or bankruptcy on your behalf. 

When you choose an LIT, you can be confident that you are dealing with someone who has the knowledge, experience and skills to be granted a licence from the Office of the Superintendent of Bankruptcy. http://ow.ly/7MBu309zn60","There are many consultants who will charge you for debt advice. A Licensed Insolvency Trustee (LIT) is the only professional that can advise you on insolvency options and file a consumer proposal or bankruptcy on your behalf. When you choose an LIT, you can be confident that you are dealing with someone who has the knowledge, eerience and skills to be granted a licence from the Office of the Superintendent of Bankruptcy. 0",[],Economical,34,0.0,en,YourMoneyMattersCanada_facebook
177,177,431918433581020_1078872052218985,2017-04-26 10:45:26,http://ow.ly/MmPR30b4eu3,"DYK? Banks aren’t permitted to pressure you into buying their products or services as a condition for obtaining another product or service from them?

For example, if you apply for a mortgage at a bank, the institution cannot make you buy another product or service as a condition for obtaining the mortgage. This practice, called coercive tied selling, is illegal in Canada.

If this happened to you and you want to file a complaint, contact the Financial Consumer Agency of Canada: http://ow.ly/MmPR30b4eu3","DYK? Banks aren’t permitted to pressure you into buying their products or services as a condition for obtaining another product or service from them? For example, if you apply for a mortgage at a bank, the institution cannot make you buy another product or service as a condition for obtaining the mortgage. This practice, called coercive tied selling, is illegal in Canada. If this happened to you and you want to file a complaint, contact the Financial Consumer Agency of Canada:",[],Environmental,34,0.0,en,YourMoneyMattersCanada_facebook
178,178,431918433581020_948561481916710,2016-11-23 11:45:39,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/948561481916710/?type=3,"Do you use public Wi-Fi to catch up on social media?

Using public Wi-Fi may be convenient but can be risky. If you must do something online involving your personal information, it’s safer to use your wireless data plan than an unsecured network.

For more #WiseFi tips, check out: http://ow.ly/ZGyK306jU6A","Do you use public Wi-Fi to catch up on social media? Using public Wi-Fi may be convenient but can be risky. If you must do something online involving your personal information, it’s safer to use your wireless data plan than an unsecured network. For more tips, check out:",['#WiseFi'],Environmental,34,0.0,en,YourMoneyMattersCanada_facebook
179,179,431918433581020_1027888130650711,2017-03-01 11:45:26,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1027888130650711/?type=3,"Fraudsters are getting more sophisticated and can strike at any time. To prevent being taken advantage of, you need to be savvy and be aware of how these scammers operate.  

Check back here for regular tips on avoiding scams, theft and other schemes that prey on your hard-earned dollars. 

Regular updates, advice and other resources are always available from the Competition Bureau: http://ow.ly/KcMl309kGFW #FPM2017","Fraudsters are getting more sophisticated and can strike at any time. To prevent being taken advantage of, you need to be savvy and be aware of how these scammers operate. Check back here for regular tips on avoiding scams, theft and other schemes that prey on your hard-earned dollars. Regular updates, advice and other resources are always available from the Competition Bureau:",['#FPM2017'],Environmental,34,0.0,en,YourMoneyMattersCanada_facebook
180,180,431918433581020_1022565581182966,2017-02-22 11:45:31,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1022565581182966/?type=3,"Tired of junk mail clogging up your mailbox?

Sign up for the Canadian Marketing Association’s Do Not Mail Service and take back your mailbox! Putting your name on the list lets marketers know you no longer want to receive their unsolicited offers.

Register here: http://ow.ly/7jbE3096xD3",Tired of junk mail clogging up your mailbox? Sign up for the Canadian Marketing Association’s Do Not Mail Service and take back your mailbox! Putting your name on the list lets marketers know you no longer want to receive their unsolicited offers. Register here:,[],Economical,34,0.0,en,YourMoneyMattersCanada_facebook
181,181,431918433581020_889026864536839,2016-09-14 10:45:56,http://ow.ly/E48n3044cv0,"#DYK almost half of Canadians have an old cellphone stashed in their junk drawer?

If your unused cellphone still happens to work, consider taking it to a retailer as a trade-in toward your next purchase. If your device is broken or outdated, remember to dispose of it responsibly. Recycle My Cell, Canada’s free cellphone recycling program, helps keep cellphones out of landfills.

Visit http://ow.ly/E48n3044cv0 to find a drop-off location near you!","almost half of Canadians have an old cellphone stashed in their junk drawer? If your unused cellphone still happens to work, consider taking it to a retailer as a trade-in toward your next purchase. If your device is broken or outdated, remember to dispose of it responsibly. Recycle My Cell, Canada’s free cellphone recycling program, helps keep cellphones out of landfills. Visit 0 to find a drop-off location near you!",['#DYK'],Environmental,34,0.0,en,YourMoneyMattersCanada_facebook
182,182,431918433581020_851658811606978,2016-07-21 10:45:43,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/851658811606978/?type=3,"Has your car turned out to be a “lemon” and needs work?

If you can’t resolve the issue with the car’s manufacturer or if you’ve already paid for repairs, you still have options.

Find out more about dealing with vehicle defects: http://ow.ly/HmYo302iegV","Has your car turned out to be a “lemon” and needs work? If you can’t resolve the issue with the car’s manufacturer or if you’ve already paid for repairs, you still have options. Find out more about dealing with vehicle defects:",[],Environmental,33,0.0,en,YourMoneyMattersCanada_facebook
183,183,431918433581020_751209134985280,2016-01-07 11:46:09,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/751209134985280/?type=3,"Want to lower the cost of your mortgage?

Usually, the longer the amortization, the smaller the monthly payments, BUT you will end up paying more interest in the end and your overall cost will be higher. A good way to pay less interest and save in the long run is to make extra lump sum payments when possible. #MoneyInTheBank

Learn more: http://ow.ly/WCpxG","Want to lower the cost of your mortgage? Usually, the longer the amortization, the smaller the monthly payments, BUT you will end up paying more interest in the end and your overall cost will be higher. A good way to pay less interest and save in the long run is to make extra lump sum payments when possible. Learn more:",['#MoneyInTheBank'],Environmental,33,0.0,en,YourMoneyMattersCanada_facebook
184,184,431918433581020_929266913846167,2016-11-04 10:45:42,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/929266913846167/?type=3,"Have you turned on your heat yet? 

As it gets colder outside, it’s easy to identify areas where you are losing heat. DIY fixes, such as caulking open joints and replacing worn door and window gaskets, will help you save on heating costs once winter settles in. 

Find more tips to help you save money on energy in your apartment: http://ow.ly/3rJ5305DLBd","Have you turned on your heat yet? As it gets colder outside, it’s easy to identify areas where you are losing heat. DIY fixes, such as caulking open joints and replacing worn door and window gaskets, will help you save on heating costs once winter settles in. Find more tips to help you save money on energy in your apartment: d",[],Environmental,33,0.0,en,YourMoneyMattersCanada_facebook
185,185,431918433581020_1180654172040772,2017-08-22 10:45:25,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1180654172040772/?type=3,"Have you ever found an item with two different prices when shopping? 

#ConsumerTip: If an item has two different prices, the store must sell it to you at the lower of the two prices. It’s the law. Learn more: http://ow.ly/XHp930eullI","Have you ever found an item with two different prices when shopping? : If an item has two different prices, the store must sell it to you at the lower of the two prices. It’s the law. Learn more:",['#ConsumerTip'],Economical,33,0.1798611111111111,en,YourMoneyMattersCanada_facebook
