Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
57,315919208830119_350311758724197,2017-08-23 09:00:53,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/350311758724197/?type=3,Lobsters are the largest and longest-living crustaceans on the planet. The largest lobster ever caught was found in Nova Scotia weighing over 44 pounds and is believed to have been over 100 years old! http://ow.ly/KQJ630ezlla,Lobsters are the largest and longest-living crustaceans on the planet. The largest lobster ever caught was found in Nova Scotia weighing over pounds and is believed to have been over years old!,[],40,1,27,39,1,0,0,0,0,0,68,en,0.0,FisheriesOceansCanada_facebook,['planet'],neutral,['planet'],Environmental,[],unknown
58,315919208830119_400741040347935,2017-12-28 10:40:01,https://www.facebook.com/FisheriesOceansCanada/videos/400741040347935/,"This summer, several of our researchers participated in a nearshore fish survey in Darnley Bay in the Northwest Territories, where they captured footage of some beautiful animals that call the Anguniaqvia niqiqyuam Marine Protected Area (MPA) home. This is the first MPA with conservation objectives based on Indigenous and traditional knowledge. http://ow.ly/DBD730hnLXO","This summer, several of our researchers participated in a nearshore fish survey in Darnley Bay in the Northwest Territories, where they captured footage of some beautiful animals that call the Anguniaqvia niqiqyuam Marine Protected Area (MPA) home. This is the first MPA with conservation objectives based on Indigenous and traditional knowledge.",[],51,0,16,49,2,0,0,0,0,0,67,en,0.0,FisheriesOceansCanada_facebook,"['eau', 'conservation', 'marine', 'or', 'mer']",neutral,"['marine', 'conservation', 'indigenous']",Environmental,"['fish', 'animal', 'animal', 'animal', 'marine', 'conservation', 'conservation']",Healthy coasts and oceans
59,315919208830119_355183371570369,2017-09-06 11:57:02,https://www.facebook.com/FisheriesOceansCanada/videos/355183371570369/,Watch DFO biologist Monique Niles explain how her work with a team of scientists helps better understand scallops and the environment in which they grow. This expedition on the Canadian Coast Guard's CCGS Perley is one of many activities our scientists conduct at sea and in labs that the recently announced Atlantic Science Enterprise Centre will showcase. http://ow.ly/1Ooq30eVm3m,Watch DFO biologist Monique Niles elain how her work with a team of scientists helps better understand scallops and the environment in which they grow. This eedition on the Canadian Coast Guard's CCGS Perley is one of many activities our scientists conduct at sea and in labs that the recently announced Atlantic Science Enterprise Centre will showcase.,[],40,2,25,34,3,3,0,0,0,0,67,en,0.5625,FisheriesOceansCanada_facebook,"['guard', 'or', 'coast']",positive,['coast'],Environmental,"['environment', 'environment', 'canadian', 'canadian', 'coast', 'sea']",Healthy coasts and oceans
60,315919208830119_383089742113065,2017-11-24 10:20:26,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/383089148779791/?type=3,"For the past two years, our team of Quebec biologists has been collecting data on artificial reefs developed for American lobster in the Magdalen Islands and the Gaspé Peninsula. These 10m by 20m reefs are composed mainly of rocks of different sizes. They serve to offset the serious harm caused by marine environment projects by providing shelter and food for lobsters of all sizes. They become true nurseries for these crustaceans and are also, according to what the dives on the sites have shown, colonized by a wide variety of organisms.

Biologists now better understand the benefits of these developments to the surrounding environment and can make recommendations to developers to increase the stability of development over the longer term. Learn more about the Fisheries Protection Program: http://ow.ly/zFin30gNgIg","For the past two years, our team of Quebec biologists has been collecting data on artificial reefs developed for American lobster in the Magdalen Islands and the Gaspé Peninsula. These m by m reefs are composed mainly of rocks of different sizes. They serve to offset the serious harm caused by marine environment projects by providing shelter and food for lobsters of all sizes. They become true nurseries for these crustaceans and are also, according to what the dives on the sites have shown, colonized by a wide variety of organisms. Biologists now better understand the benefits of these developments to the surrounding environment and can make recommendations to developers to increase the stability of development over the longer term. Learn more about the Fisheries Protection Program:",[],46,1,19,43,2,1,0,0,0,0,66,en,0.0,FisheriesOceansCanada_facebook,"['fisheries ', 'lands', 'gas', 'mer', 'marine', 'or']",neutral,['marine'],Environmental,"['marine', 'environment', 'environment', 'food', 'food', 'variety', 'benefit', 'development', 'development', 'environment', 'environment', 'development', 'development', 'protection']",Healthy wildlife populations
61,315919208830119_340125089742864,2017-07-25 13:00:20,https://www.facebook.com/FisheriesOceansCanada/photos/a.339666089788764.1073741830.315919208830119/340125083076198/?type=3,"If you’re landing at the wharf in St. Philip’s after you’ve been out recreational cod fishing, go and introduce yourself to Sarah Quilty and Dylan Crichton. They’re two of the students DFO has hired for Citizen Cod 2017 in Newfoundland and Labrador. They’ll count your cod, measure them and pass that information along to our scientists for use in future stock assessments. Sarah and Dylan already say it’s a great summer job. They’re wearing bright orange shirts and they’re on the wharf from 6:30 until 2:30.","If you’re landing at the wharf in St. Philip’s after you’ve been out recreational cod fishing, go and introduce yourself to Sarah Quilty and Dylan Crichton. They’re two of the students DFO has hired for Citizen Cod in Newfoundland and Labrador. They’ll count your cod, measure them and pass that information along to our scientists for use in future stock assessments. Sarah and Dylan already say it’s a great summer job. They’re wearing bright orange shirts and they’re on the wharf from :30 until :30.",[],35,1,29,35,0,0,0,0,0,0,65,en,0.0,FisheriesOceansCanada_facebook,"['students', 'future', 'futur']",neutral,"['student', 'future', 'job']",Social,[],unknown
62,315919208830119_350718972016809,2017-08-24 15:18:36,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/350718972016809/?type=3,We are monitoring the Atlantic salmon situation off the coast of Washington State. We will conduct stream surveys in areas closest to the U.S. border to monitor for any escaped Atlantic salmon. Canada has rigorous aquaculture regulations. Our Atlantic Salmon Watch Program monitors British Columbia’s rivers for escaped Atlantic salmon. Anyone who believes they have caught an Atlantic salmon in B.C. waters should keep the fish and report it by calling the toll-free reporting line at 1-800-811-6010. Our complete statement here: http://ow.ly/ZOYh30eERds,We are monitoring the Atlantic salmon situation off the coast of Washington State. We will conduct stream surveys in areas closest to the U.S. border to monitor for any escaped Atlantic salmon. Canada has rigorous aquaculture regulations. Our Atlantic Salmon Watch Program monitors British Columbia’s rivers for escaped Atlantic salmon. Anyone who believes they have caught an Atlantic salmon in B.C. waters should keep the fish and report it by calling the toll-free reporting line at -800-811-6010. Our complete statement here:,[],27,7,31,24,0,2,0,0,1,0,65,en,0.0,FisheriesOceansCanada_facebook,"['water', 'coast', 'or', 'rivers']",neutral,"['coast', 'river', 'water']",Environmental,"['coast', 'aquaculture', 'river', 'river', 'water', 'water', 'fish']",Healthy coasts and oceans
63,315919208830119_365306887224684,2017-10-05 15:19:54,https://www.facebook.com/FisheriesOceansCanada/videos/365304800558226/,Take a peek at an Asian Carp Response Exercise on the Grand River in Ontario. It’s a full-scale exercise- just as we would respond during a real-life Asian Carp incident. Exercises like these help us refine our techniques and are great opportunities to collaborate with our partners. http://ow.ly/TUUd30fFO39,Take a peek at an Asian Carp Response Exercise on the Grand River in Ontario. It’s a full-scale exercise- just as we would respond during a real-life Asian Carp incident. Exercises like these help us refine our techniques and are great opportunities to collaborate with our partners. 9,[],42,1,22,41,1,0,0,0,0,0,65,en,-0.3,FisheriesOceansCanada_facebook,['or'],negative,['river'],Environmental,"['river', 'river']",Pristine lakes and rivers
64,315919208830119_384645521957487,2017-11-28 16:13:20,https://www.facebook.com/FisheriesOceansCanada/videos/384645521957487/,"Help protect our oceans! We work hard to keep Canada’s waters and coasts safe and clean through programs and initiatives like the Oceans Protection Plan and Coastal Restoration Fund. But we can’t do it alone. To encourage the public to get involved, we visit communities with educational materials and take part in school visits and beach clean-ups. Unfortunately, the waters around many Canadian harbours aren’t as clean as they could be. Recently, our researchers from Newfoundland and Labrador, Corey Morris & Dan Porter, presented results from a survey of 18 harbours over 10 years. During scientific dives, they unexpectedly found, and videotaped, lots of garbage – everything from carpet, rubber gloves, rubber boots to appliances like BBQs, stove, even a washer with laundry still inside. Everyone has a role in protecting the ocean and the creatures that live there. Reduce the garbage going into the ocean by recycling, reusing and refusing plastic where you can.","Help protect our oceans! We work hard to keep Canada’s waters and coasts safe and clean through programs and initiatives like the Oceans Protection Plan and Coastal Restoration Fund. But we can’t do it alone. To encourage the public to get involved, we visit communities with educational materials and take part in school visits and beach clean-ups. Unfortunately, the waters around many Canadian harbours aren’t as clean as they could be. Recently, our researchers from Newfoundland and Labrador, Corey Morris & Dan Porter, presented results from a survey of harbours over years. During scientific dives, they uneectedly found, and videotaped, lots of garbage – everything from carpet, rubber gloves, rubber boots to appliances like BBQs, stove, even a washer with laundry still inside. Everyone has a role in protecting the ocean and the creatures that live there. Reduce the garbage going into the ocean by recycling, reusing and refusing plastic where you can.",[],33,13,17,24,0,0,0,9,0,0,63,en,-0.030238003200954863,FisheriesOceansCanada_facebook,"['oceans', 'clean', 'coasts', 'coast', 'water', 'coastal', 'recycling', 'or']",negative,"['water', 'coast', 'safe', 'clean', 'coastal', 'public', 'community', 'material', 'water', 'clean', 'ocean', 'ocean', 'recycling']",Environmental,"['ocean', 'water', 'water', 'coast', 'safe', 'clean', 'protection', 'community', 'community', 'educational', 'water', 'water', 'canadian', 'canadian', 'clean', 'ocean', 'ocean']",Healthy coasts and oceans
65,315919208830119_374237856331587,2017-11-03 09:45:00,https://www.facebook.com/FisheriesOceansCanada/videos/374237856331587/,We’re making the way we protect oceans even stronger by creating Networks of Marine Protected Areas. Work is already started on the Networks. Learn how this can help species thrive and protect biodiversity 🐢 🐋 🐟. http://ow.ly/nxPZ30gfS73,We’re making the way we protect oceans even stronger by creating Networks of Marine Protected Areas. Work is already started on the Networks. Learn how this can help species thrive and protect biodiversity .,[],39,0,24,35,4,0,0,0,0,0,63,en,0.0,FisheriesOceansCanada_facebook,"['or', 'oceans', 'marine', 'species', 'biodiversity']",neutral,"['ocean', 'marine', 'specie', 'biodiversity']",Environmental,"['ocean', 'marine', 'specie', 'specie', 'biodiversity']",Healthy coasts and oceans
66,315919208830119_377851102636929,2017-11-10 15:47:22,https://www.facebook.com/FisheriesOceansCanada/videos/377851102636929/,"We are taking concrete action to protect the endangered North Atlantic Right Whale for future generations. We will be working with partners on a comprehensive approach which includes specific proposals like seasonal speed restrictions to avoid collisions, adjusting fishing gear and testing new gear to reduce the risk of whale entanglements, and working to reduce lost fishing gear in our waters. These strategies were discussed at a roundtable with experts, scientists, Indigenous peoples and representatives from fishing organizations and marine transportation industries in Moncton, New Brunswick yesterday. In addition to the speed restrictions and increased surveillance implemented this past summer, these actions will help us better protect this iconic species. https://t.co/oUilvkXaHj","We are taking concrete action to protect the endangered North Atlantic Right Whale for future generations. We will be working with partners on a comprehensive approach which includes specific proposals like seasonal speed restrictions to avoid collisions, adjusting fishing gear and testing new gear to reduce the risk of whale entanglements, and working to reduce lost fishing gear in our waters. These strategies were discussed at a roundtable with eerts, scientists, Indigenous peoples and representatives from fishing organizations and marine transportation industries in Moncton, New Brunswick yesterday. In addition to the speed restrictions and increased surveillance implemented this past summer, these actions will help us better protect this iconic species.",[],43,3,16,36,6,0,0,1,0,0,62,en,0.4404761904761905,FisheriesOceansCanada_facebook,"['water', 'mer', 'marine', 'species', 'or']",positive,"['right', 'future', 'water', 'indigenous', 'marine', 'specie']",Environmental,"['risk', 'water', 'water', 'marine', 'industry', 'specie', 'specie']",Healthy coasts and oceans
67,315919208830119_340924962996210,2017-07-27 11:55:43,https://www.facebook.com/FisheriesOceansCanada/videos/340924962996210/,"Make sure you have your chart before heading out on the water. From shallow to deep waters, the Canadian Hydrographic Service creates detailed nautical charts using both light and sound emission technology. It’s this combination that saves lives, property and the environment by ensuring safe navigation in all of Canada’s waterways. Find your chart here: http://ow.ly/F5Jq30dWbAj","Make sure you have your chart before heading out on the water. From shallow to deep waters, the Canadian Hydrographic Service creates detailed nautical charts using both light and sound emission technology. It’s this combination that saves lives, property and the environment by ensuring safe navigation in all of Canada’s waterways. Find your chart here:",[],37,1,24,36,1,0,0,0,0,0,62,en,0.0,FisheriesOceansCanada_facebook,"['water', 'or', 'ice']",neutral,"['water', 'water', 'service', 'emission', 'technology', 'safe']",Environmental,"['water', 'water', 'water', 'water', 'canadian', 'canadian', 'emission', 'environment', 'environment', 'safe']",Healthy coasts and oceans
68,315919208830119_399493713806001,2017-12-18 09:45:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/399493677139338/?type=3,"We’re proud to introduce a new program designed to help small and medium-sized businesses access clean technology that reduces environmental emissions—the Fisheries and Aquaculture Clean Technology Adoption Program. Clean technologies help us protect Canada’s natural environment by reducing the impact of day-to-day fishing and aquaculture activities. We’re providing up to $20 million over four years to help sectors access clean technologies that reduce their environmental impact through improved processes, products and services. http://ow.ly/ij8D30hiiQQ","We’re proud to introduce a new program designed to help small and medium-sized businesses access clean technology that reduces environmental emissions—the Fisheries and Aquaculture Clean Technology Adoption Program. Clean technologies help us protect Canada’s natural environment by reducing the impact of day-to-day fishing and aquaculture activities. We’re providing up to $20 million over four years to help sectors access clean technologies that reduce their environmental impact through improved processes, products and services.",[],27,3,30,25,2,0,0,0,0,0,60,en,0.125,FisheriesOceansCanada_facebook,"['fisheries ', 'natural', 'clean', 'ice', 'or']",positive,"['clean', 'technology', 'clean', 'technology', 'clean', 'technology', 'natural', 'clean', 'technology', 'service']",Environmental,"['clean_technology', 'clean_technology', 'clean_technology', 'aquaculture', 'clean', 'clean', 'environment', 'environment', 'aquaculture', 'clean', 'environmental_impact']",Clean drinking water
69,315919208830119_360726571016049,2017-09-27 08:00:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/360726221016084/?type=3,"Could there be dinosaurs in Canadian waters? Lake sturgeons can be traced back to the Cretaceous period, and they have evolved very slowly over the past 100 million years. For this reason, scientists refer to them as “living fossils.” However, after all this time, they are now an endangered species due to overfishing and pollution. Learn more about the threats they face and recovery efforts: http://ow.ly/dxuf30fmiBC","Could there be dinosaurs in Canadian waters? Lake sturgeons can be traced back to the Cretaceous period, and they have evolved very slowly over the past million years. For this reason, scientists refer to them as “living fossils.” However, after all this time, they are now an endangered species due to overfishing and pollution. Learn more about the threats they face and recovery efforts: C",[],30,5,25,30,0,0,0,0,0,0,60,en,0.11202020202020202,FisheriesOceansCanada_facebook,"['water', 'pollution', 'species', 'lake ', 'or']",positive,"['water', 'lake', 'specie']",Environmental,"['canadian', 'canadian', 'water', 'water', 'lake', 'lake', 'specie', 'specie', 'pollution', 'pollution', 'pollution', 'pollution']",Healthy coasts and oceans
70,315919208830119_350058122082894,2017-08-22 13:00:37,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/350058122082894/?type=3,"Hurry! You have one more week to tell us what you’d like to see added to the Fisheries Act. How can we better protect fish and where they live, eat and reproduce? http://ow.ly/41fV30ezk2f","Hurry! You have one more week to tell us what you’d like to see added to the Fisheries Act. How can we better protect fish and where they live, eat and reproduce?",[],17,1,42,17,0,0,0,0,0,0,60,en,0.0,FisheriesOceansCanada_facebook,"['fisheries ', 'or']",neutral,[],unknown,['fish'],Healthy coasts and oceans
71,315919208830119_366900530398653,2017-10-13 10:11:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/366900380398668/?type=3,Everything that empties into a storm drain eventually ends up in fish and wildlife habitat. Have you noticed yellow fish painted next to the storm drains on your street?  The yellow fish are there to remind us that storm drains on our roadways empty directly into local streams. Find out what you can do to help conserve fish habitats in British Columbia. http://ow.ly/kFrd30fLXWr,Everything that empties into a storm drain eventually ends up in fish and wildlife habitat. Have you noticed yellow fish painted next to the storm drains on your street? The yellow fish are there to remind us that storm drains on our roadways empty directly into local streams. Find out what you can do to help conserve fish habitats in British Columbia.,[],40,3,15,39,1,0,0,0,0,0,58,en,-0.03148148148148148,FisheriesOceansCanada_facebook,"['wildlife', 'tree', 'conserve', 'ice', 'or']",negative,"['wildlife', 'local', 'conserve']",Environmental,"['fish', 'wildlife', 'wildlife', 'habitat', 'habitat', 'fish', 'fish', 'fish', 'habitat', 'habitat']",Healthy coasts and oceans
72,315919208830119_365578407197532,2017-10-06 12:07:43,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/365578313864208/?type=3,"Forests may be beautiful with colours in the fall, but some of our seabeds are brilliant year round. We got a glimpse at such scenery while researching unexplored parts of the Gulf of St. Lawrence with Oceana Canada. Learn more about the expedition: http://ow.ly/PEaJ30fHfKp","Forests may be beautiful with colours in the fall, but some of our seabeds are brilliant year round. We got a glimpse at such scenery while researching unelored parts of the Gulf of St. Lawrence with Oceana Canada. Learn more about the eedition:",[],53,1,3,47,5,1,0,0,0,0,57,en,0.25,FisheriesOceansCanada_facebook,"['eau', 'or']",positive,[],unknown,[],unknown
73,315919208830119_347230249032348,2017-08-14 08:00:49,https://www.facebook.com/FisheriesOceansCanada/photos/a.346262955795744.1073741838.315919208830119/347230212365685/?type=3,"This summer, our Fishery Officers patrolled the Western Arctic aboard the CCGS Sir Wilfrid Laurier watching for possible Fisheries Act and Oceans Act violations. This inaugural patrol of Canada’s newest Marine Protected Area, Anguniaqvia niqiqyuam supports the protection of Canada’s fishery resources. Officers also surveyed the first Arctic Marine Protected Area, Tarium Niryutait. Learn more about our nation’s diverse and unique protected areas here: http://ow.ly/TRoo30elJkI","This summer, our Fishery Officers patrolled the Western Arctic aboard the CCGS Sir Wilfrid Laurier watching for possible Fisheries Act and Oceans Act violations. This inaugural patrol of Canada’s newest Marine Protected Area, Anguniaqvia niqiqyuam supports the protection of Canada’s fishery resources. Officers also surveyed the first Arctic Marine Protected Area, Tarium Niryutait. Learn more about our nation’s diverse and unique protected areas here:",[],42,2,13,41,0,0,1,0,0,0,57,en,0.0,FisheriesOceansCanada_facebook,"['fisheries ', 'oceans', 'ice', 'mer', 'marine', 'or', 'resources']",neutral,"['fishery', 'arctic', 'marine', 'fishery', 'resource', 'arctic', 'marine']",Environmental,"['fishery', 'fishery', 'marine', 'protection', 'fishery', 'fishery', 'marine']",Healthy coasts and oceans
74,315919208830119_359271721161534,2017-09-18 10:06:02,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/359271331161573/?type=3,"Two biologists from our Aquatic Invasive Species Program addressed students from the University of Waterloo’s Collaborative Water Program. Julia Colm and Maude Tremblay discussed the threats that invasive species, like Asian carps, pose to Canadian watersheds. The students recently explored the Grand River in Ontario to identify and examine current water issues. For more information about Aquatic Invasive Species, please visit: http://ow.ly/KkIg30fbSqz","Two biologists from our Aquatic Invasive Species Program addressed students from the University of Waterloo’s Collaborative Water Program. Julia Colm and Maude Tremblay discussed the threats that invasive species, like Asian carps, pose to Canadian watersheds. The students recently elored the Grand River in Ontario to identify and examine current water issues. For more information about Aquatic Invasive Species, please visit:",[],51,1,5,47,4,0,0,0,0,0,57,en,0.5666666666666668,FisheriesOceansCanada_facebook,"['water', 'species', 'or']",positive,"['student', 'water', 'specie', 'student', 'river', 'water']",Environmental,"['invasive', 'invasive', 'water', 'water', 'invasive', 'invasive', 'specie', 'specie', 'canadian', 'canadian', 'watershed', 'river', 'river', 'water', 'water', 'invasive', 'invasive']",Pristine lakes and rivers
75,315919208830119_387946954960677,2017-12-07 11:45:01,https://www.facebook.com/FisheriesOceansCanada/videos/387946954960677/,"Who doesn’t want glowing skin for the holidays? Check out these bowhead whales rubbing themselves on rocks to remove old skin off of Baffin Island in Nunavut. Aerial drones and our scientists caught rare footage that had never before been filmed from the air! 

Thanks to our partners for making this project possible: WWF-Canada, LGL Limited, VDOS Global LLC, University of British Columbia  Higdon Wildlife Consulting, Woods Hole Oceanographic Institution (WHOI), Pangnirtung Hunter and Trappers Association and Peter's Expediting & Outfitting Services. 

Video credit:  VDOS Global LLC","Who doesn’t want glowing skin for the holidays? Check out these bowhead whales rubbing themselves on rocks to remove old skin off of Baffin Island in Nunavut. Aerial drones and our scientists caught rare footage that had never before been filmed from the air! Thanks to our partners for making this project possible: WWF-Canada, LGL Limited, VDOS Global LLC, University of British Columbia Higdon Wildlife Consulting, Woods Hole Oceanographic Institution (WHOI), Pangnirtung Hunter and Trappers Association and Peter's Eediting & Outfitting Services. Video credit: VDOS Global LLC",[],44,0,12,37,6,1,0,0,0,0,56,en,0.0,FisheriesOceansCanada_facebook,"['wildlife', 'or', 'ice', 'air']",neutral,"['global', 'wildlife', 'global']",Economical,"['wildlife', 'wildlife', 'institution']",Connecting Canadians with nature 
76,315919208830119_359306967824676,2017-09-18 12:19:21,https://www.facebook.com/FisheriesOceansCanada/photos/a.359306244491415.1073741863.315919208830119/359306967824676/?type=3,"This summer, our scientists returned to Canada’s Arctic Beaufort Sea to learn more about the diverse species that live there. With the support of Inuvialuit experts and collaborators from some of Canada’s top research universities, our researchers are sailing on the F/V Frosti to better understand the relationship between these fish and their extreme environment. During this summer and next, we will sample never before recorded areas of the Beaufort Sea with trawls and science equipment. http://ow.ly/bt9830ffcg4","This summer, our scientists returned to Canada’s Arctic Beaufort Sea to learn more about the diverse species that live there. With the support of Inuvialuit eerts and collaborators from some of Canada’s top research universities, our researchers are sailing on the F/V Frosti to better understand the relationship between these fish and their extreme environment. During this summer and next, we will sample never before recorded areas of the Beaufort Sea with trawls and science equipment.",[],47,0,6,47,0,0,0,0,0,0,53,en,0.0,FisheriesOceansCanada_facebook,"['mer', 'eau', 'species', 'or']",neutral,"['arctic', 'specie']",Economical,"['sea', 'specie', 'specie', 'research', 'fish', 'environment', 'environment', 'sea', 'equipment']",Healthy coasts and oceans
77,315919208830119_347322109023162,2017-08-14 13:00:21,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/347322109023162/?type=3,"Canada’s network of small craft harbours is the backbone of the fishing industry and the livelihood of more than 42,000 workers. Commercial fishermen can count on the work, dedication and effort of 5,000 volunteers across the country; people like Denis Gallant, seen is this photo during an announcement in Grande-Digue, N.B., earlier this month with the Minister of Fisheries, Oceans and the Canadian Coast Guard, the Honourable Dominic LeBlanc. 

The Government of Canada announced it is investing close to $15,7 million this year to carry out projects at several small craft harbours in New Brunswick. http://ow.ly/TaxM30eomXl","Canada’s network of small craft harbours is the backbone of the fishing industry and the livelihood of more than ,000 workers. Commercial fishermen can count on the work, dedication and effort of ,000 volunteers across the country; people like Denis Gallant, seen is this photo during an announcement in Grande-Digue, N.B., earlier this month with the Minister of Fisheries, Oceans and the Canadian Coast Guard, the Honourable Dominic LeBlanc. The Government of Canada announced it is investing close to $15,7 million this year to carry out projects at several small craft harbours in New Brunswick.",[],43,0,9,42,1,0,0,0,0,0,52,en,0.0,FisheriesOceansCanada_facebook,"['government', 'oceans', 'coast', 'guard', 'mer', 'or']",neutral,"['minister', 'coast', 'guard', 'guard', 'government', 'government']",Environmental,"['industry', 'livelihood', 'canadian', 'canadian', 'coast']",Healthy coasts and oceans
78,315919208830119_338339943254712,2017-07-21 14:10:20,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/338339943254712/?type=3,"We’re LIVE from 2250 meters deep off the coast of Vancouver Island, getting first ever footage of two previously unexplored underwater mountains!
Our scientists are standing by to answer your questions about science at sea. Their research will help inform conservation efforts of the Offshore Pacific Area of Interest where these seamounts are located. 
Tune in! http://ow.ly/V6Ku30dOPWR","We’re LIVE from meters deep off the coast of Vancouver Island, getting first ever footage of two previously unelored underwater mountains! Our scientists are standing by to answer your questions about science at sea. Their research will help inform conservation efforts of the Offshore Pacific Area of Interest where these seamounts are located. Tune in!",[],40,0,12,39,1,0,0,0,0,0,52,en,0.0,FisheriesOceansCanada_facebook,"['water', 'conservation', 'or', 'coast']",neutral,"['coast', 'conservation']",Environmental,"['coast', 'mountain', 'mountain', 'sea', 'research', 'conservation', 'conservation']",Healthy coasts and oceans
79,315919208830119_347949098960463,2017-08-16 10:01:26,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/347949098960463/?type=3,Did you know that St. Andrews Biological Station has been studying the local waters in New Brunswick since 1908? Explore what scientists have learned at our Open House on September 23rd from 10 am to 3 pm. http://ow.ly/WYPg30eoPE0,Did you know that St. Andrews Biological Station has been studying the local waters in New Brunswick since ? Elore what scientists have learned at our Open House on September rd from am to pm. 0,[],26,0,26,24,1,1,0,0,0,0,52,en,0.0,FisheriesOceansCanada_facebook,"['water', 'or']",neutral,"['local', 'water']",Social,"['water', 'water']",Healthy coasts and oceans
80,315919208830119_341269679628405,2017-07-28 09:00:40,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/341269679628405/?type=3,"Canadian researchers discovered a new species of carnivious sponge, Cladorhiza kenchingtonae. It is two metres long with Velcro-like surface and feeds on zooplankton. The sponge is named after the lead DFO scientist who discovered it, Ellen Kenchington. http://ow.ly/PKOt30dWd3z","Canadian researchers discovered a new species of carnivious sponge, Cladorhiza kenchingtonae. It is two metres long with Velcro-like surface and feeds on zooplankton. The sponge is named after the lead DFO scientist who discovered it, Ellen Kenchington.",[],42,0,10,38,0,4,0,0,0,0,52,en,0.0,FisheriesOceansCanada_facebook,"['species', 'or']",neutral,['specie'],Environmental,"['canadian', 'canadian', 'specie', 'specie', 'feed']",Sustainable food
81,315919208830119_342686316153408,2017-08-01 08:00:39,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/342686316153408/?type=3,"Help us protect the whales by keeping a safe distance this summer! Whale watching is an exciting boating activity enjoyed by many. With this excitement, comes responsibility - when we get too close, approach too fast, or make too much noise, we can disrupt their activities, cause them unnecessary stress, and put their lives in danger. http://ow.ly/Cxqh30e3Haa","Help us protect the whales by keeping a safe distance this summer! Whale watching is an exciting boating activity enjoyed by many. With this excitement, comes responsibility - when we get too close, approach too fast, or make too much noise, we can disrupt their activities, cause them unnecessary stress, and put their lives in danger.",[],28,0,24,28,0,0,0,0,0,0,52,en,0.0,FisheriesOceansCanada_facebook,"['or', 'mer']",neutral,['safe'],Social,"['safe', 'boating']",Pristine lakes and rivers
82,315919208830119_386767878411918,2017-12-05 09:05:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/386767761745263/?type=3,"The Round Goby is a small, bottom-dwelling invasive fish that has unfortunately spread through all five Great Lakes in less than a decade. To prevent the spread of this invasive species, never buy or use Round Goby as bait, and never live transfer bait between waterbodies, which are against the law. They prefer waters with rocky and sandy bottoms, and feed aggressively on insects, molluscs, and other small organisms. They have even been known to eat juvenile freshwater mussels, many of which are at-risk! Round Goby are also found in some inland waters in southern Ontario such as Lake Simcoe, the Trent River, Rice Lake, and parts of the Otonabee River. To report sightings, please visit http://ow.ly/VBIh30gZZE2","The Round Goby is a small, bottom-dwelling invasive fish that has unfortunately spread through all five Great Lakes in less than a decade. To prevent the spread of this invasive species, never buy or use Round Goby as bait, and never live transfer bait between waterbodies, which are against the law. They prefer waters with rocky and sandy bottoms, and feed aggressively on insects, molluscs, and other small organisms. They have even been known to eat juvenile freshwater mussels, many of which are at-risk! Round Goby are also found in some inland waters in southern Ontario such as Lake Simcoe, the Trent River, Rice Lake, and parts of the Otonabee River. To report sightings, please visit 2",[],28,4,19,27,0,0,0,1,0,0,51,en,-0.05755208333333335,FisheriesOceansCanada_facebook,"['lakes', 'ice', 'species', 'water', 'or', 'lake ']",negative,"['specie', 'water', 'water', 'lake', 'river', 'lake', 'river']",Environmental,"['invasive', 'invasive', 'fish', 'invasive', 'invasive', 'specie', 'specie', 'water', 'water', 'feed', 'freshwater', 'freshwater', 'water', 'water', 'lake', 'lake', 'river', 'river', 'lake', 'lake', 'river', 'river']",Clean drinking water
