,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
376,376,810937847633080322,2016-12-19 20:00:24,['https://t.co/ZIpfKyk6H6'],Visitez-nous pour #Canada150! Procurez-vous la #CarteDécouverte 2017 et prenez un égoportrait! #MontrezVotreCarte https://t.co/ZIpfKyk6H6,Visitez nous pour Canada150 Procurez vous la couverte 2017 et prenez un goportrait MontrezVotreCarte https co ZIpfKyk6H6,"['#Canada150', '#CarteD', '#MontrezVotreCarte']",Economical,10,0.0,fr,ParcsCanada_tweeter
377,377,773186671298875392,2016-09-06 15:50:42,['https://t.co/BaKwiHM6az'],Les animaux dans nos parcs et nos lieux historiques doivent demeurer sauvages. N’essayez pas de les attirer. https://t.co/BaKwiHM6az,Les animaux dans nos parcs et nos lieux historiques doivent demeurer sauvages essayez pas de les attirer https co BaKwiHM6az,[],Environmental,10,0.0,fr,ParcsCanada_tweeter
378,378,827589340045901824,2017-02-03 18:47:29,['https://t.co/ZENTsU4F'],Avez-vous #MontrezVotreCarte? Merci de partager vos 📷 avec nous! Nous sommes ravis de célébrer #Canada150 avec vous! https://t.co/ZENTsU4Fu9,Avez vous MontrezVotreCarte Merci de partager vos avec nous Nous sommes ravis de brer Canada150 avec vous https co ZENTsU4Fu9,"['#MontrezVotreCarte', '#Canada150']",Social,10,0.0,fr,ParcsCanada_tweeter
379,379,897217738137010178,2017-08-14 22:05:52,[],RT @ministre_ec: Une nouvelle page d’histoire : Les limites de la plus grande aire protégée de l’hist. canadienne sont officielles! https:/…,RT Une nouvelle page histoire Les limites de la plus grande aire de hist canadienne sont officielles https,[],Social,10,0.0,fr,ParcsCanada_tweeter
380,380,885537018574450688,2017-07-13 16:30:52,['https://t.co/fhggBJiLqE'],Votre prochain #DéfiParcs : prenez une photo dans un parc national du Canada! Utilisez l’appli pour lui donner un p’tit extra! #Canada150 https://t.co/fhggBJiLqE,Votre prochain fiParcs prenez une photo dans un parc national du Canada Utilisez appli pour lui donner un tit extra Canada150 https co fhggBJiLqE,"['#D', '#Canada150']",Social,10,0.0,fr,ParcsCanada_tweeter
381,381,813482198410133504,2016-12-26 20:30:44,"['https://t.co/PfuJbrAcqK', 'https://t.co/9DoIVgcBk6']",Vous avez reçu de l’équipement de camping en cadeau? C’est maintenant le temps de réserver! https://t.co/PfuJbrAcqK #Canada150 https://t.co/9DoIVgcBk6,Vous avez de quipement de camping en cadeau est maintenant le temps de server https co PfuJbrAcqK Canada150 https co 9DoIVgcBk6,['#Canada150'],Social,10,0.0,fr,ParcsCanada_tweeter
382,382,825818442385195014,2017-01-29 21:30:34,"['https://t.co/kvM5pDJkY', 'https://t.co/SYaEVQdMv6']",Une des façons d'aider l'#environnement pendant vos vacances : observez le saumon au @PNFundy. https://t.co/kvM5pDJkYD #espècesenpéril https://t.co/SYaEVQdMv6,Une des ons aider environnement pendant vos vacances observez le saumon au PNFundy https co kvM5pDJkYD ril https co SYaEVQdMv6,"['#environnement', '#esp']",Social,10,0.0,fr,ParcsCanada_tweeter
383,383,895676599655387136,2017-08-10 16:01:56,['https://t.co/0wb3N6weip'],Tout le monde a besoin de temps pour soi! Où allez-vous pour jouir d’un #MomentZen? À un lac ou vous faites du #yoga dehors? 📸 #DéfiParcs https://t.co/0wb3N6weip,Tout le monde besoin de temps pour soi allez vous pour jouir un MomentZen un lac ou vous faites du yoga dehors fiParcs https co 0wb3N6weip,"['#MomentZen', '#yoga', '#D']",Environmental,10,0.0,fr,ParcsCanada_tweeter
384,384,886267838901747712,2017-07-15 16:54:53,[],"RT @ministre_ec: Joyeuse #Journéedesparcs! Vive l'entrée gratuite dans les parcs nationaux pour #Canada150, car plusieurs ont visité nos tr…",RT Joyeuse edesparcs Vive gratuite dans les parcs nationaux pour Canada150 car plusieurs ont nos,"['#Journ', '#Canada150']",Social,10,0.0,fr,ParcsCanada_tweeter
385,385,931892420467482624,2017-11-18 14:30:41,['https://t.co/4UwH5U8xQN'],Posséder un chien comporte des promenades au parc… au sens propre du terme! Montrez-nous où vous emmenez marcher votre chien! #DéfiParcs https://t.co/4UwH5U8xQN,der un chien comporte des promenades au au sens propre du terme Montrez nous vous emmenez marcher votre chien fiParcs https co 4UwH5U8xQN,['#D'],Economical,10,0.0,fr,ParcsCanada_tweeter
386,386,825374210855927808,2017-01-28 16:05:21,"['https://t.co/1MPvs2qPaK', 'https://t.co/mp6C3PmE5E']",Découvrez des endroits emblématiques en 2017 grâce à la #CarteDécouverte! Où est la vôtre? #MontrezVotreCarte https://t.co/1MPvs2qPaK https://t.co/mp6C3PmE5E,couvrez des endroits matiques en 2017 ce la couverte est la tre MontrezVotreCarte https co 1MPvs2qPaK https co mp6C3PmE5E,"['#CarteD', '#MontrezVotreCarte']",Environmental,10,0.0,fr,ParcsCanada_tweeter
387,387,777209341334151169,2016-09-17 18:15:21,['https://t.co/Rzy5bZa5i'],"Qu'ont en commun @PNPointePelee, Quittinirpaaq, Cap-Spear + Kluane? Vous le saurez le 22 sept! 106 jrs à #Canada150 https://t.co/Rzy5bZa5iC",Qu ont en commun PNPointePelee Quittinirpaaq Cap Spear Kluane Vous le saurez le 22 sept 106 jrs Canada150 https co Rzy5bZa5iC,['#Canada150'],Economical,10,0.0,fr,ParcsCanada_tweeter
388,388,929733167153668100,2017-11-12 15:30:35,"['https://t.co/uZ6Qd2gZhR', 'https://t.co/SjZbg66IqS']",Il y a encore du temps pour vivre une aventure automnale! 🍂 Évitez l’hibernation prématurée grâce à @ParticipACTION https://t.co/uZ6Qd2gZhR https://t.co/SjZbg66IqS,Il encore du temps pour vivre une aventure automnale vitez hibernation ce ParticipACTION https co uZ6Qd2gZhR https co SjZbg66IqS,[],Social,10,0.0,fr,ParcsCanada_tweeter
389,389,777939295483138048,2016-09-19 18:35:56,['https://t.co/8l5QwCjzAe'],"RT @passeportparcs: Gagnez un voyage aux sites de @ParcsCanada en NOUVELLE-ÉCOSSE! https://t.co/8l5QwCjzAe 
#SortieScolaireLaPlusCool
@AirC…",RT passeportparcs Gagnez un voyage aux sites de ParcsCanada en NOUVELLE COSSE https co 8l5QwCjzAe SortieScolaireLaPlusCool,['#SortieScolaireLaPlusCool'],Social,10,0.0,fr,ParcsCanada_tweeter
390,390,822821446032441345,2017-01-21 15:01:34,['https://t.co/S7x5pP9N7r'],"Dans le parc national de #Wapusk, des oursons exploreront bientôt leur nouveau monde pour la 1re fois #NationalHuggingDay 📷 Mark Augustowich https://t.co/S7x5pP9N7r",Dans le parc national de Wapusk des oursons exploreront leur nouveau monde pour la 1re fois NationalHuggingDay Mark Augustowich https co S7x5pP9N7r,"['#Wapusk', '#NationalHuggingDay']",Social,10,0.0,fr,ParcsCanada_tweeter
391,391,816751495500677120,2017-01-04 21:01:45,"['https://t.co/1MPvs2qPaK', 'https://t.co/2UwzjeUkgs']",Notre #CarteDécouverte GRATUITE est disponible en ligne jusqu'à la fin de 2017! #Canada150 https://t.co/1MPvs2qPaK https://t.co/2UwzjeUkgs,Notre couverte GRATUITE est disponible en ligne jusqu la fin de 2017 Canada150 https co 1MPvs2qPaK https co 2UwzjeUkgs,"['#CarteD', '#Canada150']",Social,10,0.0,fr,ParcsCanada_tweeter
392,392,926118064134983680,2017-11-02 16:05:27,['https://t.co/TEHikYguw'],Nous vous mettons au défi de nous montrer votre paysage matinal préféré quand vous sirotez votre thé ou café! #DéfiParcs https://t.co/TEHikYguwu,Nous vous mettons au fi de nous montrer votre paysage matinal quand vous sirotez votre ou fiParcs https co TEHikYguwu,['#D'],Social,10,0.0,fr,ParcsCanada_tweeter
393,393,821040632164655104,2017-01-16 17:05:15,['https://t.co/YEuBis3qY3'],Douceur pour le coeur à tous ceux qui en ont besoin en ce #LundiBleu : un ours polaire avec son ourson au #pnQuttinirpaaq. @ParcsCanNunavut https://t.co/YEuBis3qY3,Douceur pour le coeur tous ceux qui en ont besoin en ce LundiBleu un polaire avec son ourson au pnQuttinirpaaq ParcsCanNunavut https co YEuBis3qY3,"['#LundiBleu', '#pnQuttinirpaaq']",Social,10,0.0,fr,ParcsCanada_tweeter
394,394,928430736176287744,2017-11-09 01:15:11,['https://t.co/X2PvXG0PTv'],"9 Canadiens reçurent la Croix de Victoria, plus haute distinction militaire britannique, pour leur audace et leur courage à #Passchendaele. https://t.co/X2PvXG0PTv",Canadiens urent la Croix de Victoria plus haute distinction militaire britannique pour leur audace et leur courage Passchendaele https co X2PvXG0PTv,['#Passchendaele'],Social,10,0.0,fr,ParcsCanada_tweeter
395,395,899376780951289857,2017-08-20 21:05:08,['https://t.co/L17xDkjTcb'],WOW! 😲 Tallurutiup Imanga/#détroitLancaster est la plus grande aire protégée du Canada : presque deux fois la taille de la #NouvelleEcosse! https://t.co/L17xDkjTcb,WOW Tallurutiup Imanga troitLancaster est la plus grande aire du Canada presque deux fois la taille de la NouvelleEcosse https co L17xDkjTcb,"['#d', '#NouvelleEcosse']",Social,10,0.15625,fr,ParcsCanada_tweeter
396,396,885238642679189507,2017-07-12 20:45:14,"['https://t.co/eVrU1ohzhp', 'https://t.co/zTPYCunQ5I']","Comment célébrerez-vous nos parcs canadiens à la Journée des parcs, le 15 juillet? Découvrez toutes les activités : https://t.co/eVrU1ohzhp https://t.co/zTPYCunQ5I",Comment brerez vous nos parcs canadiens la des parcs le 15 juillet couvrez toutes les https co eVrU1ohzhp https co zTPYCunQ5I,[],Social,10,0.0,fr,ParcsCanada_tweeter
397,397,880457193971232773,2017-06-29 16:05:27,['https://t.co/A6RuQqumja'],Joyeux Jour de la #caméra! 📸 Avouez que nos parcs nationaux sont pas mal photogéniques. Montrez-nous vos photos préférées! https://t.co/A6RuQqumja,Joyeux Jour de la ra Avouez que nos parcs nationaux sont pas mal niques Montrez nous vos photos es https co A6RuQqumja,['#cam'],Environmental,10,0.0,fr,ParcsCanada_tweeter
398,398,881595919023706112,2017-07-02 19:30:21,[],RT @ministre_ec: Des cérémonies de citoyenneté ont eu lieu le jour de la #FêteCanada dans des sites de @ParcsCanada. Bon #Canada150 aux #No…,RT Des monies de ont eu lieu le jour de la dans des sites de ParcsCanada Bon Canada150 aux,"['#F', '#Canada150', '#No']",Social,10,0.0,fr,ParcsCanada_tweeter
399,399,770346689303552000,2016-08-29 19:45:37,['https://t.co/qfXKSDAjwx'],Nous avons hâte de fêter le #Canada150! Découvrez l'#histoire et le patrimoine canadiens avec nous en 2017. #GRATUIT https://t.co/qfXKSDAjwx,Nous avons te de le Canada150 couvrez histoire et le patrimoine canadiens avec nous en 2017 GRATUIT https co qfXKSDAjwx,"['#Canada150', '#histoire', '#GRATUIT']",Social,10,0.0,fr,ParcsCanada_tweeter
400,400,834765260854800384,2017-02-23 14:02:02,"['https://t.co/lrG744ejFb', 'https://t.co/YLPysJw1PO']","Sans surprise, nos parcs nationaux font partie des meilleures aventures 🇨🇦 selon @theplanetd (ang.) https://t.co/lrG744ejFb #ExploreCanada https://t.co/YLPysJw1PO",Sans surprise nos parcs nationaux font partie des meilleures aventures selon theplanetd ang https co lrG744ejFb ExploreCanada https co YLPysJw1PO,['#ExploreCanada'],Social,10,0.0,fr,ParcsCanada_tweeter
401,401,771808766119534592,2016-09-02 20:35:24,"['https://t.co/XzaOk6SNQ', 'https://t.co/wEQDu6Ybyt']",Besoin d’inspiration pour votre prochain #voyage? Visitez notre chaîne #YouTube : https://t.co/XzaOk6SNQ1 https://t.co/wEQDu6Ybyt,Besoin inspiration pour votre prochain voyage Visitez notre ne YouTube https co XzaOk6SNQ1 https co wEQDu6Ybyt,"['#voyage', '#YouTube']",Social,10,0.0,fr,ParcsCanada_tweeter
402,402,936724173317079041,2017-12-01 22:30:21,['https://t.co/VYed1fryRs'],"Que ce soit des montagnes couvertes de neige ou simplement de l’herbe un peu givrée, pour ce #DéfiParcs, montrez-nous votre vue de ce début d’hiver! https://t.co/VYed1fryRs",Que ce soit des montagnes couvertes de neige ou simplement de herbe un peu pour ce fiParcs montrez nous votre vue de ce hiver https co VYed1fryRs,['#D'],Environmental,10,0.0,fr,ParcsCanada_tweeter
403,403,921043617015386114,2017-10-19 16:01:25,['https://t.co/sAaMeb0VT6'],91% du plastique produit depuis les années 50 n’est pas recyclé! Réduisez votre utilisation grâce à des sacs et bouteilles RÉUTILISABLES! https://t.co/sAaMeb0VT6,91 du plastique produit depuis les es 50 est pas duisez votre utilisation ce des sacs et bouteilles UTILISABLES https co sAaMeb0VT6,[],Social,10,0.0,fr,ParcsCanada_tweeter
404,404,882404942614601730,2017-07-05 01:05:07,['https://t.co/F3mzmQ24QY'],Vous comptez visiter #Ottawa pendant #Canada150? Faites un détour pour voir le LHN de la Bataille-du-Moulin-à-Vent. #histoirecanadienne https://t.co/F3mzmQ24QY,Vous comptez visiter Ottawa pendant Canada150 Faites un tour pour voir le LHN de la Bataille du Moulin Vent histoirecanadienne https co F3mzmQ24QY,"['#Ottawa', '#Canada150', '#histoirecanadienne']",Economical,10,0.0,fr,ParcsCanada_tweeter
405,405,799214306764042240,2016-11-17 11:35:14,['https://t.co/XhJrJWXe9Y'],"Dans tous les coins du pays, on vous invite à participer avec nous aux célébrations de 2017! #Canada150 #4Coins https://t.co/XhJrJWXe9Y",Dans tous les coins du pays vous invite participer avec nous aux brations de 2017 Canada150 4Coins https co XhJrJWXe9Y,"['#Canada150', '#4Coins']",Social,9,0.0,fr,ParcsCanada_tweeter
406,406,862389711935074308,2017-05-10 19:31:44,['https://t.co/BaEVqWXEmB'],Félicitations à tous les observateurs d’étoiles qui ont relevé le #DéfiParcs. Soyez prêts pour la prochaine mission! https://t.co/BaEVqWXEmB,licitations tous les observateurs toiles qui ont le fiParcs Soyez pour la prochaine mission https co BaEVqWXEmB,['#D'],Environmental,9,0.0,fr,ParcsCanada_tweeter
407,407,832941613081063424,2017-02-18 13:15:30,"['https://t.co/ie9oPvt6Qt', 'https://t.co/5PR5hEasDx']","Pour la Journée internationale de la #baleine, téléchargez notre sonnerie et démontrez votre amour envers cet animal https://t.co/ie9oPvt6Qt https://t.co/5PR5hEasDx",Pour la internationale de la baleine chargez notre sonnerie et montrez votre amour envers cet animal https co ie9oPvt6Qt https co 5PR5hEasDx,['#baleine'],Social,9,0.0,fr,ParcsCanada_tweeter
408,408,833443639686742017,2017-02-19 22:30:22,"['https://t.co/WcbeIFWwVk', 'https://t.co/FSINkqeK4n']",Le #ConcoursParcs vous offre la chance de vivre l’histoire des vikings au LHN de l'#AnseauxMeadows! #CarteDécouverte https://t.co/WcbeIFWwVk https://t.co/FSINkqeK4n,Le ConcoursParcs vous offre la chance de vivre histoire des vikings au LHN de AnseauxMeadows couverte https co WcbeIFWwVk https co FSINkqeK4n,"['#ConcoursParcs', '#AnseauxMeadows', '#CarteD']",Social,9,0.0,fr,ParcsCanada_tweeter
409,409,862702675363860480,2017-05-11 16:15:20,['https://t.co/0ynOWmsgR'],C'est le temps du #DéfiParcs de la #FêtedesMères! Partagez une photo ou une vidéo de votre #mère cette semaine ❤ https://t.co/0ynOWmsgR2,est le temps du fiParcs de la res Partagez une photo ou une de votre cette semaine https co 0ynOWmsgR2,"['#D', '#F', '#m']",Social,9,0.0,fr,ParcsCanada_tweeter
410,410,854741734286405633,2017-04-19 17:01:24,['https://t.co/Zg6qWPdRin'],"3, 2, 1, c'est le temps du #CanadaChat! 6 questions, utilisez R1, R2, etc., et #CanadaChat en répondant. Nous partagerons nos préférées! https://t.co/Zg6qWPdRin",est le temps du CanadaChat questions utilisez R1 R2 etc et CanadaChat en pondant Nous partagerons nos es https co Zg6qWPdRin,"['#CanadaChat', '#CanadaChat']",Social,9,0.0,fr,ParcsCanada_tweeter
411,411,816268316180447233,2017-01-03 13:01:46,"['https://t.co/4tfIR7skyh', 'https://t.co/kKjXY4yQyt']",Vous connaissez une classe de 2e sec./8e année qui aimerait gagner un voyage au LHN de Port-Royal? https://t.co/4tfIR7skyh @passeportparcs https://t.co/kKjXY4yQyt,Vous connaissez une classe de 2e sec 8e qui aimerait gagner un voyage au LHN de Port Royal https co 4tfIR7skyh passeportparcs https co kKjXY4yQyt,[],Social,9,0.0,fr,ParcsCanada_tweeter
412,412,838094339758669824,2017-03-04 18:30:36,['https://t.co/zC9yvmlGo6'],Nous sommes heureux de célébrer #Canada150! Avez-vous votre carte d’entrée Découverte #gratuite? #MontrezVotreCarte! https://t.co/zC9yvmlGo6,Nous sommes heureux de brer Canada150 Avez vous votre carte couverte gratuite MontrezVotreCarte https co zC9yvmlGo6,"['#Canada150', '#gratuite', '#MontrezVotreCarte']",Social,9,0.0,fr,ParcsCanada_tweeter
413,413,862302569217105920,2017-05-10 13:45:27,"['https://t.co/YwrKKBrdt', 'https://t.co/ObE8yLjcPe']",Fans d'#histoire : visitez le LHN de la Bataille-du-Moulin-à-Vent pour découvrir un point tournant de l'histoire 🇨🇦 https://t.co/YwrKKBrdtd https://t.co/ObE8yLjcPe,Fans histoire visitez le LHN de la Bataille du Moulin Vent pour couvrir un point tournant de histoire https co YwrKKBrdtd https co ObE8yLjcPe,['#histoire'],Economical,9,0.0,fr,ParcsCanada_tweeter
414,414,912129567283965952,2017-09-25 01:40:10,['https://t.co/HDbXSm14NB'],La forêt carolinienne du @PNPointePelee est la plus petite des régions forestières canadiennes et aussi la plus densément peuplée. https://t.co/HDbXSm14NB,La carolinienne du PNPointePelee est la plus petite des gions res canadiennes et aussi la plus ment https co HDbXSm14NB,[],Economical,9,0.0,fr,ParcsCanada_tweeter
415,415,911194688635404288,2017-09-22 11:45:17,"['https://t.co/LaMxXeMQzt', 'https://t.co/NF5Pz5qJPY']",L'attente est terminée... L'automne est enfin là! 🍂 Lancez la saison avec nos activités : https://t.co/LaMxXeMQzt https://t.co/NF5Pz5qJPY,attente est automne est enfin Lancez la saison avec nos https co LaMxXeMQzt https co NF5Pz5qJPY,[],Environmental,9,0.0,fr,ParcsCanada_tweeter
416,416,854754015627890688,2017-04-19 17:50:12,"['https://t.co/H03yEokvOe', 'https://t.co/UJ7DDXC0W']",R5. Le LHN parfait pour vous: https://t.co/H03yEokvOe Nos aires marines nationales de conservation sont aussi gratuites en 2017! #CanadaChat https://t.co/UJ7DDXC0W2,R5 LHN parfait https co H03yEokvOe aires marines nationales conservation aussi gratuites 2017 CanadaChat https co UJ7DDXC0W2,['#CanadaChat'],Social,9,0.0,fr,ParcsCanada_tweeter
417,417,877920408258793472,2017-06-22 16:05:10,['https://t.co/YivhnyFICr'],Un #DéfiParcs pour les amateurs de plein air... nous voulons voir votre installation de #camping! Allez dehors et montrez-nous! https://t.co/YivhnyFICr,Un fiParcs pour les amateurs de plein air nous voulons voir votre installation de camping Allez dehors et montrez nous https co YivhnyFICr,"['#D', '#camping']",Environmental,9,0.0,fr,ParcsCanada_tweeter
418,418,890198864011153408,2017-07-26 13:15:22,"['https://t.co/AEMRbtgTGP', 'https://t.co/vCR8MGWl8S']",Grimpez le sommet le plus élevé ou faites une randonnée à un nouvel endroit ... c'est le Jour de tout ou rien! 🏔👊 https://t.co/AEMRbtgTGP https://t.co/vCR8MGWl8S,Grimpez le sommet le plus ou faites une un nouvel endroit est le Jour de tout ou rien https co AEMRbtgTGP https co vCR8MGWl8S,[],Environmental,9,0.0,fr,ParcsCanada_tweeter
419,419,817356377660260352,2017-01-06 13:05:20,['https://t.co/02iAEIYZFx'],#SVQ le Centre d’information du parc #Jasper est un LHN? Quel magnifique bâtiment rustique à voir avant de dévaler les pentes! #LHN100 https://t.co/02iAEIYZFx,SVQ le Centre information du parc Jasper est un LHN Quel magnifique timent rustique voir avant de valer les pentes LHN100 https co 02iAEIYZFx,"['#SVQ', '#Jasper', '#LHN100']",Environmental,9,0.0,fr,ParcsCanada_tweeter
420,420,860125663860228096,2017-05-04 13:35:13,['https://t.co/oR71Rzk3iN'],"Dans nos réserves de ciel étoilé, admirez des galaxies lointaines et même une station spatiale. Oups! Non, la lune! #MayTheFourthBeWithYou https://t.co/oR71Rzk3iN",Dans nos serves de ciel admirez des galaxies lointaines et une station spatiale Oups Non la lune MayTheFourthBeWithYou https co oR71Rzk3iN,['#MayTheFourthBeWithYou'],Economical,9,0.0,fr,ParcsCanada_tweeter
421,421,817422019037954050,2017-01-06 17:26:10,[],"RT @environnementca: Cette année, Canada accueille la Journée mond. #Environnement. Le compte à reb. est lancé : + que 150 jrs! #JME2017 ht…",RT environnementca Cette Canada accueille la mond Environnement Le compte reb est que 150 jrs JME2017,"['#Environnement', '#JME2017']",Social,9,0.0,fr,ParcsCanada_tweeter
422,422,837302001893576705,2017-03-02 14:02:08,['https://t.co/O7eheyJbK'],"« Aujourd’hui, c’est ton jour! Ta montagne attend. Alors… mets-toi en route! » #DrSeuss #JournéeMondialeDuLivre @spectacularNWT https://t.co/O7eheyJbKc",hui est ton jour Ta montagne attend mets toi en route DrSeuss eMondialeDuLivre spectacularNWT https co O7eheyJbKc,"['#DrSeuss', '#Journ']",Economical,9,0.0,fr,ParcsCanada_tweeter
423,423,858878773726507008,2017-05-01 03:00:31,['https://t.co/JoRYSQW066'],Plongez-vous dans l’histoire grâce au #NOUVEAU guide des lieux hist. nationaux du #Canada de @NatGeo #LHN100 https://t.co/JoRYSQW066,Plongez vous dans histoire ce au NOUVEAU guide des lieux hist nationaux du Canada de NatGeo LHN100 https co JoRYSQW066,"['#NOUVEAU', '#Canada', '#LHN100']",Social,9,0.0,fr,ParcsCanada_tweeter
424,424,853284442365984769,2017-04-15 16:30:38,"['https://t.co/iqT1lKNPoT', 'https://t.co/9qAlSjNP9l']",Vous cherchez à sortir de la norme? Ce guide des parcs nationaux éloignés de @MEC_PleinAir est pour vous! https://t.co/iqT1lKNPoT https://t.co/9qAlSjNP9l,Vous cherchez sortir de la norme Ce guide des parcs nationaux de est pour vous https co iqT1lKNPoT https co 9qAlSjNP9l,[],Environmental,9,0.0,fr,ParcsCanada_tweeter
425,425,808779811070103554,2016-12-13 21:05:08,"['https://t.co/1MPvs2qPaK', 'https://t.co/3mPnsAy6NI']",Le #ConcoursParcs est en cours! Procurez-vous une #CarteDécouverte AUJOURD'HUI et vous pourriez gagner! #ExploreNL https://t.co/1MPvs2qPaK https://t.co/3mPnsAy6NI,Le ConcoursParcs est en cours Procurez vous une couverte AUJOURD HUI et vous pourriez gagner ExploreNL https co 1MPvs2qPaK https co 3mPnsAy6NI,"['#ConcoursParcs', '#CarteD', '#ExploreNL']",Economical,9,0.0,fr,ParcsCanada_tweeter
426,426,873242547593916416,2017-06-09 18:17:02,['https://t.co/oZeIwC7oT6'],RT @Explorezsansfin: Un Top 5 parfait! Découvrez les meilleures excursions d’un jour depuis @quebecregion : https://t.co/oZeIwC7oT6 #Explor…,RT Explorezsansfin Un Top parfait couvrez les meilleures excursions un jour depuis quebecregion https co oZeIwC7oT6,['#Explor'],Social,9,0.625,fr,ParcsCanada_tweeter
427,427,867549559924326401,2017-05-25 01:15:08,['https://t.co/u0xJC1wY6f'],On profite encore plus du grand air en ne laissant pas de trace derrière soi! Campez dans les zones désignées 🌿 #SemaineCanadienneDuCamping https://t.co/u0xJC1wY6f,profite encore plus du grand air en ne laissant pas de trace soi Campez dans les zones es SemaineCanadienneDuCamping https co u0xJC1wY6f,['#SemaineCanadienneDuCamping'],Environmental,9,0.625,fr,ParcsCanada_tweeter
428,428,828710321376358401,2017-02-06 21:01:51,"['https://t.co/gV1wG1Fex', 'https://t.co/NTDNy04p5X']",Préparez votre liste d’activités hivernales et faites l’expérience d’un #hiver typiquement #ParcsCanada : https://t.co/gV1wG1FexC https://t.co/NTDNy04p5X,parez votre liste hivernales et faites rience un hiver typiquement ParcsCanada https co gV1wG1FexC https co NTDNy04p5X,"['#hiver', '#ParcsCanada']",Social,9,0.0,fr,ParcsCanada_tweeter
429,429,810657186015801345,2016-12-19 01:25:09,"['https://t.co/1MPvs2qPaK', 'https://t.co/6YPBno1esq']","La #CarteDécouverte est disponible en ligne, aux portes d'entrée et centres d'information jusqu'à la fin 2017! https://t.co/1MPvs2qPaK https://t.co/6YPBno1esq",La couverte est disponible en ligne aux portes et centres information jusqu la fin 2017 https co 1MPvs2qPaK https co 6YPBno1esq,['#CarteD'],Social,9,0.0,fr,ParcsCanada_tweeter
430,430,883030439790866432,2017-07-06 18:30:37,"['https://t.co/EkAQYLsoA', 'https://t.co/XjKzkMYGqh']","Le 8 juillet, entrez dans l’histoire en poussant les portes de nos lieux historiques. #Journéelieuxhistoriques  https://t.co/EkAQYLsoA8 https://t.co/XjKzkMYGqh",Le juillet entrez dans histoire en poussant les portes de nos lieux historiques elieuxhistoriques https co EkAQYLsoA8 https co XjKzkMYGqh,['#Journ'],Environmental,9,0.0,fr,ParcsCanada_tweeter
431,431,883673322608787456,2017-07-08 13:05:12,['https://t.co/Z9UO2hiYer'],"#SVQ le 26 oct 1813, #Montréal a été sauvée d'une attaque américaine? Pour tout savoir, visitez le LHN de la Bataille-de-la-Châteauguay. https://t.co/Z9UO2hiYer",SVQ le 26 oct 1813 al une attaque ricaine Pour tout savoir visitez le LHN de la Bataille de la teauguay https co Z9UO2hiYer,"['#SVQ', '#Montr']",Social,9,0.0,fr,ParcsCanada_tweeter
432,432,868846862614319105,2017-05-28 15:10:09,['https://t.co/eC6iobz2wm'],"Il reste du temps pour relever le #DéfiParcs! Téléchargez l'#AppliPC, prenez une photo et ajoutez un collant #Canada150! https://t.co/eC6iobz2wm",Il reste du temps pour relever le fiParcs chargez AppliPC prenez une photo et ajoutez un collant Canada150 https co eC6iobz2wm,"['#D', '#AppliPC', '#Canada150']",Social,9,0.0,fr,ParcsCanada_tweeter
433,433,883741742125776897,2017-07-08 17:37:05,[],RT @ministre_ec: Joyeuse #JournéeLieuxHistoriques 🇨🇦! Découvrez l’#histoire du Canada dans un lieu de @ParcsCanada près de chez vous! https…,RT Joyeuse eLieuxHistoriques couvrez histoire du Canada dans un lieu de ParcsCanada de chez vous,"['#Journ', '#histoire']",Environmental,9,0.0,fr,ParcsCanada_tweeter
434,434,883781521882087425,2017-07-08 20:15:09,['https://t.co/YuTXEpPKZN'],Rendez votre week-end historique! Prenez un égoportrait dans un lieu historique pour le #DéfiParcs. #JourneeLieuxHistoriques https://t.co/YuTXEpPKZN,Rendez votre week end historique Prenez un goportrait dans un lieu historique pour le fiParcs JourneeLieuxHistoriques https co YuTXEpPKZN,"['#D', '#JourneeLieuxHistoriques']",Environmental,9,0.0,fr,ParcsCanada_tweeter
435,435,848933195265568769,2017-04-03 16:20:20,"['https://t.co/QqLWkcgIhA', 'https://t.co/aRcVbyXJk']",Cette semaine en #histoire: sur la crête de #Vimy #PGM100 https://t.co/QqLWkcgIhA #Vimy100 https://t.co/aRcVbyXJkC,Cette semaine en histoire sur la de Vimy PGM100 https co QqLWkcgIhA Vimy100 https co aRcVbyXJkC,"['#histoire', '#Vimy', '#PGM100', '#Vimy100']",Social,9,0.0,fr,ParcsCanada_tweeter
436,436,884370427975487489,2017-07-10 11:15:15,['https://t.co/QQk4WscaRR'],"Ce #LundiMotivation, sortez dehors et profitez du soleil dans nos parcs tôt le matin! C'est parfait pour les amants de la nature! 🌅 https://t.co/QQk4WscaRR",Ce LundiMotivation sortez dehors et profitez du soleil dans nos parcs le matin est parfait pour les amants de la nature https co QQk4WscaRR,['#LundiMotivation'],Environmental,9,0.0,fr,ParcsCanada_tweeter
437,437,874724169002479618,2017-06-13 20:24:28,['https://t.co/e4lLac2Fv'],RT @TourismeNB: Les 5 endroits les plus dignes d’Instagram au Nouveau-Brunswick : https://t.co/e4lLac2FvC | 📷 : tellielynn/IG #ExploreNB #E…,RT TourismeNB Les endroits les plus dignes Instagram au Nouveau Brunswick https co e4lLac2FvC tellielynn IG ExploreNB,"['#ExploreNB', '#E']",Environmental,9,0.0,fr,ParcsCanada_tweeter
