Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,account_name,average_sentiment_score,sentiment,matched_keywords,category
208,460123390028_10156801902790029,2016-04-14 14:45:14,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156801902790029/?type=3,Testez vos connaissances en météorologie! La production de prévisions et d’avertissements météorologiques pour un pays de la taille du Canada nécessite plusieurs réseaux de surveillance qui recueillent des données de centaines de sites. Êtes-vous en mesure d’identifier les instruments de surveillance sur ces photos?,Testez vos connaissances en météorologie! La production de prévisions et d’avertissements météorologiques pour un pays de la taille du Canada nécessite plusieurs réseaux de surveillance qui recueillent des données de centaines de sites. Êtes-vous en mesure d’identifier les instruments de surveillance sur ces photos?,[],6,1,2,5,1,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.10666666666666667,positive,[],['other']
209,460123390028_10159803928805029,2017-12-29 09:43:40,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1743688695702487/?type=3,,,[],8,0,1,8,0,0,0,0,0,0,9,tl,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
210,460123390028_10159676572065029,2017-11-30 12:00:30,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159676572065029/?type=3,"À la COP23 BONN, la ministre de l’Environnement et du Changement climatique, Catherine McKenna, a rencontré le cinéaste canadien, Mark Terry, qui a créé un projet visant à présenter environ 300 vidéos de recherche sur le climat. Consultez la carte pour explorer ces vidéos produites dans le monde entier!
http://ow.ly/4O6B30gU4ub","À la COP23 BONN, la ministre de l’Environnement et du Changement climatique, Catherine McKenna, a rencontré le cinéaste canadien, Mark Terry, qui a créé un projet visant à présenter environ vidéos de recherche sur le climat. Consultez la carte pour elorer ces vidéos produites dans le monde entier!",[],7,2,0,6,1,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
211,460123390028_10158307280645029,2017-02-28 12:09:48,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158307280645029/?type=3,Le Service météorologique du Canada produit des prévisions météorologiques depuis 1871. Les nouveaux radars météo permettront d’offrir des prévisions et des avertissements météo plus précis et opportuns afin de servir adéquatement les Canadiens dans l’ensemble du pays. http://ow.ly/sZQH309rBBs,Le Service météorologique du Canada produit des prévisions météorologiques depuis . Les nouveaux radars météo permettront d’offrir des prévisions et des avertissements météo plus précis et opportuns afin de servir adéquatement les Canadiens dans l’ensemble du pays.,[],6,0,3,6,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
212,460123390028_10156977134320029,2016-06-01 10:45:15,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156977134320029/?type=3,"Aujourd’hui est la première journée officielle de la saison des ouragans 2016. 
Préparez-vous si une tempête approche! La prévention des pertes de vies et la réduction des dommages causés aux biens par les ouragans sont des responsabilités que nous partageons tous. http://ow.ly/QzCV300O0jw",Aujourd’hui est la première journée officielle de la saison des ouragans . Préparez-vous si une tempête approche! La prévention des pertes de vies et la réduction des dommages causés aux biens par les ouragans sont des responsabilités que nous partageons tous.,[],5,0,4,5,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
213,460123390028_10159727945705029,2017-12-11 15:48:23,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1940933525933342/?type=3,,,[],9,0,0,8,1,0,0,0,0,0,9,tl,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
214,460123390028_10157585825940029,2016-10-13 10:40:53,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157585825940029/?type=3,"Environnement et Changement climatique Canada collabore avec Conservation de la nature Canada afin de protéger plus de 70 hectares d’habitats importants pour les espèces sauvages, y compris des terres humides riveraines près du site The Ramsar Convention on Wetlands de Musquodoboit Harbour en Nouvelle-Écosse, lequel est géré par la province. http://ow.ly/KZGa3059eNb http://ow.ly/d3Ek3059eNQ","Environnement et Changement climatique Canada collabore avec Conservation de la nature Canada afin de protéger plus de hectares d’habitats importants pour les espèces sauvages, y compris des terres humides riveraines près du site The Ramsar Convention on Wetlands de Musquodoboit Harbour en Nouvelle-Écosse, lequel est géré par la province.",[],8,1,0,8,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
215,460123390028_10157663215915029,2016-10-28 09:20:14,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157663215915029/?type=3,"Suivez le nouveau compte Instagram du gouvernement du Canada à @environnementcan et découvrez des photos exclusives de la nature prises en catimini, comme celle de ce magnifique macareux. http://ow.ly/fCKo305CR7c","Suivez le nouveau compte Instagram du gouvernement du Canada à et découvrez des photos exclusives de la nature prises en catimini, comme celle de ce magnifique macareux. c",[],8,0,1,8,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
216,460123390028_10157679453860029,2016-10-31 07:45:55,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157679453860029/?type=3,Myriam est une scientifique à Environnement et Changement climatique Canada. Elle surveille la qualité de l’eau du fleuve Saint-Laurent en consacrant une attention particulière aux contaminants. #GrâceÀElle http://ow.ly/mk01305H4t3,Myriam est une scientifique à Environnement et Changement climatique Canada. Elle surveille la qualité de l’eau du fleuve Saint-Laurent en consacrant une attention particulière aux contaminants. âceÀElle,['#Gr'],8,1,0,8,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.7,positive,[],['other']
217,460123390028_10158540156670029,2017-04-13 08:04:28,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158540156670029/,"Favoriser l’eau douce saine est une priorité pour le gouvernement du Canada. Protéger l’eau douce et les écosystèmes marins est essentiel à la santé et au mieux-être des Canadiens d’aujourd’hui et de demain. 

Voilà pourquoi le #Budget2017 alloue jusqu’à 70,5 M$ à la protection des ressources en eau douce du Canada.","Favoriser l’eau douce saine est une priorité pour le gouvernement du Canada. Protéger l’eau douce et les écosystèmes marins est essentiel à la santé et au mieux-être des Canadiens d’aujourd’hui et de demain. Voilà pourquoi le alloue jusqu’à ,5 M$ à la protection des ressources en eau douce du Canada.",['#Budget2017'],6,1,2,5,0,1,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
218,460123390028_10156648687085029,2016-03-14 11:00:40,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156648687085029/?type=3,"Salutations aux passionnés d’oiseaux! Faites la connaissance du Cardinal rouge. On retrouve cette espèce magnifique principalement dans la région carolinienne de l’Ontario, mais son territoire s’est étendu également à l’est de l’Ontario et au sud du Québec, de même qu’à certaines régions du Nouveau-Brunswick et de la Nouvelle-Écosse. http://ow.ly/Zrfo4","Salutations aux passionnés d’oiseaux! Faites la connaissance du Cardinal rouge. On retrouve cette espèce magnifique principalement dans la région carolinienne de l’Ontario, mais son territoire s’est étendu également à l’est de l’Ontario et au sud du Québec, de même qu’à certaines régions du Nouveau-Brunswick et de la Nouvelle-Écosse.",[],7,0,2,7,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
219,460123390028_10156572583815029,2016-02-25 08:20:33,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156572583815029/?type=3,La géocachette est une activité privilégiée pour se rapprocher de la nature. Découvrez les 4 géocaches hivernales de la réserve nationale de faune du Cap Tourmente au Québec pour en apprendre davantage sur la nature et les aires protégées d’Environnement et Changement climatique Canada. http://ow.ly/YI7yy,La géocachette est une activité privilégiée pour se rapprocher de la nature. Découvrez les géocaches hivernales de la réserve nationale de faune du Cap Tourmente au Québec pour en apprendre davantage sur la nature et les aires protégées d’Environnement et Changement climatique Canada.,[],8,0,1,8,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
220,460123390028_10159634645625029,2017-11-20 15:45:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159634644685029/?type=3,"La ministre canadienne de l’Environnement et du Changement climatique, Catherine McKenna, est l’hôte cette semaine d’une réunion internationale à Montréal axée en partie sur la mise en œuvre de la plus grande mesure mondiale de lutte contre les changements climatiques jamais prise : l’élimination progressive des hydrofluorocarbures (HFC). 

Nous utilisons tous des HFC dans les appareils tels que les réfrigérateurs et les climatiseurs, et ils nous refroidissent avec une très grande efficacité. Malheureusement, ils réchauffent aussi la planète. Les délégués à la réunion du Protocole de Montréal travaillent à la mise en œuvre de l’amendement de Kigali au Protocole de Montréal, qui appelle à une élimination progressive mondiale des HFC. Les pays ont adopté l’amendement l’année passée, et le Canada est récemment devenu l’un des premiers pays à le ratifier. 

Le Canada prend d’énormes mesures pour assurer un avenir propre à nos enfants et à nos petits-enfants et, dans le cadre de ces efforts, conseille vivement aux autres pays de ratifier l’amendement de Kigali.","La ministre canadienne de l’Environnement et du Changement climatique, Catherine McKenna, est l’hôte cette semaine d’une réunion internationale à Montréal axée en partie sur la mise en œuvre de la plus grande mesure mondiale de lutte contre les changements climatiques jamais prise : l’élimination progressive des hydrofluorocarbures (HFC). Nous utilisons tous des HFC dans les appareils tels que les réfrigérateurs et les climatiseurs, et ils nous refroidissent avec une très grande efficacité. Malheureusement, ils réchauffent aussi la planète. Les délégués à la réunion du Protocole de Montréal travaillent à la mise en œuvre de l’amendement de Kigali au Protocole de Montréal, qui appelle à une élimination progressive mondiale des HFC. Les pays ont adopté l’amendement l’année passée, et le Canada est récemment devenu l’un des premiers pays à le ratifier. Le Canada prend d’énormes mesures pour assurer un avenir propre à nos enfants et à nos petits-enfants et, dans le cadre de ces efforts, conseille vivement aux autres pays de ratifier l’amendement de Kigali.",[],4,1,4,3,1,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.665,positive,[],['other']
221,460123390028_10156856655660029,2016-04-30 06:00:51,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156856655660029/?type=3,"C’est presque le temps de planter des fleurs dans votre jardin. Accueillez la beauté des oiseaux, des papillons, des abeilles et autres pollinisateurs durant tout l’été. http://ow.ly/4neSNG","C’est presque le temps de planter des fleurs dans votre jardin. Accueillez la beauté des oiseaux, des papillons, des abeilles et autres pollinisateurs durant tout l’été.",[],6,1,2,6,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
222,460123390028_10156541131825029,2016-02-16 08:10:15,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156541131825029/?type=3,Bonjour ornithologues! Connaissez-vous le rapport sur la situation des oiseaux au Canada? Il suit la population et la répartition d’environ 450 espèces. Obtenez les données les plus récentes. http://ow.ly/YnxSz,Bonjour ornithologues! Connaissez-vous le rapport sur la situation des oiseaux au Canada? Il suit la population et la répartition d’environ espèces. Obtenez les données les plus récentes.,[],9,0,0,9,0,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
223,460123390028_10158024955005029,2017-01-05 08:15:21,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158024955005029/,"Il n’est pas trop tard pour donner votre avis sur la proposition de désigner le banc de Sainte-Anne, situé à l’est du cap Breton en Nouvelle-Écosse, comme zone de protection marine. 

La période de consultation publique aura lieu jusqu’au 31 janvier. Assurez-vous de lire le projet de règlement et de nous faire part de vos commentaires sur les plans visant à protéger cet habitat unique qui abrite des espèces marines menacées et en voie de disparition. 

À vous la parole! http://ow.ly/OZeF307G2gj","Il n’est pas trop tard pour donner votre avis sur la proposition de désigner le banc de Sainte-Anne, situé à l’est du cap Breton en Nouvelle-Écosse, comme zone de protection marine. La période de consultation publique aura lieu jusqu’au janvier. Assurez-vous de lire le projet de règlement et de nous faire part de vos commentaires sur les plans visant à protéger cet habitat unique qui abrite des espèces marines menacées et en voie de disparition. À vous la parole!",[],6,0,3,5,1,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
224,460123390028_10157903080720029,2016-12-13 09:08:08,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157903080720029/?type=3,"Brrr! 🌬 Il fait froid dehors, mais il n’est jamais trop tard pour hiverniser votre maison en ajoutant des matériaux isolants, du calfeutrage ou des coupes-froid. Remplacez vos vieilles fenêtres et portes, modernisez vos appareils de chauffage et choisissez des appareils et des ampoules éco-énergétiques. 

En améliorant le rendement énergétique de votre maison, vous épargnez l’environnement et votre portefeuille! La Stratégie fédérale de développement durable de 2016-2019 a plus d’idées sur les façons dont vous pouvez passer à l’action. Faites-nous part des mesures que vous prenez à cet égard. #FSDS #Durabilité http://ow.ly/ktDK30755Or","Brrr! Il fait froid dehors, mais il n’est jamais trop tard pour hiverniser votre maison en ajoutant des matériaux isolants, du calfeutrage ou des coupes-froid. Remplacez vos vieilles fenêtres et portes, modernisez vos appareils de chauffage et choisissez des appareils et des ampoules éco-énergétiques. En améliorant le rendement énergétique de votre maison, vous épargnez l’environnement et votre portefeuille! La Stratégie fédérale de développement durable de -2019 a plus d’idées sur les façons dont vous pouvez passer à l’action. Faites-nous part des mesures que vous prenez à cet égard. é","['#FSDS', '#Durabilit']",8,0,1,6,2,0,0,0,0,0,9,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
225,460123390028_10159712754860029,2017-12-08 08:30:10,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159712754860029/?type=3,"Selon vous, à quoi ressemblera l’avenir vert? Notre vision pour le Canada : que notre pays devienne l’un des plus écologiques du monde en offrant une qualité de vie en constante amélioration. La Stratégie fédérale de développement durable mise sur 13 objectifs pour aider le Canada à y parvenir. Pour en apprendre davantage, consultez la stratégie : http://ow.ly/BZeM30h38q3","Selon vous, à quoi ressemblera l’avenir vert? Notre vision pour le Canada : que notre pays devienne l’un des plus écologiques du monde en offrant une qualité de vie en constante amélioration. La Stratégie fédérale de développement durable mise sur objectifs pour aider le Canada à y parvenir. Pour en apprendre davantage, consultez la stratégie :",[],7,0,1,6,1,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
226,460123390028_10157189520515029,2016-07-21 09:39:32,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157189520515029/?type=3,"Saviez-vous que le refroidissement de vos aliments, de votre maison et de votre voiture pouvait peut-être réchauffer notre planète? Les produits chimiques appelés HFC utilisés dans les réfrigérateurs, les climatiseurs et d’autres endroits sont de puissants gaz à effet de serre. Voilà pourquoi le Canada se joint à d’autres nations à Vienne afin de parvenir à un accord sur l’élimination progressive des HFC au titre du Protocole de Montréal.","Saviez-vous que le refroidissement de vos aliments, de votre maison et de votre voiture pouvait peut-être réchauffer notre planète? Les produits chimiques appelés HFC utilisés dans les réfrigérateurs, les climatiseurs et d’autres endroits sont de puissants gaz à effet de serre. Voilà pourquoi le Canada se joint à d’autres nations à Vienne afin de parvenir à un accord sur l’élimination progressive des HFC au titre du Protocole de Montréal.",[],7,0,1,6,1,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
227,460123390028_10156797378890029,2016-04-13 10:08:01,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156797378890029/?type=3,"La Semaine nationale de la conservation de la faune bat son plein. Les chercheurs d’Environnement et Changement climatique Canada travaillent partout dans le monde avec leurs partenaires à protéger nos chers oiseaux de rivage.
 
Rencontrez Julie, une chercheuse qui était récemment au Brésil pour étudier la migration du Bécasseau semipalmé avec New Jersey Audubon et un ONG local, Coastal Birds Project Brazil. http://ow.ly/10CkvO","La Semaine nationale de la conservation de la faune bat son plein. Les chercheurs d’Environnement et Changement climatique Canada travaillent partout dans le monde avec leurs partenaires à protéger nos chers oiseaux de rivage. Rencontrez Julie, une chercheuse qui était récemment au Brésil pour étudier la migration du Bécasseau semipalmé avec New Jersey Audubon et un ONG local, Coastal Birds Project Brazil.",[],8,0,0,8,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
228,460123390028_10159390687370029,2017-09-25 12:56:58,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159390687370029/,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a rencontré Durwood Zaekle, président de Institute for Governance & Sustainable Development pour discuter de la façon dont le Protocol de Montréal a ouvert la voie à l’Accord de Paris et à l’action climatique.

Voyez l’entrevue intégrale!","La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a rencontré Durwood Zaekle, président de Institute for Governance & Sustainable Development pour discuter de la façon dont le Protocol de Montréal a ouvert la voie à l’Accord de Paris et à l’action climatique. Voyez l’entrevue intégrale!",[],7,0,1,7,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
229,460123390028_10157950381845029,2016-12-22 07:55:12,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157950381845029/?type=3,"Une équipe de recherche d’Environnement et Changement climatique Canada a traversé les Territoires du Nord-Ouest et le Nunavut en motoneige pour prendre des mesures systématiques de la neige dans les régions pour la première fois. Voici leur camp dans une vallée près du lac Aberdeen, dans les Territoires du Nord-Ouest. #ScienceArctique

À titre de référence : Derksen, C., A. Silis, M. Sturm, J. Holmgren, G. Liston, H. Huntington et D. Solie. 2009. « Northwest Territories and Nunavut Snow Characteristics from a Subarctic Traverse: Implications for Passive Microwave Remote Sensing », Journal of Hydrometeorology, 10, 448–463. http://ow.ly/iis2307m5zz (disponible en anglais seulement)","Une équipe de recherche d’Environnement et Changement climatique Canada a traversé les Territoires du Nord-Ouest et le Nunavut en motoneige pour prendre des mesures systématiques de la neige dans les régions pour la première fois. Voici leur camp dans une vallée près du lac Aberdeen, dans les Territoires du Nord-Ouest. À titre de référence : Derksen, C., A. Silis, M. Sturm, J. Holmgren, G. Liston, H. Huntington et D. Solie. . « Northwest Territories and Nunavut Snow Characteristics from a Subarctic Traverse: Implications for Passive Microwave Remote Sensing », Journal of Hydrometeorology, , –463. (disponible en anglais seulement)",['#ScienceArctique'],7,0,1,7,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
230,460123390028_10159714100155029,2017-12-08 13:47:30,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159714097815029/?type=3,"Saviez-vous que deux supersites de science météorologique ont été construits à Iqaluit et à Whitehorse? Les besoins en information météorologique dans le Nord sont différents de ceux de la population du reste du Canada. Par exemple, la poudrerie et le brouillard glacé sont des renseignements essentiels encore plus importants que la température et l’humidité pour les collectivités nordiques. 

L’équipe de science météorologique d’Environnement et Changement climatique Canada utilisera les données des supersites pour mieux comprendre et appuyer les prévisions météo qui répondent mieux aux besoins des personnes qui vivent dans le Nord. #ScienceArctique","Saviez-vous que deux supersites de science météorologique ont été construits à Iqaluit et à Whitehorse? Les besoins en information météorologique dans le Nord sont différents de ceux de la population du reste du Canada. Par exemple, la poudrerie et le brouillard glacé sont des renseignements essentiels encore plus importants que la température et l’humidité pour les collectivités nordiques. L’équipe de science météorologique d’Environnement et Changement climatique Canada utilisera les données des supersites pour mieux comprendre et appuyer les prévisions météo qui répondent mieux aux besoins des personnes qui vivent dans le Nord.",['#ScienceArctique'],7,1,0,6,1,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
231,460123390028_10157214142625029,2016-07-27 08:25:10,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157214142625029/?type=3,Voici cinq raisons pour lesquelles vous ne devriez pas faire de la contrebande de tortues en les mettant dans vos pantalons. La troisième raison est particulièrement importante. http://ow.ly/nF1F302Etbr,Voici cinq raisons pour lesquelles vous ne devriez pas faire de la contrebande de tortues en les mettant dans vos pantalons. La troisième raison est particulièrement importante.,[],8,0,0,8,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
232,460123390028_10156820458720029,2016-04-19 16:55:15,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156820458720029/?type=3,"RSVP! Nous allons sur Facebook en direct ce jeudi, de 10h à 11h (HE), et vous êtes invités! http://ow.ly/4mScmq","RSVP! Nous allons sur Facebook en direct ce jeudi, de h à h (HE), et vous êtes invités!",[],5,0,3,5,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
233,460123390028_10157649689030029,2016-10-25 11:51:47,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10157649689030029/,"Bonne 1re #JournéeENERGYSTAR Canada! Saviez-vous que le programme ENERGY STAR joue un rôle important pour aider les Canadiens à être plus écoénergétiques? 

La ministre de l’Environnement et du Changement climatique, Catherine McKenna, et le ministre des Ressources naturelles du Canada, Jim Carr, sont heureux de souligner cette journée inaugurale, qui est aussi le 15e anniversaire du programme ENERGY STAR au Canada. Découvrez pourquoi les produits écoénergétiques sont aussi importants : http://ow.ly/qJs6305wo8i","Bonne re éeENERGYSTAR Canada! Saviez-vous que le programme ENERGY STAR joue un rôle important pour aider les Canadiens à être plus écoénergétiques? La ministre de l’Environnement et du Changement climatique, Catherine McKenna, et le ministre des Ressources naturelles du Canada, Jim Carr, sont heureux de souligner cette journée inaugurale, qui est aussi le e anniversaire du programme ENERGY STAR au Canada. Découvrez pourquoi les produits écoénergétiques sont aussi importants :",['#Journ'],6,1,1,5,1,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.2266666666666667,positive,[],['other']
234,460123390028_10158786948280029,2017-06-01 16:14:24,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158786948280029/,"C'est le #JourDuVéloAuCanada! Marchez ou roulez à vélo! Ces solutions simples réduiront la pollution de l'air, amélioreront la santé de la population et feront économiser de l'argent. http://ow.ly/Ac3X30ceRwe","C'est le éloAuCanada! Marchez ou roulez à vélo! Ces solutions simples réduiront la pollution de l'air, amélioreront la santé de la population et feront économiser de l'argent.",['#JourDuV'],8,0,0,7,0,0,1,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
235,460123390028_10157349831880029,2016-08-25 13:01:04,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157349831880029/?type=3,"Le Forum public sur les Grands Lacs du Canada et des États-Unis est une occasion unique pour la population des deux pays, notamment les peuples autochtones, les scientifiques, les chercheurs, les universitaires, les employés du gouvernement, les dirigeants communautaires et les jeunes, de se rassembler pour discuter des enjeux les plus importants qui touchent les Grands Lacs. Il permet également de célébrer tout ce qui rend nos Grands Lacs si uniques. 
Consultez le programme complet du Forum, y compris une liste de ceux qui comptent y assister du 4 au 6 octobre, à Toronto. http://ow.ly/YTLx303zDMG","Le Forum public sur les Grands Lacs du Canada et des États-Unis est une occasion unique pour la population des deux pays, notamment les peuples autochtones, les scientifiques, les chercheurs, les universitaires, les employés du gouvernement, les dirigeants communautaires et les jeunes, de se rassembler pour discuter des enjeux les plus importants qui touchent les Grands Lacs. Il permet également de célébrer tout ce qui rend nos Grands Lacs si uniques. Consultez le programme complet du Forum, y compris une liste de ceux qui comptent y assister du au octobre, à Toronto.",[],6,1,1,6,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
236,460123390028_10157029857140029,2016-06-14 12:40:11,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157029857140029/?type=3,"Du 13 au 19 juin, c’est la Semaine des mesures de sécurité en cas de foudre. http://ow.ly/1g2S301fS9w","Du au juin, c’est la Semaine des mesures de sécurité en cas de foudre.",[],2,0,6,1,1,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
237,460123390028_10159450786020029,2017-10-09 10:45:17,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159450786020029/?type=3,"Bonne Journée de l’Action de grâce! Lorsque vous retrouverez famille et amis ce weekend, pensez à sortir en plein air pour admirer les couleurs automnales! 🍂🍁","Bonne Journée de l’Action de grâce! Lorsque vous retrouverez famille et amis ce weekend, pensez à sortir en plein air pour admirer les couleurs automnales!",[],8,0,0,8,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
238,460123390028_10157376575065029,2016-08-30 20:58:23,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10157375279480029.1073741879.460123390028/10157375288065029/?type=3,L’Alberta est une province riche en ressources. Elle joue un rôle important dans le secteur énergétique du Canada. La ministre Catherine McKenna a rencontré des représentants des syndicats et des municipalités à Calgary afin de discuter d’une collaboration accrue en matière de lutte contre les changements climatiques et de l’économie verte de demain au Canada.,L’Alberta est une province riche en ressources. Elle joue un rôle important dans le secteur énergétique du Canada. La ministre Catherine McKenna a rencontré des représentants des syndicats et des municipalités à Calgary afin de discuter d’une collaboration accrue en matière de lutte contre les changements climatiques et de l’économie verte de demain au Canada.,[],4,1,3,4,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.7,positive,[],['other']
239,460123390028_10157206294605029,2016-07-25 10:00:53,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157206294605029/?type=3,« Je suis une Paruline rayée et j’en suis fière! » http://ow.ly/nPHT302zH7u,« Je suis une Paruline rayée et j’en suis fière! » u,[],7,0,1,6,1,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
240,460123390028_10158350946365029,2017-03-08 20:25:09,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158350946365029/?type=3,"Louise est une scientifique à Environnement et Changement climatique Canada. Elle surveille attentivement la santé du Grand Héron du fleuve Saint-Laurent, #QC. #SciCan #JIF2017 #ÉgalitéCompte http://ow.ly/VFRe309ILy9","Louise est une scientifique à Environnement et Changement climatique Canada. Elle surveille attentivement la santé du Grand Héron du fleuve Saint-Laurent, . ÉgalitéCompte 9","['#QC', '#SciCan', '#JIF2017', '#']",8,0,0,8,0,0,0,0,0,0,8,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
