Unnamed: 0,shortcode,mediaid,caption_hashtags,typename,url,caption_mentions,comments,caption,likes,tagged_users,date,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
172,BUfOgQ6lAVG,1.522e+18,"[""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""canyonmarble"",""marble"",""colombiebritannique"",""rivière"",""explorebc"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/abbfe472bb8446f1815d341e037bd1c6/5AD936E0/t51.2885-15/e35/19428982_1487082061354463_5802360796667183104_n.jpg,"[""pnwluvr""]",1,"Au confluent du ruisseau Tokumm et de la rivière Vermilion, le canyon Marble est un des canyons les plus colorés du parc national Kootenay. Le contraste éclatant entre les falaises vertes, le calcaire gris et les eaux bleues glacées donnent un charme tout particulier à l’endroit!Lors d’une randonnée dans nos parcs, n’oubliez pas que les plantes, les bois d’animaux, les coquillages et le bois flottant ne sont pas des souvenirs! Ils sont essentiels à la préservation de l’écosystème. Magnifique photo de  ère ée",180,[],2017-05-24T13:07:19,False,2017-05-24_13-07-19,parcs.canada,4141034395,,Au confluent du ruisseau Tokumm et de la Vermilion le canyon Marble est un des canyons les plus du parc national Kootenay Le contraste clatant entre les falaises vertes le calcaire gris et les eaux bleues es donnent un charme tout particulier endroit Lors une dans nos parcs oubliez pas que les plantes les bois animaux les coquillages et le bois flottant ne sont pas des souvenirs Ils sont essentiels la servation de Magnifique photo de,"['Au', 'confluent', 'du', 'ruisseau', 'Tokumm', 'et', 'de', 'la', 'Vermilion', 'le', 'canyon', 'Marble', 'est', 'un', 'des', 'canyons', 'les', 'plus', 'du', 'parc', 'national', 'Kootenay', 'Le', 'contraste', 'clatant', 'entre', 'les', 'falaises', 'vertes', 'le', 'calcaire', 'gris', 'et', 'les', 'eaux', 'bleues', 'es', 'donnent', 'un', 'charme', 'tout', 'particulier', 'endroit', 'Lors', 'une', 'dans', 'nos', 'parcs', 'oubliez', 'pas', 'que', 'les', 'plantes', 'les', 'bois', 'animaux', 'les', 'coquillages', 'et', 'le', 'bois', 'flottant', 'ne', 'sont', 'pas', 'des', 'souvenirs', 'Ils', 'sont', 'essentiels', 'la', 'servation', 'de', 'Magnifique', 'photo', 'de']","['au', u'confluent', 'du', u'ruisseau', u'tokumm', 'et', 'de', 'la', u'vermilion', 'le', u'canyon', u'marbl', u'est', 'un', u'des', u'canyon', u'les', u'plus', 'du', u'parc', u'nation', u'kootenay', 'le', u'contrast', u'clatant', u'entr', u'les', u'falais', u'vert', 'le', u'calcair', u'gris', 'et', u'les', u'eaux', u'bleue', 'es', u'donnent', 'un', u'charm', u'tout', u'particuli', u'endroit', u'lor', u'une', u'dan', u'nos', u'parc', u'oubliez', u'pas', u'que', u'les', u'plant', u'les', u'boi', u'animaux', u'les', u'coquillag', 'et', 'le', u'boi', u'flottant', 'ne', u'sont', u'pas', u'des', u'souvenir', u'il', u'sont', u'essentiel', 'la', u'servat', 'de', u'magnifiqu', u'photo', 'de']"
173,BUh1altF53z,1.52273e+18,"[""semainecanadienneducamping"",""campingweekca"",""camping"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""wanderlust"",""rivière"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/01cf4b230f5b153a957cec5e64f1ae84/5ADB1FB0/t51.2885-15/e35/19228804_117855918819832_2432917214463000576_n.jpg,"[""joeysplate""]",2,"La règle d’or du camping : laissez ce que vous trouvez et remportez ce qui vous appartient. Les objets enlevés ou introduits nuisent à l’intégrité naturelle et culturelle du parc national. En bon ami de la nature, ne laissez aucune trace de votre passage lorsque vous camper dans nos sites! Belle photo prise par au parc national des Glaciers!  ère ée",165,[],2017-05-25T13:25:49,False,2017-05-25_13-25-49,parcs.canada,4141034395,,La gle du camping laissez ce que vous trouvez et remportez ce qui vous appartient Les objets ou introduits nuisent naturelle et culturelle du parc national En bon ami de la nature ne laissez aucune trace de votre passage lorsque vous camper dans nos sites Belle photo prise par au parc national des Glaciers,"['La', 'gle', 'du', 'camping', 'laissez', 'ce', 'que', 'vous', 'trouvez', 'et', 'remportez', 'ce', 'qui', 'vous', 'appartient', 'Les', 'objets', 'ou', 'introduits', 'nuisent', 'naturelle', 'et', 'culturelle', 'du', 'parc', 'national', 'En', 'bon', 'ami', 'de', 'la', 'nature', 'ne', 'laissez', 'aucune', 'trace', 'de', 'votre', 'passage', 'lorsque', 'vous', 'camper', 'dans', 'nos', 'sites', 'Belle', 'photo', 'prise', 'par', 'au', 'parc', 'national', 'des', 'Glaciers']","['la', u'gle', 'du', u'camp', u'laissez', 'ce', u'que', u'vous', u'trouvez', 'et', u'remportez', 'ce', u'qui', u'vous', u'apparti', u'les', u'objet', 'ou', u'introduit', u'nuisent', u'naturell', 'et', u'culturell', 'du', u'parc', u'nation', 'en', u'bon', u'ami', 'de', 'la', u'natur', 'ne', u'laissez', u'aucun', u'trace', 'de', u'votr', u'passag', u'lorsqu', u'vous', u'camper', u'dan', u'nos', u'site', u'bell', u'photo', u'prise', u'par', 'au', u'parc', u'nation', u'des', u'glacier']"
174,BUkZRysFgnq,1.52345e+18,"[""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""wanderlust"",""ocean"",""chute"",""eau"",""plage"",""randonnée"",""colombiebritannique"",""victoria"",""hellobc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3dca2e9d36421b668d8c6208d5902a1b/5AE6ADD0/t51.2885-15/e35/19424951_1935712013373938_5829294171508178944_n.jpg,"[""daniel_joffre""]",2,"La plage Mystique porte bien son nom! Cet endroit féerique se trouve dans le parc national Pacific Rim, en Colombie-Britannique. Superbe photo de  ée",197,[],2017-05-26T13:17:40,False,2017-05-26_13-17-40,parcs.canada,4141034395,,La plage Mystique porte bien son nom Cet endroit erique se trouve dans le parc national Pacific Rim en Colombie Britannique Superbe photo de,"['La', 'plage', 'Mystique', 'porte', 'bien', 'son', 'nom', 'Cet', 'endroit', 'erique', 'se', 'trouve', 'dans', 'le', 'parc', 'national', 'Pacific', 'Rim', 'en', 'Colombie', 'Britannique', 'Superbe', 'photo', 'de']","['la', u'plage', u'mystiqu', u'port', u'bien', u'son', u'nom', u'cet', u'endroit', u'eriqu', 'se', u'trouv', u'dan', 'le', u'parc', u'nation', u'pacif', u'rim', 'en', u'colombi', u'britanniqu', u'superb', u'photo', 'de']"
175,BUnfZD-F15k,1.52433e+18,"[""camping"",""canada150"",""semainecanadienneducamping"",""campingweekca"",""camping"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""wanderlust"",""rivière"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5c868a611fb111e461bff0388925062a/5AF274B5/t51.2885-15/e35/19367824_1838280686489458_3246935253608038400_n.jpg,"[""j2hanson""]",2,Vous pourriez vous réveiller devant un tel panorama cet été!! Le est LA meilleure façon de profiter de la nature canadienne! Irez-vous camper pour ? Superbe photo de au parc national du Gros-Morne  ère ée,231,[],2017-05-27T18:08:49,False,2017-05-27_18-08-49,parcs.canada,4141034395,,Vous pourriez vous veiller devant un tel panorama cet Le est LA meilleure de profiter de la nature canadienne Irez vous camper pour Superbe photo de au parc national du Gros Morne,"['Vous', 'pourriez', 'vous', 'veiller', 'devant', 'un', 'tel', 'panorama', 'cet', 'Le', 'est', 'LA', 'meilleure', 'de', 'profiter', 'de', 'la', 'nature', 'canadienne', 'Irez', 'vous', 'camper', 'pour', 'Superbe', 'photo', 'de', 'au', 'parc', 'national', 'du', 'Gros', 'Morne']","[u'vous', u'pourriez', u'vous', u'veiller', u'devant', 'un', u'tel', u'panorama', u'cet', 'le', u'est', 'la', u'meilleur', 'de', u'profit', 'de', 'la', u'natur', u'canadienn', u'irez', u'vous', u'camper', u'pour', u'superb', u'photo', 'de', 'au', u'parc', u'nation', 'du', u'gros', u'morn']"
176,BUpMUQ3FGIn,1.5248e+18,"[""camping"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""wanderlust"",""lac"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/01c35a10283965edb86f0fc42d1c4b4e/5AF02CDE/t51.2885-15/e35/19367290_1379290145488106_5575997873931157504_n.jpg,"[""denis_paradis12""]",0,"Sur les rives du lac Supérieur, vous trouverez le parc national Pukaskwa. Ce dernier est parfait pour vous si vous aimez les randonnées le long des crêtes de granit avec vues imprenables sur le lac et les forêts luxuriantes! Merci de la photo,  ée",149,[],2017-05-28T10:00:37,False,2017-05-28_10-00-37,parcs.canada,4141034395,,Sur les rives du lac rieur vous trouverez le parc national Pukaskwa Ce dernier est parfait pour vous si vous aimez les es le long des de granit avec vues imprenables sur le lac et les luxuriantes Merci de la photo,"['Sur', 'les', 'rives', 'du', 'lac', 'rieur', 'vous', 'trouverez', 'le', 'parc', 'national', 'Pukaskwa', 'Ce', 'dernier', 'est', 'parfait', 'pour', 'vous', 'si', 'vous', 'aimez', 'les', 'es', 'le', 'long', 'des', 'de', 'granit', 'avec', 'vues', 'imprenables', 'sur', 'le', 'lac', 'et', 'les', 'luxuriantes', 'Merci', 'de', 'la', 'photo']","[u'sur', u'les', u'rive', 'du', u'lac', u'rieur', u'vous', u'trouverez', 'le', u'parc', u'nation', u'pukaskwa', 'ce', u'dernier', u'est', u'parfait', u'pour', u'vous', 'si', u'vous', u'aimez', u'les', 'es', 'le', u'long', u'des', 'de', u'granit', u'avec', u'vue', u'impren', u'sur', 'le', u'lac', 'et', u'les', u'luxuriant', u'merci', 'de', 'la', u'photo']"
177,BUsHzyAFqDa,1.52563e+18,"[""canada150"",""camping"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada"",""wanderlust"",""lac"",""randonnée"",""quebec"",""provinceduquebec""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/99cec3c2fcb47a736fe12f3db54341e3/5AF75BCD/t51.2885-15/e35/19367024_310514819406371_6127429227575771136_n.jpg,"[""goodkarmabum""]",6,Vous serez ébahis par les géants de calcaire sculptés par la mer et par l’abondance et la diversité de la faune ailée terrestre et marine. La réserve de parc national de l'Archipel-de-Mingan vous donne l'impression d'être sur une autre planète! Visitez-la pour ! Photo de  ée,193,[],2017-05-29T13:18:57,False,2017-05-29_13-18-57,parcs.canada,4141034395,,Vous serez bahis par les ants de calcaire par la mer et par abondance et la de la faune terrestre et marine La serve de parc national de Archipel de Mingan vous donne impression sur une autre te Visitez la pour Photo de,"['Vous', 'serez', 'bahis', 'par', 'les', 'ants', 'de', 'calcaire', 'par', 'la', 'mer', 'et', 'par', 'abondance', 'et', 'la', 'de', 'la', 'faune', 'terrestre', 'et', 'marine', 'La', 'serve', 'de', 'parc', 'national', 'de', 'Archipel', 'de', 'Mingan', 'vous', 'donne', 'impression', 'sur', 'une', 'autre', 'te', 'Visitez', 'la', 'pour', 'Photo', 'de']","[u'vous', u'serez', u'bahi', u'par', u'les', u'ant', 'de', u'calcair', u'par', 'la', u'mer', 'et', u'par', u'abond', 'et', 'la', 'de', 'la', u'faun', u'terrestr', 'et', u'marin', 'la', u'serv', 'de', u'parc', u'nation', 'de', u'archipel', 'de', u'mingan', u'vous', u'donn', u'impress', u'sur', u'une', u'autr', 'te', u'visitez', 'la', u'pour', u'photo', 'de']"
178,BUwguzdlfQx,1.52686e+18,"[""sauvage"",""aventure"",""montagnes"",""viesauvage"",""canada"",""yukon"",""explorecanada"",""exploreyukon"",""kluane"",""pnkluane"",""parcnationalkluane"",""parcscanada"",""canada150"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""instatravel"",""paysage"",""wanderlust"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/424870b4d799a6368c37b4c53d34595c/5AFC4DC3/t51.2885-15/e35/19379956_306228709826590_3580079640372314112_n.jpg,"[""worldwanderlust""]",1,Joignez-vous aux voyageurs du monde entier pour franchir les cols alpins du parc et pratiquer la descente de rivière en radeau pneumatique le long de glaciers vêlants. Profitez des randonnées exceptionnelles d’une journée et des panoramas depuis la route. Le parc national et réserve de parc national Kluane vous émerveilleront de mille façons ! Photo de  ée,175,[],2017-05-31T06:13:41,False,2017-05-31_06-13-41,parcs.canada,4141034395,,Joignez vous aux voyageurs du monde entier pour franchir les cols alpins du parc et pratiquer la descente de en radeau pneumatique le long de glaciers Profitez des es exceptionnelles une et des panoramas depuis la route Le parc national et serve de parc national Kluane vous merveilleront de mille ons Photo de,"['Joignez', 'vous', 'aux', 'voyageurs', 'du', 'monde', 'entier', 'pour', 'franchir', 'les', 'cols', 'alpins', 'du', 'parc', 'et', 'pratiquer', 'la', 'descente', 'de', 'en', 'radeau', 'pneumatique', 'le', 'long', 'de', 'glaciers', 'Profitez', 'des', 'es', 'exceptionnelles', 'une', 'et', 'des', 'panoramas', 'depuis', 'la', 'route', 'Le', 'parc', 'national', 'et', 'serve', 'de', 'parc', 'national', 'Kluane', 'vous', 'merveilleront', 'de', 'mille', 'ons', 'Photo', 'de']","[u'joignez', u'vous', u'aux', u'voyageur', 'du', u'mond', u'entier', u'pour', u'franchir', u'les', u'col', u'alpin', 'du', u'parc', 'et', u'pratiqu', 'la', u'descent', 'de', 'en', u'radeau', u'pneumatiqu', 'le', u'long', 'de', u'glacier', u'profitez', u'des', 'es', u'exceptionnell', u'une', 'et', u'des', u'panorama', u'depui', 'la', u'rout', 'le', u'parc', u'nation', 'et', u'serv', 'de', u'parc', u'nation', u'kluan', u'vous', u'merveilleront', 'de', u'mill', u'on', u'photo', 'de']"
179,BUxSlEjFk4p,1.52708e+18,"[""princealbert"",""pnprincealbert"",""sask"",""saskatchewan"",""exploresask"",""camping"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada"",""wanderlust"",""lac"",""randonnée"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4f422b6c33ba66dbcbce425ffc7381f9/5AEE8540/t51.2885-15/e35/19379214_141552903085990_7525987191810424832_n.jpg,"[""asavagefamily""]",2,"Sous un ciel changeant et des nuages cottoneux, la nature à la fois sauvage et accessible du parc national de Prince Albert vous plaira à coup sûr. En quête d’aventures? Venez pagayer sur des lacs forestiers ou faire une sortie en ski nautique! Endroit idéal pour votre prochaine sortie! Photo de  ée",179,[],2017-05-31T13:29:16,False,2017-05-31_13-29-16,parcs.canada,4141034395,,Sous un ciel changeant et des nuages cottoneux la nature la fois sauvage et accessible du parc national de Prince Albert vous plaira coup En aventures Venez pagayer sur des lacs forestiers ou faire une sortie en ski nautique Endroit al pour votre prochaine sortie Photo de,"['Sous', 'un', 'ciel', 'changeant', 'et', 'des', 'nuages', 'cottoneux', 'la', 'nature', 'la', 'fois', 'sauvage', 'et', 'accessible', 'du', 'parc', 'national', 'de', 'Prince', 'Albert', 'vous', 'plaira', 'coup', 'En', 'aventures', 'Venez', 'pagayer', 'sur', 'des', 'lacs', 'forestiers', 'ou', 'faire', 'une', 'sortie', 'en', 'ski', 'nautique', 'Endroit', 'al', 'pour', 'votre', 'prochaine', 'sortie', 'Photo', 'de']","[u'sous', 'un', u'ciel', u'changeant', 'et', u'des', u'nuag', u'cottoneux', 'la', u'natur', 'la', u'foi', u'sauvag', 'et', u'access', 'du', u'parc', u'nation', 'de', u'princ', u'albert', u'vous', u'plaira', u'coup', 'en', u'aventur', u'venez', u'pagay', u'sur', u'des', u'lac', u'foresti', 'ou', u'fair', u'une', u'sorti', 'en', u'ski', u'nautiqu', u'endroit', 'al', u'pour', u'votr', u'prochain', u'sorti', u'photo', 'de']"
180,BUz5ktIF5UF,1.52782e+18,"[""camping"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada"",""wanderlust"",""lac"",""randonnée"",""canada150"",""nouvelleécosse"",""capebreton"",""pncapebreton""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c2f5d959916a89ead8cc554d525f57fc/5AE514D7/t51.2885-15/e35/19425531_1403032569775373_5619087957961998336_n.jpg,"[""scottophoto""]",0,"Un paradis pour les randonneurs, la splendeur du parc national des Hautes-Terres-du-Cap-Breton vous réserve des surprises! Vous serez récompensé à la fin de votre randonnée, lorsque vous verrez de magnifiques falaises surplombant l’océan sur un littoral accidenté. Photo de  ée écosse",157,[],2017-06-01T13:48:29,False,2017-06-01_13-48-29,parcs.canada,4141034395,,Un paradis pour les randonneurs la splendeur du parc national des Hautes Terres du Cap Breton vous serve des surprises Vous serez la fin de votre lorsque vous verrez de magnifiques falaises surplombant sur un littoral Photo de cosse,"['Un', 'paradis', 'pour', 'les', 'randonneurs', 'la', 'splendeur', 'du', 'parc', 'national', 'des', 'Hautes', 'Terres', 'du', 'Cap', 'Breton', 'vous', 'serve', 'des', 'surprises', 'Vous', 'serez', 'la', 'fin', 'de', 'votre', 'lorsque', 'vous', 'verrez', 'de', 'magnifiques', 'falaises', 'surplombant', 'sur', 'un', 'littoral', 'Photo', 'de', 'cosse']","['un', u'paradi', u'pour', u'les', u'randonneur', 'la', u'splendeur', 'du', u'parc', u'nation', u'des', u'haut', u'terr', 'du', u'cap', u'breton', u'vous', u'serv', u'des', u'surpris', u'vous', u'serez', 'la', u'fin', 'de', u'votr', u'lorsqu', u'vous', u'verrez', 'de', u'magnifiqu', u'falais', u'surplomb', u'sur', 'un', u'littor', u'photo', 'de', u'coss']"
181,BU2ZLorFR-t,1.52852e+18,"[""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""explorenb"",""nouveaubrunswick"",""randonnée"",""fundy"",""baiedefundy"",""pnfundy"",""parcnationalfundy"",""canada"",""canada150"",""explorecanada"",""parcscanada"",""littoral"",""eau"",""chutes"",""chutesdickson""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/452851f7ac108e2511ab5972ff9f2d38/5AFB6D0E/t51.2885-15/e35/19380112_1698378677133229_8513457493794357248_n.jpg,"[""zbaranowskiphotography""]",1,"Les chutes Dickson sont toujours bien vêtues pour la saison. Il faut les visiter souvent pour apprécier ces différences! Lors d’une randonnée, soyez conscient de vos limites physiques : le parc est bien connu pour ses falaises accidentées et ses vallées de rivières sauvages. Choisissez un sentier exigeant mais agréable pour vous. Belle photo de  ée",186,[],2017-06-02T13:03:10,False,2017-06-02_13-03-10,parcs.canada,4141034395,,Les chutes Dickson sont toujours bien pour la saison Il faut les visiter souvent pour cier ces rences Lors une soyez conscient de vos limites physiques le parc est bien connu pour ses falaises es et ses es de res sauvages Choisissez un sentier exigeant mais able pour vous Belle photo de,"['Les', 'chutes', 'Dickson', 'sont', 'toujours', 'bien', 'pour', 'la', 'saison', 'Il', 'faut', 'les', 'visiter', 'souvent', 'pour', 'cier', 'ces', 'rences', 'Lors', 'une', 'soyez', 'conscient', 'de', 'vos', 'limites', 'physiques', 'le', 'parc', 'est', 'bien', 'connu', 'pour', 'ses', 'falaises', 'es', 'et', 'ses', 'es', 'de', 'res', 'sauvages', 'Choisissez', 'un', 'sentier', 'exigeant', 'mais', 'able', 'pour', 'vous', 'Belle', 'photo', 'de']","[u'les', u'chute', u'dickson', u'sont', u'toujour', u'bien', u'pour', 'la', u'saison', 'il', u'faut', u'les', u'visit', u'souvent', u'pour', u'cier', u'ces', u'renc', u'lor', u'une', u'soyez', u'conscient', 'de', u'vos', u'limit', u'physiqu', 'le', u'parc', u'est', u'bien', u'connu', u'pour', u'ses', u'falais', 'es', 'et', u'ses', 'es', 'de', u'res', u'sauvag', u'choisissez', 'un', u'sentier', u'exig', u'mai', u'abl', u'pour', u'vous', u'bell', u'photo', 'de']"
182,BU5gsq6lpK2,1.5294e+18,"[""canada150"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""instatravel"",""paysage"",""parcscanada"",""explorecanada"",""canada"",""wanderlust"",""randonnée"",""canada150"",""viesauvage"",""nahanni"",""camping"",""camp"",""rpnnahanni""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/42c3a535e73b59e4bed9603ff103f2e2/5AE75F5C/t51.2885-15/e35/19379323_460299500994173_475561065598418944_n.jpg,"[""darren_roberts_""]",0,La nature sauvage et la diversité des sommets font de Nahanni un paradis de l’escalade pour les alpinistes chevronnés et les amateurs de plein air. Elorez les vallées et les cols de montagne pour ! Superbe photo de  ée,195,[],2017-06-03T18:06:33,False,2017-06-03_18-06-33,parcs.canada,4141034395,,La nature sauvage et la des sommets font de Nahanni un paradis de escalade pour les alpinistes et les amateurs de plein air Elorez les es et les cols de montagne pour Superbe photo de,"['La', 'nature', 'sauvage', 'et', 'la', 'des', 'sommets', 'font', 'de', 'Nahanni', 'un', 'paradis', 'de', 'escalade', 'pour', 'les', 'alpinistes', 'et', 'les', 'amateurs', 'de', 'plein', 'air', 'Elorez', 'les', 'es', 'et', 'les', 'cols', 'de', 'montagne', 'pour', 'Superbe', 'photo', 'de']","['la', u'natur', u'sauvag', 'et', 'la', u'des', u'sommet', u'font', 'de', u'nahanni', 'un', u'paradi', 'de', u'escalad', u'pour', u'les', u'alpinist', 'et', u'les', u'amateur', 'de', u'plein', u'air', u'elorez', u'les', 'es', 'et', u'les', u'col', 'de', u'montagn', u'pour', u'superb', u'photo', 'de']"
183,BU8CIlLlw9u,1.53011e+18,"[""montagne"",""montagnes"",""iledebaffin"",""auyuittuq"",""pnauyuittuq"",""nunavut"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""explorecanada"",""canada"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f2f34e52b6fade10fc98a36ea903b410/5AF56600/t51.2885-15/e35/19425511_328004440969896_5085712590995193856_n.jpg,"[""arturstanisz""]",0,Ces sommets et montagnes semblent sortir tout droit d'un conte de fée! La preuve que le parc national Auyuittuq renferme certains des plus beaux paysages alpins sur terre! Belle photo de  ée,170,[],2017-06-04T17:37:12,False,2017-06-04_17-37-12,parcs.canada,4141034395,,Ces sommets et montagnes semblent sortir tout droit un conte de La preuve que le parc national Auyuittuq renferme certains des plus beaux paysages alpins sur terre Belle photo de,"['Ces', 'sommets', 'et', 'montagnes', 'semblent', 'sortir', 'tout', 'droit', 'un', 'conte', 'de', 'La', 'preuve', 'que', 'le', 'parc', 'national', 'Auyuittuq', 'renferme', 'certains', 'des', 'plus', 'beaux', 'paysages', 'alpins', 'sur', 'terre', 'Belle', 'photo', 'de']","[u'ces', u'sommet', 'et', u'montagn', u'semblent', u'sortir', u'tout', u'droit', 'un', u'cont', 'de', 'la', u'preuv', u'que', 'le', u'parc', u'nation', u'auyuittuq', u'renferm', u'certain', u'des', u'plus', u'beaux', u'paysag', u'alpin', u'sur', u'terr', u'bell', u'photo', 'de']"
184,BU-JaXwl8E5,1.5307e+18,"[""quebecoriginal"",""quebec"",""explorequebec"",""forillon"",""parcnationalforillon"",""gaspé"",""gaspesiejetaime"",""gaspésie"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""explorecanada"",""canada"",""randonnée""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d1b2fba32c9c6f029d648be78f7c7c80/5AECA673/t51.2885-15/e35/19367148_293412554463353_3618155732337164288_n.jpg,"[""focused_on_canada""]",4,Aimez-vous le plein air? Vous devriez vous gâter et venir camper dans l’environnement sauvage et magnifique du parc national Forillon! Photo de  é ésie ée,212,[],2017-06-05T13:19:17,False,2017-06-05_13-19-17,parcs.canada,4141034395,,Aimez vous le plein air Vous devriez vous ter et venir camper dans environnement sauvage et magnifique du parc national Forillon Photo de sie,"['Aimez', 'vous', 'le', 'plein', 'air', 'Vous', 'devriez', 'vous', 'ter', 'et', 'venir', 'camper', 'dans', 'environnement', 'sauvage', 'et', 'magnifique', 'du', 'parc', 'national', 'Forillon', 'Photo', 'de', 'sie']","[u'aimez', u'vous', 'le', u'plein', u'air', u'vous', u'devriez', u'vous', u'ter', 'et', u'venir', u'camper', u'dan', u'environn', u'sauvag', 'et', u'magnifiqu', 'du', u'parc', u'nation', u'forillon', u'photo', 'de', u'sie']"
185,BVAtbetFg_G,1.53142e+18,"[""yoho"",""pnyoho"",""nature"",""photographie"",""fleur"",""fleurs"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""explorebc"",""colombiebritannique"",""hellobc"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e8f18c00ab17784219c3b247e3f507f6/5AF66B1E/t51.2885-15/e35/19379341_1402823793096724_6899794587984855040_n.jpg,"[""dansoutdoorlife""]",0,"Avec ses nombreuses cascades, ses sommets dépassant les m de hauteur et environ km de sentiers de randonnée, le parc national Yoho vous en mettra plein la vue! Belle photo de ",175,[],2017-06-06T13:12:29,False,2017-06-06_13-12-29,parcs.canada,4141034395,,Avec ses nombreuses cascades ses sommets passant les de hauteur et environ km de sentiers de le parc national Yoho vous en mettra plein la vue Belle photo de,"['Avec', 'ses', 'nombreuses', 'cascades', 'ses', 'sommets', 'passant', 'les', 'de', 'hauteur', 'et', 'environ', 'km', 'de', 'sentiers', 'de', 'le', 'parc', 'national', 'Yoho', 'vous', 'en', 'mettra', 'plein', 'la', 'vue', 'Belle', 'photo', 'de']","[u'avec', u'ses', u'nombreus', u'cascad', u'ses', u'sommet', u'passant', u'les', 'de', u'hauteur', 'et', u'environ', 'km', 'de', u'sentier', 'de', 'le', u'parc', u'nation', u'yoho', u'vous', 'en', u'mettra', u'plein', 'la', u'vue', u'bell', u'photo', 'de']"
