Unnamed: 0,likes,mediaid,caption,url,caption_mentions,comments,id,typename,owner_username,tagged_users,date,shortcode,is_video,caption_hashtags,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
63,1896,1.4428e+18,"Every winter, the historic Rideau Canal, a World Heritage Site, becomes the Rideau Canal Skateway, the world’s largest natural skating rink. Today at p.m., join Catherine McKenna, Minister of Environment and Climate Change, for a group skate on the Rideau Canal! The minister will be waiting for you at the Junction of the Rideau Canal National Historic Site and Dow's Lake (1000 Colonel By Drive). Eect marshmallows to roast, a genuine Parks Canada oTentik, and our one and only mascot, !Image by .photo",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c12684b4075f794ea3c6e107ec43201a/5AFB9B8C/t51.2885-15/e35/16465627_378389345874910_6949097170410668032_n.jpg,"[""alt.photo""]",20,2017-02-04_05-42-26,GraphImage,parks.canada,[],2017-02-04T05:42:26,BQF3z3AgV54,False,"[""unesco"",""parka"",""parkscanada"",""canada150"",""winterlude"",""explorecanada"",""imagesofcanada"",""discoveron"",""ottawa"",""myottawa"",""ottawa2017"",""rideaucanal"",""rideau"",""skating"",""winter"",""ice""]",4143631778,,Every winter historic Rideau Canal World Heritage Site becomes Rideau Canal Skateway largest natural skating rink Today join Catherine McKenna Minister Environment Climate Change group skate Rideau Canal minister waiting Junction Rideau Canal National Historic Site Dow Lake 1000 Colonel Drive Eect marshmallows roast genuine Parks Canada oTentik one mascot Image photo,"['Every', 'winter', 'historic', 'Rideau', 'Canal', 'World', 'Heritage', 'Site', 'becomes', 'Rideau', 'Canal', 'Skateway', 'largest', 'natural', 'skating', 'rink', 'Today', 'join', 'Catherine', 'McKenna', 'Minister', 'Environment', 'Climate', 'Change', 'group', 'skate', 'Rideau', 'Canal', 'minister', 'waiting', 'Junction', 'Rideau', 'Canal', 'National', 'Historic', 'Site', 'Dow', 'Lake', '1000', 'Colonel', 'Drive', 'Eect', 'marshmallows', 'roast', 'genuine', 'Parks', 'Canada', 'oTentik', 'one', 'mascot', 'Image', 'photo']","[u'everi', u'winter', u'histor', u'rideau', u'canal', u'world', u'heritag', u'site', u'becom', u'rideau', u'canal', u'skateway', u'largest', u'natur', u'skate', u'rink', u'today', u'join', u'catherin', u'mckenna', u'minist', u'environ', u'climat', u'chang', u'group', u'skate', u'rideau', u'canal', u'minist', u'wait', u'junction', u'rideau', u'canal', u'nation', u'histor', u'site', u'dow', u'lake', u'1000', u'colonel', u'drive', u'eect', u'marshmallow', u'roast', u'genuin', u'park', u'canada', u'otentik', u'one', u'mascot', u'imag', u'photo']"
64,1589,1.44369e+18,"Kluane National Park and Reserve protects over ,000 km2 of spectacular northern mountains. Mountaineering eeditions in this incredible setting attracts climbers from around the world, an eerience few will ever forget.Thanks for the stunning picture !",https://instagram.fyvr3-1.fna.fbcdn.net/vp/fbf7f5ab9c34764b359be1ab418ee621/5ADBB2F1/t51.2885-15/e35/16464347_254903664936636_5808722738449219584_n.jpg,"[""taylormichaelburk""]",12,2017-02-05_11-05-45,GraphImage,parks.canada,[],2017-02-05T11:05:45,BQJBm1Hg0eJ,False,"[""keepitwild"",""nature"",""beautifuldestinations"",""travel"",""kluane"",""exploreyukon"",""explorecanada"",""parkscanadayukon"",""canada150"",""parkscanada""]",4143631778,,Kluane National Park Reserve protects 000 km2 spectacular northern mountains Mountaineering eeditions incredible setting attracts climbers around world eerience ever forget Thanks stunning picture,"['Kluane', 'National', 'Park', 'Reserve', 'protects', '000', 'km2', 'spectacular', 'northern', 'mountains', 'Mountaineering', 'eeditions', 'incredible', 'setting', 'attracts', 'climbers', 'around', 'world', 'eerience', 'ever', 'forget', 'Thanks', 'stunning', 'picture']","[u'kluan', u'nation', u'park', u'reserv', u'protect', u'000', u'km2', u'spectacular', u'northern', u'mountain', u'mountain', u'eedit', u'incred', u'set', u'attract', u'climber', u'around', u'world', u'eerienc', u'ever', u'forget', u'thank', u'stun', u'pictur']"
65,1712,1.44448e+18,"Welcome home, bison!From Elk Island National Park to Banff National Park, the bison are now home again among the mountains. After being absent from the wild for over a century, their homecoming is a historic and cultural triumph.For months, the bison will remain in an enclosed pasture in the Panther Valley, closely monitored by Parks Canada. In approximately June , the herd will be released to elore the full ~1200km2 reintroduction zone in the remote eastern slopes of Banff where they will interact with other native species, forage for food and fulfill their missing role in the ecosystem.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f536af4bb9190e26bd2d2b4242e37ac0/5AD96DCD/t51.2885-15/e35/16230398_1822975927965260_8276863443563184128_n.jpg,[],47,2017-02-06_13-17-19,GraphImage,parks.canada,[],2017-02-06T13:17:19,BQL1dT-jaCA,False,"[""bison"",""wildlife"",""banffnp"",""nature"",""ecosystem"",""conservation"",""explorecanada"",""canada150"",""parkscanada"",""bnp""]",4143631778,,Welcome home bison Elk Island National Park Banff National Park bison home among mountains absent wild century homecoming historic cultural triumph months bison remain enclosed pasture Panther Valley closely monitored Parks Canada approximately June herd released elore full 1200km2 reintroduction zone remote eastern slopes Banff interact native species forage food fulfill missing role ecosystem,"['Welcome', 'home', 'bison', 'Elk', 'Island', 'National', 'Park', 'Banff', 'National', 'Park', 'bison', 'home', 'among', 'mountains', 'absent', 'wild', 'century', 'homecoming', 'historic', 'cultural', 'triumph', 'months', 'bison', 'remain', 'enclosed', 'pasture', 'Panther', 'Valley', 'closely', 'monitored', 'Parks', 'Canada', 'approximately', 'June', 'herd', 'released', 'elore', 'full', '1200km2', 'reintroduction', 'zone', 'remote', 'eastern', 'slopes', 'Banff', 'interact', 'native', 'species', 'forage', 'food', 'fulfill', 'missing', 'role', 'ecosystem']","[u'welcom', u'home', u'bison', u'elk', u'island', u'nation', u'park', u'banff', u'nation', u'park', u'bison', u'home', u'among', u'mountain', u'absent', u'wild', u'centuri', u'homecom', u'histor', u'cultur', u'triumph', u'month', u'bison', u'remain', u'enclos', u'pastur', u'panther', u'valley', u'close', u'monitor', u'park', u'canada', u'approxim', u'june', u'herd', u'releas', u'elor', u'full', u'1200km2', u'reintroduct', u'zone', u'remot', u'eastern', u'slope', u'banff', u'interact', u'nativ', u'speci', u'forag', u'food', u'fulfil', u'miss', u'role', u'ecosystem']"
66,1322,1.44521e+18,"Some call it the ""world's longest museum”. The Chilkoot Trail was first crossed by Chilkoot Tlingit traders and later stormed by the Klondike Gold Rush stampeders. Let the spirit of people whose courage helped them survive the rugged northern wilderness inspire you. Hike the trail and share the challenge of those who reached the Klondike.Beautiful picture by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/7bd9a3ac7e249ec5bad5ba2ad5c4fca3/5AE81D00/t51.2885-15/e35/16585278_112407062611760_7002489407810830336_n.jpg,"[""sooper_gavin""]",8,2017-02-07_13-14-03,GraphImage,parks.canada,[],2017-02-07T13:14:03,BQOZ4PVhJDG,False,"[""chilkoot"",""chilkoottrail"",""wanderlust"",""beautifuldestinations"",""explorebc"",""explorecanada"",""wilderness"",""lifeofadventure"",""hike"",""neverstopexploring"",""parkscanada"",""canada150""]",4143631778,,call world longest Chilkoot Trail first crossed Chilkoot Tlingit traders later stormed Klondike Gold Rush stampeders Let spirit people whose courage helped survive rugged northern wilderness inspire Hike trail share challenge reached Klondike Beautiful picture,"['call', 'world', 'longest', 'Chilkoot', 'Trail', 'first', 'crossed', 'Chilkoot', 'Tlingit', 'traders', 'later', 'stormed', 'Klondike', 'Gold', 'Rush', 'stampeders', 'Let', 'spirit', 'people', 'whose', 'courage', 'helped', 'survive', 'rugged', 'northern', 'wilderness', 'inspire', 'Hike', 'trail', 'share', 'challenge', 'reached', 'Klondike', 'Beautiful', 'picture']","[u'call', u'world', u'longest', u'chilkoot', u'trail', u'first', u'cross', u'chilkoot', u'tlingit', u'trader', u'later', u'storm', u'klondik', u'gold', u'rush', u'stamped', u'let', u'spirit', u'peopl', u'whose', u'courag', u'help', u'surviv', u'rug', u'northern', u'wilder', u'inspir', u'hike', u'trail', u'share', u'challeng', u'reach', u'klondik', u'beauti', u'pictur']"
67,1235,1.44594e+18,"Is it just us, or does snow really up the charm level of the landscape? Riding Mountain National Park, in , is an island of rugged nature ready to be elored. What are you waiting for? ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b29fc83769a1b6067f6293ba88ae06bd/5AFD1BF3/t51.2885-15/e35/16465647_1465647026811304_3450882205155328000_n.jpg,"[""jdleigh""]",12,2017-02-08_13-29-28,GraphImage,parks.canada,[],2017-02-08T13:29:28,BQRAcBdAKt6,False,"[""manitoba"",""ridingnp"",""blizzard"",""travelmanitoba"",""exploremb"",""winterwonderland"",""nature"",""getoutside"",""snow"",""frost"",""rmnp"",""ridingmountainnationalpark"",""canada150"",""explorecanada"",""parkscanada""]",4143631778,,us snow really charm level landscape Riding Mountain National Park island rugged nature ready elored waiting,"['us', 'snow', 'really', 'charm', 'level', 'landscape', 'Riding', 'Mountain', 'National', 'Park', 'island', 'rugged', 'nature', 'ready', 'elored', 'waiting']","['us', u'snow', u'realli', u'charm', u'level', u'landscap', u'ride', u'mountain', u'nation', u'park', u'island', u'rug', u'natur', u'readi', u'elor', u'wait']"
68,1207,1.44666e+18,"We honestly never get tired of beautiful sunsets!Kejimkujik national park and national historic site tells the tale of the Mi’kmaw, carved in stone and illuminated through story and legend. Paddle the waters, hike the trails and discover the rich diversity of Kejimkujik.Thanks for the photo ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/6101845a8182766e44421a1cb18e4126/5AE5A411/t51.2885-15/e35/16465084_1277313325668177_9006728290102149120_n.jpg,"[""v2kate""]",12,2017-02-09_13-28-43,GraphImage,parks.canada,[],2017-02-09T13:28:43,BQTlJaiAvvI,False,"[""kejimkujik"",""keji"",""sunset"",""kayaking"",""landscape"",""visitnovascotia"",""adventure"",""getoutside"",""parkscanada"",""canada150"",""explorecanada""]",4143631778,,honestly never get tired beautiful sunsets Kejimkujik national park national historic site tells tale kmaw carved stone illuminated story legend Paddle waters hike trails discover rich diversity Kejimkujik Thanks photo,"['honestly', 'never', 'get', 'tired', 'beautiful', 'sunsets', 'Kejimkujik', 'national', 'park', 'national', 'historic', 'site', 'tells', 'tale', 'kmaw', 'carved', 'stone', 'illuminated', 'story', 'legend', 'Paddle', 'waters', 'hike', 'trails', 'discover', 'rich', 'diversity', 'Kejimkujik', 'Thanks', 'photo']","[u'honest', u'never', u'get', u'tire', u'beauti', u'sunset', u'kejimkujik', u'nation', u'park', u'nation', u'histor', u'site', u'tell', u'tale', u'kmaw', u'carv', u'stone', u'illumin', u'stori', u'legend', u'paddl', u'water', u'hike', u'trail', u'discov', u'rich', u'divers', u'kejimkujik', u'thank', u'photo']"
69,2318,1.44742e+18,"Kootenay national park is a place of unique contrasts, from icy mountain rivers to steamy hot springs. Not only can you admire this ️️, you can also visit exhibits at the Kootenay national park Visitor Centre illuminating the fascinating cultural and natural heritage of the park and the Columbia Valley – with a special focus on local Ktunaxa First Nations culture. Thanks for the photo ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c364e6cd407fa387255afcd6bcc9deb8/5ADCEC62/t51.2885-15/e35/16584805_247772829006528_1838026753197473792_n.jpg,"[""stevint""]",23,2017-02-10_14-39-39,GraphImage,parks.canada,[],2017-02-10T14:39:39,BQWSD1TAaAL,False,"[""winterwonderland"",""wilderness"",""travel"",""themountainiscalling"",""keepitwild"",""explore"",""explorebc"",""explorecanada"",""canada"",""kootenaynp"",""parkscanada"",""canada150""]",4143631778,,Kootenay national park place unique contrasts icy mountain rivers steamy hot springs admire also visit exhibits Kootenay national park Visitor Centre illuminating fascinating cultural natural heritage park Columbia Valley special focus local Ktunaxa First Nations culture Thanks photo,"['Kootenay', 'national', 'park', 'place', 'unique', 'contrasts', 'icy', 'mountain', 'rivers', 'steamy', 'hot', 'springs', 'admire', 'also', 'visit', 'exhibits', 'Kootenay', 'national', 'park', 'Visitor', 'Centre', 'illuminating', 'fascinating', 'cultural', 'natural', 'heritage', 'park', 'Columbia', 'Valley', 'special', 'focus', 'local', 'Ktunaxa', 'First', 'Nations', 'culture', 'Thanks', 'photo']","[u'kootenay', u'nation', u'park', u'place', u'uniqu', u'contrast', u'ici', u'mountain', u'river', u'steami', u'hot', u'spring', u'admir', u'also', u'visit', u'exhibit', u'kootenay', u'nation', u'park', u'visitor', u'centr', u'illumin', u'fascin', u'cultur', u'natur', u'heritag', u'park', u'columbia', u'valley', u'special', u'focus', u'local', u'ktunaxa', u'first', u'nation', u'cultur', u'thank', u'photo']"
70,1222,1.44812e+18,"Pukaskwa National Park's exceptional beauty is revealed in its vistas of Lake Superior and in the rugged, ancient landscape of the Canadian Shield and northern forest. The spirit of the wilderness envelopes those who elore this special place. Picture by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c48eba4e81f248a732064b9dc1e791eb/5AD912DB/t51.2885-15/e35/16465486_641950779348408_4126918943833063424_n.jpg,"[""aaronpetersonphoto""]",14,2017-02-11_13-36-31,GraphImage,parks.canada,[],2017-02-11T13:36:31,BQYvoOvgdG4,False,"[""getoutside"",""neverstopexploring"",""ontario"",""canada"",""freshcoast"",""lakesuperior"",""camping"",""thisisnorth"",""pukaskwa"",""pukaskwanp"",""kayak"",""kayaking"",""seakayak"",""explorecanada"",""canada150"",""parkscanada""]",4143631778,,Pukaskwa National Park exceptional beauty revealed vistas Lake Superior rugged ancient landscape Canadian Shield northern forest spirit wilderness envelopes elore special place Picture,"['Pukaskwa', 'National', 'Park', 'exceptional', 'beauty', 'revealed', 'vistas', 'Lake', 'Superior', 'rugged', 'ancient', 'landscape', 'Canadian', 'Shield', 'northern', 'forest', 'spirit', 'wilderness', 'envelopes', 'elore', 'special', 'place', 'Picture']","[u'pukaskwa', u'nation', u'park', u'except', u'beauti', u'reveal', u'vista', u'lake', u'superior', u'rug', u'ancient', u'landscap', u'canadian', u'shield', u'northern', u'forest', u'spirit', u'wilder', u'envelop', u'elor', u'special', u'place', u'pictur']"
71,1944,1.44889e+18,"A fun little throwback to last fall by . Remember when it wasn’t minus °C, and °C weather felt really cold? Nonetheless, we love our cold winters in beautiful Yoho national park!",https://instagram.fyvr3-1.fna.fbcdn.net/vp/653b591eff39c09f9ca212a93a2975bf/5AF50B36/t51.2885-15/e35/16583146_1834727763453214_6846125153395408896_n.jpg,"[""picobac""]",14,2017-02-12_15-20-34,GraphImage,parks.canada,[],2017-02-12T15:20:34,BQbgVOZgsqT,False,"[""adventure"",""travel"",""beautifuldestinations"",""explorecanada"",""explorebc"",""parkscanada"",""canada150"",""winterwonderland"",""yohonp"",""ynp""]",4143631778,,fun little throwback last fall Remember minus weather felt really cold Nonetheless love cold winters beautiful Yoho national park,"['fun', 'little', 'throwback', 'last', 'fall', 'Remember', 'minus', 'weather', 'felt', 'really', 'cold', 'Nonetheless', 'love', 'cold', 'winters', 'beautiful', 'Yoho', 'national', 'park']","[u'fun', u'littl', u'throwback', u'last', u'fall', u'rememb', u'minus', u'weather', u'felt', u'realli', u'cold', u'nonetheless', u'love', u'cold', u'winter', u'beauti', u'yoho', u'nation', u'park']"
72,1150,1.44955e+18,"Massive throwback today: Skoki Ski Lodge was Canada’s first ski lodge!A rare and little-changed link to the early days of ski tourism, Skoki Ski Lodge is a fine example of the log building traditions long associated with the Banff region. When it opened for business in , skiing was just emerging as a major form of winter recreation across Canada.Picture by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ae28c869ded5f01f1187c3f81c12eb08/5AF14367/t51.2885-15/e35/16465786_172336743265311_9069103112299479040_n.jpg,"[""paulmorrisonphotography"",""snowsportsmedia""]",6,2017-02-13_13-11-13,GraphImage,parks.canada,[],2017-02-13T13:11:13,BQd2Ur5ASBm,False,"[""skokilodge"",""banff"",""banffnp"",""explorealberta"",""snow"",""sports"",""ski"",""skiing"",""hike"",""skoki"",""skilodge"",""mountains"",""canada"",""rockymountains"",""adventure"",""travel"",""winter"",""explorecanada"",""canada150"",""parkscanada"",""cottagelife""]",4143631778,,Massive throwback today Skoki Ski Lodge first ski lodge rare little changed link early days ski tourism Skoki Ski Lodge fine example log building traditions long associated Banff region opened business skiing emerging major form winter recreation across Canada Picture,"['Massive', 'throwback', 'today', 'Skoki', 'Ski', 'Lodge', 'first', 'ski', 'lodge', 'rare', 'little', 'changed', 'link', 'early', 'days', 'ski', 'tourism', 'Skoki', 'Ski', 'Lodge', 'fine', 'example', 'log', 'building', 'traditions', 'long', 'associated', 'Banff', 'region', 'opened', 'business', 'skiing', 'emerging', 'major', 'form', 'winter', 'recreation', 'across', 'Canada', 'Picture']","[u'massiv', u'throwback', u'today', u'skoki', u'ski', u'lodg', u'first', u'ski', u'lodg', u'rare', u'littl', u'chang', u'link', u'earli', u'day', u'ski', u'tourism', u'skoki', u'ski', u'lodg', u'fine', u'exampl', u'log', u'build', u'tradit', u'long', u'associ', u'banff', u'region', u'open', u'busi', u'ski', u'emerg', u'major', u'form', u'winter', u'recreat', u'across', u'canada', u'pictur']"
73,843,1.45029e+18,"Happy ! These deer from Kejimkujik National Park in Nova Scotia make for one of the cutest couples we know! Canada’s national parks and national historic sites offer some of the most romantic scenery, getaways and special activities; the perfect place to make lasting memories with that special someone. Picture by Eric Le Bel ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/feb9d6cd4ad06883906cda62f83f638c/5ADDE08C/t51.2885-15/e35/16585180_1667192156907448_7602085877627486208_n.jpg,[],3,2017-02-14_13-38-06,GraphImage,parks.canada,[],2017-02-14T13:38:06,BQgeMfhg9ob,False,"[""valentinesday"",""parkscanada"",""canada150"",""explorecanada"",""love"",""couple"",""relationships"",""adventure"",""deer"",""cuteanimals""]",4143631778,,Happy deer Kejimkujik National Park Nova Scotia make one cutest couples know national parks national historic sites offer romantic scenery getaways special activities perfect place make lasting memories special someone Picture Eric Le Bel,"['Happy', 'deer', 'Kejimkujik', 'National', 'Park', 'Nova', 'Scotia', 'make', 'one', 'cutest', 'couples', 'know', 'national', 'parks', 'national', 'historic', 'sites', 'offer', 'romantic', 'scenery', 'getaways', 'special', 'activities', 'perfect', 'place', 'make', 'lasting', 'memories', 'special', 'someone', 'Picture', 'Eric', 'Le', 'Bel']","[u'happi', u'deer', u'kejimkujik', u'nation', u'park', u'nova', u'scotia', u'make', u'one', u'cutest', u'coupl', u'know', u'nation', u'park', u'nation', u'histor', u'site', u'offer', u'romant', u'sceneri', u'getaway', u'special', u'activ', u'perfect', u'place', u'make', u'last', u'memori', u'special', u'someon', u'pictur', u'eric', 'le', u'bel']"
74,1366,1.4508e+18,"Happy National , ! The was raised for the first time on on February , . Today, we celebrate it across the country, where it shines the brightest in our national parks and national historic sites! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/14cc32565ead79aafcadf530ae944ca2/5AEA3CFF/t51.2885-15/e35/16465692_604909876358936_4510070747221196800_n.jpg,[],13,2017-02-15_06-19-34,GraphImage,parks.canada,[],2017-02-15T06:19:34,BQiQzftAa_P,False,"[""flagday"",""canada"",""canadianflag"",""parliamenthill"",""flagday"",""flagday2017"",""canada150"",""explorecanada"",""parkscanada"",""canadaproud"",""canadianflag"",""discovercanada"",""travelcanada""]",4143631778,,Happy National raised first time February Today celebrate across country shines brightest national parks national historic sites,"['Happy', 'National', 'raised', 'first', 'time', 'February', 'Today', 'celebrate', 'across', 'country', 'shines', 'brightest', 'national', 'parks', 'national', 'historic', 'sites']","[u'happi', u'nation', u'rais', u'first', u'time', u'februari', u'today', u'celebr', u'across', u'countri', u'shine', u'brightest', u'nation', u'park', u'nation', u'histor', u'site']"
75,1498,1.45173e+18,"Escape. Elore. Eerience… the wonder and drama of Canada’s most easterly national park, Terra Nova. It’s a magical place where the land and sea compete for your attention. This place is ready for your next adventure – make it your own!Picture by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1fbb3ab7db6b45982b0bb55f8ec9d76d/5AE68D0B/t51.2885-15/e35/16789292_244617879331817_7848589461087584256_n.jpg,"[""bourque49""]",7,2017-02-16_13-23-30,GraphImage,parks.canada,[],2017-02-16T13:23:30,BQlmHS9AcCb,False,"[""parkscanada"",""terranovanp"",""explorenl"",""explorecanada"",""canada150"",""adventure"",""travel"",""beautifuldestinations""]",4143631778,,Escape Elore wonder drama easterly national park Terra Nova magical place land sea compete attention place ready next adventure make Picture,"['Escape', 'Elore', 'wonder', 'drama', 'easterly', 'national', 'park', 'Terra', 'Nova', 'magical', 'place', 'land', 'sea', 'compete', 'attention', 'place', 'ready', 'next', 'adventure', 'make', 'Picture']","[u'escap', u'elor', u'wonder', u'drama', u'easter', u'nation', u'park', u'terra', u'nova', u'magic', u'place', u'land', u'sea', u'compet', u'attent', u'place', u'readi', u'next', u'adventur', u'make', u'pictur']"
76,1238,1.45249e+18,"In the seemingly infinite prairies of Grasslands National Park, you will find Canada's only black-tailed prairie dog colonies, as well as rare and endangered fauna such as , and burrowing . Escape and enjoy exciting trails and guided nature hikes in this Canadian gem!Thanks for the picture ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/43e1b7915851bdbdf37d1b996a82d0a4/5AEB990A/t51.2885-15/e35/16464883_1259899014086483_3862813897199190016_n.jpg,"[""fisher604rumbling""]",8,2017-02-17_14-26-57,GraphImage,parks.canada,[],2017-02-17T14:26:57,BQoSK89gdQZ,False,"[""bison"",""pronghorns"",""owls"",""grasslandsnationalpark"",""prairielife"",""grasslandsnp"",""saskatchewan"",""skstorm"",""sunset"",""storm"",""nature"",""exploresask"",""explorecanada"",""getoutside"",""keepexploring"",""canada150"",""parkscanada""]",4143631778,,seemingly infinite prairies Grasslands National Park find Canada black tailed prairie dog colonies well rare endangered fauna burrowing Escape enjoy exciting trails guided nature hikes Canadian gem Thanks picture,"['seemingly', 'infinite', 'prairies', 'Grasslands', 'National', 'Park', 'find', 'Canada', 'black', 'tailed', 'prairie', 'dog', 'colonies', 'well', 'rare', 'endangered', 'fauna', 'burrowing', 'Escape', 'enjoy', 'exciting', 'trails', 'guided', 'nature', 'hikes', 'Canadian', 'gem', 'Thanks', 'picture']","[u'seem', u'infinit', u'prairi', u'grassland', u'nation', u'park', u'find', u'canada', u'black', u'tail', u'prairi', u'dog', u'coloni', u'well', u'rare', u'endang', u'fauna', u'burrow', u'escap', u'enjoy', u'excit', u'trail', u'guid', u'natur', u'hike', u'canadian', u'gem', u'thank', u'pictur']"
77,730,1.45298e+18,"Opened in , the Lachine Canal contributed greatly to the industrial development of Canada and Montreal. Sit yourself comfortably in our chairs and discover how ""the Canal Age"" influenced Montreal's development as an industrial force. Or just admire the great view!Photo by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/051b84486e90f0d179a5f41efd98f1c2/5AEF9968/t51.2885-15/e35/16789070_1214926138624649_7128930521995804672_n.jpg,"[""julie_l_corley""]",3,2017-02-18_06-30-33,GraphImage,parks.canada,[],2017-02-18T06:30:33,BQqAckdggnt,False,"[""sharethechair"",""parkscanada"",""canada150"",""explorecanada"",""canada"",""375mtl"",""redchair"",""montreal"",""montrealcity"",""montreallife"",""mtl"",""mtlmoments"",""mtllife"",""lachinecanal"",""history"",""heritage"",""nhs100"",""griffintown""]",4143631778,,Opened Lachine Canal contributed greatly industrial development Canada Montreal Sit comfortably chairs discover Canal Age influenced Montreal development industrial force admire great view Photo,"['Opened', 'Lachine', 'Canal', 'contributed', 'greatly', 'industrial', 'development', 'Canada', 'Montreal', 'Sit', 'comfortably', 'chairs', 'discover', 'Canal', 'Age', 'influenced', 'Montreal', 'development', 'industrial', 'force', 'admire', 'great', 'view', 'Photo']","[u'open', u'lachin', u'canal', u'contribut', u'great', u'industri', u'develop', u'canada', u'montreal', u'sit', u'comfort', u'chair', u'discov', u'canal', u'age', u'influenc', u'montreal', u'develop', u'industri', u'forc', u'admir', u'great', u'view', u'photo']"
78,1016,1.45402e+18,"in celebrates its th birthday today! Visiting Sirmilik is the ultimate Arctic adventure under the Midnight Sun. Amid an eansive landscape of glaciers, valleys and red-rock hoodoo spires, paddle among seals and floating ice, and hike where snowy hunt.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a56399ead0ddd95643b01468f751987f/5AD917CC/t51.2885-15/e35/16789181_401703913525598_6258717375563038720_n.jpg,[],5,2017-02-19_17-06-01,GraphImage,parks.canada,[],2017-02-19T17:06:01,BQtt9ulA9hv,False,"[""sirmiliknp"",""nunavut"",""owls"",""natgeo"",""iceberg"",""ice"",""arctic"",""expedition"",""glaciers"",""neverstopexploring"",""landscape"",""travelphotography"",""beautifuldestinations"",""naturephotography"",""canada"",""explorecanada"",""parkscanada"",""canada150""]",4143631778,,celebrates th birthday today Visiting Sirmilik ultimate Arctic adventure Midnight Sun Amid eansive landscape glaciers valleys red rock hoodoo spires paddle among seals floating ice hike snowy hunt,"['celebrates', 'th', 'birthday', 'today', 'Visiting', 'Sirmilik', 'ultimate', 'Arctic', 'adventure', 'Midnight', 'Sun', 'Amid', 'eansive', 'landscape', 'glaciers', 'valleys', 'red', 'rock', 'hoodoo', 'spires', 'paddle', 'among', 'seals', 'floating', 'ice', 'hike', 'snowy', 'hunt']","[u'celebr', 'th', u'birthday', u'today', u'visit', u'sirmilik', u'ultim', u'arctic', u'adventur', u'midnight', u'sun', u'amid', u'eansiv', u'landscap', u'glacier', u'valley', u'red', u'rock', u'hoodoo', u'spire', u'paddl', u'among', u'seal', u'float', u'ice', u'hike', u'snowi', u'hunt']"
79,825,1.45464e+18,"If something doesn’t challenge you, then it won’t allow you to grow.Get the you need from a hike on the Lac Solitaire trail in La Mauricie National Park!Thanks for the photo !",https://instagram.fyvr3-1.fna.fbcdn.net/vp/163fc0154dfa2bca74e52f9b930617bc/5AFB12D7/t51.2885-15/e35/16583782_272147686539915_6992494507811930112_n.jpg,"[""pboisvert""]",6,2017-02-20_13-37-36,GraphImage,parks.canada,[],2017-02-20T13:37:36,BQv66E9gzO5,False,"[""mondaymotivation"",""winterwonderland"",""snowshoeing"",""snowshoe"",""playoutside"",""mauricie"",""mauricienp"",""quebec"",""quebecwinter"",""parkscanada"",""canada150"",""canada""]",4143631778,,something challenge allow grow Get need hike Lac Solitaire trail La Mauricie National Park Thanks photo,"['something', 'challenge', 'allow', 'grow', 'Get', 'need', 'hike', 'Lac', 'Solitaire', 'trail', 'La', 'Mauricie', 'National', 'Park', 'Thanks', 'photo']","[u'someth', u'challeng', u'allow', u'grow', u'get', u'need', u'hike', u'lac', u'solitair', u'trail', 'la', u'maurici', u'nation', u'park', u'thank', u'photo']"
