Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
224,224,224,895452279654014981,16,0,2017-08-10 01:10:34,": ? CCG Auxiliary is a volunteer org. dedicated to marine search and rescue. Learn more, or sign up here: ccga-gcac.ca https…",['#DYK'],[],RT DYK CCG Auxiliary volunteer org dedicated marine search rescue Learn sign ccga gcac ca,"['RT', 'DYK', 'CCG', 'Auxiliary', 'volunteer', 'org', 'dedicated', 'marine', 'search', 'rescue', 'Learn', 'sign', 'ccga', 'gcac', 'ca']","['rt', u'dyk', u'ccg', u'auxiliari', u'volunt', u'org', u'dedic', u'marin', u'search', u'rescu', u'learn', u'sign', u'ccga', u'gcac', 'ca']","RT @CCG_GCC: #DYK? CCG Auxiliary is a volunteer org. dedicated to marine search and rescue. Learn more, or sign up here: ccga-gcac.ca https…",0.5,Positive
225,225,225,895452174125195265,6,0,2017-08-10 01:10:09,: No relationship is more important to Canada than the one with Indigenous Peoples- Trudeau,['#IndigenousDay'],['https://t\xe2\x80\xa6'],RT relationship important Canada one Indigenous Peoples CanadianPM Trudeau IndigenousDay https,"['RT', 'relationship', 'important', 'Canada', 'one', 'Indigenous', 'Peoples', 'CanadianPM', 'Trudeau', 'IndigenousDay', 'https']","['rt', u'relationship', u'import', u'canada', u'one', u'indigen', u'peopl', u'canadianpm', u'trudeau', u'indigenousday', u'https']",RT @CCG_GCC: No relationship is more important to Canada than the one with Indigenous Peoples- @CanadianPM Trudeau #IndigenousDay https://t…,0.45,Positive
226,226,226,895372383644770304,5,0,2017-08-09 19:53:06,: CCGS Sir Wilfrid Laurier sailed to last month w/Cdn Hydrographic Srvc vessels &amp; picked up US scientists in Dutch Harbo…,['#Arctic'],[],RT CCGS Sir Wilfrid Laurier sailed Arctic last month Cdn Hydrographic Srvc vessels amp picked US scientists Dutch,"['RT', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'sailed', 'Arctic', 'last', 'month', 'Cdn', 'Hydrographic', 'Srvc', 'vessels', 'amp', 'picked', 'US', 'scientists', 'Dutch']","['rt', u'ccgs', u'sir', u'wilfrid', u'laurier', u'sail', u'arctic', u'last', u'month', u'cdn', u'hydrograph', u'srvc', u'vessel', u'amp', u'pick', 'us', u'scientist', u'dutch']",RT @CCG_GCC: CCGS Sir Wilfrid Laurier sailed to #Arctic last month w/Cdn Hydrographic Srvc vessels &amp; picked up US scientists in Dutch Harbo…,0.0,Neutral
227,227,227,895342314981380100,1,9,2017-08-09 17:53:37,The first pod of Narwhal arrive in Tremblay Sound! Thousands more to come!,"['#EATremblay2017', '#narwhal', '#arctic', '#science']",['https://t.co/Qce7eo6pSj'],first pod Narwhal arrive Tremblay Sound Thousands come EATremblay2017 narwhal arctic science https co Qce7eo6pSj,"['first', 'pod', 'Narwhal', 'arrive', 'Tremblay', 'Sound', 'Thousands', 'come', 'EATremblay2017', 'narwhal', 'arctic', 'science', 'https', 'co', 'Qce7eo6pSj']","[u'first', u'pod', u'narwhal', u'arriv', u'tremblay', u'sound', u'thousand', u'come', u'eatremblay2017', u'narwhal', u'arctic', u'scienc', u'https', 'co', u'qce7eo6psj']",The first pod of Narwhal arrive in Tremblay Sound! Thousands more to come! #EATremblay2017 #narwhal #arctic #science https://t.co/Qce7eo6pSj,0.4583333333333333,Positive
228,228,228,895052182558519296,9,0,2017-08-08 22:40:44,: A few more bikes were added to the Coast Guard ship today in Kugluktuk. More bikes heading to Gjoa Haven !!,[],['https://t.co/r5\xe2\x80\xa6'],RT Polarbike bikes added Coast Guard ship today Kugluktuk bikes heading Gjoa https co,"['RT', 'Polarbike', 'bikes', 'added', 'Coast', 'Guard', 'ship', 'today', 'Kugluktuk', 'bikes', 'heading', 'Gjoa', 'https', 'co']","['rt', u'polarbik', u'bike', u'ad', u'coast', u'guard', u'ship', u'today', u'kugluktuk', u'bike', u'head', u'gjoa', u'https', 'co']",RT @Polarbike: A few more bikes were added to the Coast Guard  ship today in Kugluktuk. More bikes heading to Gjoa Haven !! https://t.co/r5…,0.36041666666666666,Positive
229,229,229,895052131748773888,4,0,2017-08-08 22:40:32,": Adventure, training, partnership on high seas sea cadets joined CCGS Henry Larsen - Arctic Circle/Greenland",[],['https://t\xe2\x80\xa6'],RT Adventure training partnership high seas sea cadets joined CCGS Henry Larsen Arctic Circle Greenland https,"['RT', 'Adventure', 'training', 'partnership', 'high', 'seas', 'sea', 'cadets', 'joined', 'CCGS', 'Henry', 'Larsen', 'Arctic', 'Circle', 'Greenland', 'https']","['rt', u'adventur', u'train', u'partnership', u'high', u'sea', u'sea', u'cadet', u'join', u'ccgs', u'henri', u'larsen', u'arctic', u'circl', u'greenland', u'https']","RT @CCG_GCC: Adventure, training, partnership on high seas @RCN_MRC sea cadets joined CCGS Henry Larsen - Arctic Circle/Greenland https://t…",0.16,Neutral
230,230,230,895037829444718592,12,0,2017-08-08 21:43:42,: MCTS officer Julie MacRae shows Commissioner Jeffery Hutchinson how she keeps ships moving safely &amp; efficiently on the…,['#Sarnia'],[],RT MCTS Sarnia officer Julie MacRae shows Commissioner Jeffery Hutchinson keeps ships moving safely amp efficiently,"['RT', 'MCTS', 'Sarnia', 'officer', 'Julie', 'MacRae', 'shows', 'Commissioner', 'Jeffery', 'Hutchinson', 'keeps', 'ships', 'moving', 'safely', 'amp', 'efficiently']","['rt', u'mcts', u'sarnia', u'offic', u'juli', u'macra', u'show', u'commission', u'jefferi', u'hutchinson', u'keep', u'ship', u'move', u'safe', u'amp', u'effici']",RT @CCG_GCC: MCTS #Sarnia officer Julie MacRae shows Commissioner Jeffery Hutchinson how she keeps ships moving safely &amp; efficiently on the…,0.5,Positive
231,231,231,894947135489290240,0,10,2017-08-08 15:43:19,A curious ringed seal makes a cameo for a remote camera on the floor of the Arctic Ocean in Tremblay sound,['#EATremblay2017'],['https://t.co/Ty99axjZqs'],curious ringed seal makes cameo remote camera floor Arctic Ocean Tremblay sound EATremblay2017 https co Ty99axjZqs,"['curious', 'ringed', 'seal', 'makes', 'cameo', 'remote', 'camera', 'floor', 'Arctic', 'Ocean', 'Tremblay', 'sound', 'EATremblay2017', 'https', 'co', 'Ty99axjZqs']","[u'curious', u'ring', u'seal', u'make', u'cameo', u'remot', u'camera', u'floor', u'arctic', u'ocean', u'tremblay', u'sound', u'eatremblay2017', u'https', 'co', u'ty99axjzq']",A curious ringed seal makes a cameo for a remote camera on the floor of the Arctic Ocean in Tremblay sound #EATremblay2017 https://t.co/Ty99axjZqs,0.06666666666666668,Neutral
232,232,232,894934078734073856,16,0,2017-08-08 14:51:26,": Reporting a maritime spill? Don’t use our Twitter, but rather the list of contacts here: D8",[],"['https://t.co/hdDlLwpQ', 'https://t.co/\xe2\x80\xa6']",RT Reporting maritime spill use Twitter rather list contacts https co hdDlLwpQD8 https co,"['RT', 'Reporting', 'maritime', 'spill', 'use', 'Twitter', 'rather', 'list', 'contacts', 'https', 'co', 'hdDlLwpQD8', 'https', 'co']","['rt', u'report', u'maritim', u'spill', u'use', u'twitter', u'rather', u'list', u'contact', u'https', 'co', u'hddllwpqd8', u'https', 'co']","RT @CCG_GCC: Reporting a maritime spill? Don’t use our Twitter, but rather the list of contacts here: https://t.co/hdDlLwpQD8 https://t.co/…",0.0,Neutral
233,233,233,894642004969365504,10,0,2017-08-07 19:30:50,": /2 Rendez-vous near Herschel Island with , Maple, and FV Frosti, aboard CCGS Sir Wilfrid Laurier. https…",['#Arctic'],[],RT Rendez vous near Herschel Island Arctic USCG Maple FV Frosti aboard CCGS Sir Wilfrid Laurier,"['RT', 'Rendez', 'vous', 'near', 'Herschel', 'Island', 'Arctic', 'USCG', 'Maple', 'FV', 'Frosti', 'aboard', 'CCGS', 'Sir', 'Wilfrid', 'Laurier']","['rt', u'rendez', u'vous', u'near', u'herschel', u'island', u'arctic', u'uscg', u'mapl', 'fv', u'frosti', u'aboard', u'ccgs', u'sir', u'wilfrid', u'laurier']","RT @CCG_GCC: 2/2 Rendez-vous near Herschel Island #Arctic with @RCN_MRC, @USCG Maple, and FV Frosti, aboard CCGS Sir Wilfrid Laurier. https…",0.1,Neutral
234,234,234,894641930851811328,21,0,2017-08-07 19:30:32,: /2 Two commanding officers with join CCGS Sir Wilfrid Laurier; meet crew members from Maple. partners…,['#Arctic'],[],RT Two commanding officers join CCGS Sir Wilfrid Laurier meet crew members USCG Maple Arctic,"['RT', 'Two', 'commanding', 'officers', 'join', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'meet', 'crew', 'members', 'USCG', 'Maple', 'Arctic']","['rt', u'two', u'command', u'offic', u'join', u'ccgs', u'sir', u'wilfrid', u'laurier', u'meet', u'crew', u'member', u'uscg', u'mapl', u'arctic']",RT @CCG_GCC: 1/2 Two commanding officers with @RCN_MRC join CCGS Sir Wilfrid Laurier; meet crew members from @USCG  Maple. #Arctic partners…,0.0,Neutral
235,235,235,894602823140352002,0,3,2017-08-07 16:55:08,Fishery Officers are patrolling the Anguniaqvia niqiqyuam Marine Protected Area today,[],"['https://t.co/sigpUN6b5a', 'https://t.co/gnVjD9HzJ4']",Fishery Officers patrolling Anguniaqvia niqiqyuam Marine Protected Area today https co sigpUN6b5a https co gnVjD9HzJ4,"['Fishery', 'Officers', 'patrolling', 'Anguniaqvia', 'niqiqyuam', 'Marine', 'Protected', 'Area', 'today', 'https', 'co', 'sigpUN6b5a', 'https', 'co', 'gnVjD9HzJ4']","[u'fisheri', u'offic', u'patrol', u'anguniaqvia', u'niqiqyuam', u'marin', u'protect', u'area', u'today', u'https', 'co', u'sigpun6b5a', u'https', 'co', u'gnvjd9hzj4']",Fishery Officers are patrolling the Anguniaqvia niqiqyuam Marine Protected Area today https://t.co/sigpUN6b5a https://t.co/gnVjD9HzJ4,0.0,Neutral
236,236,236,894582762337914881,3,0,2017-08-07 15:35:25,: CCG welcomes new D9 Cmdr RAdm Joanna Nunan - we look forward to working w/ you on our shared maritime interests …,['#CanUS'],[],RT CCG welcomes new USCG D9 Cmdr RAdm Joanna Nunan look forward working shared CanUS maritime interests,"['RT', 'CCG', 'welcomes', 'new', 'USCG', 'D9', 'Cmdr', 'RAdm', 'Joanna', 'Nunan', 'look', 'forward', 'working', 'shared', 'CanUS', 'maritime', 'interests']","['rt', u'ccg', u'welcom', u'new', u'uscg', 'd9', u'cmdr', u'radm', u'joanna', u'nunan', u'look', u'forward', u'work', u'share', u'canus', u'maritim', u'interest']",RT @CCG_GCC: CCG welcomes new @USCG D9 Cmdr RAdm Joanna Nunan - we look forward to working w/ you on our shared #CanUS maritime interests @…,0.13636363636363635,Neutral
237,237,237,894582674840473600,4,0,2017-08-07 15:35:04,: Thank you RAdm June Ryan for your partnership &amp; collaboration - been a pleasure &amp; we wish you the best in retirement! …,[],[],RT Thank USCG RAdm June Ryan partnership amp collaboration pleasure amp wish best retirement,"['RT', 'Thank', 'USCG', 'RAdm', 'June', 'Ryan', 'partnership', 'amp', 'collaboration', 'pleasure', 'amp', 'wish', 'best', 'retirement']","['rt', u'thank', u'uscg', u'radm', u'june', u'ryan', u'partnership', u'amp', u'collabor', u'pleasur', u'amp', u'wish', u'best', u'retir']",RT @CCG_GCC: Thank you @USCG RAdm June Ryan for your partnership &amp; collaboration - been a pleasure &amp; we wish you the best in retirement! @U…,1.0,Positive
238,238,238,894581982214082560,2,0,2017-08-07 15:32:19,: Bravo Zulu and thank you to the Organizing Committee for including the Canadian Coast Guard in your outstandi…,[],[],RT Bravo Zulu CoastGdFestival thank Organizing Committee including Canadian Coast Guard,"['RT', 'Bravo', 'Zulu', 'CoastGdFestival', 'thank', 'Organizing', 'Committee', 'including', 'Canadian', 'Coast', 'Guard']","['rt', u'bravo', u'zulu', u'coastgdfestiv', u'thank', u'organ', u'committe', u'includ', u'canadian', u'coast', u'guard']",RT @CCG_GCC: Bravo Zulu @CoastGdFestival and thank you to the Organizing Committee for including the Canadian Coast Guard in your outstandi…,0.0,Neutral
239,239,239,894581913104470016,11,0,2017-08-07 15:32:03,": Canadian Coast Guard staff &amp; partners are honoured to participate in in Grand Haven, Michigan",[],['https://t\xe2\x80\xa6'],RT Canadian Coast Guard staff amp partners honoured participate CoastGdFestival Grand Michigan USCG https,"['RT', 'Canadian', 'Coast', 'Guard', 'staff', 'amp', 'partners', 'honoured', 'participate', 'CoastGdFestival', 'Grand', 'Michigan', 'USCG', 'https']","['rt', u'canadian', u'coast', u'guard', u'staff', u'amp', u'partner', u'honour', u'particip', u'coastgdfestiv', u'grand', u'michigan', u'uscg', u'https']","RT @CCG_GCC: Canadian Coast Guard staff &amp; partners are honoured to participate in @CoastGdFestival in Grand Haven, Michigan @USCG https://t…",0.5,Positive
240,240,240,894581686209347584,14,0,2017-08-07 15:31:09,: Thank you and for hosting Coast Guard Summit: proud of our history of protecting shared waterways &amp; c…,['#CanUS'],[],RT Thank ADMZukunft USCG hosting CanUS Coast Guard Summit proud history protecting shared waterways amp,"['RT', 'Thank', 'ADMZukunft', 'USCG', 'hosting', 'CanUS', 'Coast', 'Guard', 'Summit', 'proud', 'history', 'protecting', 'shared', 'waterways', 'amp']","['rt', u'thank', u'admzukunft', u'uscg', u'host', u'canus', u'coast', u'guard', u'summit', u'proud', u'histori', u'protect', u'share', u'waterway', u'amp']",RT @CCG_GCC: Thank you @ADMZukunft and @USCG for hosting #CanUS Coast Guard Summit: proud of our history of protecting shared waterways &amp; c…,0.8,Positive
241,241,241,894286515227983874,9,0,2017-08-06 19:58:14,: CCGS Sir Wilfrid Laurier's Captain and chief officer hold an ice-briefing for Maple Captain prior to its transit.…,['#NWP'],[],RT CCGS Sir Wilfrid Laurier Captain chief officer hold ice briefing USCG Maple Captain prior NWP transit,"['RT', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'Captain', 'chief', 'officer', 'hold', 'ice', 'briefing', 'USCG', 'Maple', 'Captain', 'prior', 'NWP', 'transit']","['rt', u'ccgs', u'sir', u'wilfrid', u'laurier', u'captain', u'chief', u'offic', u'hold', u'ice', u'brief', u'uscg', u'mapl', u'captain', u'prior', u'nwp', u'transit']",RT @CCG_GCC: CCGS Sir Wilfrid Laurier's Captain and chief officer hold an ice-briefing for @USCG  Maple Captain prior to its #NWP transit.…,0.0,Neutral
242,242,242,894272977784778753,7,0,2017-08-06 19:04:27,": CCGS Constable Carrière is in Grand Haven, MI. We are proud to be there to help celebrate th birthday!",[],['https://t.co/D\xe2\x80\xa6'],RT CCGS Constable Grand MI proud help celebrate USCG 227th birthday https co,"['RT', 'CCGS', 'Constable', 'Grand', 'MI', 'proud', 'help', 'celebrate', 'USCG', '227th', 'birthday', 'https', 'co']","['rt', u'ccgs', u'constabl', u'grand', 'mi', u'proud', u'help', u'celebr', u'uscg', u'227th', u'birthday', u'https', 'co']","RT @CCG_GCC: CCGS Constable Carrière is in Grand Haven, MI. We are proud to be there to help celebrate @USCG 227th birthday! https://t.co/D…",0.75,Positive
243,243,243,894237294605082624,12,25,2017-08-06 16:42:39,Fishery Officers are on board helicopters and vessels patrolling the Beaufort Sea for any illegal activities,[],['https://t.co/JHJZaQwyiL'],Fishery Officers board helicopters vessels patrolling Beaufort Sea illegal activities https co JHJZaQwyiL,"['Fishery', 'Officers', 'board', 'helicopters', 'vessels', 'patrolling', 'Beaufort', 'Sea', 'illegal', 'activities', 'https', 'co', 'JHJZaQwyiL']","[u'fisheri', u'offic', u'board', u'helicopt', u'vessel', u'patrol', u'beaufort', u'sea', u'illeg', u'activ', u'https', 'co', u'jhjzaqwyil']",Fishery Officers are on board @CCG_GCC helicopters and vessels patrolling the Beaufort Sea for any illegal activities https://t.co/JHJZaQwyiL,-0.5,Negative
244,244,244,893592748053463040,12,0,2017-08-04 22:01:27,: Eanding our borders. Learn how the Canadian Hydrographic Service helps define Canada’s continental shelf,[],['https://t.co/MX\xe2\x80\xa6'],RT Expanding borders Learn Canadian Hydrographic Service helps define continental shelf https co,"['RT', 'Expanding', 'borders', 'Learn', 'Canadian', 'Hydrographic', 'Service', 'helps', 'define', 'continental', 'shelf', 'https', 'co']","['rt', u'expand', u'border', u'learn', u'canadian', u'hydrograph', u'servic', u'help', u'defin', u'continent', u'shelf', u'https', 'co']",RT @DFO_Science: Expanding our borders. Learn how the Canadian Hydrographic Service helps define Canada’s continental shelf https://t.co/MX…,0.0,Neutral
245,245,245,893592647339827200,7,0,2017-08-04 22:01:03,: Happy ! The is seeking a Deckhand to work in and - Apply now: C,"['#NationalCoastGuardDay', '#BC', '#NWT']",['https://t.co/BFLY66SX6'],RT Happy NationalCoastGuardDay seeking Deckhand work BC NWT Apply https co BFLY66SX6C,"['RT', 'Happy', 'NationalCoastGuardDay', 'seeking', 'Deckhand', 'work', 'BC', 'NWT', 'Apply', 'https', 'co', 'BFLY66SX6C']","['rt', u'happi', u'nationalcoastguardday', u'seek', u'deckhand', u'work', 'bc', u'nwt', u'appli', u'https', 'co', u'bfly66sx6c']",RT @jobs_gc: Happy #NationalCoastGuardDay ! The @CCG_GCC is seeking a Deckhand to work in #BC and #NWT - Apply now: https://t.co/BFLY66SX6C,1.0,Positive
246,246,246,893592491844415490,3,0,2017-08-04 22:00:26,": Top U.S., Canadian Coast Guard leaders hold summit in Grand Haven via",[],['https://t.co/n1U8uvKsaw'],RT Top Canadian Coast Guard leaders hold summit Grand https co n1U8uvKsaw via Granicus,"['RT', 'Top', 'Canadian', 'Coast', 'Guard', 'leaders', 'hold', 'summit', 'Grand', 'https', 'co', 'n1U8uvKsaw', 'via', 'Granicus']","['rt', u'top', u'canadian', u'coast', u'guard', u'leader', u'hold', u'summit', u'grand', u'https', 'co', u'n1u8uvksaw', u'via', u'granicus']","RT @CCG_GCC: Top U.S., Canadian Coast Guard leaders hold summit in Grand Haven https://t.co/n1U8uvKsaw via @Granicus",0.5,Positive
247,247,247,893592290521993216,1,0,2017-08-04 21:59:38,: and looking forward to participating with our partners! 12c,"['#CCGProud', '#ACGF']",['https://t.co/0H5GbiH'],RT CCGProud looking forward participating ACGF partners https co 0H5GbiH12c,"['RT', 'CCGProud', 'looking', 'forward', 'participating', 'ACGF', 'partners', 'https', 'co', '0H5GbiH12c']","['rt', u'ccgproud', u'look', u'forward', u'particip', u'acgf', u'partner', u'https', 'co', u'0h5gbih12c']",RT @CCG_GCC: #CCGProud and looking forward to participating with our #ACGF partners! https://t.co/0H5GbiH12c,0.0,Neutral
248,248,248,893592244476837888,18,0,2017-08-04 21:59:27,: Happy Birthday to our partners and close allies - celebrating their th Birthday! Photos: USCG,[],['https://t.co/faGqWEYv67'],RT Happy Birthday partners close allies USCG celebrating 227th Birthday Photos USCG https co faGqWEYv67,"['RT', 'Happy', 'Birthday', 'partners', 'close', 'allies', 'USCG', 'celebrating', '227th', 'Birthday', 'Photos', 'USCG', 'https', 'co', 'faGqWEYv67']","['rt', u'happi', u'birthday', u'partner', u'close', u'alli', u'uscg', u'celebr', u'227th', u'birthday', u'photo', u'uscg', u'https', 'co', u'fagqweyv67']",RT @CCG_GCC: Happy Birthday to our partners and close allies @USCG - celebrating their 227th Birthday! Photos: USCG https://t.co/faGqWEYv67,1.0,Positive
249,249,249,893592211551637504,11,0,2017-08-04 21:59:20,": Coast Guard Summit discussions: , Great Lakes trade &amp; transport, border security +","['#CanUS', '#Arctic']",['https://t\xe2\x80\xa6'],RT CanUS Coast Guard Summit discussions Arctic Great Lakes trade amp transport border security USCG ADMZukunft https,"['RT', 'CanUS', 'Coast', 'Guard', 'Summit', 'discussions', 'Arctic', 'Great', 'Lakes', 'trade', 'amp', 'transport', 'border', 'security', 'USCG', 'ADMZukunft', 'https']","['rt', u'canus', u'coast', u'guard', u'summit', u'discuss', u'arctic', u'great', u'lake', u'trade', u'amp', u'transport', u'border', u'secur', u'uscg', u'admzukunft', u'https']","RT @CCG_GCC: #CanUS Coast Guard Summit discussions: #Arctic, Great Lakes trade &amp; transport, border security + @USCG  @ADMZukunft  https://t…",0.8,Positive
250,250,250,893592180945817601,12,0,2017-08-04 21:59:12,: Engaged w at the Canada-USCG summit. Our partnership is critical to maritime security &amp; prosperity.,[],['https://t.co/m\xe2\x80\xa6'],RT ADMZukunft Engaged Canada USCG summit partnership critical maritime security amp prosperity https co,"['RT', 'ADMZukunft', 'Engaged', 'Canada', 'USCG', 'summit', 'partnership', 'critical', 'maritime', 'security', 'amp', 'prosperity', 'https', 'co']","['rt', u'admzukunft', u'engag', u'canada', u'uscg', u'summit', u'partnership', u'critic', u'maritim', u'secur', u'amp', u'prosper', u'https', 'co']",RT @ADMZukunft: Engaged w @CCG_GCC at the Canada-USCG summit. Our partnership is critical to maritime security &amp; prosperity. https://t.co/m…,0.0,Neutral
251,251,251,893224920968286208,9,0,2017-08-03 21:39:51,": Coast Guard Summit w/ in Grand Haven MI: strengthen collaboration, protect mariners &amp; envir on Great Lakes &amp; shared coas…",[],[],RT Coast Guard Summit USCG Grand MI strengthen collaboration protect mariners amp envir Great Lakes amp shared,"['RT', 'Coast', 'Guard', 'Summit', 'USCG', 'Grand', 'MI', 'strengthen', 'collaboration', 'protect', 'mariners', 'amp', 'envir', 'Great', 'Lakes', 'amp', 'shared']","['rt', u'coast', u'guard', u'summit', u'uscg', u'grand', 'mi', u'strengthen', u'collabor', u'protect', u'marin', u'amp', u'envir', u'great', u'lake', u'amp', u'share']","RT @CCG_GCC: Coast Guard Summit w/ @USCG in Grand Haven MI: strengthen collaboration, protect mariners &amp; envir on Great Lakes &amp; shared coas…",0.65,Positive
252,252,252,893224833668063233,14,0,2017-08-03 21:39:30,": The press briefing on has now ended. For more information, please see our website:",['#RightWhales'],['https://t.co/1SbgTWbBVw'],RT press briefing RightWhales ended information please see website https co 1SbgTWbBVw,"['RT', 'press', 'briefing', 'RightWhales', 'ended', 'information', 'please', 'see', 'website', 'https', 'co', '1SbgTWbBVw']","['rt', u'press', u'brief', u'rightwhal', u'end', u'inform', u'pleas', u'see', u'websit', u'https', 'co', u'1sbgtwbbvw']","RT @DFO_MPO: The press briefing on #RightWhales has now ended. For more information, please see our website: https://t.co/1SbgTWbBVw",0.5,Positive
253,253,253,893223413698965504,13,0,2017-08-03 21:33:51,: CCG reminder about - requesting a decrease in vessel speed in the Bay of Fundy &amp; Gulf of St. Lawrence:,['#RightWhales'],['https://t.\xe2\x80\xa6'],RT CCG reminder RightWhales requesting decrease vessel speed Bay Fundy amp Gulf St Lawrence https,"['RT', 'CCG', 'reminder', 'RightWhales', 'requesting', 'decrease', 'vessel', 'speed', 'Bay', 'Fundy', 'amp', 'Gulf', 'St', 'Lawrence', 'https']","['rt', u'ccg', u'remind', u'rightwhal', u'request', u'decreas', u'vessel', u'speed', u'bay', u'fundi', u'amp', u'gulf', 'st', u'lawrenc', u'https']",RT @CCG_GCC: CCG reminder about #RightWhales - requesting a decrease in vessel speed in the Bay of Fundy &amp; Gulf of St. Lawrence: https://t.…,0.0,Neutral
254,254,254,893223274854977536,16,0,2017-08-03 21:33:18,": team assembles the bow of the nd Offshore Fisheries Science Vessel at VSY, alongside the st vessel …","['#Seaspan', '#NSS', '#S']",[],RT seaspan Seaspan team assembles bow 2nd Offshore Fisheries Science Vessel VSY alongside 1st vessel NSS,"['RT', 'seaspan', 'Seaspan', 'team', 'assembles', 'bow', '2nd', 'Offshore', 'Fisheries', 'Science', 'Vessel', 'VSY', 'alongside', '1st', 'vessel', 'NSS']","['rt', u'seaspan', u'seaspan', u'team', u'assembl', u'bow', u'2nd', u'offshor', u'fisheri', u'scienc', u'vessel', u'vsi', u'alongsid', u'1st', u'vessel', u'nss']","RT @seaspan: #Seaspan team assembles the bow of the 2nd Offshore Fisheries Science Vessel at VSY, alongside the 1st @CCG_GCC vessel #NSS #S…",0.0,Neutral
255,255,255,892863376518500357,8,0,2017-08-02 21:43:12,: CCGS Constable Carrière now open for tours in . Celebrating our partnership with …,"['#GrandHaven', '#Michigan']",[],RT CCGS Constable open tours CoastGdFestival GrandHaven Michigan Celebrating partnership,"['RT', 'CCGS', 'Constable', 'open', 'tours', 'CoastGdFestival', 'GrandHaven', 'Michigan', 'Celebrating', 'partnership']","['rt', u'ccgs', u'constabl', u'open', u'tour', u'coastgdfestiv', u'grandhaven', u'michigan', u'celebr', u'partnership']",RT @CCG_GCC: CCGS Constable Carrière now open for tours @CoastGdFestival in #GrandHaven #Michigan.  Celebrating  our partnership with @USCG…,0.0,Neutral
256,256,256,892863242762162177,8,0,2017-08-02 21:42:40,": With your Mate certificate and navigation eerience, become a Maritime Search and Rescue Coordinator!",[],['https://t.co/7U9BXY1pQJ\xe2\x80\xa6'],RT Mate certificate navigation experience become Maritime Search Rescue Coordinator https co,"['RT', 'Mate', 'certificate', 'navigation', 'experience', 'become', 'Maritime', 'Search', 'Rescue', 'Coordinator', 'https', 'co']","['rt', u'mate', u'certif', u'navig', u'experi', u'becom', u'maritim', u'search', u'rescu', u'coordin', u'https', 'co']","RT @CCG_GCC: With your Mate certificate and navigation experience, become a Maritime Search and Rescue Coordinator! https://t.co/7U9BXY1pQJ…",0.0,Neutral
257,257,257,892518801065070592,10,0,2017-08-01 22:53:59,": En route to the , deploys drift buoys to help us track ocean currents &amp; study ice drifts",['#Arctic'],['https://t.co/vGjZ\xe2\x80\xa6'],RT En route Arctic deploys drift buoys help us track ocean currents amp study ice drifts https co,"['RT', 'En', 'route', 'Arctic', 'deploys', 'drift', 'buoys', 'help', 'us', 'track', 'ocean', 'currents', 'amp', 'study', 'ice', 'drifts', 'https', 'co']","['rt', 'en', u'rout', u'arctic', u'deploy', u'drift', u'buoy', u'help', 'us', u'track', u'ocean', u'current', u'amp', u'studi', u'ice', u'drift', u'https', 'co']","RT @DFO_Science: En route to the #Arctic, @CCG_GCC deploys drift buoys to help us track ocean currents &amp; study ice drifts https://t.co/vGjZ…",0.0,Neutral
258,258,258,892105641363419136,1,3,2017-07-31 19:32:14,"Join us in Paulatuk, NWT August , to celebrate in the . Entertainment, games, traditional feast and fun! 9","['#WorldOceansDay', '#Arctic']",['https://t.co/5OTXXcU5m'],Join us Paulatuk NWT August 11 2017 celebrate WorldOceansDay Arctic Entertainment games traditional feast fun https co 5OTXXcU5m9,"['Join', 'us', 'Paulatuk', 'NWT', 'August', '11', '2017', 'celebrate', 'WorldOceansDay', 'Arctic', 'Entertainment', 'games', 'traditional', 'feast', 'fun', 'https', 'co', '5OTXXcU5m9']","[u'join', 'us', u'paulatuk', u'nwt', u'august', '11', u'2017', u'celebr', u'worldoceansday', u'arctic', u'entertain', u'game', u'tradit', u'feast', u'fun', u'https', 'co', u'5otxxcu5m9']","Join us in Paulatuk, NWT August 11, 2017 to celebrate #WorldOceansDay in the #Arctic. Entertainment, games, traditional feast and fun! https://t.co/5OTXXcU5m9",0.1875,Neutral
259,259,259,892099732813819905,4,0,2017-07-31 19:08:45,": Saluting our colleagues! Commissioner Hutchinson w/LCol Anderson, CO, th Batt. Royal Canadian Regiment, at …",['#Pri'],[],RT Saluting CanadianArmy colleagues Commissioner Hutchinson LCol Anderson CO 4th Batt Royal Canadian Regiment,"['RT', 'Saluting', 'CanadianArmy', 'colleagues', 'Commissioner', 'Hutchinson', 'LCol', 'Anderson', 'CO', '4th', 'Batt', 'Royal', 'Canadian', 'Regiment']","['rt', u'salut', u'canadianarmi', u'colleagu', u'commission', u'hutchinson', u'lcol', u'anderson', 'co', u'4th', u'batt', u'royal', u'canadian', u'regiment']","RT @CCG_GCC: Saluting our @CanadianArmy colleagues! Commissioner Hutchinson w/LCol Anderson, CO, 4th Batt. Royal Canadian Regiment, at #Pri…",0.0,Neutral
