id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
460123390028_10159273154960029,2017-08-30 11:01:13,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159273154960029/?type=3,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique! énÉnergie,['#G'],22.0,61.0,289,391,"['Environmental', 'Social']","['changement_climatique', 'avenir', 'énergétique', '#génénergie']",fr,0.06522743055555556,positive,EnvironnementetressourcesnaturellesauCanada_facebook
2017-08-22_15-53-04,2017-08-22 15:53:04,https://instagram.fyvr3-1.fna.fbcdn.net/vp/960d90e062db253ff1e48943b2831988/5AE42E1C/t51.2885-15/e35/20986891_486993945002940_5236277948071280640_n.jpg,Le pays du canot vous lance un appel! Pagayez doucement sur les plus beaux lacs du parc national de la Mauricie. Découvrez les couleurs vives et les paysages splendides sur l'eau! : .....,Le pays du canot vous lance un appel Pagayez doucement sur les plus beaux lacs du parc national de la Mauricie couvrez les couleurs vives et les paysages splendides sur eau notredemeurenotrecanada focussurlamauricie explorequebec pnmauricie parcdelamauricie parcscanada canada150 parcnationaldelamauricie quebec,"[""notredemeurenotrecanada"",""focussurlamauricie"",""explorequebec"",""pnmauricie"",""parcdelamauricie"",""parcscanada"",""canada150"",""parcnationaldelamauricie"",""quebec""]",3.0,,272,275,"['Environmental', 'Social']","['pays', 'lac', 'parc_national', 'découvrez']",fr,0.6666666666666666,positive,parcs.canada_instagram
2017-08-30_14-08-02,2017-08-30 14:08:02,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3e2beac4590deff005e33cee911b17a4/5AE71E09/t51.2885-15/e35/21224337_766522343550199_1364443816391606272_n.jpg,"Planifiez votre journée dans un lieu paradisiaque ... Avec ses plages de sable fin, ses falaises majestueuses et ses forêts luxuriantes, le parc national Forillon est l'endroit idéal pour se détendre et profiter des dernières journées ensoleillées de l'été! : .....",Planifiez votre dans un lieu paradisiaque Avec ses plages de sable fin ses falaises majestueuses et ses luxuriantes le parc national Forillon est endroit al pour se tendre et profiter des res es es de ianmurph forillon Quebec parc sauvage nature photographie parcscanada parkscanada explorecanada canada,"[""forillon"",""quebec"",""parc"",""sauvage"",""nature"",""photographie"",""parcscanada"",""parkscanada"",""explorecanada"",""canada""]",4.0,,265,269,"['Environmental', 'Social']","['forêt', 'parc_national']",fr,0.25,positive,parcs.canada_instagram
134615279898518_1856278807732148,2017-09-08 13:48:35,https://www.facebook.com/ParcsCanada/videos/1856278807732148/,"Appel à toutes les classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années!!
Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours 2017-2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : http://concours.monpasseportparcs.ca/  Canadian Geographic EducationFédération canadienne de la faune Historica Canada","Appel à toutes les classes de re, e et e secondaire/7e, e et e années!! Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours -2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : Canadian Geographic EducationFédération canadienne de la faune Historica Canada",[],41.0,456.0,172,687,"['Environmental', 'Social']","['nature', 'culture', 'parc', 'faune']",fr,0.0,neutral,ParcsCanada_facebook
909839192057925632,2017-09-18 17:59:02,[],RT @N_Hulot: Réunion des ministres pour l'action climatique à Montréal : se mobiliser parce que l'accord de Paris est un serment fait à nos…,RT union des ministres pour action climatique al se mobiliser parce que accord de Paris est un serment fait,[],,623.0,0,623,"['Economical', 'Environmental']","['ministre', 'climatique']",fr,0.1,Neutral,ministre_ec_tweeter
134615279898518_1854148717945157,2017-09-06 08:53:02,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1854148391278523/?type=3,"Pour les visiteurs dans les régions de l’Alberta et la Colombie-Britannique, veuillez noter que Parcs Canada a émis une alerte d'évacuation pour tout le parc national des Lacs-Waterton en raison de feux de forêt. Il n'y a pas de danger immédiat. Toutefois, la qualité de l'air est compromise à cause de la fumée et les prévisions météorologiques pour la semaine prochaine prévoient des conditions susceptibles d'entraîner une modification du comportement au feu et une possibilité accrue des dangers et des risques pour les visiteurs. L'alerte d'évacuation se trouve ici : http://ow.ly/2Ukg30eZbQ5 Tourisme Alberta Tourisme Colombie-Britannique

Nous vous recommandons d'envisager des destinations alternatives dans la région pour vos déplacements de vacances. Visitez notre site Web pour en savoir plus sur d'autres excellents endroits de Parcs Canada à explorer : http://www.pc.gc.ca/fr/voyage-travel","Pour les visiteurs dans les régions de l’Alberta et la Colombie-Britannique, veuillez noter que Parcs Canada a émis une alerte d'évacuation pour tout le parc national des Lacs-Waterton en raison de feux de forêt. Il n'y a pas de danger immédiat. Toutefois, la qualité de l'air est compromise à cause de la fumée et les prévisions météorologiques pour la semaine prochaine prévoient des conditions susceptibles d'entraîner une modification du comportement au feu et une possibilité accrue des dangers et des risques pour les visiteurs. L'alerte d'évacuation se trouve ici : Tourisme Alberta Tourisme Colombie-Britannique Nous vous recommandons d'envisager des destinations alternatives dans la région pour vos déplacements de vacances. Visitez notre site Web pour en savoir plus sur d'autres excellents endroits de Parcs Canada à elorer :",[],18.0,103.0,134,337,"['Economical', 'Environmental', 'Social']","['parc', 'parc_national', 'forêt', ""qualité_de_l'air"", 'tourisme', 'tourisme', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
377625007887_10155816151902888,2017-10-25 19:00:37,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155816151902888/?type=3,Rappel : Camions Ford. De l’eau pourrait s’infiltrer par le verrou et faire ouvrir la portière pendant que le véhicule est en mouvement. http://ow.ly/NlbW30g7sKg,Rappel : Camions Ford. De l’eau pourrait s’infiltrer par le verrou et faire ouvrir la portière pendant que le véhicule est en mouvement.,[],635.0,1724.0,53,2467,['Economical'],"['camion', 'véhicule']",fr,0.02517360187271724,positive,TransportsetInfrastructureauCanada_facebook
134615279898518_1897399016953460,2017-10-20 19:20:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1897398793620149/?type=3,"Joyeux vendredi photo des abonnés! Cette merveilleuse photo nous vient de @barefootbeavr sur Instagram, accompagnée de la légende suivante : « Les vues et les sons du Parc national de la Mauricie, Parcs Canada sont incroyables à cette période de l’année. » 

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette merveilleuse photo nous vient de sur Instagram, accompagnée de la légende suivante : « Les vues et les sons du Parc national de la Mauricie, Parcs Canada sont incroyables à cette période de l’année. » Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.",[],15.0,24.0,260,357,['Environmental'],"['parc', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
2017-10-24_17-43-04,2017-10-24 17:43:04,https://instagram.fyvr3-1.fna.fbcdn.net/vp/60c4d0f51d8b33d63adb6307855c9448/5AF79ACC/t51.2885-15/e35/22710317_850412398470230_229592759617454080_n.jpg,Les couleurs vibrantes du parc national de la Mauricie sont inégalées! Planifiez votre aventure automnale aujourd’hui.  : .....,Les couleurs vibrantes du parc national de la Mauricie sont es Planifiez votre aventure automnale hui notredemeurenotrecanada focussurlamauricie explorequebec pnmauricie parcdelamauricie parcscanada canada150 parcnationaldelamauricie quebec,"[""notredemeurenotrecanada"",""focussurlamauricie"",""explorequebec"",""pnmauricie"",""parcdelamauricie"",""parcscanada"",""canada150"",""parcnationaldelamauricie"",""quebec""]",1.0,,344,345,['Social'],"['parc_national', 'aventure']",fr,0.375,positive,parcs.canada_instagram
925738983488757760,2017-11-01 14:59:07,[],RT @VeteransFR_CA: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le 11/11 et serez ajouté à une mosaïque #Lecanada…,RT RT pour rendre hommage aux rans canadiens Vous recevrez un rappel le 11 11 et serez une que,['#Lecanada'],,2169.0,0,2169,['Social'],['vétéran'],fr,0.0,Neutral,GCC_CCG_tweeter
926474073084964864,2017-11-03 15:40:06,[],RT @VeteransFR_CA: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le 11/11 et serez ajouté à une mosaïque #Lecanada…,RT RT pour rendre hommage aux rans canadiens Vous recevrez un rappel le 11 11 et serez une que,['#Lecanada'],,2169.0,0,2169,['Social'],['vétéran'],fr,0.0,Neutral,GCAutochtones_tweeter
928689911993110528,2017-11-09 18:25:03,[],RT @VeteransFR_CA: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le 11/11 et serez ajouté à une mosaïque #Lecanada…,RT RT pour rendre hommage aux rans canadiens Vous recevrez un rappel le 11 11 et serez une que,['#Lecanada'],,2169.0,0,2169,['Social'],['vétéran'],fr,0.0,Neutral,RNCan_tweeter
377625007887_10155965912767888,2017-12-21 18:01:04,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155965912767888/?type=3,Rappel : VTT Bombardier avec direction assistée dynamique. L’arbre de direction pourrait se briser et provoquer une perte de contrôle. Les propriétaires ne devraient pas conduire leur VTT à moins que la réparation provisoire ait été effectuée. http://ow.ly/AqDW30hn5t4,Rappel : VTT Bombardier avec direction assistée dynamique. L’arbre de direction pourrait se briser et provoquer une perte de contrôle. Les propriétaires ne devraient pas conduire leur VTT à moins que la réparation provisoire ait été effectuée.,[],57.0,780.0,18,856,['other'],[],fr,0.05018322172619048,positive,TransportsetInfrastructureauCanada_facebook
134615279898518_1965701726789855,2017-12-22 10:00:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1965701166789911/?type=3,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",Il est plus intéressant que jamais de nous rendre visite! Commandez votre écouverte famille/groupe avant le décembre et obtenez un rabais de %! Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent!,['#CarteD'],31.0,124.0,429,602,"['Environmental', 'Social']","['visite', '#cartedécouverte']",fr,0.00237301587301587,positive,ParcsCanada_facebook
134615279898518_1941966262496735,2017-12-02 09:45:23,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1941964999163528/?type=3,"WOW! Pouvez-vous croire qu'un tel paysage existe? ? Mentionnez un ami dans les commentaires avec lequel vous aimeriez explorer ce joyau naturel!

Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO","WOW! Pouvez-vous croire qu'un tel paysage existe? Mentionnez un ami dans les commentaires avec lequel vous aimeriez elorer ce joyau naturel! Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO",[],123.0,29.0,288,546,"['Environmental', 'Social']","['ami', 'parc_national', 'parc']",fr,0.1096327670784884,positive,ParcsCanada_facebook
2018-01-09_07-33-10,2018-01-09 07:33:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8e5fbcfd3654a11d2134050c45adb2d8/5AFB8325/t51.2885-15/e35/26070586_1505745106190839_3887798112802045952_n.jpg,"Le « Lieu des esprits » est la signification du terme inuktitut Torngat dans le nom du parc national des Monts-Torngat. Voyez ce paysage exceptionnel mettant en valeur le fjord Saglek découpé par les glaciers; ce nom lui convient parfaitement, n’est-ce pas? : Parc national des Monts-Torngat : . . . . .",Le Lieu des esprits est la signification du terme inuktitut Torngat dans le nom du parc national des Monts Torngat Voyez ce paysage exceptionnel mettant en valeur le fjord Saglek par les glaciers ce nom lui convient parfaitement est ce pas Parc national des Monts Torngat everythingeverywhere parcscanada exploreNL montstorngat torngat nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation parcscanada,"[""parcscanada"",""explorenl"",""montstorngat"",""torngat"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""parcscanada""]",2.0,,295,297,"['Environmental', 'Social']","['parc_national', 'parc']",fr,0.5,positive,parcs.canada_instagram
2018-01-04_08-38-15,2018-01-04 08:38:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/881940497cc241f734bcd1d6b0b47d63/5AFC2E87/t51.2885-15/e35/26073859_552785148398429_6537813481557590016_n.jpg,"Établi en , le parc national Kootenay est un endroit aux contrastes uniques, en allant des rivières de montagnes glacées aux sources thermales vaporeuses.: .....",tabli en 1920 le parc national Kootenay est un endroit aux contrastes uniques en allant des res de montagnes es aux sources thermales vaporeuses searchingforserenity1 TravelAlberta PNKootenay ParcsCanada ExploreAlberta travelalberta alberta ExploreCanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada wanderlust travelgram,"[""pnkootenay"",""parcscanada"",""explorealberta"",""travelalberta"",""alberta"",""explorecanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""wanderlust"",""travelgram""]",3.0,,276,279,"['Environmental', 'Social']","['parc_national', 'rivière']",ca,0.3333333333333333,positive,parcs.canada_instagram
2018-01-08_11-35-28,2018-01-08 11:35:28,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dc54147e6708e6fee9fb781e28127097/5AEFFD78/t51.2885-15/e35/26181452_952540564905087_1831462582880305152_n.jpg,"Torrent d'eau déferlante situé non loin de la promenade des Glaciers, les chutes Sunwapta ne sont qu'une des nombreuses cascades de Jasper qui ont été créées par les vallées suspendues. : ..... ",Torrent eau ferlante non loin de la promenade des Glaciers les chutes Sunwapta ne sont qu une des nombreuses cascades de Jasper qui ont es par les es suspendues jeremywhyt3 tourismjasper PNJaspet parcnationaljasper jasper ParcsCanada lakelouise justlakeit ExploreCanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada wanderlust travelgram,"[""pnjaspet"",""parcnationaljasper"",""jasper"",""parcscanada"",""lakelouise"",""justlakeit"",""explorecanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""wanderlust"",""travelgram""]",7.0,,262,269,['other'],[],es,0.05,positive,parcs.canada_instagram
631082771679739904,2015-08-11 12:40:32,['http://t.co/JHVXK2CO8i'],La construction du soutien du puits C1 est terminée. La construction a nécessité environ 50 000 mètres cubes de roche http://t.co/JHVXK2CO8i,La construction du soutien du C1 est La construction environ 50 tres cubes de roche http co JHVXK2CO8i,[],,0.0,0,0,['other'],[],fr,0.0,Neutral,MineGiant_tweeter
681113766096945153,2015-12-27 14:05:50,['https://t.co/NupCz\xe2\x80\xa6'],"RT @GCC_CCG: Étudiants, avez-vous déjà considéré de vous joindre à la @GCC_CCG? Postulez au Collège de la GCC maintenant https://t.co/NupCz…",RT tudiants avez vous de vous joindre la Postulez au ge de la GCC maintenant https co,[],,3.0,0,3,['Social'],['étudiant'],fr,0.0,Neutral,MPO_Centre_tweeter
682295294806077441,2015-12-30 20:20:49,['https://t.co/zaHgQgrbPR'],Le scientifique du MPO Martin Castonguay parle d’une découverte récente sur la migration de l’anguille #fiers https://t.co/zaHgQgrbPR,Le scientifique du MPO Martin Castonguay parle une couverte cente sur la migration de anguille fiers https co zaHgQgrbPR,['#fiers'],,2.0,1,3,"['Economical', 'Environmental', 'Social']","['scientifique', 'scientifique', 'scientifique', 'mpo', '#fiers']",fr,0.0,Neutral,MPO_DFO_tweeter
679318963407470592,2015-12-22 15:13:56,"['https://t.co/RY0YHyVMIV', 'https://t.co/OWzdprqqXW']",Tous les détails sur pêche récréative hivernale au poisson de fond dans le fjord du Saguenay https://t.co/RY0YHyVMIV https://t.co/OWzdprqqXW,Tous les tails sur ative hivernale au poisson de fond dans le fjord du Saguenay https co RY0YHyVMIV https co OWzdprqqXW,[],,1.0,1,2,['Environmental'],['poisson'],fr,0.0,Neutral,MPO_GCC_Quebec_tweeter
485734081568161_674594319348802,2016-01-28 11:46:07,http://ow.ly/Xvpi5,"Les frais de garde d’enfants grugent une bonne partie de votre revenu? #Saviezvous que vous pouvez les déduire de vos impôts?

Pour l’exercice fiscal 2015, vous pouvez réclamer jusqu’à 8 000 $ pour les frais de garde d’enfants qui sont âgés de 6 ans ou moins à la fin de l’exercice. Pour les enfants de plus de 6 ans et de moins de 16 ans, vous pouvez réclamer 5 000 $ annuellement. Renseignez-vous : http://ow.ly/Xvpi5","Les frais de garde d’enfants grugent une bonne partie de votre revenu? que vous pouvez les déduire de vos impôts? Pour l’exercice fiscal , vous pouvez réclamer jusqu’à $ pour les frais de garde d’enfants qui sont âgés de ans ou moins à la fin de l’exercice. Pour les enfants de plus de ans et de moins de ans, vous pouvez réclamer $ annuellement. Renseignez-vous :",['#Saviezvous'],8.0,114.0,36,158,"['Economical', 'Social']","['revenu', 'enfant']",fr,0.11044999999999998,positive,QuestionsdargentCanada_facebook
134615279898518_1255576354469066,2016-01-04 19:42:20,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1255576354469066/?type=3,"Bonne année!!!
Nous débutons 2016 avec une grande nouvelle : comme première étape vers nos célébrations aux sites de Parcs Canada pour le 150e anniversaire de la Confédération du Canada, notre carte d’entrée Découverte 2016 sera valide pour 24 mois!

La carte d’entrée Découverte vous permet de multiplier à l’infini les occasions d’explorer partout au Canada près de 200 parcs nationaux, aires marines nationales de conservation et lieux historiques nationaux. Pour en savoir davantage : http://ow.ly/WgTYn","Bonne année!!! Nous débutons avec une grande nouvelle : comme première étape vers nos célébrations aux sites de Parcs Canada pour le e anniversaire de la Confédération du Canada, notre carte d’entrée Découverte sera valide pour mois! La carte d’entrée Découverte vous permet de multiplier à l’infini les occasions d’elorer partout au Canada près de parcs nationaux, aires marines nationales de conservation et lieux historiques nationaux. Pour en savoir davantage :",[],3.0,49.0,82,134,"['Economical', 'Environmental', 'Social']","['célébration', 'parc', 'occasion', 'parc', 'marine', 'conservation', 'historique']",fr,0.0,neutral,ParcsCanada_facebook
485734081568161_668828659925368,2016-01-13 11:45:54,http://ow.ly/WX3RG,"Si vous êtes âgé de 65 ans ou plus et que vous avez un faible revenu, vous pourriez recevoir le Supplément de revenu garanti, qui s’ajoute à la pension de la Sécurité de la vieillesse. 

Pour être admissible au Supplément de revenu garanti, il faut être résident autorisé du Canada, recevoir une pension de la Sécurité de la vieillesse et avoir un revenu annuel inférieur au seuil établi. Plus d’info: http://ow.ly/WX3RG","Si vous êtes âgé de ans ou plus et que vous avez un faible revenu, vous pourriez recevoir le Supplément de revenu garanti, qui s’ajoute à la pension de la Sécurité de la vieillesse. Pour être admissible au Supplément de revenu garanti, il faut être résident autorisé du Canada, recevoir une pension de la Sécurité de la vieillesse et avoir un revenu annuel inférieur au seuil établi. Plus d’info:",[],9.0,89.0,35,133,['Economical'],"['revenu', 'revenu', 'revenu', 'revenu']",fr,0.06444444444444446,positive,QuestionsdargentCanada_facebook
485734081568161_685291394945761,2016-02-23 11:45:32,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/685291394945761/?type=3,"ALERTE À LA FRAUDE: Prenez garde aux fraudeurs qui prétendent être de l'Agence du revenu du Canada (ARC). 

Dans ce type d'arnaque, le numéro affiché semble indiquer que l'appel provient de l'ARC. Les fraudeurs affirment que vous avez une dette fiscale et demandent un paiement immédiat par virement d'argent qu'il vous sera impossible de retracer ou par carte de crédit prépayée. Ils vous menacent aussi d'arrestation ou d'emprisonnement si vous ne le faites pas sans tarder.

Soyez toujours vigilant lorsque vous divulguez vos renseignements personnels ou financiers. Voici quelques points de repère pour détecter si l'appel vient vraiment de l'ARC: http://ow.ly/YExzg","ALERTE À LA FRAUDE: Prenez garde aux fraudeurs qui prétendent être de l'Agence du revenu du Canada (ARC). Dans ce type d'arnaque, le numéro affiché semble indiquer que l'appel provient de l'ARC. Les fraudeurs affirment que vous avez une dette fiscale et demandent un paiement immédiat par virement d'argent qu'il vous sera impossible de retracer ou par carte de crédit prépayée. Ils vous menacent aussi d'arrestation ou d'emprisonnement si vous ne le faites pas sans tarder. Soyez toujours vigilant lorsque vous divulguez vos renseignements personnels ou financiers. Voici quelques points de repère pour détecter si l'appel vient vraiment de l'ARC:",[],9.0,746.0,74,829,['Economical'],"['revenu', 'dette']",fr,0.06650000000000003,positive,QuestionsdargentCanada_facebook
702550581248917508,2016-02-24 17:48:05,['https://t.co/\xe2\x80\xa6'],"RT @JustinTrudeau: La #Jouneeduchandailrose : non à  l’intimidation et oui à la gentillesse. Retwittez en identifiant un ami:
https://t.co/…",RT JustinTrudeau La Jouneeduchandailrose non intimidation et oui la gentillesse Retwittez en identifiant un ami https co,['#Jouneeduchandailrose'],,289.0,0,289,['Social'],['ami'],fr,0.0,Neutral,MPO_Pacifique_tweeter
485734081568161_676778492463718,2016-02-02 11:46:01,http://ow.ly/XNDoF,"À compter de mars 2016, les entreprises canadiennes de câblodistribution et de télévision devront offrir un service d’entrée de gamme à prix abordable dont le tarif mensuel ne doit pas dépasser 25 $. Le #saviezvous?

Avec ce nouveau service d’entrée de gamme, les Canadiens auront accès, à un coût raisonnable, aux canaux canadiens locaux et régionaux. Renseignez-vous sur les changements qui découlent de la consultation Parlons télé du CRTC: http://ow.ly/XNDoF","À compter de mars , les entreprises canadiennes de câblodistribution et de télévision devront offrir un service d’entrée de gamme à prix abordable dont le tarif mensuel ne doit pas dépasser $. Le ? Avec ce nouveau service d’entrée de gamme, les Canadiens auront accès, à un coût raisonnable, aux canaux canadiens locaux et régionaux. Renseignez-vous sur les changements qui découlent de la consultation Parlons télé du CRTC:",['#saviezvous'],13.0,141.0,94,248,"['Economical', 'Social']","['entreprise', 'tarif', 'changement']",fr,0.06526315789473684,positive,QuestionsdargentCanada_facebook
485734081568161_688131747995059,2016-03-01 09:02:38,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/688131747995059/?type=3,"DÈS AUJOURD'HUI! Les Canadiens peuvent s'abonner à un forfait de télé de base qui ne coûte pas plus de 25 $ par mois. À compter du 1er mars, les entreprises de diffusion par câble ou par satellite doivent également offrir SOIT des services À LA CARTE sur une base individuelle OU de petits forfaits allant jusqu'à 10 canaux. Renseignez-vous auprès de votre fournisseur local : http://ow.ly/YT5S4","DÈS AUJOURD'HUI! Les Canadiens peuvent s'abonner à un forfait de télé de base qui ne coûte pas plus de $ par mois. À compter du er mars, les entreprises de diffusion par câble ou par satellite doivent également offrir SOIT des services À LA CARTE sur une base individuelle OU de petits forfaits allant jusqu'à canaux. Renseignez-vous auprès de votre fournisseur local :",[],13.0,243.0,78,337,['Economical'],['entreprise'],fr,0.06109570312500001,positive,QuestionsdargentCanada_facebook
485734081568161_695050050636562,2016-03-16 13:45:16,http://ow.ly/Zy2HQ,Vous cherchez un emploi offrant des heures de travail flexibles et un salaire concurrentiel? Statistique Canada est actuellement en processus d’embauche en vue du #recensementde2016. Postulez dès maintenant! http://ow.ly/Zy2HQ,Vous cherchez un emploi offrant des heures de travail flexibles et un salaire concurrentiel? Statistique Canada est actuellement en processus d’embauche en vue du . Postulez dès maintenant!,['#recensementde2016'],16.0,108.0,30,155,['Economical'],['emploi'],fr,0.0140530303030303,positive,QuestionsdargentCanada_facebook
798775163588850_810535622412804,2016-03-16 12:59:10,http://ow.ly/Zyf1w,Découvrez comment les légumineuses sont bonnes pour vous et pour l’environnement.,Découvrez comment les légumineuses sont bonnes pour vous et pour l’environnement.,[],11.0,33.0,72,119,"['Economical', 'Social']","['découvrez', 'légumineuse']",fr,0.0,neutral,AgricultureCanadienne_facebook
377625007887_10154161941817888,2016-04-26 19:00:41,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10154161941817888/?type=3,Avis aux consommateurs : La vis de fixation du mécanisme de réglage avant central pour certains sièges d’auto Evenflo 2013-2015 pourrait devoir être remplacée. http://www.tc.gc.ca/c3gby,Avis aux consommateurs : La vis de fixation du mécanisme de réglage avant central pour certains sièges d’auto Evenflo -2015 pourrait devoir être remplacée.,[],257.0,2003.0,33,2296,['Economical'],['consommateur'],fr,0.0,neutral,TransportsetInfrastructureauCanada_facebook
460123390028_10156776938205029,2016-04-08 08:47:44,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156776938205029/?type=3,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl","Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable.",[],26.0,148.0,850,1074,"['Environmental', 'Social']","['activité', 'air', 'durable', 'fédéral', 'développement_durable', 'publique', 'vision', 'durable']",fr,0.09128316326530612,positive,EnvironnementetressourcesnaturellesauCanada_facebook
134615279898518_1323595961000438,2016-04-04 18:00:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1323595961000438/?type=3,"C'est le début de la Semaine des ciels étoilés! 
Êtes-vous déjà allé dans l'une de nos réserves de ciel étoilé? C'est le moment ou jamais! http://ow.ly/10hcQ4
Photo prise Parc national Jasper",C'est le début de la Semaine des ciels étoilés! Êtes-vous déjà allé dans l'une de nos réserves de ciel étoilé? C'est le moment ou jamais! Photo prise Parc national Jasper,[],7.0,67.0,106,185,['Environmental'],['parc'],fr,0.0,neutral,ParcsCanada_facebook
