,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category
346,346,346,346,377625007887_10155649466217888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155649466217888/?type=3,2017-08-22 19:00:46,1,0,4,1,0,0,0,0,0,0,Plus besoin de siège d’auto pour votre enfant parce qu’il est grand? Info sur les phases d’utilisation :,[],['http://ow.ly/HPT7302XQyb'],Plus besoin de ge auto pour votre enfant parce il est grand Info sur les phases utilisation http ow ly HPT7302XQyb,"['Plus', 'besoin', 'de', 'ge', 'auto', 'pour', 'votre', 'enfant', 'parce', 'il', 'est', 'grand', 'Info', 'sur', 'les', 'phases', 'utilisation', 'http', 'ow', 'ly', 'HPT7302XQyb']","[u'plus', u'besoin', 'de', 'ge', u'auto', u'pour', u'votr', u'enfant', u'parc', 'il', u'est', u'grand', u'info', u'sur', u'les', u'phase', u'utilis', u'http', 'ow', 'ly', u'hpt7302xqyb']",Plus besoin de siège d’auto pour votre enfant parce qu’il est grand? Info sur les 4 phases d’utilisation : http://ow.ly/HPT7302XQyb,Social
347,347,347,347,377625007887_10155648017467888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155648017467888/?type=3,2017-08-22 07:01:19,0,1,0,0,0,0,0,0,0,0,Mardi Devinette : Comment appelle-t-on un créateur de cartes? A. Cartographe B. Géographe C. Traceur D. Dessinateur,[],[],Mardi Devinette Comment appelle un ateur de cartes Cartographe ographe Traceur Dessinateur,"['Mardi', 'Devinette', 'Comment', 'appelle', 'un', 'ateur', 'de', 'cartes', 'Cartographe', 'ographe', 'Traceur', 'Dessinateur']","[u'mardi', u'devinett', u'comment', u'appell', 'un', u'ateur', 'de', u'cart', u'cartograph', u'ograph', u'traceur', u'dessinateur']","Mardi Devinette : Comment appelle-t-on un créateur de cartes?
A. Cartographe
B. Géographe
C. Traceur
D. Dessinateur",Social
348,348,348,348,377625007887_10155646968777888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155646968777888/?type=3,2017-08-21 19:00:23,3,0,2,2,1,0,0,0,0,0,"En cas de perte, une photocopie de votre carte de conducteur d’embarcation de plaisance vous sera utile.",[],[],En cas de perte une photocopie de votre carte de conducteur embarcation de plaisance vous sera utile,"['En', 'cas', 'de', 'perte', 'une', 'photocopie', 'de', 'votre', 'carte', 'de', 'conducteur', 'embarcation', 'de', 'plaisance', 'vous', 'sera', 'utile']","['en', u'cas', 'de', u'pert', u'une', u'photocopi', 'de', u'votr', u'cart', 'de', u'conducteur', u'embarc', 'de', u'plaisanc', u'vous', u'sera', u'util']","En cas de perte, une photocopie de votre carte de conducteur d’embarcation de plaisance vous sera utile.",Social
349,349,349,349,377625007887_10155646784772888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155646784772888/?type=3,2017-08-21 17:01:01,2,0,12,2,0,0,0,0,0,0,Rappel : Voitures Volkswagen. Un défaut possible du module de commande de la pompe à carburant pourrait faire caler le moteur.,[],['http://ow.ly/Ntbz30ezotT'],Rappel Voitures Volkswagen Un faut possible du module de commande de la pompe carburant pourrait faire caler le moteur http ow ly Ntbz30ezotT,"['Rappel', 'Voitures', 'Volkswagen', 'Un', 'faut', 'possible', 'du', 'module', 'de', 'commande', 'de', 'la', 'pompe', 'carburant', 'pourrait', 'faire', 'caler', 'le', 'moteur', 'http', 'ow', 'ly', 'Ntbz30ezotT']","[u'rappel', u'voitur', u'volkswagen', 'un', u'faut', u'possibl', 'du', u'modul', 'de', u'command', 'de', 'la', u'pomp', u'carbur', u'pourrait', u'fair', u'caler', 'le', u'moteur', u'http', 'ow', 'ly', u'ntbz30ezott']","Rappel : Voitures Volkswagen. Un défaut possible du module de commande de la pompe à carburant pourrait faire caler le moteur. 
http://ow.ly/Ntbz30ezotT",Environmental
350,350,350,350,377625007887_10155645375057888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155645375057888/?type=3,2017-08-21 07:01:04,1,0,3,1,0,0,0,0,0,0,L’eau peut être plus froide que vous pensez. Attention à l’hypothermie! Vidéo :,[],['http://ow.ly/uqcI30cWNvV'],eau peut plus froide que vous pensez Attention hypothermie http ow ly uqcI30cWNvV,"['eau', 'peut', 'plus', 'froide', 'que', 'vous', 'pensez', 'Attention', 'hypothermie', 'http', 'ow', 'ly', 'uqcI30cWNvV']","[u'eau', u'peut', u'plus', u'froid', u'que', u'vous', u'pensez', u'attent', u'hypothermi', u'http', 'ow', 'ly', u'uqci30cwnvv']",L’eau peut être plus froide que vous pensez. Attention à l’hypothermie! Vidéo : http://ow.ly/uqcI30cWNvV,Environmental
351,351,351,351,377625007887_10155643720052888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155643720052888/?type=3,2017-08-20 14:00:27,2,0,0,2,0,0,0,0,0,0,"Cet été, vous naviguerez avec une Carte Découverte de Parcs Canada? Pensez sécurité nautique et gilet de sauvetage!",[],[],Cet vous naviguerez avec une Carte couverte de Parcs Canada Pensez nautique et gilet de sauvetage,"['Cet', 'vous', 'naviguerez', 'avec', 'une', 'Carte', 'couverte', 'de', 'Parcs', 'Canada', 'Pensez', 'nautique', 'et', 'gilet', 'de', 'sauvetage']","[u'cet', u'vous', u'naviguerez', u'avec', u'une', u'cart', u'couvert', 'de', u'parc', u'canada', u'pensez', u'nautiqu', 'et', u'gilet', 'de', u'sauvetag']","Cet été, vous naviguerez avec une Carte Découverte de Parcs Canada? Pensez sécurité nautique et gilet de sauvetage!",Environmental
352,352,352,352,377625007887_10155638977572888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155638977572888/?type=3,2017-08-18 19:00:27,1,0,3,1,0,0,0,0,0,0,Très drôle jusqu’à ce que vous aveugliez un pilote… Ne dirigez pas un laser vers le ciel. C’est pas brillant comme idée.,['#PasBrillant'],[],le ce que vous aveugliez un Ne dirigez pas un laser vers le ciel est pas brillant comme PasBrillant,"['le', 'ce', 'que', 'vous', 'aveugliez', 'un', 'Ne', 'dirigez', 'pas', 'un', 'laser', 'vers', 'le', 'ciel', 'est', 'pas', 'brillant', 'comme', 'PasBrillant']","['le', 'ce', u'que', u'vous', u'aveugliez', 'un', 'ne', u'dirigez', u'pas', 'un', u'laser', u'ver', 'le', u'ciel', u'est', u'pas', u'brillant', u'comm', u'pasbril']","Très drôle jusqu’à ce que vous aveugliez un pilote… Ne dirigez pas un laser vers le ciel. C’est pas brillant comme idée.
#PasBrillant",Social
353,353,353,353,377625007887_10155638536482888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155638536482888/?type=3,2017-08-18 15:01:01,1,1,10,1,0,0,0,0,0,0,"Rappel : Mercedes GLE. Lorsque les freins sont appliqués, le moteur pourrait s’arrêter avant l’immobilisation du véhicule.",[],['http://ow.ly/mbXF30ew8sK'],Rappel Mercedes GLE Lorsque les freins sont le moteur pourrait avant immobilisation du hicule http ow ly mbXF30ew8sK,"['Rappel', 'Mercedes', 'GLE', 'Lorsque', 'les', 'freins', 'sont', 'le', 'moteur', 'pourrait', 'avant', 'immobilisation', 'du', 'hicule', 'http', 'ow', 'ly', 'mbXF30ew8sK']","[u'rappel', u'merced', u'gle', u'lorsqu', u'les', u'frein', u'sont', 'le', u'moteur', u'pourrait', u'avant', u'immobilis', 'du', u'hicul', u'http', 'ow', 'ly', u'mbxf30ew8sk']","Rappel : Mercedes GLE. Lorsque les freins sont appliqués, le moteur pourrait s’arrêter avant l’immobilisation du véhicule. http://ow.ly/mbXF30ew8sK",Environmental
354,354,354,354,377625007887_10155637463637888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155637463637888/?type=3,2017-08-18 07:01:08,0,0,0,0,0,0,0,0,0,0,éressant : Il y a près de passages à niveau publics et privés sur plus de km de voies ferrées au Canada.,['#FaitInt'],[],ressant Il de 14 000 passages niveau publics et 000 sur plus de 40 000 km de voies es au Canada,"['ressant', 'Il', 'de', '14', '000', 'passages', 'niveau', 'publics', 'et', '000', 'sur', 'plus', 'de', '40', '000', 'km', 'de', 'voies', 'es', 'au', 'Canada']","[u'ressant', 'il', 'de', '14', u'000', u'passag', u'niveau', u'public', 'et', u'000', u'sur', u'plus', 'de', '40', u'000', 'km', 'de', u'voi', 'es', 'au', u'canada']",#FaitIntéressant : Il y a près de 14 000 passages à niveau publics et 9 000 privés sur plus de 40 000 km de voies ferrées au Canada.,Environmental
355,355,355,355,377625007887_10155631262587888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155631262587888/?type=3,2017-08-15 19:00:45,1,0,0,0,1,0,0,0,0,0,Qu’est-ce que éTV? C’est notre programme écoTECHNOLOGIE pour véhicules. En savoir plus :,[],['http://ow.ly/rqNV30cWN2T'],est ce que TV est notre programme coTECHNOLOGIE pour hicules En savoir plus http ow ly rqNV30cWN2T,"['est', 'ce', 'que', 'TV', 'est', 'notre', 'programme', 'coTECHNOLOGIE', 'pour', 'hicules', 'En', 'savoir', 'plus', 'http', 'ow', 'ly', 'rqNV30cWN2T']","[u'est', 'ce', u'que', 'tv', u'est', u'notr', u'programm', u'cotechnologi', u'pour', u'hicul', 'en', u'savoir', u'plus', u'http', 'ow', 'ly', u'rqnv30cwn2t']",Qu’est-ce que éTV? C’est notre programme écoTECHNOLOGIE pour véhicules. En savoir plus : http://ow.ly/rqNV30cWN2T,Economical
356,356,356,356,377625007887_10155629779422888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155629779422888/?type=3,2017-08-15 07:01:02,0,1,0,0,0,0,0,0,0,0,"Mardi-devinette : Dans l’eau froide, quelle partie du corps perd sa chaleur le plus rapidement? A. La tête B. Le buste C. L’aine D. Toutes ces réponses",[],[],Mardi devinette Dans eau froide quelle partie du corps perd sa chaleur le plus rapidement La Le buste aine Toutes ces ponses,"['Mardi', 'devinette', 'Dans', 'eau', 'froide', 'quelle', 'partie', 'du', 'corps', 'perd', 'sa', 'chaleur', 'le', 'plus', 'rapidement', 'La', 'Le', 'buste', 'aine', 'Toutes', 'ces', 'ponses']","[u'mardi', u'devinett', u'dan', u'eau', u'froid', u'quell', u'parti', 'du', u'corp', u'perd', 'sa', u'chaleur', 'le', u'plus', u'rapid', 'la', 'le', u'bust', u'ain', u'tout', u'ces', u'pons']","Mardi-devinette : Dans l’eau froide, quelle partie du corps perd sa chaleur le plus rapidement?
A. La tête
B. Le buste
C. L’aine
D. Toutes ces réponses",Environmental
357,357,357,357,377625007887_10155628583452888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155628583452888/?type=3,2017-08-14 19:00:43,1,0,2,1,0,0,0,0,0,0,Parlez de sécurité ferroviaire avec vos enfants. Voici quelques conseils :,[],['http://ow.ly/Tyg730cWMET'],Parlez de ferroviaire avec vos enfants Voici quelques conseils http ow ly Tyg730cWMET,"['Parlez', 'de', 'ferroviaire', 'avec', 'vos', 'enfants', 'Voici', 'quelques', 'conseils', 'http', 'ow', 'ly', 'Tyg730cWMET']","[u'parlez', 'de', u'ferroviair', u'avec', u'vos', u'enfant', u'voici', u'quelqu', u'conseil', u'http', 'ow', 'ly', u'tyg730cwmet']",Parlez de sécurité ferroviaire avec vos enfants. Voici quelques conseils : http://ow.ly/Tyg730cWMET,Environmental
358,358,358,358,377625007887_10155627010792888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155627010792888/?type=3,2017-08-14 07:01:21,2,0,2,2,0,0,0,0,0,0,Ne mettez pas votre vie en jeu. Portez toujours un gilet de sauvetage à bord d’une embarcation!,[],['http://ow.ly/duVY30ejOBr'],Ne mettez pas votre vie en jeu Portez toujours un gilet de sauvetage bord une embarcation http ow ly duVY30ejOBr,"['Ne', 'mettez', 'pas', 'votre', 'vie', 'en', 'jeu', 'Portez', 'toujours', 'un', 'gilet', 'de', 'sauvetage', 'bord', 'une', 'embarcation', 'http', 'ow', 'ly', 'duVY30ejOBr']","['ne', u'mettez', u'pas', u'votr', u'vie', 'en', u'jeu', u'portez', u'toujour', 'un', u'gilet', 'de', u'sauvetag', u'bord', u'une', u'embarc', u'http', 'ow', 'ly', u'duvy30ejobr']",Ne mettez pas votre vie en jeu. Portez toujours un gilet de sauvetage à bord d’une embarcation! http://ow.ly/duVY30ejOBr,Environmental
359,359,359,359,377625007887_10155624095232888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155624095232888/?type=3,2017-08-13 07:00:50,6,1,1,6,0,0,0,0,0,0,"Le contrôle de stabilité en roulis, ça vous dit quelque chose? Si vous répondez non, visitez :",[],['http://ow.ly/7owt30aCMU7'],Le le de en roulis vous dit quelque chose Si vous pondez non visitez http ow ly 7owt30aCMU7,"['Le', 'le', 'de', 'en', 'roulis', 'vous', 'dit', 'quelque', 'chose', 'Si', 'vous', 'pondez', 'non', 'visitez', 'http', 'ow', 'ly', '7owt30aCMU7']","['le', 'le', 'de', 'en', u'rouli', u'vous', u'dit', u'quelqu', u'chose', 'si', u'vous', u'pondez', u'non', u'visitez', u'http', 'ow', 'ly', u'7owt30acmu7']","Le contrôle de stabilité en roulis, ça vous dit quelque chose? Si vous répondez non, visitez : http://ow.ly/7owt30aCMU7",Social
360,360,360,360,377625007887_10155620217972888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155620217972888/?type=3,2017-08-11 19:00:48,7,0,1,7,0,0,0,0,0,0,Les bateaux peuvent couper leur moteur et se brancher au réseau électrique alimenté par des sources d’énergie renouvelable au Port de Montréal,['#GES'],[],Les bateaux peuvent couper leur moteur et se brancher au seau lectrique par des sources nergie renouvelable au Port de al GES,"['Les', 'bateaux', 'peuvent', 'couper', 'leur', 'moteur', 'et', 'se', 'brancher', 'au', 'seau', 'lectrique', 'par', 'des', 'sources', 'nergie', 'renouvelable', 'au', 'Port', 'de', 'al', 'GES']","[u'les', u'bateaux', u'peuvent', u'couper', u'leur', u'moteur', 'et', 'se', u'brancher', 'au', u'seau', u'lectriqu', u'par', u'des', u'sourc', u'nergi', u'renouvel', 'au', u'port', 'de', 'al', u'ges']",Les bateaux peuvent couper leur moteur et se brancher au réseau électrique alimenté par des sources d’énergie renouvelable au Port de Montréal #GES,Environmental
361,361,361,361,377625007887_10155619290507888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155619290507888/?type=3,2017-08-11 11:30:45,3,1,1,3,0,0,0,0,0,0,Les ministres Garneau et LeBlanc prennent des mesures pour éviter la mort de baleines noires dans le golfe du Saint-Laurent,[],[],Les ministres Garneau et LeBlanc prennent des mesures pour viter la mort de baleines noires dans le golfe du Saint Laurent,"['Les', 'ministres', 'Garneau', 'et', 'LeBlanc', 'prennent', 'des', 'mesures', 'pour', 'viter', 'la', 'mort', 'de', 'baleines', 'noires', 'dans', 'le', 'golfe', 'du', 'Saint', 'Laurent']","[u'les', u'ministr', u'garneau', 'et', u'leblanc', u'prennent', u'des', u'mesur', u'pour', u'viter', 'la', u'mort', 'de', u'balein', u'noir', u'dan', 'le', u'golf', 'du', u'saint', u'laurent']",Les ministres Garneau et LeBlanc prennent des mesures pour éviter la mort de baleines noires dans le golfe du Saint-Laurent,Environmental
362,362,362,362,377625007887_10155618687007888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155618687007888/?type=3,2017-08-11 07:01:25,1,1,1,1,0,0,0,0,0,0,"Le saviez-vous? En décembre , le Canada comptait installations portuaires, ports de pêche et ports de plaisance",[],[],Le saviez vous En cembre 2016 le Canada comptait 559 installations portuaires 866 ports de et 129 ports de plaisance,"['Le', 'saviez', 'vous', 'En', 'cembre', '2016', 'le', 'Canada', 'comptait', '559', 'installations', 'portuaires', '866', 'ports', 'de', 'et', '129', 'ports', 'de', 'plaisance']","['le', u'saviez', u'vous', 'en', u'cembr', u'2016', 'le', u'canada', u'comptait', u'559', u'instal', u'portuair', u'866', u'port', 'de', 'et', u'129', u'port', 'de', u'plaisanc']","Le saviez-vous? En décembre 2016, le Canada comptait 559 installations portuaires, 866 ports de pêche et 129 ports de plaisance",Environmental
363,363,363,363,377625007887_10155617308772888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155617308772888/?type=3,2017-08-10 17:01:01,0,0,0,0,0,0,0,0,0,0,L’équipe du PNSA utilise le Dash puisqu’il peut se rendre dans les régions éloignées. Photo prise à Clyde River au Nunavut.,[],[],quipe du PNSA utilise le Dash il peut se rendre dans les gions es Photo prise Clyde River au Nunavut,"['quipe', 'du', 'PNSA', 'utilise', 'le', 'Dash', 'il', 'peut', 'se', 'rendre', 'dans', 'les', 'gions', 'es', 'Photo', 'prise', 'Clyde', 'River', 'au', 'Nunavut']","[u'quip', 'du', u'pnsa', u'utilis', 'le', u'dash', 'il', u'peut', 'se', u'rendr', u'dan', u'les', u'gion', 'es', u'photo', u'prise', u'clyde', u'river', 'au', u'nunavut']",L’équipe du PNSA utilise le Dash 7 puisqu’il peut se rendre dans les régions éloignées. Photo prise à Clyde River au Nunavut.,Social
364,364,364,364,377625007887_10155616440837888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155616440837888/?type=3,2017-08-10 11:01:22,2,0,8,2,0,0,0,0,0,0,Rappel : VTT Polaris. La commande des gaz pourrait avoir été mal étalonnée. 8,[],['http://ow.ly/RGeH30ejsH'],Rappel VTT Polaris La commande des gaz pourrait avoir mal http ow ly RGeH30ejsH8,"['Rappel', 'VTT', 'Polaris', 'La', 'commande', 'des', 'gaz', 'pourrait', 'avoir', 'mal', 'http', 'ow', 'ly', 'RGeH30ejsH8']","[u'rappel', u'vtt', u'polari', 'la', u'command', u'des', u'gaz', u'pourrait', u'avoir', u'mal', u'http', 'ow', 'ly', u'rgeh30ejsh8']",Rappel : VTT Polaris. La commande des gaz pourrait avoir été mal étalonnée. http://ow.ly/RGeH30ejsH8,Environmental
365,365,365,365,377625007887_10155609367657888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155609367657888/?type=3,2017-08-07 19:00:45,2,0,1,2,0,0,0,0,0,0,Que faire si vous pensez que votre véhicule a un défaut? Remplissez le formulaire de plainte de défauts :,[],['http://ow.ly/ynzy30cWLVb'],Que faire si vous pensez que votre hicule un faut Remplissez le formulaire de plainte de fauts http ow ly ynzy30cWLVb,"['Que', 'faire', 'si', 'vous', 'pensez', 'que', 'votre', 'hicule', 'un', 'faut', 'Remplissez', 'le', 'formulaire', 'de', 'plainte', 'de', 'fauts', 'http', 'ow', 'ly', 'ynzy30cWLVb']","[u'que', u'fair', 'si', u'vous', u'pensez', u'que', u'votr', u'hicul', 'un', u'faut', u'remplissez', 'le', u'formulair', 'de', u'plaint', 'de', u'faut', u'http', 'ow', 'ly', u'ynzy30cwlvb']",Que faire si vous pensez que votre véhicule a un défaut? Remplissez le formulaire de plainte de défauts :   http://ow.ly/ynzy30cWLVb,Environmental
366,366,366,366,377625007887_10155605782327888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155605782327888/?type=3,2017-08-06 15:00:42,0,0,1,0,0,0,0,0,0,0,Transports Canada prend de l’eansion! Nous embauchons des analystes des politiques et des économistes. Postulez dès aujourd’hui pour faire partie de l’avenir des transports!,[],['http://ow.ly/yg5R30dXlSL'],Transports Canada prend de expansion Nous embauchons des analystes des politiques et des conomistes Postulez hui pour faire partie de avenir des transports http ow ly yg5R30dXlSL,"['Transports', 'Canada', 'prend', 'de', 'expansion', 'Nous', 'embauchons', 'des', 'analystes', 'des', 'politiques', 'et', 'des', 'conomistes', 'Postulez', 'hui', 'pour', 'faire', 'partie', 'de', 'avenir', 'des', 'transports', 'http', 'ow', 'ly', 'yg5R30dXlSL']","[u'transport', u'canada', u'prend', 'de', u'expans', u'nous', u'embauchon', u'des', u'analyst', u'des', u'politiqu', 'et', u'des', u'conomist', u'postulez', u'hui', u'pour', u'fair', u'parti', 'de', u'avenir', u'des', u'transport', u'http', 'ow', 'ly', u'yg5r30dxlsl']",Transports Canada prend de l’expansion! Nous embauchons des analystes des politiques et des économistes. Postulez dès aujourd’hui pour faire partie de l’avenir des transports! http://ow.ly/yg5R30dXlSL,Environmental
367,367,367,367,377625007887_10155604624467888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155604624467888/?type=3,2017-08-06 07:00:47,2,1,0,2,0,0,0,0,0,0,"Diriger un laser vers un poste de pilotage, c’est criminel. Vous en êtes témoin? Signalez-le!",[],['www.canada.gc.ca/Pas-Brillant'],Diriger un laser vers un poste de pilotage est criminel Vous en moin Signalez le www canada gc ca Pas Brillant,"['Diriger', 'un', 'laser', 'vers', 'un', 'poste', 'de', 'pilotage', 'est', 'criminel', 'Vous', 'en', 'moin', 'Signalez', 'le', 'www', 'canada', 'gc', 'ca', 'Pas', 'Brillant']","[u'dirig', 'un', u'laser', u'ver', 'un', u'post', 'de', u'pilotag', u'est', u'criminel', u'vous', 'en', u'moin', u'signalez', 'le', u'www', u'canada', 'gc', 'ca', u'pas', u'brillant']","Diriger un laser vers un poste de pilotage, c’est criminel. Vous en êtes témoin? Signalez-le! www.canada.gc.ca/Pas-Brillant",Social
368,368,368,368,377625007887_10155601730572888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155601730572888/?type=3,2017-08-05 09:00:47,5,0,6,4,0,0,1,0,0,0,"Veld Music Festival près des foules, ne l’oubliez pas!",['#DronesInterdits'],[],Veld Music Festival DronesInterdits des foules ne oubliez pas,"['Veld', 'Music', 'Festival', 'DronesInterdits', 'des', 'foules', 'ne', 'oubliez', 'pas']","[u'veld', u'music', u'festiv', u'dronesinterdit', u'des', u'foul', 'ne', u'oubliez', u'pas']","Veld Music Festival  #DronesInterdits près des foules, ne l’oubliez pas!",Social
369,369,369,369,377625007887_10155599284022888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155599284022888/?type=3,2017-08-04 12:01:05,1,0,5,1,0,0,0,0,0,0,Rappel : Motocyclettes BMW. Les réflecteurs arrière latéraux du porte-bagages pourraient ne pas respecter les normes canadiennes.,[],['http://ow.ly/n14x30e92Cp'],Rappel Motocyclettes BMW Les flecteurs raux du porte bagages pourraient ne pas respecter les normes canadiennes http ow ly n14x30e92Cp,"['Rappel', 'Motocyclettes', 'BMW', 'Les', 'flecteurs', 'raux', 'du', 'porte', 'bagages', 'pourraient', 'ne', 'pas', 'respecter', 'les', 'normes', 'canadiennes', 'http', 'ow', 'ly', 'n14x30e92Cp']","[u'rappel', u'motocyclett', u'bmw', u'les', u'flecteur', u'raux', 'du', u'port', u'bagag', u'pourraient', 'ne', u'pas', u'respect', u'les', u'norm', u'canadienn', u'http', 'ow', 'ly', u'n14x30e92cp']",Rappel : Motocyclettes BMW. Les réflecteurs arrière latéraux du porte-bagages pourraient ne pas respecter les normes canadiennes. http://ow.ly/n14x30e92Cp,Environmental
370,370,370,370,377625007887_10155598634767888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155598634767888/?type=3,2017-08-04 07:01:16,2,0,0,2,0,0,0,0,0,0,Les cyclistes aussi ont des angles morts. Gardez une distance sécuritaire avec eux. Ils doivent réagir rapidement en cas d’urgence.,[],[],Les cyclistes aussi ont des angles morts Gardez une distance curitaire avec eux Ils doivent agir rapidement en cas urgence,"['Les', 'cyclistes', 'aussi', 'ont', 'des', 'angles', 'morts', 'Gardez', 'une', 'distance', 'curitaire', 'avec', 'eux', 'Ils', 'doivent', 'agir', 'rapidement', 'en', 'cas', 'urgence']","[u'les', u'cyclist', u'aussi', u'ont', u'des', u'angl', u'mort', u'gardez', u'une', u'distanc', u'curitair', u'avec', u'eux', u'il', u'doivent', u'agir', u'rapid', 'en', u'cas', u'urgenc']",Les cyclistes aussi ont des angles morts. Gardez une distance sécuritaire avec eux. Ils doivent réagir rapidement en cas d’urgence.,Environmental
371,371,371,371,377625007887_10155596462322888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155596462322888/?type=3,2017-08-03 11:01:46,2,0,0,2,0,0,0,0,0,0,"Vous serez sur la route cet été? Avant de partir, vérifiez si votre véhicule fait l’objet d’un rappel!",[],['http://ow.ly/gvkZ30dICWw'],Vous serez sur la route cet Avant de partir rifiez si votre hicule fait objet un rappel http ow ly gvkZ30dICWw,"['Vous', 'serez', 'sur', 'la', 'route', 'cet', 'Avant', 'de', 'partir', 'rifiez', 'si', 'votre', 'hicule', 'fait', 'objet', 'un', 'rappel', 'http', 'ow', 'ly', 'gvkZ30dICWw']","[u'vous', u'serez', u'sur', 'la', u'rout', u'cet', u'avant', 'de', u'partir', u'rifiez', 'si', u'votr', u'hicul', u'fait', u'objet', 'un', u'rappel', u'http', 'ow', 'ly', u'gvkz30dicww']","Vous serez sur la route cet été? Avant de partir, vérifiez si votre véhicule fait l’objet d’un rappel! http://ow.ly/gvkZ30dICWw",Social
372,372,372,372,377625007887_10155591451422888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155591451422888/?type=3,2017-08-01 13:01:16,2,2,7,2,0,0,0,0,0,0,Rappel : Voitures Infiniti. Défaut possible lié au module de commande de la pompe à carburant.,[],['http://ow.ly/JT1230e3HHS'],Rappel Voitures Infiniti faut possible au module de commande de la pompe carburant http ow ly JT1230e3HHS,"['Rappel', 'Voitures', 'Infiniti', 'faut', 'possible', 'au', 'module', 'de', 'commande', 'de', 'la', 'pompe', 'carburant', 'http', 'ow', 'ly', 'JT1230e3HHS']","[u'rappel', u'voitur', u'infin', u'faut', u'possibl', 'au', u'modul', 'de', u'command', 'de', 'la', u'pomp', u'carbur', u'http', 'ow', 'ly', u'jt1230e3hh']",Rappel : Voitures Infiniti. Défaut possible lié au module de commande de la pompe à carburant. http://ow.ly/JT1230e3HHS,Social
