FSDS_category,account_name,average_sentiment_score,caption_original,id,num_comments,comment_id,status_id,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
Connecting Canadians with nature,ParcsCanada_facebook,0.05166666666666666,Nous rendre visite est encore plus intéressant. Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20 %! Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! http://ow.ly/mv9S30gUf2M,134615279898518_1948144378545590,1,1948144378545590_1948426991850662,134615279898518_1948144378545590,"est-ce que la carte adulte est valide pour une seule personne, ou pour une auto? Mettons que je voudrais y aller avec mon copain, ca prend 2 cartes?",-0.1,negative
Connecting Canadians with nature,PechesOceansCanada_facebook,0.14951692708333333,"Effectuez une visite virtuelle de notre Institut Maurice-Lamontagne, le seul centre de recherche francophone de Pêches et Océans Canada. Tout ce qui s’y passe a pour but de faire avancer les sciences en eau douce et marine. 
Notre vidéo vous a plu et vous a donné le goût d'approfondir votre visite en vous rendant sur place à Mont-Joli (Québec)? Ça tombe bien : cet été, dans le cadre de son 30e anniversaire, l'Institut est ouvert au public du lundi au vendredi, de 9 h à 16 h. Réservez tout de suite votre place pour une de nos visites guidées gratuites en composant le 418-775-0500.",1498541586883867_1564426720295353,15,1564426720295353_1607989629272395,1498541586883867_1564426720295353,Le MPO et ses partenaires travaillent aussi vite que possible afin dâ€™Ã©valuer en profondeur les causes possibles de dÃ©cÃ¨s. Le MPO affichera les rÃ©sultats finaux des nÃ©cropsies une fois quâ€™ils seront disponibles : http://www.dfo-mpo.gc.ca/science/environmental-environnement/narightwhale-baleinenoirean/index-fra.html [[SHARE]],-0.1,negative
Connecting Canadians with nature,QuestionsdargentCanada_facebook,-0.1,"Êtes-vous apprenti dans un métier désigné Sceau rouge, comme boulanger-pâtissier, coiffeur ou machiniste?

Vous pouvez demander un prêt maximal de 4 000 $, exempt d’intérêts, par période de formation technique. Cet argent peut servir à payer vos frais de scolarité, des outils et des frais de subsistance, à remplacer le salaire auquel vous aurez renoncé ou à pourvoir aux besoins de votre famille. 

Apprenez-en plus sur le Prêt canadien aux apprentis et d’autres services offerts aux apprentis : http://ow.ly/hZq8300FaBd",485734081568161_732706850204215,2,732706850204215_732719263536307,485734081568161_732706850204215,"Mais malheuresement ,il ne reste pas beacoup de condidat a la fin des cours",-0.1,negative
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1972350932791601,134615279898518_1965701726789855,C'est plate elle Ã©tait gratuite l'annÃ©e passÃ©e... pour ma part je ne payerais pas ce prix,-0.09000000000000001,negative
Connecting Canadians with nature,PechesOceansCanada_facebook,0.14951692708333333,"Effectuez une visite virtuelle de notre Institut Maurice-Lamontagne, le seul centre de recherche francophone de Pêches et Océans Canada. Tout ce qui s’y passe a pour but de faire avancer les sciences en eau douce et marine. 
Notre vidéo vous a plu et vous a donné le goût d'approfondir votre visite en vous rendant sur place à Mont-Joli (Québec)? Ça tombe bien : cet été, dans le cadre de son 30e anniversaire, l'Institut est ouvert au public du lundi au vendredi, de 9 h à 16 h. Réservez tout de suite votre place pour une de nos visites guidées gratuites en composant le 418-775-0500.",1498541586883867_1564426720295353,15,1564426720295353_1564631350274890,1498541586883867_1564426720295353,"J'ai eu la chance de ""vivre"" ici long temps pendant mon PhD. Merci IML",-0.05000000000000002,negative
Connecting Canadians with nature,ParcsCanada_facebook,-0.0403125,"C’est la Journée du tic-tac de l'horloge qui veut dire que l’année tire à sa fin. ⏰ Avez-vous déjà pris votre résolution pour la nouvelle année? La nôtre est de profiter le plus possible du plein air en 2018. Partagez vos résolutions dans les commentaires ci-dessous.

Photo prise au Canal Rideau. ⛸",134615279898518_1954705841222777,1,1954705841222777_1974238175936210,134615279898518_1954705841222777,"Laver mon plancher plus souvent.  Du bois franc qui n'a pas l'air sale.  Mais quand on essuie du ""jus de bottes""...  la micro-fibre est grise.  Lol!!!  

RÃ©ellement?  Jouer plus dehors.",-0.0403125,negative
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1967593689933992,134615279898518_1965701726789855,Non jamais vu la tique. Jamais eu de rash. Cest le cas de 50% des gens. JAMAIS FAIRE CA. JAMAIS LA BRULE NON PLUS. La tique va vomir a l'interieur de toi et t'empoisonnÃ©e encore plus.,-0.035833333333333335,negative
Connecting Canadians with nature,ParcsCanada_facebook,0.3207671957671958,"#Canada150 touche à sa fin et nous pensons à tout le plaisir que nous avons eu avec vous cette année.

Quelle a été la meilleure aventure que vous ayez eue dans un de nos endroits cette année et quels parcs et sites sont encore sur votre liste pour les années à venir? #MardiVoyage

Photo prise au Parc national Pukaskwa.",134615279898518_1940939892599372,10,1940939892599372_1957158720977489,134615279898518_1940939892599372,Mais de rien. Merci Ã  vous les Canadiens ðŸ˜Š. Et pour la photo beaucoup de chance ^^,-0.024999999999999998,negative
Connecting Canadians with nature,QuestionsdargentCanada_facebook,0.13826388888888888,"Il fait encore froid dehors, n’est-ce pas?

Ce petit conseil vous réchauffera peut-être. En abaissant le thermostat la nuit, vous pouvez économiser 2% sur vos factures d’énergie pour chaque degré Celsius en moins.

Ce geste est une solution idéale pour votre portefeuille et pour l’environnement. Dormez bien!

Voici d’autres conseils pour un mode de vie écologique : http://ow.ly/5eml3096BYV",485734081568161_889649881176577,5,889649881176577_889725774502321,485734081568161_889649881176577,On pourrait economiser encore plus si la sociÃ©tÃ© d'Ã©tat recommencait a ne plus faire de profit aussi gros et a diminuer la facture des quebecois directement. Votre moyen = 2$ sur ma facture(3 1/2) / mois Ã— 4 mois(uniquement l'hivers) = 8$ d'economie.,-0.02375,negative
Connecting Canadians with nature,PechesOceansCanada_facebook,0.14951692708333333,"Effectuez une visite virtuelle de notre Institut Maurice-Lamontagne, le seul centre de recherche francophone de Pêches et Océans Canada. Tout ce qui s’y passe a pour but de faire avancer les sciences en eau douce et marine. 
Notre vidéo vous a plu et vous a donné le goût d'approfondir votre visite en vous rendant sur place à Mont-Joli (Québec)? Ça tombe bien : cet été, dans le cadre de son 30e anniversaire, l'Institut est ouvert au public du lundi au vendredi, de 9 h à 16 h. Réservez tout de suite votre place pour une de nos visites guidées gratuites en composant le 418-775-0500.",1498541586883867_1564426720295353,15,1564426720295353_1594711993933492,1498541586883867_1564426720295353,Ha non ! On arrive d'une semaine en GaspÃ©sie....avoir su !,-0.015625,negative
Connecting Canadians with nature,ParcsCanada_facebook,0.1096327670784884,"WOW! Pouvez-vous croire qu'un tel paysage existe? 😍 Mentionnez un ami dans les commentaires avec lequel vous aimeriez explorer ce joyau naturel!

Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO",134615279898518_1941966262496735,123,1941966262496735_1944612985565396,134615279898518_1941966262496735,non paa toi,-0.01,negative
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156801579215029,460123390028_10156776938205029,http://thinkprogress.org/climate/2016/03/25/3763481/netherlands-cut-meat-consumption-climate/,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156790841870029,460123390028_10156776938205029,svp ne laisser pas trainer vos poubelles cest manque de respect pour lenvironement,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156789404550029,460123390028_10156776938205029,oÃ¹ est le printemps.....je crois que je l ai manquÃ©,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156780728230029,460123390028_10156776938205029,Un Canada Ã©lectrique sans pipeline qui coulent partout https://www.youtube.com/watch?v=4rGhSkboqH0,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156780647345029,460123390028_10156776938205029,Pas encore,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156787050230029,460123390028_10156776938205029,Je ne sais pas,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156803388015029,460123390028_10156776938205029,"FELICITATIONS,",0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156794641860029,460123390028_10156776938205029,LES POUBELES SVP...,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156800631840029,460123390028_10156776938205029,Virage Ã©lectrique !,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156786225705029,460123390028_10156776938205029,"jm,",0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156781005870029,460123390028_10156776938205029, [[STICKER]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156797008350029,460123390028_10156776938205029, [[STICKER]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156784764750029,460123390028_10156776938205029, [[STICKER]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156785102345029,460123390028_10156776938205029, [[STICKER]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156778650425029,460123390028_10156776938205029, [[STICKER]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.09128316326530612,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",460123390028_10156776938205029,26,10156776938205029_10156784764600029,460123390028_10156776938205029, [[STICKER]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.075,"Saviez-vous que le Canada est l’un des rares pays au monde à posséder de vastes étendues de milieux naturels intacts? Il est aussi réputé pour la beauté de ses paysages et l’abondance de ses espèces sauvages. Au Canada, la nature, c’est la vie! http://ow.ly/YKwp300EEZv",460123390028_10156959203720029,2,10156959203720029_10156965651710029,460123390028_10156959203720029,De l'est Ã  l'ouest! Il faut protÃ©ger cette beautÃ©!,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.062142857142857125,"2018 marque l’Année du tourisme Canada-Chine. Le premier ministre canadien, Justin Trudeau, la ministre de la Petite Entreprise et du Tourisme du Canada, Bardish Chagger et la ministre de l'Environnement et du Changement climatique, Catherine McKenna, souhaitent la bienvenue aux touristes chinois dans nos merveilleux sites de Parcs Canada – nos trésors nationaux canadiens! Planifiez votre visite : http://ow.ly/v09i30h06ox",460123390028_10159694448525029,8,10159694448525029_10159694770605029,460123390028_10159694448525029, [[PHOTO]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.062142857142857125,"2018 marque l’Année du tourisme Canada-Chine. Le premier ministre canadien, Justin Trudeau, la ministre de la Petite Entreprise et du Tourisme du Canada, Bardish Chagger et la ministre de l'Environnement et du Changement climatique, Catherine McKenna, souhaitent la bienvenue aux touristes chinois dans nos merveilleux sites de Parcs Canada – nos trésors nationaux canadiens! Planifiez votre visite : http://ow.ly/v09i30h06ox",460123390028_10159694448525029,8,10159694448525029_10159694764090029,460123390028_10159694448525029,Pollution des lac et riviÃ¨re par les produits chimiques [[PHOTO]],0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,"Saviez-vous que les réserves nationales du Cap-Tourmente et du Lac-Saint-François au Québec offrent un remarquable réseau de sentiers de randonnée pédestre aménagés dans leurs divers écosystèmes? De nombreux points de vue, belvédères et tours d’observation vous permettront de découvrir des paysages exceptionnels et une étonnante diversité d’oiseaux migrateurs ainsi qu’une faune et une flore uniques. 

Ce week-end, profitez de la nature et venez découvrir l’un de ces sentiers! http://ow.ly/KeL2300zBzq",460123390028_10156957951195029,1,10156957951195029_10156958030330029,460123390028_10156957951195029,Sophie Lavigne bb louve,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,"Ce dimanche, à l’occasion de la 21e édition de la Grande fête de la nature qui a lieu à la Serre des plaines d’Abraham à Québec, venez rencontrer Stéphanie au kiosque de la réserve du Cap-Tourmente, entre 11 h et 16 h 30, ainsi qu’une trentaine d’exposants spécialisés dans diverses sphères de l’environnement. http://ow.ly/4ntzcu",460123390028_10156879577150029,1,10156879577150029_10156879582705029,460123390028_10156879577150029,Laurent Huard je veux y aller!!,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna, visite Google! Saviez-vous que Google vise à ce que 100 % de leurs activités internationales soient générées par énergies renouvelables d’ici 2017?",460123390028_10158585158955029,1,10158585158955029_10158586115640029,460123390028_10158585158955029,,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,"Tous les ministères du gouvernement du Canada prennent le virage vert. 

La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a visité l’immeuble du Conseil du Trésor ayant reçu la certification or du programme LEED pour discuter du plan d’écologisation du gouvernement avec le président du Conseil du Trésor, Scott Brison, et sa secrétaire parlementaire, Joyce Murray. 

Visionnez la vidéo pour découvrir les mesures prises par le gouvernement dans le cadre de ses propres activités pour prendre le virage vert et pour bâtir un avenir plus durable pour nos enfants.",460123390028_10157701462730029,1,10157701462730029_10157702564200029,460123390028_10157701462730029,"J'ai travaillÃ© quelques annÃ©es au SCT, j'ai bien hÃ¢te de retourner voir le changement.  Un Ã©difice bien situÃ© Ã  Ottawa !  Bravo GoC !",0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.1,Faites-vous partie d’une organisation ou d’un groupe environnemental avec une idée de projet qui pourrait permettre de résoudre des problèmes environnementaux importants dans votre communauté? Découvrez le programme de financement communautaire ÉcoAction qui pourrait vous aider avec votre projet. La date limite pour soumettre une demande de financement est le 12 décembre. Découvrez-en davantage au sujet du programme et faites passer le message dans votre communauté : http://ow.ly/p8jW305JxCJ,460123390028_10157685097950029,3,10157685097950029_10157685206640029,460123390028_10157685097950029,Madeleine Brunette info pour votre comitÃ© d'environnement ...,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.1,Faites-vous partie d’une organisation ou d’un groupe environnemental avec une idée de projet qui pourrait permettre de résoudre des problèmes environnementaux importants dans votre communauté? Découvrez le programme de financement communautaire ÉcoAction qui pourrait vous aider avec votre projet. La date limite pour soumettre une demande de financement est le 12 décembre. Découvrez-en davantage au sujet du programme et faites passer le message dans votre communauté : http://ow.ly/p8jW305JxCJ,460123390028_10157685097950029,3,10157685097950029_10157695675910029,460123390028_10157685097950029,Oh IntÃ©ressant..est-ce qu'on aurait des sous pour faire des tests!,0.0,neutral
Connecting Canadians with nature,EnvironnementetressourcesnaturellesauCanada_facebook,0.5,"Vous voulez vivre des aventures, vous divertir avec toute la famille ou vous évader de la routine? Parcs Canada offre une multitude d’expériences qui pourraient répondre à vos besoins. Profitez de la Journée de la famille pour passer du temps avec vos proches, mais aussi pour vous rapprocher de la nature. http://ow.ly/YlrAo",460123390028_10156537955560029,2,10156537955560029_10156542086500029,460123390028_10156537955560029,trais,0.0,neutral
Connecting Canadians with nature,OfficeDesTransportsDuCanada_facebook,0.12444444444444445,Votre #voyage en avion ne s'est pas déroulé comme prévu? Communiquez avec nous > http://ow.ly/JVzk304E8BA #aérien #voyage #passager #canada,566325673547435_640945392752129,1,640945392752129_640984602748208,566325673547435_640945392752129,On a combien de temps pour vous signaler une mÃ©saventure ?,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.0,"Appel à toutes les classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années!!
Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours 2017-2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : http://concours.monpasseportparcs.ca/  Canadian Geographic EducationFédération canadienne de la faune Historica Canada",134615279898518_1856278807732148,41,1856278807732148_1986032424756785,134615279898518_1856278807732148,Myriam Bousquet MylÃ¨ne Albert,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.0,"Appel à toutes les classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années!!
Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours 2017-2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : http://concours.monpasseportparcs.ca/  Canadian Geographic EducationFédération canadienne de la faune Historica Canada",134615279898518_1856278807732148,41,1856278807732148_1989757097717651,134615279898518_1856278807732148,Annie Morin!!!!,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1965833606776667,134615279898518_1965701726789855,C'est fait ðŸ˜‰,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1966219326738095,134615279898518_1965701726789855,Maxime Richard,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1966605596699468,134615279898518_1965701726789855,Pascal Varin,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1967086143318080,134615279898518_1965701726789855,Ohhhh je viens de voir le prix hahah laisse faire ðŸ˜‰,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1967211693305525,134615279898518_1965701726789855,Simon Lacroix,0.0,neutral
Connecting Canadians with nature,ParcsCanada_facebook,0.00237301587301587,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",134615279898518_1965701726789855,31,1965701726789855_1967755876584440,134615279898518_1965701726789855,Guy Gervais,0.0,neutral
