,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
53,2017-04-03_07-36-31,2017-04-03T07:36:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1bb0614e7d29c41dfe61e6f3ebd0829f/5AF2CFF6/t51.2885-15/e35/25013639_263993380794537_1129040842195992576_n.jpg,"Ce semi-palmé a été bagué en juin à l’île Fish, dans le delta du Mackenzie, aux , tout près du refuge d’ de l’île Kendall.L’oiseau a été aperçu pour la première fois par Dave Addison lors de la migration vers le sud à l’île Marco, en Floride, au cours de l’automne. Dave Addison effectuait alors des recensements sur les plages de la Floride. L’oiseau a été baptisé « Smile » (sourire), par inadvertance... c’est une , mais le nom est resté! Depuis, Smile a visité la même presque tous les printemps (vers le nord) et tous les automnes (vers le sud) durant sa migration! La dernière fois qu’il a été observé, c’était l’automne dernier lorsqu’il faisait le plein de élicieux pour entreprendre le reste de sa migration vers le sud, en direction de l’île Marco.Il nous tarde de savoir si Smile sera de nouveau aperçu à l’île Marco en avril! Difficile de ne pas sourire en regardant ces photos de « Smile »!",Ce Pluvier semi en juin 2010 le Fish dans le delta du Mackenzie aux TerritoiresDuNordOuest tout du refuge OiseauxMigrateurs de le Kendall oiseau pour la fois par Dave Addison lors de la migration vers le sud le Marco en Floride au cours de automne Dave Addison effectuait alors des recensements sur les plages de la Floride oiseau Smile sourire par inadvertance est une LongueHistoire mais le nom est Depuis Smile la plage presque tous les printemps vers le nord et tous les automnes vers le sud durant sa migration La fois il tait automne dernier il faisait le plein de vers licieux pour entreprendre le reste de sa migration vers le sud en direction de le Marco nIl nous tarde de savoir si Smile sera de nouveau le Marco en avril Difficile de ne pas sourire en regardant ces photos de Smile,"[""pluvier"",""territoiresdunordouest"",""oiseauxmigrateurs"",""longuehistoire"",""plage"",""vers"",""délicieux""]",0,14,14,Environmental,fr,0.0,environnementcan_instagram,"['oiseau', 'or', 'eau', 'oiseaux', 'vert']",neutral
54,2017-12-28_11-39-32,2017-12-28T11:39:32,https://instagram.fyvr3-1.fna.fbcdn.net/vp/98f294a59405a17dfcad49fd072276d4/5AF0DAA7/t51.2885-15/e35/26158826_508602362852602_8964736016892035072_n.jpg,"Vous rappelez-vous de moi? En avril dernier, nous avons organisé un concours pour me trouver un nom!Je suis un Plongeon huard, la mascotte du Service canadien de la faune, ici à Environnement et Changement climatique Canada. Vous avez suggéré une panoplie de noms très intéressants. J’ai donc choisi « Kwimu » ce qui veut dire « oiseau esprit » en plusieurs langues autochtones. Comme le nom « Tuuli » était aussi très populaire, j’ai décidé de donner ce nom au petit que je porte sur mon dos. Tuuli veut dire « huard » en Inuktitut. Merci de votre participation! ...",Vous rappelez vous de moi En avril dernier nous avons un concours pour trouver un nom nJe suis un Plongeon huard la mascotte du Service canadien de la faune ici Environnement et Changement climatique Canada Vous avez une panoplie de noms ressants ai donc choisi Kwimu ce qui veut dire oiseau esprit en plusieurs langues autochtones Comme le nom Tuuli tait aussi populaire ai de donner ce nom au petit que je porte sur mon dos Tuuli veut dire huard en Inuktitut Merci de votre participation Oiseau InstaOiseau Faune ServiceCanadienDeLaFaune EnvironnementCanada EnvironnementCan,"[""oiseau"",""instaoiseau"",""faune"",""servicecanadiendelafaune"",""environnementcanada"",""environnementcan""]",0,14,14,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'climat', 'oiseau', 'changement climatique', 'ice', 'air', 'mer', 'eau', 'or', 'faune']",neutral
55,2017-08-03_13-27-09,2017-08-03T13:27:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ca12aff40f8695a0f20c11d2a7e7b965/5AF341D9/t51.2885-15/e35/24177386_131320587545148_6691191900478636032_n.jpg,".f.andrews ・・・""Après mois de marche à travers les champs de et des fossés de drainage sans vraiment trouver de nid de Bruant chanteur, je suis tombée sur cette beauté, un nid de Jaseur d'Amérique! Les oeufs d'oiseaux sont l'une des plus belles œuvres d'art de la nature.""...Étudiant Été",Regram andrews mois de marche travers les champs de et des de drainage sans vraiment trouver de nid de Bruant chanteur je suis sur cette un nid de Jaseur rique Les oeufs oiseaux sont une des plus belles uvres art de la nature tudiant TravaillerAuSoleil TravailDeTerrain ServiceCanadienDeLaFaune EnvironnementCanada,"[""regram"",""travailétudiant"",""travaillerausoleil"",""travaildété"",""travaildeterrain"",""servicecanadiendelafaune"",""environnementcanada""]",0,14,14,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'nature', 'oiseau', 'ice', 'oiseaux', 'eau', 'faune']",neutral
56,2017-03-16_09-45-10,2017-03-16T09:45:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0173f9f2a643560d3f86a57835f05e02/5AEE1CD4/t51.2885-15/e35/25011335_153513915273146_7881555568467378176_n.jpg,"Une bande de 🦌aperçue par des biologistes qui voyageaient sur la route d’hiver entre Tibbitt et Contwoyto. Ils vont à la station pour faire l’entretien des dispositifs d’enregistrements des chants.Non seulement ces dispositifs d’enregistrement automatisés captent les chants d’oiseaux, mais ils enregistrent également les sons émis par des caribous, des orignaux, des ours et d’autres espèces sauvages! Certaines de ces stations d’enregistrement sont également dotées d’un appareil photo actionné par le mouvement!........",Une bande de ue par des biologistes qui voyageaient sur la route hiver entre Tibbitt et Contwoyto Ils vont la station pour faire entretien des dispositifs enregistrements des chants nNon seulement ces dispositifs enregistrement captent les chants oiseaux mais ils enregistrent galement les sons mis par des caribous des orignaux des et autres ces sauvages Certaines de ces stations enregistrement sont galement es un appareil photo par le mouvement ServiceCanadienDeLaFaune FauneCanadienne EnvironnementCan EnvironnementCanada,"[""servicecanadiendelafaune"",""faunecanadienne"",""environnementcan"",""environnementcanada""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'ice', 'air', 'oiseaux', 'eau', 'or', 'faune']",neutral
57,2017-03-31_12-12-05,2017-03-31T12:12:05,https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ba8761f0b1a42d4ef5ef09f1ae5c97/5AFEC3AA/t51.2885-15/e35/25009147_408671982869164_5517791287429824512_n.jpg,"Qui n’aime pas les Lagopèdes? De vraies petites boules, tellement duveteuses et mignonnes! Voici un Lagopède des saules. On voit bien ses pattes plumées. Non seulement les plumes gardent ses pattes au chaud, mais elles lui permettent aussi de marcher sur la neige!......",Qui aime pas les des De vraies petites boules tellement duveteuses et mignonnes Voici un de des saules voit bien ses pattes es Non seulement les plumes gardent ses pattes au chaud mais elles lui permettent aussi de marcher sur la neige ServiceCanadienDeLaFaune ECcan150 Faune Biologistes ObservationDoiseaux EnvironnementCanada,"[""servicecanadiendelafaune"",""eccan150"",""faune"",""biologistes"",""observationdoiseaux"",""environnementcanada""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'ice', 'oiseaux', 'eau', 'faune']",neutral
58,2017-02-09_09-36-05,2017-02-09T09:36:05,https://instagram.fyvr3-1.fna.fbcdn.net/vp/97d163bac1821bd03124626cdab2e224/5ADA0F24/t51.2885-15/e35/24838350_1991419647805664_121858710497656832_n.jpg,Clignez des yeux et il sera déjà parti! Ce héron a fait de son mieux pour attraper son goûter avant de s’éclipser. Nous sommes bien contents que nos friandises n’aient pas de jambes pour s’enfuir.éron,Clignez des yeux et il sera parti Ce ron fait de son mieux pour attraper son ter avant de clipser Nous sommes bien contents que nos friandises aient pas de jambes pour enfuir ron Ornithologie FauneCanadienne Oiseaux EnvironnementCanada EnvironnementCan,"[""héron"",""ornithologie"",""faunecanadienne"",""oiseaux"",""environnementcanada"",""environnementcan""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'oiseaux', 'eau', 'or', 'faune']",neutral
59,2017-02-01_08-07-41,2017-02-01T08:07:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d8c3b13112c17c01e57918edcff5993a/5AE9DB41/t51.2885-15/e35/25015066_1550085531737421_3345327839053348864_n.jpg,"En avez-vous entendu parlé? Le Canada sera le pays hôte de la journée mondiale de l'environnement le juin !! SUPER!! Inscrivez l'événement à votre calendrier, on l'a déjà inscrit au nôtre! éemondialedelenvironnement",En avez vous entendu Le Canada sera le pays te de la mondiale de environnement le juin 2017 SUPER Inscrivez nement votre calendrier inscrit au tre emondialedelenvironnement Environnement EnvironnementCan EnvironnementCanada Nature ConnexionNature PatrimoineNaturel Canada150,"[""journéemondialedelenvironnemen"",""environnement"",""environnementcan"",""environnementcanada"",""nature"",""connexionnature"",""patrimoinenaturel"",""canada150""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'nature']",neutral
60,2017-05-02_10-53-24,2017-05-02T10:53:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c29f282def5035a7e10489ca20c48951/5AF37C4A/t51.2885-15/s1080x1080/e35/25011216_539766259709523_1954247846672728064_n.jpg,"Un peu à l’extérieur de la ville d’Edmonton se trouve un trésor caché appelé Bunchberry Meadows. Cette forêt offre un habitat à toutes sortes de créatures fantastiques, comme l’orignal, les chouettes et les salamandres. Nous sommes fiers d’annoncer que cette forêt sera conservée dans le cadre de notre Programme des dons écologiques et le Programme de conservation des zones naturelles.En protégeant ces terres, nous offrons aux Edmontoniens la possibilité de partager cet espace avec leur famille pour les générations à venir. : / Kyle Marquardt : / Karol Dabbs : / Karol Dabbs..... égée",Un peu rieur de la ville Edmonton se trouve un sor Bunchberry Meadows Cette offre un habitat toutes sortes de atures fantastiques comme orignal les chouettes et les salamandres nNous sommes fiers annoncer que cette sera dans le cadre de notre Programme des dons cologiques et le Programme de conservation des zones naturelles nEn geant ces terres nous offrons aux Edmontoniens la de partager cet espace avec leur famille pour les rations venir Kyle Marquardt Karol Dabbs Karol Dabbs Canada AlbertaCanada Conservation ZoneNaturelle FauneEtFlore FauneCanadienne EnvironnementCanada ConservationDeLaNature,"[""canada"",""albertacanada"",""conservation"",""aireprotégée"",""zonenaturelle"",""fauneetflore"",""faunecanadienne"",""environnementcanada"",""conservationdelanature""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'flore', 'nature', 'conservation', 'or', 'faune', 'terres']",neutral
61,2017-12-20_07-00-31,2017-12-20T07:00:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/41ff8b6ba1bf20e40a35a9c218cf8262/5ADF33BC/t51.2885-15/e35/25025456_104440810353287_6920017162325196800_n.jpg,"Julie et plusieurs biologistes du Service canadien de la faune de notre bureau de Sackville, au Nouveau-Brunswick étaient sur le terrain la semaine dernière pour aider les participants du Recensement des oiseaux de Noël organisé chaque année au cap Tormentine. Le recensement annuel est l’un des plus grands projets de science citoyenne en Amérique du Nord; les résultats fournissent des renseignements sur l’état des populations d’oiseaux. Ces braves employés ont dû affronter des vents vifs semblables à ceux de l’Arctique pour dénombrer espèces différentes! : Garry Donaldson...",Julie et plusieurs biologistes du Service canadien de la faune de notre bureau de Sackville au Nouveau Brunswick taient sur le terrain la semaine pour aider les participants du Recensement des oiseaux de chaque au cap Tormentine Le recensement annuel est un des plus grands projets de science citoyenne en rique du Nord les sultats fournissent des renseignements sur tat des populations oiseaux Ces braves ont affronter des vents vifs semblables ceux de Arctique pour nombrer 58 ces rentes Garry Donaldson Oiseaux OiseauxInstagram InstaOiseaux ServiceCanadienDeLaFaune BirdNerds EnvironnementCan EnvironnementCanada,"[""oiseaux"",""oiseauxinstagram"",""instaoiseaux"",""servicecanadiendelafaune"",""birdnerds"",""environnementcan"",""environnementcanada""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'populations', 'oiseau', 'ice', 'or', 'oiseaux', 'eau', 'bird', 'faune']",neutral
62,2017-01-25_08-07-05,2017-01-25T08:07:05,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a690de41d0089b60cd872171b328aa86/5AD83798/t51.2885-15/e35/24327210_216615895547520_2182892191611879424_n.jpg,"Ce magnifique wapiti mâle va bientôt perdre ses bois! Ceci peut sembler tragique, mais ne vous inquiétez pas… des bois encore plus gros vont repousser. ",Ce magnifique wapiti le va perdre ses bois Ceci peut sembler tragique mais ne vous tez des bois encore plus gros vont repousser EnvironnementCanada EnvironnementCan Faune MercrediFaune,"[""environnementcanada"",""environnementcan"",""faune"",""mercredifaune""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'or', 'faune', 'mer']",neutral
63,2017-10-12_13-18-57,2017-10-12T13:18:57,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f6e72cfc424c8d1bd244766c7e754770/5AE08C51/t51.2885-15/e35/24331623_138698313458471_8601256589648723968_n.jpg,"Brenda a pris sa retraite du Service canadien de la faune en , mais elle revient tous les mois de juin pour participer au Relevé des Oiseaux Nicheurs d’Amérique du Nord qui se déroule à l’échelle du continent. Elle parcourt ces itinéraires dans le sud de l’Alberta et de la Saskatchewan depuis et a réalisé à ce jour relevés! On la voit ici au milieu de graminées indigènes tout près de Drumheller, dans le sud-est de l’Alberta....éDesOiseaux",Brenda pris sa retraite du Service canadien de la faune en 2015 mais elle revient tous les mois de juin pour participer au des Oiseaux Nicheurs rique du Nord qui se roule chelle du continent Elle parcourt ces raires dans le sud de Alberta et de la Saskatchewan depuis 1993 et ce jour 176 la voit ici au milieu de es nes tout de Drumheller dans le sud est de Alberta DesOiseaux ServiceCanadienDeLaFaune EnvironnementCanada,"[""relevédesoiseaux"",""servicecanadiendelafaune"",""environnementcanada""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'parc', 'oiseau', 'ice', 'air', 'oiseaux', 'eau', 'or', 'faune']",neutral
64,2017-03-26_06-31-55,2017-03-26T06:31:55,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e75238e72fff645e53ca01c4c64ec60d/5AEABBA2/t51.2885-15/s1080x1080/e35/25007070_1781756508564302_5064536710008799232_n.jpg,"Certains de nos employés travaillant à partir des stations météorologiques d'Eureka et de l'île de Sable ont participé à l'heure de la Terre hier soir et nous ont envoyé des photos exclusives!Sur l'île de Sable, ils ont éteint toutes les lumières dans le bureau (il y avait des gens qui y travaillait) et la résidence, et ont fermé tout l'excédent électronique qu'ils pouvaient. L'équipement de surveillance essentiel et les lumières extérieures sur les minuteries automatiques ont dû être laissés allumés. Les étoiles étaient superbes. Ils en ont donc profité pour aller les contempler!À la Station météorologique d'Eureka dans le Haut-Arctique (80 ° Nord), quelques membres de l'équipe sont sorties célébrer l'heure de la Terre. Pas de bougies étaient nécessaires là-bas, il fera bientôt clair h/24 ( dès le avril)Chaque jour, ils contribuent tous à recueillir des données météorologiques et climatiques importantes qui seront utilisées pour prévoir les conditions météorologiques et surveiller le changement climatique dans l'Arctique!",Certains de nos travaillant partir des stations orologiques Eureka et de le de Sable ont heure de la Terre hier soir et nous ont des photos exclusives nSur le de Sable ils ont teint toutes les res dans le bureau il avait des gens qui travaillait et la sidence et ont tout dent lectronique qu ils pouvaient quipement de surveillance essentiel et les res rieures sur les minuteries automatiques ont Les toiles taient superbes Ils en ont donc pour aller les contempler la Station orologique Eureka dans le Haut Arctique 80 Nord quelques membres de quipe sont sorties brer heure de la Terre Pas de bougies taient cessaires bas il fera clair 24h 24 le 14 avril nChaque jour ils contribuent tous recueillir des es orologiques et climatiques importantes qui seront es pour voir les conditions orologiques et surveiller le changement climatique dans Arctique,[],0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['or', 'eau', 'changement climatique', 'climat', 'air']",neutral
65,2017-02-20_07-04-12,2017-02-20T07:04:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e768197748f523e1c149c1fb1b66d79c/5AEE2C73/t51.2885-15/e35/25006249_342025746270627_7220723812881399808_n.jpg,Entendez-vous l’appel de la montagne? Elle vous dit ! La est une magnifique province qui possède le plus grand pourcentage de terres protégées! Pouvez-vous deviner le pourcentage total de sa masse terrestre protégé?,Entendez vous appel de la montagne Elle vous dit Merci nLa ColombieBritannique est une magnifique province qui de le plus grand pourcentage de terres es Pouvez vous deviner le pourcentage total de sa masse terrestre Montagnes Collines OuestCanadien Canada150 EnvironnementCanada FauneCanadienne PaysageCanadien,"[""merci"",""colombiebritannique"",""montagnes"",""collines"",""ouestcanadien"",""canada150"",""environnementcanada"",""faunecanadienne"",""paysagecanadien""]",2,11,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'terres', 'faune', 'mer']",neutral
66,2017-06-12_12-53-50,2017-06-12T12:53:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0274e404a406bed5877322f18cb110c0/5AEC2339/t51.2885-15/e35/25011717_157968424954620_3962934274973237248_n.jpg,"Afin de souligner la Semaine nationale de la fonction publique et , le Centre canadien des eaux intérieures, situé sur les rives du lac Ontario, à Burlington, présentera un événement portes ouvertes du vendredi juin au samedi juin. Plus de eitions où vous accueilleront des eerts du gouvernement du Canada qui travaillent dans les domaines de l’eau douce, des pêches, des espèces sauvages, de la recherche arctique, de l’application des lois sur la faune, des changements climatiques et de la gestion des Grands Lacs.Venez faire une visite!.....",Afin de souligner la Semaine nationale de la fonction publique et Canada150 le Centre canadien des eaux rieures sur les rives du lac Ontario Burlington sentera un nement portes ouvertes du vendredi 16 juin au samedi 17 juin nPlus de 50 expositions vous accueilleront des experts du gouvernement du Canada qui travaillent dans les domaines de eau douce des des ces sauvages de la recherche arctique de application des lois sur la faune des changements climatiques et de la gestion des Grands Lacs nVenez faire une visite Exposition PortesOuvertes Science EnvironnementCanada BurlingtonOntario Ontario GrandsLacs GouvernementDuCanada,"[""canada150"",""exposition"",""portesouvertes"",""science"",""environnementcanada"",""burlingtonontario"",""ontario"",""grandslacs"",""gouvernementducanada""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'vert', 'climat', 'air', 'lacs', 'eau', 'or', 'faune']",neutral
67,2016-12-29_05-50-42,2016-12-29T05:50:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/afa09d863689517eaa62cf162999946f/5AF524EF/t51.2885-15/e35/25018883_107225440066714_5665970244712136704_n.jpg,"Comme c’est ! Regardez les premières lueurs du jour à l’extérieur de notre laboratoire à Alert, au Nunavut.",Comme est magnifique Regardez les res lueurs du jour rieur de notre laboratoire Alert au Nunavut Arctique ScienceArctique EnvironnementCan EnvironnementCanada,"[""magnifique"",""arctique"",""sciencearctique"",""environnementcan"",""environnementcanada""]",0,12,12,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'or']",neutral
68,2016-12-07_11-29-33,2016-12-07T11:29:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/057f93d4d2a2482f91f6ce2969278785/5AE4178F/t51.2885-15/e35/25018084_735765806619370_4123919390213144576_n.jpg,On reconnait ces oiseaux qui ont fière allure par leur stature stoïque. Leur vaste aire de reproduction reflète leur apparence grandiose : elle s’étend du sud de la Californie à la côte arctique de l’Alaska. Des dizaines de milliers de Macareux huppés préfèrent les îles Scott comme aire de reproduction lorsqu’ils prennent une pause de leur vie en mer. égée éserve :Greg Jones,reconnait ces oiseaux qui ont allure par leur stature que Leur vaste aire de reproduction te leur apparence grandiose elle tend du sud de la Californie la te arctique de Alaska Des dizaines de milliers de Macareux rent les les Scott comme aire de reproduction ils prennent une pause de leur vie en mer Ornithologie Oiseaux Oiseau Faune Pacifique FauneMarine EnvironnementCan EnvironnementCanada colombiebrittanique explorecanada serve Greg Jones,"[""ornithologie"",""oiseaux"",""oiseau"",""faune"",""pacifique"",""faunemarine"",""environnementcan"",""environnementcanada"",""colombiebrittanique"",""explorecanada"",""aireprotégée"",""réserve""]",0,12,12,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'eau', 'air', 'oiseaux', 'mer', 'marine', 'or', 'faune']",neutral
69,2018-01-15_11-31-07,2018-01-15T11:31:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f9fa4b494e687785c24425b454308d05/5AED4F6D/t51.2885-15/e35/26070985_160193337952032_4181478299941208064_n.jpg,"Nos chercheurs du parc national Tuktut Nogait dans les Territoires du Nord-Ouest ont fait l’entretien annuel et des mises à jour à une station météorologique automatique cet été. Une fois le travail terminé, ils ont survolé les magnifiques chutes La Roncière en hélicoptère. .canada : Braden Bunce... êverEnCouleur",Nos chercheurs du parc national Tuktut Nogait dans les Territoires du Nord Ouest ont fait entretien annuel et des mises jour une station orologique automatique cet Une fois le travail ils ont les magnifiques chutes La en parcs canada Braden Bunce Chutes ExplorezLeCanada ParcsCanada CielBleu EnvironnementCanada EnvironnementCan,"[""chutes"",""rêverencouleur"",""explorezlecanada"",""parcscanada"",""cielbleu"",""environnementcanada"",""environnementcan""]",0,12,12,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'parc', 'or']",neutral
70,2017-01-23_08-08-02,2017-01-23T08:08:02,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd12f9d86e9a0382f69cd4e29a6d9be6/5AE0A721/t51.2885-15/e35/25013088_417857351965584_8218677636113629184_n.jpg,« C’est à moi! » « Non à moi! »Deux jeunes se disputent le bâton avec leurs bois. Ces jeunes ont besoin de pratique avant que leurs matchs de ne comptent vraiment. ,est moi Non moi nDeux jeunes wapitis se disputent le ton avec leurs bois Ces jeunes ont besoin de pratique avant que leurs matchs de lutte ne comptent vraiment Nature EnvironnementCanada EnvironnementCan Faune Fun,"[""wapitis"",""lutte"",""nature"",""environnementcanada"",""environnementcan"",""faune"",""fun""]",0,12,12,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'faune', 'nature']",neutral
71,2017-12-21_06-10-11,2017-12-21T06:10:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b96cff8f5a3fc6fc7c7700d0ca1b1956/5A638463/t51.2885-15/e15/25014003_304232980084303_3803059937060323328_n.jpg,"David Phillips, météorologue principal à Environnement et Changement climatique Canada, a surnommé « l’année des excès » – le temps dans notre pays a été trop sec, trop chaud ou trop humide. Il a dressé sa liste annuelle des dix événements météorologiques qui ont marqué l’année au Canada. On y retrouve de tout, des feux de forêt catastrophiques en Colombie-Britannique jusqu’aux tempêtes hivernales violentes dans les provinces de l’Atlantique. « L’intensité accrue de nos conditions météo reflète parfaitement nos prévisions sur la hausse des températures mondiales, » dit David Phillips. « La liste démontre que nos collectivités doivent devenir plus résilientes aux effets des changements climatiques. »... étéo étéoLogique étéo",David Phillips orologue principal Environnement et Changement climatique Canada 2017 des le temps dans notre pays trop sec trop chaud ou trop humide nIl sa liste annuelle des dix nements orologiques qui ont 2017 au Canada retrouve de tout des feux de catastrophiques en Colombie Britannique aux hivernales violentes dans les provinces de Atlantique accrue de nos conditions te parfaitement nos visions sur la hausse des ratures mondiales dit David Phillips La liste montre que nos doivent devenir plus silientes aux effets des changements climatiques EnvironnementCanada EnvironnementCan oLogique ChangementsClimatiques,"[""environnementcanada"",""environnementcan"",""météo"",""météologique"",""top10météo"",""changementsclimatiques""]",0,12,12,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'changement climatique', 'climat', 'or']",neutral
72,2017-01-16_06-17-27,2017-01-16T06:17:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0d49461e0dfcdb696c3430d2e887db6b/5A637BD0/t51.2885-15/e15/25006391_759972767519835_298549434512310272_n.jpg,"Voici le ékan, l’un des édateurs les plus trompeur et charmeur de l’ériqueDuNord.Les pékans sont parmis les terrestres les plus voraces, surtout lorsque l’on considère leur taille. Le porc-épic est leur met favori. En voilà un repas qui a du mordant!Sur cette photo, nous pouvons apercevoir un pékan s’approcher de note bâton appat et y apposer son odeur, à l’aide des ses glandes odorantes qui sont situées près de sa queue, avant se s’attarder sur nos caméras qui le prennent en photo.",Voici le kan un des dateurs les plus trompeur et charmeur de riqueDuNord nLes kans sont parmis les carnivores terrestres les plus voraces surtout lorsque leur taille Le porc pic est leur met favori En un repas qui du mordant nSur cette photo nous pouvons apercevoir un kan approcher de note ton appat et apposer son odeur aide des ses glandes odorantes qui sont es de sa queue avant se attarder sur nos ras qui le prennent en photo,"[""pékan"",""prédateurs"",""amériquedunord"",""carnivores""]",0,12,12,Social,fr,0.0,environnementcan_instagram,['race'],neutral
73,2016-12-02_08-26-00,2016-12-02T08:26:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aaa9b4645810366b86b6b0244fc53226/5AED050F/t51.2885-15/e35/25013386_161440574605678_7193480581919801344_n.jpg,Il y avait des arcs-en-ciel partout l’été dernier sur les terres arides! Nous attendions les 🦄 mais on a seulement vu des …,Il avait des arcs en ciel partout dernier sur les terres arides Nous attendions les licornes mais seulement vu des,"[""licornes"",""caribous""]",2,10,12,Environmental,fr,0.5,environnementcan_instagram,"['or', 'terres']",positive
74,2017-02-08_06-41-41,2017-02-08T06:41:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ed2a67c90d305c2f63eb6312902fbb9/5AE17C5A/t51.2885-15/e35/25007489_388280471600687_8722079147876155392_n.jpg,"Croyez-le ou non, ce magnifique paysage est . Cette photo a été prise à la réserve écologique des îles Gannet à Terre-Neuve.Pendant les mois de juillet et d’août, ces îles bourgeonnent d’activités. Il est assez impressionnant de voir des milliers d’ marins. Il s’agit définitivement d’un privilège pour nos de considérer cet endroit leur bureau lors de la saison de travail sur le terrain. égée",Croyez le ou non ce magnifique paysage est canadien Cette photo prise la serve cologique des les Gannet Terre Neuve nPendant les mois de juillet et ces les bourgeonnent Il est assez impressionnant de voir des milliers oiseaux marins Il agit finitivement un ge pour nos biologistes de rer cet endroit leur bureau lors de la saison de travail sur le terrain SansFiltre PaysageCanadien Canada OiseauxMarins FauneCanadienne EnvironnementCanada,"[""canadien"",""écologique"",""oiseaux"",""biologistes"",""sansfiltre"",""paysagecanadien"",""canada"",""oiseauxmarins"",""aireprotégée"",""faunecanadienne"",""environnementcanada""]",0,12,12,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'oiseaux', 'eau', 'or', 'faune']",neutral
75,2017-06-02_14-02-29,2017-06-02T14:02:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e642cdeaf906711d89ab10ad618af308/5A640B64/t51.2885-15/e15/25010608_135324870517332_1109106859593170944_n.jpg,Êtes-vous prêts à connaître les dessous de la Journée mondiale de l’environnement? Nous vous tiendrons au courant de tout ce qui s’y passe. Surveillez nos histoires Instagram le et jun!...éeMondialeDelEnvironnement,tes vous tre les dessous de la mondiale de environnement Nous vous tiendrons au courant de tout ce qui passe Surveillez nos histoires Instagram le et jun eMondialeDelEnvironnement PourLaNature Canada Canada150 EnvironnementCanada,"[""journéemondialedelenvironnemen"",""pourlanature"",""canada"",""canada150"",""environnementcanada""]",0,12,12,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'nature']",neutral
76,2017-05-16_05-54-57,2017-05-16T05:54:57,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5d000af1a938141c98dfdc57c7b14b64/5ADF5FED/t51.2885-15/s1080x1080/e35/25005862_135599700484803_822026327790977024_n.jpg,"Voici un aperçu de l’eition « Ceci n’est pas un parapluie : Science et art du temps qu’il fait » à la Biosphère, située à Montréal. Vous y découvrirez les différents aspects de la météo, notamment les causes, ainsi que les conséquences et les outils qu’utilisent les chercheurs pour prédire les changements dans la météo et les dangers...... éal ère étéorologie étéo ébec",Voici un de exposition Ceci est pas un parapluie Science et art du temps il fait la al Vous couvrirez les rents aspects de la notamment les causes ainsi que les quences et les outils utilisent les chercheurs pour dire les changements dans la et les dangers 375MTL al EnvironnementCanada BiosphereMTL MTLMOMENTS orologie OdySci Canada bec,"[""375mtl"",""museesmontréal"",""environnementcanada"",""biosphère"",""biospheremtl"",""mtlmoments"",""météorologie"",""météo"",""odysci"",""canada"",""québec""]",0,12,12,Social,fr,0.0,environnementcan_instagram,"['changement', 'change']",neutral
