,account_name,caption_original,category
472,AAFC_Canada_tweeter,"Beaverlodge Research Farm is a hive of activity! Beekeepers’ Field Day, 10-4:30 today: https://t.co/eiWcZ2Azyb https://t.co/9CQZPAs7Wp",unknown
473,AAFC_Canada_tweeter,"Beaverlodge Research Farm is buzzing! Find out why at Beekeepers’ Field Day, June 23 https://t.co/Lj819K4ypO https://t.co/mRnkgmg2mE",unknown
474,AAFC_Canada_tweeter,Interested in exporting? Reach us at mas-sam@agr.gc.ca and we can help! Learn more here: https://t.co/rJPqy9RkNr,unknown
475,AAFC_Canada_tweeter,Hey #CdnAg! It's your last chance to apply for the chairperson position with the CART. Apply: https://t.co/rRgcSsa2l3,unknown
476,AAFC_Canada_tweeter,Find out by watching our Then &amp; Now video: https://t.co/V2lIRW9Dx9 https://t.co/txcjrtNnNH,unknown
477,AAFC_Canada_tweeter,"Looking for market trends, insights &amp; data to grow your #foodbiz exports? Find hundreds of reports here: https://t.co/uxWynqqpSi",unknown
478,AAFC_Canada_tweeter,We have a long history of helping #Cdns keep their food fresh! Dr. Mary MacArthur led the way with her #innovations: https://t.co/eY6K8HXA1t,unknown
479,AAFC_Canada_tweeter,Greenhouse veggie production took place in a whopping 3M m2 of greenhouses in BC in 2014: https://t.co/Jjn8madGhh https://t.co/JiulnTNUGe,unknown
480,AAFC_Canada_tweeter,The answer is A – an English Grain Aphid’s Butt.,unknown
481,AAFC_Canada_tweeter,Thanks again for tuning in for a #science takeover! We hope you learned something new about #biovigilance! Let us know what you thought!,unknown
482,AAFC_Canada_tweeter,Visit the AAFC booth at @AgintheCityMB  March 17-18 at the Forks Market #AgintheCityWIN,unknown
483,AAFC_Canada_tweeter,Not in the mood for cookies? Celebrate #ChocolateChipDay with our recipe for pear and chocolate clafoutis: https://t.co/2LZcSltyXb https://t.co/cSoyiBGIJU,unknown
484,AAFC_Canada_tweeter,"Our scientists are studying vitrification, the rapid cooling of a cell, to preserve bovine eggs #OdySci #AgBabies https://t.co/kq6VwZUTtw https://t.co/d8WkSKXhoa",unknown
485,AAFC_Canada_tweeter,Up to $13 million from #GC and @mapaquebec to cover additional costs caused to #AgQc by the 2017 hail: https://t.co/GxAbVnz4OG https://t.co/LTUP2jI107,unknown
486,AAFC_Canada_tweeter,"RT @CDNScience: In the early 1900s, #farmers needed a hero. But who? Or rather what? Find out: https://t.co/pIimU0dVZS #TBT",unknown
487,AAFC_Canada_tweeter,We regretfully need to postpone today’s Facebook live broadcast with Dr Joyce Boye due to technical difficulties. We will update next week!,unknown
488,AAFC_Canada_tweeter,Want to help us gather agroclimate data? Report your #AgWeather impacts: https://t.co/Vm9XOmykgk,unknown
489,AAFC_Canada_tweeter,Seasonal farm workers: plan ahead! Apply early for your Canadian #WorkPermits: https://t.co/FFaUCxg5pG,unknown
490,AAFC_Canada_tweeter,Stay tuned this week for when @SoilCanada releases a video of the unveiling and see our amazed reactions!,unknown
491,AAFC_Canada_tweeter,#CdnAg! Check out what drives #confectionery sales in the Belgian market: https://t.co/2wCo9bAg8b,unknown
492,AAFC_Canada_tweeter,DYK Canada began exporting eggs to the UK in  1940? Learn more: https://t.co/e4MJHyGCHk #DiscoverAg https://t.co/jCD1diK8i7,unknown
493,AAFC_Canada_tweeter,Odourless manure with a high fertilizer value? Our scientists are looking at turning pig slurry into just that: https://t.co/KzCvfEqotG,unknown
494,AAFC_Canada_tweeter,Strong awareness of the @mscecolabel seafood standard in #EU means customers are looking for it when buying. More: https://t.co/ofB8r9cilq,unknown
495,AAFC_Canada_tweeter,Here's an excellent Trade Commissioner Service guide to help #SMEs learn about e-commerce in #China: https://t.co/UF8hi7yPNT  @TCS_SDC,unknown
496,AAFC_Canada_tweeter,Hey #CdnAg! Today is your last chance to apply for a position on the FDMS Appeals Board: https://t.co/4VDjoTv6kx,unknown
497,AAFC_Canada_tweeter,Min MacAulay wraps up a fruitful #PNW outreach program 🇨🇦🇺🇸 https://t.co/hKsIYdCJnn #AgPartners,unknown
498,AAFC_Canada_tweeter,Come to #SalonAg and learn all about #AgWeather Quebec at our booth with @mapaquebec and @fadq_com,unknown
499,AAFC_Canada_tweeter,Did you know that each year the average Canadian consumes 5L of ice-cream? Celebrate with us! https://t.co/qEPB5zxPq0 https://t.co/oRmcReS5yQ,unknown
500,AAFC_Canada_tweeter,Hiring seasonal workers? Avoid delays – help workers apply early for #WorkPermits: https://t.co/Tztqvzi70B,unknown
501,AAFC_Canada_tweeter,Dr Ross specializes in creating quality cherries – helping growers reach new international markets https://t.co/BDU95nCZ7j #WomenScienceDay,unknown
502,AAFC_Canada_tweeter,"Dr Fox helped create a new system to describe #soil, helping farmers manage their fields https://t.co/KAzFFaU2Eg #WomeninSTEM",unknown
503,AAFC_Canada_tweeter,"Dr Cade-Menun works to improve phosphorus fertilizers, benefitting the #enviro &amp; farmers! https://t.co/ABxC6gW5YU #WomenScienceDay #CdnSci",unknown
504,AAFC_Canada_tweeter,Want the ideal venue to learn about the #Baltic market &amp; its trends? Riga Food 2017 is #CdnAg's opportunity: https://t.co/RlU7K4kvjz,unknown
505,AAFC_Canada_tweeter,Hey #CdnAg! We’re looking for new FPCC members. Interested https://t.co/76XrOu5LrO,unknown
506,AAFC_Canada_tweeter,Planning a BBQ this weekend? Serve our Beer Marinated Chicken Breast: https://t.co/cjBdkn8gEh https://t.co/XB9v1RitgO,unknown
507,AAFC_Canada_tweeter,A new process has been shown to improve the flavour and texture of frozen vegetables. Read more in Agri-info: https://t.co/cnDp4rC9kP https://t.co/enUD7tGpaT,unknown
508,AAFC_Canada_tweeter,Want first-hand experience &amp; insight into the Middle East seafood market? The Seafex 2017 tradeshow might help you: https://t.co/w7Cvz0d8kM,unknown
509,AAFC_Canada_tweeter,"RT @StatCan_eng: #Dairy statistics, September 2017 https://t.co/ZZ312E4TMv https://t.co/pGSLdRJdTz",unknown
510,AAFC_Canada_tweeter,RT @AgMuseum: Did You Know? Our new canola exhibit is open. Explore the story of this “made in Canada” crop! #ExploreCanola https://t.co/lD…,unknown
511,AAFC_Canada_tweeter,"Dr. Joyce Boye, #UNFAO Special Ambassador for #IYP2016, will be Facebook live on Aug 19! https://t.co/gQmN85dxel",unknown
512,AAFC_Canada_tweeter,Want to understand #Mexico's online consumers and marketplace? We've got you covered: https://t.co/x2OVa4rW6e https://t.co/CH0DtgV8B4,unknown
513,AAFC_Canada_tweeter,"Producers and businesses, #CETA will help you grow! Check out how our confectionery SME's stand to benefit: https://t.co/iDfHyTtOdb",unknown
514,AAFC_Canada_tweeter,Want to build recognition for your #foodbiz products? #CanadaBrand has free marketing tools to help you stand out: https://t.co/nvTIGq65kV,unknown
515,AAFC_Canada_tweeter,"Pour toute question sur l’accès au marché agroalimentaire de la #Chine, envoyez un courriel à notre guichet unique : https://t.co/PeT4dZbjmN",unknown
516,AAFC_Canada_tweeter,🚨🚨🚨Booth space still available in the #CanadaPavilion at February’s Gulfood trade show. E-mail MAS-SAM@AGR.GC.CA for details! https://t.co/QzEYRri2jU,unknown
517,AAFC_Canada_tweeter,Having trade issues or barriers to market access for your #foodbiz exports? Contact us at MAS-SAM@AGR.GC.CA. More: https://t.co/IvxWwpP9mW,unknown
518,AAFC_Canada_tweeter,"Simulovins 2.0, for improved risk management in the sheep sector: https://t.co/2FK4fsIxGG",unknown
519,AAFC_Canada_tweeter,The Sherbrooke RDC is proud to be hosting the Expo San-T-Sols #Estrie on September 14: https://t.co/4bQGR2bUSd,unknown
520,AAFC_Canada_tweeter,Come and get your photo taken as blushing turnip at booth 4520  @Cdnag  #RAWF2017 https://t.co/YoIYSNV03h,unknown
521,AAFC_Canada_tweeter,Add a little boost to your smoothie with flax! Try it yourself: https://t.co/5TrM8GwgCH https://t.co/CNBTCKjvZP,unknown
522,AAFC_Canada_tweeter,🚨🚨🚨 Booth space still available in the #CanadaPavilion at February’s Gulfood trade show. E-mail MAS-SAM@AGR.GC.CA for details. https://t.co/NjqyvY33zP,unknown
523,AAFC_Canada_tweeter,"Looking for something fun &amp; free to do tomorrow in London, ON? Share with your friends! https://t.co/4wDCncpBqx https://t.co/Vbh4ySUZHx",unknown
524,AAFC_Canada_tweeter,We'll be at the Fraser Valley Small Business Information Expo on Nov 7. Drop by and say hi! #SBIE https://t.co/vr0qVKCTwO https://t.co/CPIXuA6qqk,unknown
525,AAFC_Canada_tweeter,https://t.co/1XvoejOpQR,unknown
526,AAFC_Canada_tweeter,Hey #CdnAg! Today is your last chance to apply for a position on the FDMS Appeals Board: https://t.co/ioC44KDLgq https://t.co/KbeGSiMg4y,unknown
527,AAFC_Canada_tweeter,Hey #CdnAg! We’re looking for new FDMS appeals board members. Interested? https://t.co/q8VlY0rtk4,unknown
528,AAFC_Canada_tweeter,Want to grow in the #EU? #CETA presents many advantages for our #foodbiz exporters. Connect with them: https://t.co/1XhKNaT7ZK,unknown
529,AAFC_Canada_tweeter,Looking to spice up your breakfast this weekend? Try our Baked Vegetable Omelette With Salsa: https://t.co/S0Hk97I57b https://t.co/XnaD2BFZ2c,unknown
530,AAFC_Canada_tweeter,Support from @mapaquebec and #GC to support animal commodity groups sustainability and dvt: https://t.co/HBIfzSpkwX,unknown
531,AAFC_Canada_tweeter,#GC and @mapaquebec are supporting Quebec’s sea buckthorn sector: https://t.co/2Dx5jSsimN,unknown
532,AAFC_Canada_tweeter,"Come and check out our exhibit @crapaudex at the Crapaud, PEI fairgrounds on July 30",unknown
533,AAFC_Canada_tweeter,#GC and @mapaquebec are providing support to producers hit by last summer's hail events: https://t.co/qnQqjje7xv https://t.co/eiHgbmOtjU,unknown
534,AAFC_Canada_tweeter,Our fish &amp; seafood #foodbiz are expected to reach +450M consumers in #China via Alibaba's Canadian pavilion. More: https://t.co/N7ignvpmWL,unknown
535,AAFC_Canada_tweeter,Want to learn about our trade show service? Discover how #CanadaPavilion can help you grow! https://t.co/CT6SzIfiFy,unknown
536,AAFC_Canada_tweeter,Min. MacAulay meets with Min. Zhi Shuping in #Beijing to discuss key agricultural trade opportunities https://t.co/28zTJYOZC3,unknown
537,AAFC_Canada_tweeter,Min. MacAulay chats with members of the @canolacouncil in #Beijing about issues impacting canola trade to China https://t.co/zU0DbTpF47,unknown
538,AAFC_Canada_tweeter,Hey #CdnAg! Mobile commerce is expected to represent 16% of all German internet retail sales by 2021. Find out more: https://t.co/Ym8WBSsGuk,unknown
539,AAFC_Canada_tweeter,Phytonutrients are in high demand! Find out why in the latest issue of #Agriinfo https://t.co/HZk5RHb0t5 https://t.co/c1PshHo7Ln,unknown
540,AAFC_Canada_tweeter,The syrup is swirling in #NewBrunswick! Maple taps rose by 20.5% in 2011 to 2.3 million in 2016 https://t.co/jV3c1sWBOb,unknown
541,AAFC_Canada_tweeter,Chilled seafood products continue to lead #UK sales as consumers perceive them as fresher &amp; healthier. Learn more: https://t.co/w6I1yDe46Y,unknown
542,AAFC_Canada_tweeter,Light and delicious! Try our Chicken Fajita and Corn Salad recipe this weekend: https://t.co/rNCYVFwUWq https://t.co/nHXaq9ksz2,unknown
543,AAFC_Canada_tweeter,Hey #CdnAg! We’re looking for new FDMS appeals board members. Interested? https://t.co/TcvetFzlP3,unknown
544,AAFC_Canada_tweeter,Interested in a specific international market? We can provide customized market intelligence! Contact us today: https://t.co/02F0PT5Lvk,unknown
545,AAFC_Canada_tweeter,#CdnAg! Preparing your food labels is a major step in reaching #EU opportunities. Watch our video for tips: https://t.co/IILJpRYYJg,unknown
546,AAFC_Canada_tweeter,"If you’re in the NCR, come out to the CEF tonight for a talk on the history of the farm! 7-8pm. 960 Carling Avenue. #OttawaEvents",unknown
547,AAFC_Canada_tweeter,How much does a potato beetle eat?  Find out at our Charlottetown open house Aug 5: https://t.co/0wXGYpLu7j https://t.co/1vjpxMym54,unknown
548,AAFC_Canada_tweeter,Doors Open at our Research and Develop Centre in #stjr #Montérégie for the pest management day organized by @PELICLDJDN #AAC_RDT,unknown
549,AAFC_Canada_tweeter,Min MacAulay delivers keynote address at WASDA Annual Meeting highlighting the benefits of #AgTrade https://t.co/nloGAZWD5T,unknown
550,AAFC_Canada_tweeter,"A new issue of #AgriInfo is here! Read up on #CdnAg’s science, trade, industry, and more! https://t.co/MHQ5uZSeJW https://t.co/5e4ysTTHDo",unknown
551,AAFC_Canada_tweeter,Hey #CdnAg! We’re seeking new National Program Advisory Cmte members. Interested? https://t.co/vmPSOXXlao,unknown
552,AAFC_Canada_tweeter,There's lots to see and do @lloydexh Don't forget to drop by our booth in the Country Lane to Check Out Agriculture! https://t.co/sxGw36EJQJ,unknown
553,AAFC_Canada_tweeter,Want to reach Middle East buyers? Seafex is a key seafood tradeshow taking place at Dubai in September. Register: https://t.co/sVSIo6Nvlr,unknown
554,AAFC_Canada_tweeter,. @CityofStJohns has been a gracious host for #AgFPT17! Do you know which Canadian city will host #AgFpt18?,unknown
555,AAFC_Canada_tweeter,Plan for a successful harvest season – make sure seasonal workers apply early for #WorkPermits https://t.co/3xUbasp7XX,unknown
556,AAFC_Canada_tweeter,It’s Science Odyssey Week! Stay tuned as we #CelebrateScience and go to SCIOD.CA  to learn more. #OdySci https://t.co/Ma8BWxb85X,unknown
557,AAFC_Canada_tweeter,We’re at #CSAggieDays this weekend. Come to the #AgriumCentre and learn about #CdnAg! https://t.co/uSeZRSnX1G,unknown
558,AAFC_Canada_tweeter,#CRDQc seminar:  an expert unveils a study on the impact of cover crops: https://t.co/hesv287nLK,unknown
559,AAFC_Canada_tweeter,#GHChat #Q3 - What is the strangest/most impressive thing you have successfully grown in a #greenhouse?,unknown
560,AAFC_Canada_tweeter,Sound science from our archives! Think canning #apple juice is easy? We make it clear. https://t.co/ueF8n4CrSc,unknown
561,AAFC_Canada_tweeter,Flashback2008 - AAFC finds a mild-heat treatment to kill #bacteria while preserving quality &amp; nutrition of fruits &amp; veg,unknown
562,AAFC_Canada_tweeter,"1/2 To help things run smoothly, pls try to stay on topic and be kind to other users. Make sure to use #GHChat on all your tweets!",unknown
563,AAFC_Canada_tweeter,"2/2 If you’d like to see our Twitter terms of use, you can find them on our website: https://t.co/U15G7Dvzho",unknown
564,AAFC_Canada_tweeter,"Are you a #MBAg cow-calf producer? AgriStability can help reduce your risk, improve your bottom line: https://t.co/pRCpC2Z93u #MBBeef https://t.co/cmeiZkk89F",unknown
565,AAFC_Canada_tweeter,AAFC’s scientists are back for another takeover! Stay tuned here or on FB https://t.co/PcdKBvSgmG as we explore the science of pest mgment,unknown
566,AAFC_Canada_tweeter,ALERT! Crop Protection Squad #AgAgents found climbing into grain storage facilities to ID #AgPest Villains! https://t.co/sRCBhfgngc,unknown
567,AAFC_Canada_tweeter,DYK? We have a certified organic research plot! #OrganicWeek in #Canada https://t.co/uDpdR7HmUA,unknown
568,AAFC_Canada_tweeter,Join us at our open house at the #Sherbrooke R&amp;D Centre on Sept 30 and see #AgScience up close! https://t.co/5Tv6nvlTRE https://t.co/itW04sLQ3h,unknown
569,AAFC_Canada_tweeter,Join us today at the @UNB career fair and learn about #CareersInAg: https://t.co/PfYSlEaUeS,unknown
570,AAFC_Canada_tweeter,Read one of our international intel reports and want more info? Here’s how you can reach us: https://t.co/dh7AfRu7bO,unknown
571,AAFC_Canada_tweeter,All 650 visitors to our open house in #StHyacinthe had a chance to taste their last 🍨 of the year! Thank you for visiting! https://t.co/pmGaB4H4DU,unknown
572,AAFC_Canada_tweeter,"Using a combine harvester, farmers can cut 150 acres of grain per day: https://t.co/ZEymh9Azxo https://t.co/BCogiFfppN",unknown
573,AAFC_Canada_tweeter,1/2 Come to our open house and discover an artificial stomach for testing food products: https://t.co/5lL4CFEwPo,unknown
574,AAFC_Canada_tweeter,ICYMI: #GC investments at @ulaval Saint-Augustin Agronomic Station (Link available only in French): https://t.co/r74UYXELeR https://t.co/UutmJ4GPqA,unknown
575,AAFC_Canada_tweeter,Producers hiring seasonal workers: Avoid delays – apply for #WorkPermits early: https://t.co/sIVvpIZ6LJ,unknown
576,AAFC_Canada_tweeter,Check out these #USA online consumer profiles &amp; much more in our latest e-commerce report: https://t.co/BZirFEGcPX https://t.co/2GLLxmWDKw,unknown
577,AAFC_Canada_tweeter,What’s next for the #SMAPVEX16 campaign? Find out here! https://t.co/xIHIOpIStl https://t.co/G26z2bdkqS,unknown
578,AAFC_Canada_tweeter,"Do you dig soil? This week, our scientists will be presenting and participating in #SoilSummit17 https://t.co/NW1O3dZRS9",unknown
579,AAFC_Canada_tweeter,Looking for information on what's required to export your products or goods? This @CanBorder guide may help you: https://t.co/vVkKMk2kBe #FF,unknown
580,AAFC_Canada_tweeter,"1921: Wheat varieties resistant to rust, a disease that often threatened to wipe out entire crops, are developed. https://t.co/gYpZqDwEqF https://t.co/9uGAHPz7Dt",unknown
581,AAFC_Canada_tweeter,"Our survey on the #AgNPF is now closed, but be sure to check back often to keep up-to-date on next steps: https://t.co/uqcrbYU8CD",unknown
582,AAFC_Canada_tweeter,#CdnAg! You have a lot to offer the Chinese market. Learn about this opportunity and how we can help you access it: https://t.co/Tb2HKVBGoB,unknown
583,AAFC_Canada_tweeter,In which year did we develop the Spartan apple?,unknown
584,AAFC_Canada_tweeter,"Kick off #BaconDay with our recipe for a bagel sandwich, featuring eggs, pesto and bacon! https://t.co/h8hGzsfQhV https://t.co/M2TsArEuM2",unknown
585,AAFC_Canada_tweeter,Check out our exhibit at #festivalduvent in St. John's from today to November 19: https://t.co/zZeXHui5YL,unknown
586,AAFC_Canada_tweeter,Interested in #SMAPVEX16? Check out this video that will tell you what you need to know! https://t.co/9lf9adTuLb https://t.co/LdUlLbxZ9D,unknown
587,AAFC_Canada_tweeter,Thanks to the nearly 300 people who came out for our Québec open house on Sunday... it was great hearing from you! https://t.co/0WE0w2vKXu https://t.co/a5uQLcmngq,unknown
588,AAFC_Canada_tweeter,Thanks to the nearly 850 people who came out for our SJR open house on Sunday... it was great hearing from you! https://t.co/GMeiIcT1JF https://t.co/JY6tvePoaB,unknown
589,AAFC_Canada_tweeter,Here's a sample product with #CanadaBrand graphics. Want your products to stand out? Join: https://t.co/sEW4XyfO6a,unknown
590,AAFC_Canada_tweeter,Learn from our scientists during field tours @ our open house this wknd in Summerland! https://t.co/SznX36Fiyb #DoorsOpenSummerland https://t.co/6q97IzQWVM,unknown
591,AAFC_Canada_tweeter,Thx Dr Liu - that's right! /cc @CBCAfternoonDr https://t.co/HUWDuH2CBX,unknown
592,AAFC_Canada_tweeter,Our apple crumble recipe makes the perfect dessert. Try it yourself: https://t.co/KRdHnGdsb4 https://t.co/viJqNT7gOh,unknown
593,AAFC_Canada_tweeter,Learn about research on dairy farms this Sunday at our #Quebec R&amp;D Centre #portesouvertesUPA https://t.co/UxYVFB7Mwe https://t.co/t4viivtOgw,unknown
0,CanadianAgriculture_facebook,Canada produces a lot of maple syrup! Learn all about this Canadian icon. http://ow.ly/oKiN308OBQ5,unknown
1,CanadianAgriculture_facebook,DYK wheat can be used to create makeup and golf tees? Learn more about Canada's top crop. http://ow.ly/ACgQ308R6gX,unknown
2,CanadianAgriculture_facebook,Canadian scientists help extend the shelf life and freshness of apples. Find out how: http://ow.ly/C8ib308OA4s,unknown
3,CanadianAgriculture_facebook,Lycopene gives the tomato its red colour. Find out why our researchers are studying it. http://ow.ly/DXmn308OBu1,unknown
4,CanadianAgriculture_facebook,Our researchers are studying the flavours in Canadian maple products. Find out why. http://ow.ly/TCoh308OAtN,unknown
5,CanadianAgriculture_facebook,Our research helps Canada produce some of the best apples in the world. Find out how: http://ow.ly/MHgF308ORLj,unknown
6,CanadianAgriculture_facebook,We've been studying tomatoes for over a century. Find out why: http://ow.ly/FFRo308ORTW.,unknown
7,CanadianAgriculture_facebook,,unknown
8,CanadianAgriculture_facebook,Find out how pulses are good for you and the environment.,unknown
9,CanadianAgriculture_facebook,Meet #MapleBAE – Canada’s newest foodie ambassador! We’re excited to be partnering with him this year to support Canada’s maple syrup industry:,unknown
10,CanadianAgriculture_facebook,"Dandelions. You have them. We have them. Want to get rid of them? Of course you do. Luckily, our scientists Dr. Russell Hynes and Dr. Karen Bailey have developed a new nature-based method that doesn’t require hours upon hours of weeding. Meet the Phoma macrostoma- a fungus that our team successfully isolated and is using to control unwanted dandelions! ow.ly/nohh30c80dF",unknown
11,CanadianAgriculture_facebook,The 2017 Canadian Agricultural Outlook has just been released. Check out the highlights: http://ow.ly/dMIs3096P3j,unknown
12,CanadianAgriculture_facebook,Did you know Canada is the world’s largest exporter of oats? Learn more: http://ow.ly/OIaX30ayG7i,unknown
13,CanadianAgriculture_facebook,"Our scientists developed new potato varieties, and Canadian companies have given them names inspired by #Canada150! Check them out: http://ow.ly/F5N830hoE6w",unknown
14,CanadianAgriculture_facebook,"Do you or someone you know suffer from diabetes? Then you know all about the importance of low glycemic foods. They are digested slowly, preventing a sudden spike in blood sugar levels. The good news is that we have developed a potato variety that has this characteristic – that’s one good “Ag Baby”!ow.ly/X3gK30bQ5ga",unknown
15,CanadianAgriculture_facebook,"Happy Winter Solstice! It may be longest night of the year, but soil isn’t sleeping under its blanket of snow. http://ow.ly/IGOl307l5WP",unknown
16,CanadianAgriculture_facebook,"How many dairy cows live on Canada’s nearly 11,000 farms? 
A) 589,000 B) 895,000 C) 959,000",unknown
17,CanadianAgriculture_facebook,"Will you be watching the Game of Thrones tonight? Before you do, find out how Canadian farmers can prepare for the winter and save time/money- all with swath grazing: ow.ly/lajd30dDHt2",unknown
18,CanadianAgriculture_facebook,"Today, we're thankful for all the hardworking people involved in Canada's agricultural sector. Thanks for all you do, all year long.",unknown
19,CanadianAgriculture_facebook,"Want to see where we work?

AAFC's Avril Vollenhoven is ready to take you inside the Kentville Research and Development Centre in Nova Scotia to learn about storing apples.

She'll introduce you to Dr. Charles Forney and Dr. John DeLong, AAFC food storage scientist, to learn about research to keep apples and other fruits and vegetables fresh while in storage. Then go into our apple refridgerated storage room to see a HarvestWatch kennel - a special storage sensor that lets apples ""talk"" to us.

Avril sure is a great tour guide! Will you follow the advice she got from our scientists on where to keep your apples at home? Tell us in the comments.",unknown
20,CanadianAgriculture_facebook,,unknown
21,CanadianAgriculture_facebook,Did you know that our scientists are working with a NASA satellite to help create soil moisture maps for Canadian farmers? During SMAPVEX16 teams of scientists on the ground in Manitoba collected data to compare with readings from space: http://ow.ly/rSu830b3rbK,unknown
22,CanadianAgriculture_facebook,"Did you know Canada is the world's third-largest producer, and third-largest exporter of cultivated blueberries? We’re also the top producer of wild blueberries! In the provinces, B.C. produces 95% of Canada’s cultivated blueberries, and in 2015, they exported 53 million pounds! You can learn more about B.C‘s blueberry sector on our website: ow.ly/iLjq30eqWOi #BlueberryMonth",unknown
23,CanadianAgriculture_facebook,"Dr. Qiang Liu from our Guelph Research and Development Centre has been looking at ways to improve the nutrition of food ingredients made from pulses. His team has come up with new bread recipes that use ingredients like pea, chickpea, and red split lentil flour, resulting in a bread that's easier for gluten-sensitive people to digest. Learn more about Dr. Liu's work: http://ow.ly/WUbO307gjg0",unknown
24,CanadianAgriculture_facebook,Did you know that there are billions of organisms in a spoonful of soil? They're an important part of what makes our soil so great at recycling!,unknown
25,CanadianAgriculture_facebook,,unknown
26,CanadianAgriculture_facebook,Canola is a Canadian science success story. Learn all about this valuable field crop:,unknown
27,CanadianAgriculture_facebook,Every dollar invested into our wheat research has provided $20 worth of benefits to farmers. That's a good investment! Learn how our researchers in Saskatchewan and Alberta are working towards helping wheat farmers:,unknown
28,CanadianAgriculture_facebook,We’re looking for a new member! Canadians are now welcome to apply for a position with Farm Credit Canada. Interested in learning more? http://ow.ly/9owf309deU5,unknown
29,CanadianAgriculture_facebook,Did you know Canada is the third largest pork exporter in the world? We exported to 92 countries in 2016! Learn more: ow.ly/1TGf30hcTUg,unknown
30,CanadianAgriculture_facebook,"Did you know that bees are the most important pollinator in the insect world? Wild bees are especially good pollinators and are an important part of blueberry crop production. Learn more about how they help blueberry growers, and why it's important to protect their habitats around blueberry fields:",unknown
31,CanadianAgriculture_facebook,Our researchers are looking at how plastic mulch can lead to bigger yields and bigger berries! Check out this new potential method for Canadian strawberry growers:  http://ow.ly/3AYV30fH2uk,unknown
32,CanadianAgriculture_facebook,"Roughly how many dairy farms are there in Canada?
A) 11,350 B) 13,510 C) 15,103",unknown
33,CanadianAgriculture_facebook,"Canada produced over 600,000 metric tonnes of greenhouse vegetables in 2016. That’s A LOT of salad! Read up on Canada’s greenhouse veggie industry in our yearly statistics report: http://ow.ly/dtYC30h6j2q",unknown
34,CanadianAgriculture_facebook,Congrats to our scientist Dr. Tara Gariepy on her early-career achievement award from the Entomological Society of Canada recognizing excellence by an entomologist!  ow.ly/89Ni30g81Fi,unknown
35,CanadianAgriculture_facebook,"Missed our 2017 release of new potato varieties? Get a peek at this year's selections from Dr. Benoit Bizimungu, from our Fredericton Research and Development Centre:",unknown
36,CanadianAgriculture_facebook,"These caterpillars will be making their butterfly debut at our Kentville Open House Saturday August 26, 10-3pm. Details: ow.ly/CHwS30etN2o",unknown
37,CanadianAgriculture_facebook,"With our 2017 new potato selection release just around the corner, we’re celebrating potatoes this month! Watch our page all month long to learn more about these useful tubers, and for an inside look at the new 2017 selections. What’s your favourite kind of potato, and how do you prepare it? Let us know in the comments.",unknown
38,CanadianAgriculture_facebook,"It’s #BlueberryMonth! Did you know Canada is the world’s number one producer of fresh and frozen wild blueberries, with exports valued at over $250 million in 2015?",unknown
39,CanadianAgriculture_facebook,Find out what Canadian scientists are doing so you can have access to hardier and healthier oats: http://ow.ly/1UD5308xUhy,unknown
40,CanadianAgriculture_facebook,Did you know Canada is the second largest producer of cranberries in the world? Learn more about this tart red treat: http://ow.ly/zIlM307kWPp,unknown
41,CanadianAgriculture_facebook,"Congrats to our scientist Dr. Hélène Lapierre for being named a Commander of the Order of Agronomic Merit, by Ordre des agronomes du Québec",unknown
42,CanadianAgriculture_facebook,"Canada grows more than 150 different kinds of potatoes – which one of these is NOT a real potato variety? 
A) Asterix B) Baby Boomer C) Cupids D) Darling E) Eva",unknown
43,CanadianAgriculture_facebook,Canada produces over 75 percent of the world's maple syrup and exports it to 58 countries around the world. Pretty sweet! Help us celebrate our sector’s achievements: http://www.agr.gc.ca/agriculture150,unknown
44,CanadianAgriculture_facebook,"AAFC has its first certified organic research plot. Located at the Harrington RDC, the plot is AAFC's first to be certified organic by a third-party auditor! Check out our plans for this unique research opportunity: http://ow.ly/jOUo306W87h",unknown
45,CanadianAgriculture_facebook,,unknown
46,CanadianAgriculture_facebook,"This summer, we collaborated with NASA - National Aeronautics and Space Administration to help recalibrate their soil-moisture mapping satelite. Learn about what our teams worked on: ow.ly/EJel306Dm4M",unknown
47,CanadianAgriculture_facebook,"Live near Harrow, ON? Join us next Saturday for a fun-filled day. Share with your friends! http://ow.ly/xGVr303YMap",unknown
48,CanadianAgriculture_facebook,Did you know Canada is the third largest pork exporter in the world? We exported to 94 countries in 2015! Learn more: http://ow.ly/OyuL307ap7O,unknown
49,CanadianAgriculture_facebook,,unknown
50,CanadianAgriculture_facebook,"When farmers want to improve the yields of a crop like the potato, sometimes it helps to think about what else they’re growing. Our scientist, Dr. Judith Nyiraneza, is focused on just that: how Sorghum sudan grass can work in crop rotations to improve potato yields:",unknown
51,CanadianAgriculture_facebook,"In 2016, Canada produced over 92 million pounds of honey. Pretty sweet! Learn more about Canada’s honey and bee industry from our yearly statistics report: http://ow.ly/7IV230gZVOH 🐝🍯",unknown
52,CanadianAgriculture_facebook,Do you know which province is a flax-producing powerhouse? Learn more:  http://ow.ly/JKUa30ghnGW,unknown
53,CanadianAgriculture_facebook,A way to kill dandelions WITHOUT hours of weeding? Meet our scientists’ new nature-based method: http://ow.ly/1BnP30d7LkG,unknown
