Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
78,10156111964217975_10156112307992975,401846167974_10156111964217975,,2017-12-21 20:33:01,1,1,0,0,0,0,0,0,Hope bombardier crashes and burns and liberals get some blame. Never should have been given tax payers money. Praying you fail. Criminals.,['#classactionlawsuit'],[],Hope bombardier crashes burns liberals get blame Never given tax payers money Praying fail Criminals,"['Hope', 'bombardier', 'crashes', 'burns', 'liberals', 'get', 'blame', 'Never', 'given', 'tax', 'payers', 'money', 'Praying', 'fail', 'Criminals']","[u'hope', u'bombardi', u'crash', u'burn', u'liber', u'get', u'blame', u'never', u'given', u'tax', u'payer', u'money', u'pray', u'fail', u'crimin']"
79,10156111964217975_10156112367827975,401846167974_10156111964217975,10156111964217975_10156112307992975,2017-12-21 21:09:03,0,0,0,0,0,0,0,0,BRP and bombardier are two different companies. Your comment has nothing to do with the recall.,[],[],BRP bombardier two different companies comment nothing recall,"['BRP', 'bombardier', 'two', 'different', 'companies', 'comment', 'nothing', 'recall']","[u'brp', u'bombardi', u'two', u'differ', u'compani', u'comment', u'noth', u'recal']"
80,10156111964217975_10156112373622975,401846167974_10156111964217975,10156111964217975_10156112307992975,2017-12-21 21:12:36,0,0,0,0,0,0,0,0,Corvin Colbourne 🧐bombardier is a different company than bombardier recreational products? Surrrrrre.,[],[],Corvin Colbourne bombardier different company bombardier recreational products Surrrrrre,"['Corvin', 'Colbourne', 'bombardier', 'different', 'company', 'bombardier', 'recreational', 'products', 'Surrrrrre']","[u'corvin', u'colbourn', u'bombardi', u'differ', u'compani', u'bombardi', u'recreat', u'product', u'surrrrrr']"
81,10156111964217975_10156113348027975,401846167974_10156111964217975,10156111964217975_10156112307992975,2017-12-22 07:54:29,0,0,0,0,0,0,0,0,Brp was sold from bombardier. This title is misleading.,[],[],Brp sold bombardier title misleading,"['Brp', 'sold', 'bombardier', 'title', 'misleading']","[u'brp', u'sold', u'bombardi', u'titl', u'mislead']"
82,10156111964217975_10156112310582975,401846167974_10156111964217975,,2017-12-21 20:34:23,0,0,0,0,0,0,0,0,Brian Brazil,[],[],Brian Brazil,"['Brian', 'Brazil']","[u'brian', u'brazil']"
83,10156111964217975_10156112313682975,401846167974_10156111964217975,,2017-12-21 20:36:14,0,0,0,0,0,0,0,0,You get anything in the mail? Jeff Humphries,[],[],get anything mail Jeff Humphries,"['get', 'anything', 'mail', 'Jeff', 'Humphries']","[u'get', u'anyth', u'mail', u'jeff', u'humphri']"
84,10156111964217975_10156112329547975,401846167974_10156111964217975,10156111964217975_10156112313682975,2017-12-21 20:46:04,0,0,0,0,0,0,0,0,Nope I haven’t heard anything yet,[],[],Nope heard anything yet,"['Nope', 'heard', 'anything', 'yet']","[u'nope', u'heard', u'anyth', u'yet']"
85,10156111964217975_10156112366847975,401846167974_10156111964217975,10156111964217975_10156112313682975,2017-12-21 21:08:23,2,1,0,0,1,0,0,0,hopefully it happens to jeff while we are all there,[],[],hopefully happens jeff,"['hopefully', 'happens', 'jeff']","[u'hope', u'happen', u'jeff']"
86,10156111964217975_10156112371417975,401846167974_10156111964217975,,2017-12-21 21:11:23,0,0,0,0,0,0,0,0,Marcus Devine Jered Scott Keigan Atwood Colin Belliveau,[],[],Marcus Devine Jered Scott Keigan Atwood Colin Belliveau,"['Marcus', 'Devine', 'Jered', 'Scott', 'Keigan', 'Atwood', 'Colin', 'Belliveau']","[u'marcus', u'devin', u'jere', u'scott', u'keigan', u'atwood', u'colin', u'belliveau']"
87,10156111964217975_10156112388582975,401846167974_10156111964217975,,2017-12-21 21:21:12,0,0,0,0,0,0,0,0,Marcel Plouffe Dave Bissonnette,[],[],Marcel Plouffe Dave Bissonnette,"['Marcel', 'Plouffe', 'Dave', 'Bissonnette']","[u'marcel', u'plouff', u'dave', u'bissonnett']"
88,10156111964217975_10156112398902975,401846167974_10156111964217975,,2017-12-21 21:29:01,0,0,0,0,0,0,0,0,Rebecca is yours or,[],[],Rebecca,['Rebecca'],[u'rebecca']
89,10156111964217975_10156112415412975,401846167974_10156111964217975,,2017-12-21 21:36:55,0,0,0,0,0,0,0,0,Keegan Lilly what year is Andrew's?,[],[],Keegan Lilly year Andrew,"['Keegan', 'Lilly', 'year', 'Andrew']","[u'keegan', u'lilli', u'year', u'andrew']"
90,10156111964217975_10156112441587975,401846167974_10156111964217975,,2017-12-21 21:48:06,0,0,0,0,0,0,0,0,Justin Boucher Andrew Charette,[],[],Justin Boucher Andrew Charette,"['Justin', 'Boucher', 'Andrew', 'Charette']","[u'justin', u'boucher', u'andrew', u'charett']"
91,10156111964217975_10156112445627975,401846167974_10156111964217975,10156111964217975_10156112441587975,2017-12-21 21:51:10,0,0,0,0,0,0,0,0,that's me !,[],[],,[],[]
92,10156111964217975_10156112502647975,401846167974_10156111964217975,10156111964217975_10156112441587975,2017-12-21 22:19:56,0,0,0,0,0,0,0,0,its only for the and the,[],[],,[],[]
93,10156111964217975_10156112456357975,401846167974_10156111964217975,,2017-12-21 21:58:56,0,0,0,0,0,0,0,0,Skyler Cosens,[],[],Skyler Cosens,"['Skyler', 'Cosens']","[u'skyler', u'cosen']"
94,10156111964217975_10156113259232975,401846167974_10156111964217975,10156111964217975_10156112456357975,2017-12-22 06:40:51,0,0,0,0,0,0,0,0,Casey Clancy doesn’t include my bike. My bike is a . For some reason it’s only the and ’s,[],[],Casey Clancy include bike bike reason,"['Casey', 'Clancy', 'include', 'bike', 'bike', 'reason']","[u'casey', u'clanci', u'includ', u'bike', u'bike', u'reason']"
95,10156111964217975_10156112503802975,401846167974_10156111964217975,,2017-12-21 22:20:42,0,0,0,0,0,0,0,0,Sean Côté,[],[],Sean,['Sean'],[u'sean']
96,10156111964217975_10156112512192975,401846167974_10156111964217975,,2017-12-21 22:25:18,0,0,0,0,0,0,0,0,All good for mine,[],[],good mine,"['good', 'mine']","[u'good', u'mine']"
97,10156111964217975_10156112537952975,401846167974_10156111964217975,,2017-12-21 22:40:35,0,0,0,0,0,0,0,0,Eric Vallée,[],[],Eric,['Eric'],[u'eric']
98,10156111964217975_10156112591057975,401846167974_10156111964217975,,2017-12-21 23:12:01,1,1,0,0,0,0,0,0,Alex Calver Thomas Mills Matt Benham,[],[],Alex Calver Thomas Mills Matt Benham,"['Alex', 'Calver', 'Thomas', 'Mills', 'Matt', 'Benham']","[u'alex', u'calver', u'thoma', u'mill', u'matt', u'benham']"
99,10156111964217975_10156112777772975,401846167974_10156111964217975,,2017-12-22 01:35:42,0,0,0,0,0,0,0,0,Brett Evans,[],[],Brett Evans,"['Brett', 'Evans']","[u'brett', u'evan']"
100,10156111964217975_10156112840812975,401846167974_10156111964217975,,2017-12-22 02:00:21,0,0,0,0,0,0,0,0,Sandiandsam Cluett tell pop,[],[],Sandiandsam Cluett tell pop,"['Sandiandsam', 'Cluett', 'tell', 'pop']","[u'sandiandsam', u'cluett', u'tell', u'pop']"
101,10156111964217975_10156113172347975,401846167974_10156111964217975,,2017-12-22 05:14:49,0,0,0,0,0,0,0,0,Steven Scammell yours er ?,[],[],Steven Scammell er,"['Steven', 'Scammell', 'er']","[u'steven', u'scammel', 'er']"
102,10156111964217975_10156113295212975,401846167974_10156111964217975,10156111964217975_10156113172347975,2017-12-22 07:12:51,0,0,0,0,0,0,0,0,but still has the same system,[],[],still system,"['still', 'system']","[u'still', u'system']"
103,10156111964217975_10156113241252975,401846167974_10156111964217975,,2017-12-22 06:27:00,0,0,0,0,0,0,0,0,Andrew Blanchard,[],[],Andrew Blanchard,"['Andrew', 'Blanchard']","[u'andrew', u'blanchard']"
104,10156111964217975_10156113241747975,401846167974_10156111964217975,,2017-12-22 06:27:31,0,0,0,0,0,0,0,0,Travis Parker,[],[],Travis Parker,"['Travis', 'Parker']","[u'travi', u'parker']"
105,10156111964217975_10156113274317975,401846167974_10156111964217975,,2017-12-22 06:54:57,0,0,0,0,0,0,0,0,Hopefully no one got hurt looks lol me mine is going to have to go in!,[],[],Hopefully one got hurt looks lol mine going go,"['Hopefully', 'one', 'got', 'hurt', 'looks', 'lol', 'mine', 'going', 'go']","[u'hope', u'one', u'got', u'hurt', u'look', u'lol', u'mine', u'go', 'go']"
106,10156111964217975_10156113277567975,401846167974_10156111964217975,,2017-12-22 06:58:02,0,0,0,0,0,0,0,0,.,[],[],,[],[]
107,10156111964217975_10156113285952975,401846167974_10156111964217975,,2017-12-22 07:05:08,0,0,0,0,0,0,0,0,Betsy Shecapio,[],[],Betsy Shecapio,"['Betsy', 'Shecapio']","[u'betsi', u'shecapio']"
108,10156111964217975_10156113291712975,401846167974_10156111964217975,,2017-12-22 07:09:05,0,0,0,0,0,0,0,0,Elana Krieger thats your bike,[],[],Elana Krieger thats bike,"['Elana', 'Krieger', 'thats', 'bike']","[u'elana', u'krieger', u'that', u'bike']"
109,10156111964217975_10156113367247975,401846167974_10156111964217975,,2017-12-22 08:08:05,0,0,0,0,0,0,0,0,Connor Evans,[],[],Connor Evans,"['Connor', 'Evans']","[u'connor', u'evan']"
110,10156111964217975_10156113390717975,401846167974_10156111964217975,,2017-12-22 08:24:36,0,0,0,0,0,0,0,0,"Imagine, losing steering would cause a crash lol never would of thought.",[],[],Imagine losing steering would cause crash lol never would thought,"['Imagine', 'losing', 'steering', 'would', 'cause', 'crash', 'lol', 'never', 'would', 'thought']","[u'imagin', u'lose', u'steer', u'would', u'caus', u'crash', u'lol', u'never', u'would', u'thought']"
111,10156111964217975_10156113397207975,401846167974_10156111964217975,,2017-12-22 08:28:39,0,0,0,0,0,0,0,0,Brandon Mazerolle,[],[],Brandon Mazerolle,"['Brandon', 'Mazerolle']","[u'brandon', u'mazeroll']"
112,10156111964217975_10156113725607975,401846167974_10156111964217975,10156111964217975_10156113397207975,2017-12-22 11:18:38,1,1,0,0,0,0,0,0,i just called and they said mine was good,[],[],called said mine good,"['called', 'said', 'mine', 'good']","[u'call', u'said', u'mine', u'good']"
113,10156111964217975_10156113413312975,401846167974_10156111964217975,,2017-12-22 08:39:56,0,0,0,0,0,0,0,0,Ben Mielke,[],[],Ben Mielke,"['Ben', 'Mielke']","[u'ben', u'mielk']"
114,10156111964217975_10156113436537975,401846167974_10156111964217975,,2017-12-22 08:55:21,0,0,0,0,0,0,0,0,Denis Williston,[],[],Denis Williston,"['Denis', 'Williston']","[u'deni', u'williston']"
115,10156111964217975_10156113518807975,401846167974_10156111964217975,,2017-12-22 09:34:43,0,0,0,0,0,0,0,0,Blake Webber,[],[],Blake Webber,"['Blake', 'Webber']","[u'blake', u'webber']"
116,10156111964217975_10156113564457975,401846167974_10156111964217975,10156111964217975_10156113518807975,2017-12-22 10:02:00,0,0,0,0,0,0,0,0,Mines a,[],[],Mines,['Mines'],[u'mine']
117,10156111964217975_10156113559672975,401846167974_10156111964217975,,2017-12-22 09:59:25,0,0,0,0,0,0,0,0,Jordan Armstrong,[],[],Jordan Armstrong,"['Jordan', 'Armstrong']","[u'jordan', u'armstrong']"
118,10156111964217975_10156113586372975,401846167974_10156111964217975,,2017-12-22 10:15:32,0,0,0,0,0,0,0,0,Kurt Pigeon,[],[],Kurt Pigeon,"['Kurt', 'Pigeon']","[u'kurt', u'pigeon']"
119,10156111964217975_10156113590017975,401846167974_10156111964217975,,2017-12-22 10:17:37,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker']
120,10156111964217975_10156113612757975,401846167974_10156111964217975,,2017-12-22 10:31:37,0,0,0,0,0,0,0,0,I have and everything ok for me. Riding for months.,[],[],everything ok Riding months,"['everything', 'ok', 'Riding', 'months']","[u'everyth', 'ok', u'ride', u'month']"
121,10156111964217975_10156113667977975,401846167974_10156111964217975,,2017-12-22 11:02:16,0,0,0,0,0,0,0,0,Brandon Benjamin,[],[],Brandon Benjamin,"['Brandon', 'Benjamin']","[u'brandon', u'benjamin']"
122,10156111964217975_10156113701762975,401846167974_10156111964217975,,2017-12-22 11:11:36,0,0,0,0,0,0,0,0,Kevin Woodbeck not sure if yours is affected,[],[],Kevin Woodbeck sure affected,"['Kevin', 'Woodbeck', 'sure', 'affected']","[u'kevin', u'woodbeck', u'sure', u'affect']"
123,10156111964217975_10156113944692975,401846167974_10156111964217975,10156111964217975_10156113701762975,2017-12-22 12:13:37,0,0,0,0,0,0,0,0,Not on the list,[],[],list,['list'],[u'list']
124,10156111964217975_10156113705817975,401846167974_10156111964217975,,2017-12-22 11:12:38,0,0,0,0,0,0,0,0,Jacob Flood,[],[],Jacob Flood,"['Jacob', 'Flood']","[u'jacob', u'flood']"
125,10156111964217975_10156113722927975,401846167974_10156111964217975,,2017-12-22 11:17:55,2,2,0,0,0,0,0,0,Jeff Brown,[],[],Jeff Brown,"['Jeff', 'Brown']","[u'jeff', u'brown']"
126,10156111964217975_10156113733127975,401846167974_10156111964217975,,2017-12-22 11:20:36,1,1,0,0,0,0,0,0,Leah Branch.,[],[],Leah Branch,"['Leah', 'Branch']","[u'leah', u'branch']"
127,10156111964217975_10156113757157975,401846167974_10156111964217975,10156111964217975_10156113733127975,2017-12-22 11:25:07,1,1,0,0,0,0,0,0,And I thought the problem was just schmoe... hahaha thanks ray!,[],[],thought problem schmoe hahaha thanks ray,"['thought', 'problem', 'schmoe', 'hahaha', 'thanks', 'ray']","[u'thought', u'problem', u'schmoe', u'hahaha', u'thank', u'ray']"
128,10156111964217975_10156113741422975,401846167974_10156111964217975,,2017-12-22 11:21:07,0,0,0,0,0,0,0,0,Aaron Craeymeersch,[],[],Aaron Craeymeersch,"['Aaron', 'Craeymeersch']","[u'aaron', u'craeymeersch']"
129,10156111964217975_10156114446207975,401846167974_10156111964217975,10156111964217975_10156113741422975,2017-12-22 15:40:10,0,0,0,0,0,0,0,0,Uh oh,[],[],Uh oh,"['Uh', 'oh']","['uh', 'oh']"
130,10156111964217975_10156113758717975,401846167974_10156111964217975,,2017-12-22 11:25:39,0,0,0,0,0,0,0,0,outlander one of them?,[],[],outlander one,"['outlander', 'one']","[u'outland', u'one']"
131,10156111964217975_10156113770602975,401846167974_10156111964217975,,2017-12-22 11:28:38,0,0,0,0,0,0,0,0,Kyle Vincent,[],[],Kyle Vincent,"['Kyle', 'Vincent']","[u'kyle', u'vincent']"
132,10156111964217975_10156113807407975,401846167974_10156111964217975,,2017-12-22 11:38:01,0,0,0,0,0,0,0,0,Kendall Ashley Riley Serran,[],[],Kendall Ashley Riley Serran,"['Kendall', 'Ashley', 'Riley', 'Serran']","[u'kendal', u'ashley', u'riley', u'serran']"
133,10156111964217975_10156113824922975,401846167974_10156111964217975,,2017-12-22 11:42:21,0,0,0,0,0,0,0,0,Lucy Walker,[],[],Lucy Walker,"['Lucy', 'Walker']","[u'luci', u'walker']"
134,10156111964217975_10156113835297975,401846167974_10156111964217975,10156111964217975_10156113824922975,2017-12-22 11:44:19,0,0,0,0,0,0,0,0,Wow that's not good,[],[],Wow good,"['Wow', 'good']","[u'wow', u'good']"
135,10156111964217975_10156113873002975,401846167974_10156111964217975,,2017-12-22 11:52:19,1,1,0,0,0,0,0,0,Aaron Penner,[],[],Aaron Penner,"['Aaron', 'Penner']","[u'aaron', u'penner']"
136,10156111964217975_10156113917542975,401846167974_10156111964217975,,2017-12-22 12:02:37,1,1,0,0,0,0,0,0,Buy a can am they said,[],[],Buy said,"['Buy', 'said']","[u'buy', u'said']"
137,10156111964217975_10156114744612975,401846167974_10156111964217975,10156111964217975_10156113917542975,2017-12-22 17:39:36,0,0,0,0,0,0,0,0,,['#bringropeplease'],[],nan,['nan'],[u'nan']
138,10156111964217975_10156114747837975,401846167974_10156111964217975,10156111964217975_10156113917542975,2017-12-22 17:41:06,0,0,0,0,0,0,0,0,,['#kinkysex'],[],nan,['nan'],[u'nan']
139,10156111964217975_10156114075497975,401846167974_10156111964217975,,2017-12-22 13:00:00,0,0,0,0,0,0,0,0,Cody Newlove Madeline Thornton,[],[],Cody Newlove Madeline Thornton,"['Cody', 'Newlove', 'Madeline', 'Thornton']","[u'codi', u'newlov', u'madelin', u'thornton']"
140,10156111964217975_10156114082162975,401846167974_10156111964217975,10156111964217975_10156114075497975,2017-12-22 13:03:51,3,3,0,0,0,0,0,0,Would rather a defect than buy a Polaris still,[],[],Would rather defect buy Polaris still,"['Would', 'rather', 'defect', 'buy', 'Polaris', 'still']","[u'would', u'rather', u'defect', u'buy', u'polari', u'still']"
141,10156111964217975_10156114083142975,401846167974_10156111964217975,10156111964217975_10156114075497975,2017-12-22 13:04:22,1,1,0,0,0,0,0,0,You so funny,[],[],funny,['funny'],[u'funni']
142,10156111964217975_10156114079697975,401846167974_10156111964217975,,2017-12-22 13:02:39,0,0,0,0,0,0,0,0,Tammy Bourque,[],[],Tammy Bourque,"['Tammy', 'Bourque']","[u'tammi', u'bourqu']"
143,10156111964217975_10156114180312975,401846167974_10156111964217975,,2017-12-22 13:42:17,0,0,0,0,0,0,0,0,Pierce Warwick,[],[],Pierce Warwick,"['Pierce', 'Warwick']","[u'pierc', u'warwick']"
144,10156111964217975_10156114190407975,401846167974_10156111964217975,,2017-12-22 13:45:07,0,0,0,0,0,0,0,0,Lisa Venasse Brownlee,[],[],Lisa Venasse Brownlee,"['Lisa', 'Venasse', 'Brownlee']","[u'lisa', u'venass', u'brownle']"
145,10156111964217975_10156114295407975,401846167974_10156111964217975,10156111964217975_10156114190407975,2017-12-22 14:29:52,0,0,0,0,0,0,0,0,Of course,[],[],Of course,"['Of', 'course']","['of', u'cours']"
146,10156111964217975_10156114200697975,401846167974_10156111964217975,,2017-12-22 13:50:07,0,0,0,0,0,0,0,0,Jamie Hood,[],[],Jamie Hood,"['Jamie', 'Hood']","[u'jami', u'hood']"
147,10156111964217975_10156114209572975,401846167974_10156111964217975,10156111964217975_10156114200697975,2017-12-22 13:55:16,0,0,0,0,0,0,0,0,Wrong year model and size bud lol,[],[],Wrong year model size bud lol,"['Wrong', 'year', 'model', 'size', 'bud', 'lol']","[u'wrong', u'year', u'model', u'size', u'bud', u'lol']"
148,10156111964217975_10156114216027975,401846167974_10156111964217975,,2017-12-22 13:59:19,1,0,0,1,0,0,0,0,Alex Curtis,[],[],Alex Curtis,"['Alex', 'Curtis']","[u'alex', u'curti']"
149,10156111964217975_10156114218117975,401846167974_10156111964217975,,2017-12-22 14:00:31,1,0,1,0,0,0,0,0,Carling Metsala,[],[],Carling Metsala,"['Carling', 'Metsala']","[u'carl', u'metsala']"
150,10156111964217975_10156114275452975,401846167974_10156111964217975,,2017-12-22 14:20:45,0,0,0,0,0,0,0,0,Jon Losier,[],[],Jon Losier,"['Jon', 'Losier']","[u'jon', u'losier']"
151,10156111964217975_10156114321237975,401846167974_10156111964217975,10156111964217975_10156114275452975,2017-12-22 14:42:09,0,0,0,0,0,0,0,0,Wonder if is affected,[],[],Wonder affected,"['Wonder', 'affected']","[u'wonder', u'affect']"
152,10156111964217975_10156114321832975,401846167974_10156111964217975,10156111964217975_10156114275452975,2017-12-22 14:42:23,0,0,0,0,0,0,0,0,Cody Greer,[],[],Cody Greer,"['Cody', 'Greer']","[u'codi', u'greer']"
153,10156111964217975_10156114298852975,401846167974_10156111964217975,,2017-12-22 14:31:32,0,0,0,0,0,0,0,0,Joshua Franssen,[],[],Joshua Franssen,"['Joshua', 'Franssen']","[u'joshua', u'franssen']"
154,10156111964217975_10156114317982975,401846167974_10156111964217975,,2017-12-22 14:41:04,0,0,0,0,0,0,0,0,Any affected?,[],[],affected,['affected'],[u'affect']
155,10156111964217975_10156114344157975,401846167974_10156111964217975,,2017-12-22 14:52:26,0,0,0,0,0,0,0,0,Zack Caza urs ?,[],[],Zack Caza urs,"['Zack', 'Caza', 'urs']","[u'zack', u'caza', u'ur']"
156,10156111964217975_10156114557847975,401846167974_10156111964217975,10156111964217975_10156114344157975,2017-12-22 16:25:32,0,0,0,0,0,0,0,0,Nope,[],[],Nope,['Nope'],[u'nope']
157,10156111964217975_10156114608022975,401846167974_10156111964217975,10156111964217975_10156114344157975,2017-12-22 16:42:11,0,0,0,0,0,0,0,0,Good to go,[],[],Good go,"['Good', 'go']","[u'good', 'go']"
158,10156111964217975_10156114683257975,401846167974_10156111964217975,10156111964217975_10156114344157975,2017-12-22 17:09:41,0,0,0,0,0,0,0,0,Not yet lol,[],[],yet lol,"['yet', 'lol']","[u'yet', u'lol']"
159,10156111964217975_10156114385132975,401846167974_10156111964217975,,2017-12-22 15:13:32,0,0,0,0,0,0,0,0,Brandon Thompson,[],[],Brandon Thompson,"['Brandon', 'Thompson']","[u'brandon', u'thompson']"
160,10156111964217975_10156114389122975,401846167974_10156111964217975,,2017-12-22 15:15:22,0,0,0,0,0,0,0,0,Curtis Schurink,[],[],Curtis Schurink,"['Curtis', 'Schurink']","[u'curti', u'schurink']"
161,10156111964217975_10156114421932975,401846167974_10156111964217975,,2017-12-22 15:29:17,0,0,0,0,0,0,0,0,Mike Couckuyt,[],[],Mike Couckuyt,"['Mike', 'Couckuyt']","[u'mike', u'couckuyt']"
162,10156111964217975_10156114433557975,401846167974_10156111964217975,,2017-12-22 15:35:05,0,0,0,0,0,0,0,0,Wendy Savikataaq,[],[],Wendy Savikataaq,"['Wendy', 'Savikataaq']","[u'wendi', u'savikataaq']"
163,10156111964217975_10156114434057975,401846167974_10156111964217975,,2017-12-22 15:35:27,0,0,0,0,0,0,0,0,David Bezeau,[],[],David Bezeau,"['David', 'Bezeau']","[u'david', u'bezeau']"
164,10156111964217975_10156114442957975,401846167974_10156111964217975,,2017-12-22 15:38:50,0,0,0,0,0,0,0,0,Another christmas miracle for cant am,[],[],Another christmas miracle cant,"['Another', 'christmas', 'miracle', 'cant']","[u'anoth', u'christma', u'miracl', u'cant']"
165,10156111964217975_10156114465477975,401846167974_10156111964217975,,2017-12-22 15:49:34,0,0,0,0,0,0,0,0,Remember the night you went out in the woods Rodney Sellars?,[],[],Remember night went woods Rodney Sellars,"['Remember', 'night', 'went', 'woods', 'Rodney', 'Sellars']","[u'rememb', u'night', u'went', u'wood', u'rodney', u'sellar']"
166,10156111964217975_10156114467707975,401846167974_10156111964217975,,2017-12-22 15:50:37,0,0,0,0,0,0,0,0,Yup but I got the model,[],[],Yup got model,"['Yup', 'got', 'model']","[u'yup', u'got', u'model']"
167,10156111964217975_10156114481567975,401846167974_10156111964217975,,2017-12-22 15:56:22,0,0,0,0,0,0,0,0,Alex John Pimentel,[],[],Alex John Pimentel,"['Alex', 'John', 'Pimentel']","[u'alex', u'john', u'pimentel']"
168,10156111964217975_10156114500592975,401846167974_10156111964217975,,2017-12-22 16:05:07,0,0,0,0,0,0,0,0,Clayton Lockett,[],[],Clayton Lockett,"['Clayton', 'Lockett']","[u'clayton', u'lockett']"
169,10156111964217975_10156114529347975,401846167974_10156111964217975,,2017-12-22 16:14:11,0,0,0,0,0,0,0,0,So you didn't lose the steering and go flying out in the woods?,[],[],lose steering go flying woods,"['lose', 'steering', 'go', 'flying', 'woods']","[u'lose', u'steer', 'go', u'fli', u'wood']"
170,10156111964217975_10156114625862975,401846167974_10156111964217975,,2017-12-22 16:50:29,0,0,0,0,0,0,0,0,Junk,[],[],Junk,['Junk'],[u'junk']
171,10156111964217975_10156114693122975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 17:14:12,0,0,0,0,0,0,0,0,Easy now just because you can't have one don't mean there junk,[],[],Easy one mean junk,"['Easy', 'one', 'mean', 'junk']","[u'easi', u'one', u'mean', u'junk']"
172,10156111964217975_10156114761852975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 17:46:25,0,0,0,0,0,0,0,0,Can’t and don’t want are different things,[],[],want different things,"['want', 'different', 'things']","[u'want', u'differ', u'thing']"
173,10156111964217975_10156114986497975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 19:23:32,0,0,0,0,0,0,0,0,Rodney Sellars Honda buddy,[],[],Rodney Sellars Honda buddy,"['Rodney', 'Sellars', 'Honda', 'buddy']","[u'rodney', u'sellar', u'honda', u'buddi']"
174,10156111964217975_10156115082607975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 19:54:56,0,0,0,0,0,0,0,0,Michael Voldock Honda is alright for an old man to pick a few blue berries for the winter got to love the reverse the way you have to put it in time for a change Honda and keep up with the big boys,[],[],Michael Voldock Honda alright old man pick blue berries winter got love reverse way put time change Honda keep big boys,"['Michael', 'Voldock', 'Honda', 'alright', 'old', 'man', 'pick', 'blue', 'berries', 'winter', 'got', 'love', 'reverse', 'way', 'put', 'time', 'change', 'Honda', 'keep', 'big', 'boys']","[u'michael', u'voldock', u'honda', u'alright', u'old', u'man', u'pick', u'blue', u'berri', u'winter', u'got', u'love', u'revers', u'way', u'put', u'time', u'chang', u'honda', u'keep', u'big', u'boy']"
175,10156111964217975_10156114652892975,401846167974_10156111964217975,,2017-12-22 17:04:26,0,0,0,0,0,0,0,0,Brandon Greening,[],[],Brandon Greening,"['Brandon', 'Greening']","[u'brandon', u'green']"
176,10156111964217975_10156114706757975,401846167974_10156111964217975,10156111964217975_10156114652892975,2017-12-22 17:21:28,0,0,0,0,0,0,0,0,Very good,[],[],good,['good'],[u'good']
177,10156111964217975_10156120616772975,401846167974_10156111964217975,10156111964217975_10156114652892975,2017-12-24 17:26:18,2,1,0,0,1,0,0,0,That’s not gonna make no difference to Brandon crashing cause if it happens it won’t be a steering issue hahahaha hahahaha Brandon Greening,[],[],gonna make difference Brandon crashing cause happens steering issue hahahaha hahahaha Brandon Greening,"['gonna', 'make', 'difference', 'Brandon', 'crashing', 'cause', 'happens', 'steering', 'issue', 'hahahaha', 'hahahaha', 'Brandon', 'Greening']","[u'gonna', u'make', u'differ', u'brandon', u'crash', u'caus', u'happen', u'steer', u'issu', u'hahahaha', u'hahahaha', u'brandon', u'green']"
178,10156111964217975_10156114698387975,401846167974_10156111964217975,,2017-12-22 17:16:38,0,0,0,0,0,0,0,0,Susan Hall,[],[],Susan Hall,"['Susan', 'Hall']","[u'susan', u'hall']"
179,10156111964217975_10156114705522975,401846167974_10156111964217975,,2017-12-22 17:20:49,0,0,0,0,0,0,0,0,Curtis Schurink,[],[],Curtis Schurink,"['Curtis', 'Schurink']","[u'curti', u'schurink']"
180,10156111964217975_10156114791447975,401846167974_10156111964217975,,2017-12-22 17:56:43,1,1,0,0,0,0,0,0,Mike Libbrecht,[],[],Mike Libbrecht,"['Mike', 'Libbrecht']","[u'mike', u'libbrecht']"
181,10156111964217975_10156114795062975,401846167974_10156111964217975,,2017-12-22 17:58:40,0,0,0,0,0,0,0,0,Graham Thomas Kelvin Vis,[],[],Graham Thomas Kelvin Vis,"['Graham', 'Thomas', 'Kelvin', 'Vis']","[u'graham', u'thoma', u'kelvin', u'vis']"
182,10156111964217975_10156121285012975,401846167974_10156111964217975,10156111964217975_10156114795062975,2017-12-24 22:07:30,0,0,0,0,0,0,0,0,,['#shouldaboughtahonda'],[],nan,['nan'],[u'nan']
183,10156111964217975_10156114819982975,401846167974_10156111964217975,,2017-12-22 18:05:41,0,0,0,0,0,0,0,0,Ya i got the email today,[],[],Ya got email today,"['Ya', 'got', 'email', 'today']","['ya', u'got', u'email', u'today']"
184,10156111964217975_10156114994912975,401846167974_10156111964217975,10156111964217975_10156114819982975,2017-12-22 19:26:37,0,0,0,0,0,0,0,0,Honda never has recalls lol,[],[],Honda never recalls lol,"['Honda', 'never', 'recalls', 'lol']","[u'honda', u'never', u'recal', u'lol']"
