Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
34,2018-01-07_18-33-23,2018-01-07T18:33:23,https://instagram.fyvr3-1.fna.fbcdn.net/vp/76e7addad01c9cb800542469db6e72a1/5AF05280/t51.2885-15/e35/26066487_1560235197396887_4154037363045040128_n.jpg,"The Cave and Basin National Historic Site is the birthplace of Canada’s national parks. When three railway workers stumbled upon a cave full of hot mineral spring waters in , they inadvertently helped create Canada’s first national park!: .....",Cave Basin National Historic Site birthplace national parks three railway workers stumbled upon cave full hot mineral spring waters 1883 inadvertently helped create first national park andym1991 TravelAlberta CaveBasinNHS ParksCanada ExploreAlberta travelalberta alberta ExploreCanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada wanderlust travelgram,"[""cavebasinnhs"",""parkscanada"",""explorealberta"",""travelalberta"",""alberta"",""explorecanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""wanderlust"",""travelgram""]",11,4385,4396,en,0.2284902597402597,parks.canada_instagram,"['water', 'park', 'or', 'vert']",positive,"['park', 'water']",Environmental,"['park', 'water', 'water', 'park']",Connecting Canadians with nature 
35,2017-12-04_13-42-50,2017-12-04T13:42:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/62c9a5d914cda46bd30a0c0fef636cbc/5AE47B59/t51.2885-15/e35/24178134_529705037387025_1821718255568420864_n.jpg,"A breathtaking view of Mount Asgard. One of the most famous of the Baffin Mountains, located in Auyuittuq National Park, NU. : .....",breathtaking view Mount Asgard One famous Baffin Mountains located Auyuittuq National Park NU arturstanisz mountasgard AuyuittuqNP baffinisland nunavut explorenunavut views canada explorecnada imagesofcanada igerscanada adventure mountains wanderlust abovethearcticcircle traveker landscape view travel scenic goals landscapelovers asgard,"[""mountasgard"",""auyuittuqnp"",""baffinisland"",""nunavut"",""explorenunavut"",""views"",""canada"",""explorecnada"",""imagesofcanada"",""igerscanada"",""adventure"",""mountains"",""wanderlust"",""abovethearcticcircle"",""traveker"",""landscape"",""view"",""travel"",""scenic"",""goals"",""landscapelovers"",""asgard""]",48,4315,4363,en,0.16039550264550265,parks.canada_instagram,"['lands', 'park', 'or', 'landscape']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
36,2017-12-14_16-02-36,2017-12-14T16:02:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/abc8e7982c7f68b0e0ffebca681f9b05/5AE0CE96/t51.2885-15/e35/25014977_170128556917030_7832243816286388224_n.jpg,"Simply serene, there’s no other way to describe it! Isolated and remote, Sable Island is one of Canada’s furthest offshore islands and where wild horses roam free : .r.parsons : Sable Island National Park Reserve.....",Simply serene way describe Isolated remote Sable Island one furthest offshore islands wild horses roam free claire parsons Sable Island National Park Reserve sableisland sableislandnpr halifax novascotia visitnovascotia novascotia parkscanada igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada canada tourcanada enjoycanada instago wander wanderer wanderlust vacation travelgram instatravel instagood traveller tourist beach,"[""sableisland"",""sableislandnpr"",""halifax"",""novascotia"",""visitnovascotia"",""novascotia"",""parkscanada"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""instago"",""wander"",""wanderer"",""wanderlust"",""vacation"",""travelgram"",""instatravel"",""instagood"",""traveller"",""tourist"",""beach""]",25,4326,4351,en,0.23108258928571426,parks.canada_instagram,"['lands', 'park', 'or', 'air']",positive,['park'],Environmental,"['park', 'reserve', 'reserve', 'reserve']",Connecting Canadians with nature 
37,2017-08-13_16-19-36,2017-08-13T16:19:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e457ba5c38ff7b219413241b6b085d35/5ADFB009/t51.2885-15/e35/20838854_1986233024735768_4348716522491871232_n.jpg,Love Northern Canada? ️ Stay tuned tomorrow for a super exciting arctic announcement… : Torngat Mountains National Park : ..... ,Love Northern Canada Stay tuned tomorrow super exciting arctic Torngat Mountains National Park finktravels TorngatMountains mountains glacier torngat newfoundlandandlabrador newfoundland eastcoast ParksCanada Canada150 Liveyouradventure Instatravel Vacation TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography ILoveTravel Trip Vacay TravelTheWorld ParksCanada Canada150 Bucketlist,"[""torngatmountains"",""mountains"",""glacier"",""torngat"",""newfoundlandandlabrador"",""newfoundland"",""eastcoast"",""parkscanada"",""canada150"",""liveyouradventure"",""instatravel"",""vacation"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""parkscanada"",""canada150"",""bucketlist""]",27,4311,4338,en,0.3030162738496072,parks.canada_instagram,"['park', 'or', 'coast']",positive,"['northern', 'arctic', 'park']",Economical,['park'],Connecting Canadians with nature 
38,2017-10-16_17-08-34,2017-10-16T17:08:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/942d44e82869a4cf246e108a18dd6aeb/5AEAAFA9/t51.2885-15/e35/22500132_154449995154581_567368474041516032_n.jpg,"Planning your next adventure? With the world’s highest tides, lush forests, and rich Atlantic culture, Fundy National Park is a destination worth eloring! : .....",Planning next adventure highest tides lush forests rich Atlantic culture Fundy National Park destination worth exploring FundyNP Fundy NewBrunswick NB wanderlust waterfalls nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago ilovetravel getoutside travel traveller travelphotography view vacation adventure roadtrip Canada150 ParksCanada,"[""fundynp"",""fundy"",""newbrunswick"",""nb"",""wanderlust"",""waterfalls"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""ilovetravel"",""getoutside"",""travel"",""traveller"",""travelphotography"",""view"",""vacation"",""adventure"",""roadtrip"",""canada150"",""parkscanada""]",91,4209,4300,en,0.3894047619047619,parks.canada_instagram,"['water', 'park', 'or']",positive,"['culture', 'park']",Social,"['forest', 'forest', 'park']",Clean drinking water
39,2017-09-15_15-29-54,2017-09-15T15:29:54,https://instagram.fyvr3-1.fna.fbcdn.net/vp/48c9aa42154aae612373e20e90145e38/5AEDBDDF/t51.2885-15/e35/21690343_157175188199249_9023503539007127552_n.jpg,Take some time to reflect at Mount Revelstoke National Park. Can you see yourself here?: .....,Take time reflect Mount Revelstoke National Park see nicolexplores MountRevelstoke MountRevelstokeNP adventure exploreCanada wanderlust nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago ilovetravel getoutside travel traveller travelphotography view vacation adventure roadtrip Canada150 ParksCanada,"[""mountrevelstoke"",""mountrevelstokenp"",""adventure"",""explorecanada"",""wanderlust"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""ilovetravel"",""getoutside"",""travel"",""traveller"",""travelphotography"",""view"",""vacation"",""adventure"",""roadtrip"",""canada150"",""parkscanada""]",37,4261,4298,en,0.29714285714285715,parks.canada_instagram,"['park', 'or']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
40,2017-10-10_16-46-40,2017-10-10T16:46:40,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d781c00cc3768f3434c77585b707c75/5AEB2CCC/t51.2885-15/e35/22352116_1970977609809777_5022494026767532032_n.jpg,"Beautiful fall foliage, serene lakeside views, and so much history… who wouldn’t want to spend their weekend at Kejimkujik National Park! ️ : ..... ",Beautiful fall foliage serene lakeside views much want spend weekend Kejimkujik National Park kellyt1313 Keji KejimkujikNP Atlantic AtlanticCanada eastcoast maritime canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip sunset view beautiful getoutside fall,"[""keji"",""kejimkujiknp"",""atlantic"",""atlanticcanada"",""eastcoast"",""maritime"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""sunset"",""view"",""beautiful"",""getoutside"",""fall""]",35,4255,4290,en,0.3926879320276498,parks.canada_instagram,"['eau', 'or', 'park', 'lakes', 'coast']",positive,[],unknown,['park'],Connecting Canadians with nature 
41,2017-12-20_14-03-31,2017-12-20T14:03:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d7525fefcbb52abcec4a70a03d30724f/5AE2C3AB/t51.2885-15/e35/25022540_288738281648791_1731258221315751936_n.jpg,"Elk Island National Park offers a unique way to soak up winter`s enchantment. Bundle up, pack a thermos and head out to the Astotin Lake Area for a wicked on-ice adventure! ️ : .....",Elk Island National Park offers unique way soak winter enchantment Bundle pack thermos head Astotin Lake Area wicked ice adventure jarridholscher TravelAlberta ElkIslandNationalPark ElkIsland ElkIslandNP ExploreAlberta travelalberta alberta ExploreCanada parkscanada canada canadaswonderland igerscanada ohcanada,"[""elkislandnationalpark"",""elkisland"",""elkislandnp"",""explorealberta"",""travelalberta"",""alberta"",""explorecanada"",""parkscanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada""]",30,4255,4285,en,0.33252976190476186,parks.canada_instagram,"['park', 'lake ', 'ice', 'or']",positive,"['park', 'lake']",Environmental,"['park', 'lake', 'lake']",Clean drinking water
42,2017-10-23_17-15-41,2017-10-23T17:15:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5fb255e21f0cf92fd402d5dd7d0d9ab7/5AE5FE7A/t51.2885-15/e35/22710345_761851147334540_1600927065056477184_n.jpg,"Pumpkin spice, and everything nice! How many gorgeous fall colours can you count in this stunning photo of the Rideau Canal National Historic Site? If you’re a fall-chaser, this site is a must!: ",Pumpkin spice everything nice many gorgeous fall colours count stunning photo Rideau Canal National Historic Site fall chaser site must charliebear1611 canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip Canada150 RideauCanal JonesFalls Rideau RideaCanalNHS Ontario fall,"[""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""canada150"",""rideaucanal"",""jonesfalls"",""rideau"",""rideacanalnhs"",""ontario"",""fall""]",22,4257,4279,en,0.3803571428571429,parks.canada_instagram,"['eau', 'park', 'or', 'ice']",positive,[],unknown,[],unknown
43,2017-07-19_16-51-30,2017-07-19T16:51:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/581117a46b3497474e8341a2b6d1ad98/5AEB08C2/t51.2885-15/e35/20067131_1876117699304062_4996159331712892928_n.jpg,"Find your moment of peace: reflect on the beauty, and serenity the “Islands of Beauty”, Gwaii Haanas National Park Reserve has to offer! : .....",Find moment reflect beauty serenity Islands Gwaii Haanas National Park Reserve offer everythingeverywhere haidagwaii explorebc britishcolumbia beautifulbc explorecanada gwaiihaanas getoutside naturelovers nature haida neverstopexploring wanderlust travel explore forest islandlife canada parkscanada mountains hiking travelgram instanature travelphotography ilovetravel canada150 liveoutdoors instago,"[""haidagwaii"",""explorebc"",""britishcolumbia"",""beautifulbc"",""explorecanada"",""gwaiihaanas"",""getoutside"",""naturelovers"",""nature"",""haida"",""neverstopexploring"",""wanderlust"",""travel"",""explore"",""forest"",""islandlife"",""canada"",""parkscanada"",""mountains"",""hiking"",""travelgram"",""instanature"",""travelphotography"",""ilovetravel"",""canada150"",""liveoutdoors"",""instago""]",44,4234,4278,en,0.27230113636363634,parks.canada_instagram,"['eau', 'lands', 'park', 'or', 'nature']",positive,['park'],Environmental,"['park', 'reserve', 'reserve', 'reserve']",Connecting Canadians with nature 
44,2017-10-12_16-40-58,2017-10-12T16:40:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bfd0fec4cefb55556ac4b87e789463fe/5AE4EB51/t51.2885-15/e35/22500060_117788382311819_6961463424932904960_n.jpg,"The cultural heart of Glacier National Park – delve into Canada’s rich history among the abandoned railways, and mountain views here at the beautiful Rogers Pass National Historic Site! : ..... ",cultural heart Glacier National Park delve rich history among abandoned railways mountain views beautiful Rogers Pass National Historic Site jorunswild glacier glaciernationalpark glaciernp explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel rockymountain travelphotography,"[""glacier"",""glaciernationalpark"",""glaciernp"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""rockymountain"",""travelphotography""]",32,4244,4276,en,0.27900462962962963,parks.canada_instagram,"['eau', 'park', 'or']",positive,['park'],Environmental,"['park', 'mountain', 'mountain']",Clean drinking water
45,2017-10-21_17-46-12,2017-10-21T17:46:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/cdd3e2d1568f46be2f335c92f9e27dc5/5AEB5CB1/t51.2885-15/e35/22639569_1982089355360291_1595172702233034752_n.jpg,"Is there a more picturesque fall destination than Kejimkujik National Park and National Historic Site? If you can find one, show us with !: ",picturesque fall destination Kejimkujik National Park National Historic Site find one show us ParksCanada canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip Canada150 Keji KejimkujikNP NovaScotia DiscoverNS,"[""parkscanada"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""canada150"",""keji"",""kejimkujiknp"",""novascotia"",""discoverns""]",18,4213,4231,en,0.4492476851851852,parks.canada_instagram,"['park', 'or']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
46,2017-12-23_13-20-50,2017-12-23T13:20:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/455d29d1908838ac6c6e93c108e97dd7/5AF4AF07/t51.2885-15/e35/25038279_140754323291203_8115378011877933056_n.jpg,Take a scenic drive through the mountains and discover everything Kootenay National Park has to offer. You will not be disappointed! ️ : .....,Take scenic drive mountains discover everything Kootenay National Park offer disappointed mattscobel hellobc KootenayNationalPark KootenayNP Kootenay ExploreCanada parkscanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada adventure wanderlust explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia instadaily bestoftheday,"[""kootenaynationalpark"",""kootenaynp"",""kootenay"",""explorecanada"",""parkscanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""adventure"",""wanderlust"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""instadaily"",""bestoftheday""]",23,4194,4217,en,0.32119565217391305,parks.canada_instagram,"['eau', 'park', 'or']",positive,['park'],Environmental,"['mountain', 'mountain', 'park']",Clean drinking water
47,2017-10-13_18-10-33,2017-10-13T18:10:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ea159730cfac8643b759c5d57ef37db9/5AFCD54F/t51.2885-15/e35/22429868_1227820057361492_968724406119432192_n.jpg,"Among its ancient rugged cliffs and forested river canyons find yourself here, at Cape Breton Highlands National Park, for the perfect autumn outdoor adventure! : ..... ",Among ancient rugged cliffs forested river canyons find Cape Breton Highlands National Park perfect autumn outdoor adventure capebretonhighlands capebreatonhighlandsnp capebretonfavs capebreton visitnovascotia novascotia eastcoast maritime nationalpark park canada parkscanada explorecanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel traveller travelphotography,"[""capebretonhighlands"",""capebreatonhighlandsnp"",""capebretonfavs"",""capebreton"",""visitnovascotia"",""novascotia"",""eastcoast"",""maritime"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""traveller"",""travelphotography""]",31,4175,4206,en,0.3101041666666667,parks.canada_instagram,"['lands', 'park', 'or', 'coast']",positive,"['river', 'park']",Environmental,"['river', 'river', 'park']",Pristine lakes and rivers
48,2017-09-17_17-28-36,2017-09-17T17:28:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/64acdd76373e7045e3ac9b27c6cd2af0/5AE80139/t51.2885-15/e35/21690337_1903884613271854_7225669703945945088_n.jpg,"With km of Lake Superior coastline, the adventures are endless. Pukaskwa National Park is an Ontario gem, perfect for those who love a challenge. : .....",135 km Lake Superior coastline adventures endless Pukaskwa National Park Ontario gem perfect love challenge pukaskwanationalpark pukaskwa parkscanada ontario discoverON liveyouradventure instatravel vacation travelgram travel hiking liveoutdoors instago wanderlust wanderer travelphotography ilovetravel trip tourism traveltheworld ParksCanada Canada150,"[""pukaskwanationalpark"",""pukaskwa"",""parkscanada"",""ontario"",""discoveron"",""liveyouradventure"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""parkscanada"",""canada150""]",35,4117,4152,en,0.3200547138047138,parks.canada_instagram,"['park', 'or', 'lake ', 'coast']",positive,"['lake', 'park']",Environmental,"['lake', 'lake', 'park']",Clean drinking water
49,2017-12-25_12-56-02,2017-12-25T12:56:02,https://instagram.fyvr3-1.fna.fbcdn.net/vp/eaa15bfa43c20fded2b3afca3c4fe9ae/5AE6CE93/t51.2885-15/e35/25018126_341607806318603_5171894631662616576_n.jpg,"Merry Christmas and Happy Holidays Parks IGers! Today’s photo comes from Glacier National Park, a year-round paradise full of exceptional alpine scenery and deep valleys filled with ancient forests. ️: .....",Merry Christmas Happy Holidays Parks IGers photo comes Glacier National Park year round paradise full exceptional alpine scenery deep valleys filled ancient forests stephanienicholed HelloBC GlacierNationalParkCanada Christmas Holidays winter snow ExploreCanada parkscanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada adventure wanderlust explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia travel travelgram,"[""glaciernationalparkcanada"",""christmas"",""holidays"",""winter"",""snow"",""explorecanada"",""parkscanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""adventure"",""wanderlust"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""travel"",""travelgram""]",11,4132,4143,en,0.2296969696969697,parks.canada_instagram,"['eau', 'park', 'or', 'mer']",positive,['park'],Environmental,"['park', 'forest', 'forest']",Clean drinking water
50,2017-12-30_15-17-50,2017-12-30T15:17:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9669da2a338f19de723974fae7c7610f/5AF2080D/t51.2885-15/e35/26183058_1804922273134249_7820886277783289856_n.jpg,"Open year round, Yoho National Park is stunning in any season. It’s not hard to see why the word “Yoho” is a Cree eression of awe and wonder – it will take your breath away.: .....",Open year round Yoho National Park stunning season hard see word Cree expression awe wonder take breath away katrinafroese YohoNP YNP EmeraldLake ExploreBC BC Canada winter travel travelgram traveller wanderlust winterlust parkscanada hiking instatravel explorecanada igersbc igerscanada landscape imagesofcanada beautifulbc tourcanada enjoycanada instago wander wanderer,"[""yohonp"",""ynp"",""emeraldlake"",""explorebc"",""bc"",""canada"",""winter"",""travel"",""travelgram"",""traveller"",""wanderlust"",""winterlust"",""parkscanada"",""hiking"",""instatravel"",""explorecanada"",""igersbc"",""igerscanada"",""landscape"",""imagesofcanada"",""beautifulbc"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""instago"",""wander"",""wanderer""]",14,4092,4106,en,0.2549107142857143,parks.canada_instagram,"['lands', 'park', 'landscape', 'mer', 'eau', 'or', 'lake ']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
51,2018-01-12_07-47-46,2018-01-12T07:47:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0858b53363bdcee3af04a91d71980365/5AE8486C/t51.2885-15/e35/26072851_336875816791202_5011411692588892160_n.jpg,"Fundy National Park is known for having the world’s highest tides, meaning it has a low tide that lets you actually walk on the sea floor! When you do visit make sure not to forget to look up… the night sky views are amazing too! : Fundy National Park : assimphoto.....",Fundy National Park known highest tides meaning low tide lets actually walk sea floor visit make sure forget look night sky views amazing Fundy National Park assimphoto milkyway longexposure stars sky night nikonphotography canada newbrunswick roadtrip hike outdoors parkscanada fundynp fundy exploreNB newbrunswick imagesofcanada canadagraphers mycanadianphotos tourismecanada fundybay explorecanada travel instago wanderlust beautiful instatravel canada canada150,"[""milkyway"",""longexposure"",""stars"",""sky"",""night"",""nikonphotography"",""canada"",""newbrunswick"",""roadtrip"",""hike"",""outdoors"",""parkscanada"",""fundynp"",""fundy"",""explorenb"",""newbrunswick"",""imagesofcanada"",""canadagraphers"",""mycanadianphotos"",""tourismecanada"",""fundybay"",""explorecanada"",""travel"",""instago"",""wanderlust"",""beautiful"",""instatravel"",""canada"",""canada150""]",37,4062,4099,en,0.1860049019607843,parks.canada_instagram,"['eau', 'park', 'or']",positive,"['park', 'park']",Environmental,"['park', 'sea', 'park']",Connecting Canadians with nature 
52,2017-10-04_18-10-42,2017-10-04T18:10:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/98667a3124d49603ced470facede424f/5AE5FD59/t51.2885-15/e35/22158782_301987016944756_8923302875409416192_n.jpg,"Listen for of howling wolves and bugling elk, spot black bears and bison, and watch the sky shimmer with northern lights. It’s all waiting for you at Riding Mountain National Park. : .....",Listen howling wolves bugling elk spot black bears bison watch sky shimmer northern lights waiting Riding Mountain National Park jduncanphoto ridingmountainnationalpark aurora auroraborealis travelmanitoba parkscanada camping RidingMountain RidingNP instatravel vacation travelgram travel hiking photo instanature liveoutdoors instago wanderlust wanderer travelphotography ilovetravel trip tourism traveltheworld Canada150,"[""ridingmountainnationalpark"",""aurora"",""auroraborealis"",""travelmanitoba"",""parkscanada"",""camping"",""ridingmountain"",""ridingnp"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""canada150""]",33,4060,4093,en,0.2865972222222222,parks.canada_instagram,"['mer', 'park', 'or', 'nature']",positive,"['northern', 'park']",Economical,"['mountain', 'mountain', 'park']",Clean drinking water
53,2017-09-04_16-01-05,2017-09-04T16:01:05,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a09509397feade40b92eab0e73011c9/5ADBB548/t51.2885-15/e35/21296892_470038193364970_6079055878504316928_n.jpg,"Can you believe this view at Cape Breton Highlands National park? With its rugged, wave-pounded cliffs, sheltered coves and long curving beaches, every turn inspires a photo! : . . . . .",believe view Cape Breton Highlands National park rugged wave pounded cliffs sheltered coves long curving beaches every turn inspires photo madveganchef capebretonhighlands capebreatonhighlandsnp capebretonfavs capebreton visitnovascotia novascotia eastcoast maritime nationalpark park canada parkscanada explorecanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel traveller travelphotography view vacation adventure beautiful,"[""capebretonhighlands"",""capebreatonhighlandsnp"",""capebretonfavs"",""capebreton"",""visitnovascotia"",""novascotia"",""eastcoast"",""maritime"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""traveller"",""travelphotography"",""view"",""vacation"",""adventure"",""beautiful""]",42,4047,4089,en,0.4090072106078204,parks.canada_instagram,"['eau', 'lands', 'park', 'or', 'coast']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
54,2017-09-18_16-06-29,2017-09-18T16:06:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4e2aedf16a3c8742e3d5974e6a288a50/5AE64F11/t51.2885-15/e35/21827888_383618368721230_2559452564525416448_n.jpg,Yoho National Park is truly a magical place. We think it may even get MORE beautiful as the season changes to Fall! Plan your adventure today. : ..... ,Yoho National Park truly magical place think may even get beautiful season changes Fall Plan adventure today mikeplowright lakeohara yohonationalpark hikebc bcparks bcisbeautiful explorebc explorebcparks bcphotography Yoho MountainParks Climbers Nature Liveyouradventure Instatravel TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography ILoveTravel Trip Vacay TravelTheWorld ParksCanada Canada150 Bucketlist DestinationCanada Dreamy,"[""lakeohara"",""yohonationalpark"",""hikebc"",""bcparks"",""bcisbeautiful"",""explorebc"",""explorebcparks"",""bcphotography"",""yoho"",""mountainparks"",""climbers"",""nature"",""liveyouradventure"",""instatravel"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""parkscanada"",""canada150"",""bucketlist"",""destinationcanada"",""dreamy""]",32,4047,4079,en,0.3387007389162561,parks.canada_instagram,"['eau', 'park', 'or', 'nature']",positive,"['park', 'change']",Social,['park'],Connecting Canadians with nature 
55,2017-06-01_13-47-36,2017-06-01T13:47:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/01c55be861d69e3a3203b5545ef23875/5AEC799F/t51.2885-15/e35/18812488_1998098483745497_3692631650660777984_n.jpg,"A hiker’s paradise, the challenging beauty of Cape Breton Highlands National Park calls out to be elored! You’ll get rewarded at the end of your hike, with magnificent cliffs rising from the sea in a rugged coastline. Picture by   ",paradise challenging beauty Cape Breton Highlands National Park calls explored get rewarded end hike magnificent cliffs rising sea rugged coastline nPicture Scottophoto capebreton novascotia visitnovascotia visitcapebreton hikenovascotia hiking hikingadventures camping letscamp thegreatoutdoors wanderlust exploremore campingadventures canada explorecanada parkscanada letsgosomewhere canada150 instatravel getoutside neverstopexploring wildernessculture nature naturelovers naturephotography wild conservation photooftheday travel travelgram,"[""capebreton"",""novascotia"",""visitnovascotia"",""visitcapebreton"",""hikenovascotia"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",157,3917,4074,en,0.37143794802867386,parks.canada_instagram,"['lands', 'nature', 'park', 'ice', 'coast', 'conservation', 'eau', 'or']",positive,['park'],Environmental,"['park', 'sea']",Healthy coasts and oceans
