Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category
41,2017-05-31_13-30-51,2017-05-31T13:30:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f201816730aec8f3efae0999e2db9a3/5AE7D143/t51.2885-15/s1080x1080/e35/24845119_259705131226878_2407726294969090048_n.jpg,"A Swainson’s hawk was sitting on a fencepost, eating its prey (a northern pocket gopher) when I stopped well back to have a look. Although I used a telephoto lens and was trying not to bother it, after stripping off and gulping a few bits of meat from this headless snack, the hawk decided it wanted to nosh the rest without an audience, and took off (dramatically) to find a solitary perch.Swainson’s Hawks show up for our prescribed fires. Once the smoke starts rising, Swainson’s will be attracted to forage for mice/voles/shrews who have no more grass cover to hide in. We’ve seen as many as or hawks in one area that has been recently burned.Over species (301 at the last official count) use the Last Mountain Lake National Wildlife Area for breeding (180 species) and passing through on migration.People like Kerry monitor nesting success of these large hawks at the LML NWA. Come and see for yourself at our open house June -6pm.... ",hawk sitting fencepost eating prey northern pocket gopher stopped well back look Although used telephoto lens trying bother stripping gulping bits meat headless snack hawk decided wanted nosh rest without audience took dramatically find solitary perch Hawks show prescribed fires smoke starts rising attracted forage mice voles shrews grass cover hide seen many 10 hawks one area recently burned nOver 300 species 301 last official count use Last Mountain Lake National Wildlife Area breeding 180 species passing migration nPeople like Kerry monitor nesting success large hawks LML NWA Come see open house June 2017 6pm EnvironmentCanada BirdOfPrey MigratoryBirds ProtectedAreas ProtectedArea CanadianWildlifeService CanadianWildife Saskatchewan WildlifeConservation WildlifePhotography ExploreCanada OpenHouse MigratoryBirdSanctuary,"[""environmentcanada"",""birdofprey"",""migratorybirds"",""protectedareas"",""protectedarea"",""canadianwildlifeservice"",""canadianwildife"",""saskatchewan"",""wildlifeconservation"",""wildlifephotography"",""explorecanada"",""openhouse"",""migratorybirdsanctuary""]",0,89,89,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ice', 'species', 'conservation', 'bird', 'lake ']",neutral,"['northern', 'specie', 'lake', 'wildlife', 'specie']",Environmental
42,2017-04-26_13-12-11,2017-04-26T13:12:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e7fff78699d40b23ed4f9fea1822961d/5AFC47D3/t51.2885-15/e35/25011668_710805192455494_2408457805209010176_n.jpg,"Our National Volunteer Week highlight on the Canadian Wildlife Service’s Arctic Shorebird Monitoring Program’s volunteers continues – today meet Alvan Buckley. Alvan is a Canadian who was in between his undergrad and medical school the summer he volunteered for us. Our volunteers come from all backgrounds, ages and eeriences and in this case, we were fortunate because Alvan already had banding eerience from his other volunteer gigs. Alvan will be Dr. Alvan, MD when he joins us again this coming summer in a different part of the arctic on a different component of the Program!.....",National Volunteer Week highlight Canadian Wildlife Arctic Shorebird Monitoring volunteers continues today meet Alvan Buckley Alvan Canadian undergrad medical school summer volunteered us volunteers come backgrounds ages experiences case fortunate Alvan already banding experience volunteer gigs Alvan Dr Alvan MD joins us coming summer different part arctic different component Program NationalVolunteerWeek2017 NationalVolunteerWeek Volunteering SkilledVolunteers CitizenScientists ClosetBirdNerds CenterForConservationBiology ArcticShorebirdMonitoringProgram CanadianWildlifeService MigratoryBirds CanadianVolunteers InternationalVolunteers MigratoryConnectivity KendallIsland FieldWork,"[""nationalvolunteerweek2017"",""nationalvolunteerweek"",""volunteering"",""skilledvolunteers"",""citizenscientists"",""closetbirdnerds"",""centerforconservationbiology"",""arcticshorebirdmonitoringprogr"",""canadianwildlifeservice"",""migratorybirds"",""canadianvolunteers"",""internationalvolunteers"",""migratoryconnectivity"",""kendallisland"",""fieldwork""]",3,85,88,en,0.5375,canenvironment_instagram,"['biology', 'wildlife', 'ice', 'or', 'conservation', 'mer', 'bird']",positive,"['wildlife', 'arctic', 'arctic']",Economical
43,2017-02-03_06-22-48,2017-02-03T06:22:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/71ee2f4ffd1c1b87bfc040e5dde2eb02/5AF50B25/t51.2885-15/e35/25008761_384346638645630_4177955584944898048_n.jpg,"to an early morning in Labrador. The burns off as the continues to rise during the Breeding Bird Survey (BBS). Many warblers, thrushes and shorebirds were singing loudly that morning! ",FlashbackFriday early morning Labrador fog burns sun continues rise 2016 Breeding Bird Survey BBS Many warblers thrushes shorebirds singing loudly morning thebigland exploreNL breedingbirdsurveys wetland bog Birders BirdLovers BiologistsOfInstagram BiologistLife Sunrise LabradorCity Canada CanadianPhotography CanadianLandscape BeautifulCanada IgersCanada Throwback CanadianWildlifeService EnvironmentCanada EnvironmentCan NaturePhotography NoFilterNeeded FieldWork,"[""flashbackfriday"",""fog"",""sun"",""thebigland"",""explorenl"",""breedingbirdsurveys"",""wetland"",""bog"",""birders"",""birdlovers"",""biologistsofinstagram"",""biologistlife"",""sunrise"",""labradorcity"",""canada"",""canadianphotography"",""canadianlandscape"",""beautifulcanada"",""igerscanada"",""throwback"",""canadianwildlifeservice"",""environmentcanada"",""environmentcan"",""naturephotography"",""nofilterneeded"",""fieldwork""]",2,86,88,en,0.4,canenvironment_instagram,"['wildlife', 'lands', 'nature', 'ice', 'or', 'eau', 'bird', 'landscape']",positive,['bird'],Environmental
44,2017-08-29_11-49-55,2017-08-29T11:49:55,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a862aedd1983d83a0ad34ec271de5ae5/5AF7AE3E/t51.2885-15/e35/24845804_1974879402767342_870363839655313408_n.jpg,"Today we’re celebrating years of bird conservation! In , the United States and Canada signed the Migratory Birds Convention- a pledge to protect Migratory Birds. In , the Migratory Birds Convention Act was hatched and it became law! Since then, nearly birds have been protected and studied, to help sustain biodiversity, and to further understanding of the health of our environment....",Today celebrating 100 years bird conservation 1916 United States Canada signed Migratory Birds Convention pledge protect Migratory Birds 1917 Migratory Birds Convention Act hatched became law Since nearly 400 birds protected studied help sustain biodiversity understanding health environment BirdNerds BirdConservation Fieldwork BirdProtection MigratoryBirds FeatheredFriends EnvironmentCanada Wildlife CanadianWildlife BlackAndWhite TBT ThrowbackTuesday InstaBird VintageFashion,"[""birdnerds"",""birdconservation"",""fieldwork"",""birdprotection"",""migratorybirds"",""featheredfriends"",""environmentcanada"",""wildlife"",""canadianwildlife"",""blackandwhite"",""tbt"",""throwbacktuesday"",""instabird"",""vintagefashion""]",0,88,88,en,0.0,canenvironment_instagram,"['or', 'wildlife', 'conservation', 'bird', 'biodiversity']",neutral,"['bird', 'bird', 'biodiversity', 'health']",Environmental
45,2017-03-03_07-20-45,2017-03-03T07:20:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d35226ed0671fc2b666eeaef4429fe3/5AE11DEC/t51.2885-15/e35/25011970_1979359768747804_1815706491059961856_n.jpg,"This guy would definitely win at !! Another 🦉 pic? Why not!?!! We tOWLd you, we just can’t get enough of them... yes OWL of THEM! This is the Western Screech-owl and he is now listed as threatened under the Species at Risk Act, due to the loss and degradation of its habitat. But, we’re getting him some help!The Government of Canada recently finalized new protection for species, marking an important step in our commitment to protecting species and biodiversity in Canada. YAY! : Joe Fuhrman",guy would definitely win HideAndSeek Another pic tOWLd get enough yes OWL Western Screech owl listed threatened Species Risk Act due loss degradation habitat getting help Government Canada recently finalized new protection 11 species marking important step commitment protecting species biodiversity Canada YAY WesternCanada SpeciesAtRisk WorldWildlifeDay ProtectBiodiversity Ecology Nature SpeciesOfInstagram InstaOwls OwlsOfInstagram OwlsLovers CanadianWilidlife CanadianWildlifeService SpeciesAtRiskRegistry Canada AnimalProtection Joe Fuhrman,"[""hideandseek"",""westerncanada"",""speciesatrisk"",""worldwildlifeday"",""protectbiodiversity"",""ecology"",""nature"",""speciesofinstagram"",""instaowls"",""owlsofinstagram"",""owlslovers"",""canadianwilidlife"",""canadianwildlifeservice"",""speciesatriskregistry"",""canada"",""animalprotection""]",2,86,88,en,0.0,canenvironment_instagram,"['wildlife', 'biodiversity', 'government', 'nature', 'ice', 'or', 'species']",neutral,"['government', 'government', 'specie', 'specie', 'biodiversity']",Environmental
46,2017-01-26_10-28-53,2017-01-26T10:28:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/53d39fcff287ea0e8555ef604a3e2168/5AF4B9F4/t51.2885-15/e35/24845450_172261746847438_2372639676335915008_n.jpg,"“Shhh, I think we’ve been spotted.” These pronghorns are a keen bunch!And fast too! Only the cheetah can outrun these speed demons; good thing they’re a whole ocean away from eachother!",Shhh think spotted pronghorns keen bunch nAnd fast cheetah outrun speed demons good thing whole ocean away eachother Pronghorn AntilocapraAmericana hithere Reconyx Wildlife Canada CanEnvironment WildlifePhotography InstaWild Prairies Grasslands NaturePhotography EnvironmentCanada FunnyAnimals AnimalSelfies CanadianWildlifeService CanadianWildlife,"[""pronghorn"",""antilocapraamericana"",""hithere"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""animalselfies"",""canadianwildlifeservice"",""canadianwildlife""]",5,83,88,en,0.28065625,canenvironment_instagram,"['wildlife', 'lands', 'nature', 'ice', 'air', 'mer', 'or']",positive,['ocean'],Environmental
47,2017-08-07_11-00-22,2017-08-07T11:00:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c15a8c657cb50249873be02033b825bf/5AEAF104/t51.2885-15/e35/25012954_1125681494228401_8563420199808663552_n.jpg,"..Field work time! The photo was taken during a Northern Pintail project run by CWS in Saskatchewan. ""By banding birds, we are able to learn more about their survivorship, migration, and harvest rates. This will then allow for better management strategies to conserve the species.""...",Repost delaneybrooks nField work time photo taken Northern Pintail project run CWS Saskatchewan banding birds able learn survivorship migration harvest rates allow better management strategies conserve species SummerJobs SummerJob StudentJobs CanadianWildlifeService EnvironmentCanada BirdNerds BirdConservation BirdBanding Ducks InstaDucks,"[""repost"",""summerjobs"",""summerjob"",""studentjobs"",""canadianwildlifeservice"",""environmentcanada"",""birdnerds"",""birdconservation"",""birdbanding"",""ducks"",""instaducks""]",1,86,87,en,0.5,canenvironment_instagram,"['wildlife', 'or', 'ice', 'conserve', 'bird', 'conservation', 'mer', 'species']",positive,"['northern', 'bird', 'conserve', 'specie']",Environmental
48,2017-07-04_13-37-20,2017-07-04T13:37:20,https://instagram.fyvr3-1.fna.fbcdn.net/vp/59b355235028886c89d114becef2dbdc/5AEDDDFC/t51.2885-15/e35/25006391_2042903902645802_2606442045069328384_n.jpg,"Meet wildlife biologist Sabina and wildlife technician Regina. Their work focuses on conserving and protecting seabirds, some of which are at-risk. Recently an apparently injured Northern Fulmar seabird was found on an offshore support vessel near Newfoundland and Labrador. The fulmar features large black eyes and a striking short, tube-like beak and resembles a gull; however it is actually related to the albatross and shearwater. It breeds in a few dozen scattered locations off Alaska and Canada, but is more abundant in the northeast Atlantic. Once the bird was delivered to the Canadian Wildlife Service lab, Sabina and Regina examined it, determined that it wasn’t injured, and decided it was ready for release. They took it to Witless Bay where a small colony of other fulmars breeds on three islands in the area. They watched the bird drink and vigorously bathe until it swam out of range toward the mouth of the bay. We’re excited about this happy ending!....",Meet wildlife biologist Sabina wildlife technician Regina work focuses conserving protecting seabirds risk Recently apparently injured Northern Fulmar seabird found offshore support vessel near Newfoundland Labrador fulmar features large black eyes striking short tube like beak resembles gull however actually related albatross shearwater breeds dozen scattered locations Alaska Canada abundant northeast Atlantic nOnce bird delivered Canadian Wildlife Service lab Sabina Regina examined determined injured decided ready release took Witless Bay small colony fulmars breeds three islands area watched bird drink vigorously bathe swam range toward mouth bay excited happy ending CanadianWildlifeService Conservation Wildlife Fieldwork Fulmar NorthernFulmar SeaBirds BiologistsOfInstagram Biologist Biologists BirdLovers BirdNerds InstaBird InstaBirds CanEnvironment EnvironmentCanada,"[""canadianwildlifeservice"",""conservation"",""wildlife"",""fieldwork"",""fulmar"",""northernfulmar"",""seabirds"",""biologistsofinstagram"",""biologist"",""biologists"",""birdlovers"",""birdnerds"",""instabird"",""instabirds"",""canenvironment"",""environmentcanada""]",3,83,86,en,0.8833333333333334,canenvironment_instagram,"['wildlife', 'lands', 'ice', 'or', 'water', 'conservation', 'bird']",positive,"['wildlife', 'wildlife', 'northern', 'bird', 'wildlife', 'bird']",Environmental
49,2017-11-29_13-45-16,2017-11-29T13:45:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1b8378c4d710cb54104593ba864f0546/5AF85644/t51.2885-15/e35/25007882_1791675827799606_8138314266814971904_n.jpg,"Our weather scientists are testing a new liDAR (instrument that uses light to measure winds) in Iqaluit, Nunavut. It will help improve short term forecasts and provide better information to help safe travel....",weather scientists testing new liDAR instrument uses light measure winds Iqaluit Nunavut help improve short term forecasts provide better information help safe travel Weather Science Iqaluit Nunavut WeatherForecast ExtremeWeather EnvironmentCanada EnvironmentCan WeatherWednesday,"[""weather"",""science"",""iqaluit"",""nunavut"",""weatherforecast"",""extremeweather"",""environmentcanada"",""environmentcan"",""weatherwednesday""]",0,86,86,en,0.0,canenvironment_instagram,['safe'],neutral,['safe'],Social
50,2017-02-20_06-58-28,2017-02-20T06:58:28,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bee131a80d7e30c2fbda80c4c06fb98b/5AF3C360/t51.2885-15/e35/25009183_149017005821620_6545745813706899456_n.jpg,"Can you hear the mountains calling? They want to say ! That’s such a Canadian thing to say, or oversay, as well as “sorry”, which we apparently say a lot. Beautiful is the province with the highest % of protected lands! Can you guess what percentage of its total landmass is protected?",hear mountains calling want say ThankYou Canadian thing say oversay well apparently say lot sorrynotsorry nBeautiful BC province highest protected lands guess percentage total landmass protected Canada150 ECcan150 Canada CanadianWildlife Conservation NaturePhotography HiddenGems ExploreBC beautifulbc EnvironmentCan CanEnvironment EnvironmentCanada,"[""thankyou"",""sorrynotsorry"",""bc"",""canada150"",""eccan150"",""canada"",""canadianwildlife"",""conservation"",""naturephotography"",""hiddengems"",""explorebc"",""beautifulbc"",""environmentcan"",""canenvironment"",""environmentcanada""]",4,82,86,en,0.0,canenvironment_instagram,"['wildlife', 'lands', 'nature', 'conservation', 'eau', 'or']",neutral,[],unknown
51,2017-02-21_06-31-10,2017-02-21T06:31:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a12973cb17e0b75edc99ccbdf4aacf2/5AE6280E/t51.2885-15/e35/25006624_130897534273884_9207105612725354496_n.jpg,"Though is said to translate from an old French word meaning ""loud noises"", there was nothing boisterous about this delightfully calm day on frozen Jolicure Lake in Tintamarre National Wildlife Area, located minutes from Sackville, NB and Amherst, NS. Grab your snowshoes or cross-country skis and eerience this peaceful landscape!",Though Tintamarre said translate old French word meaning loud noises nothing boisterous delightfully calm day frozen Jolicure Lake Tintamarre National Wildlife Area located 15 minutes Sackville NB Amherst NS Grab snowshoes cross country skis experience peaceful landscape NB NewBrunswick Sackville Snowshoeing Ski WinterFun WinterJoy WinterLandscape CanadianWinter WinterInCanada CanadianWeather NationalWildlifeArea Conservation Canada150 ConnectWithNature WorldEnvironmentDay TimeToConnect HiddenGems CanadianWildlifeService AtlanticCanada NatureLover NatureFun Outdoors CanEnvironment EnvironmentCanada,"[""tintamarre"",""nb"",""newbrunswick"",""sackville"",""snowshoeing"",""ski"",""winterfun"",""winterjoy"",""winterlandscape"",""canadianwinter"",""winterincanada"",""canadianweather"",""nationalwildlifearea"",""conservation"",""canada150"",""connectwithnature"",""worldenvironmentday"",""timetoconnect"",""hiddengems"",""canadianwildlifeservice"",""atlanticcanada"",""naturelover"",""naturefun"",""outdoors"",""canenvironment"",""environmentcanada""]",0,85,85,en,0.0,canenvironment_instagram,"['wildlife', 'lands', 'nature', 'ice', 'conservation', 'lake ', 'or', 'landscape']",neutral,"['lake', 'wildlife']",Environmental
52,2017-06-23_09-29-06,2017-06-23T09:29:06,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b86731a222958c4f3337ceac617c1143/5AFBF73A/t51.2885-15/e35/25007074_1991952031027784_552997861361451008_n.jpg,"Did you know that endangered species conservation is sometimes complex and multi-national? This endangered burrowing owl was fitted with a satellite transmitter near her nest in Alberta in . The solar-powered transmitter allows scientists with the Canadian Wildlife Service and project collaborators to track her movements wherever she goes. After leaving her burrow in Alberta this bird flew over ,500km to winter in Central Mexico. In spring she returned to Alberta and nested less than km from where she was first captured. She was recently sighted by biologists in Mexico in the same wintering site as the year before, and we are hoping she makes a safe and successful return to Canada to raise the next generation of owls. 🦉....",know endangered species conservation sometimes complex multi national endangered burrowing owl fitted satellite transmitter near nest Alberta 2015 solar powered transmitter allows scientists Canadian Wildlife Service project collaborators track movements wherever goes leaving burrow Alberta bird flew 500km winter Central Mexico nIn spring 2016 returned Alberta nested less 3km first captured recently sighted biologists Mexico wintering site year hoping makes safe successful return Canada raise next generation owls DYK FunFacts MigratoryBirds BirdYear BiologistsOfInstagram InstaScience Science WildlifeLovers CanadianWildifeService WildlifeConservation CanadianWildlife OwlsLover CuteOwls OwlsPic InstaOwls EnvironmentCanada CanEnvironment,"[""dyk"",""funfacts"",""migratorybirds"",""birdyear"",""biologistsofinstagram"",""instascience"",""science"",""wildlifelovers"",""canadianwildifeservice"",""wildlifeconservation"",""canadianwildlife"",""owlslover"",""cuteowls"",""owlspic"",""instaowls"",""environmentcanada"",""canenvironment""]",0,85,85,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ice', 'bird', 'conservation', 'solar', 'species']",neutral,"['specie', 'conservation', 'wildlife', 'movement', 'bird', 'safe']",Environmental
53,2017-01-25_08-05-12,2017-01-25T08:05:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/43ca6a64853585508761e3757281cff0/5AFAC606/t51.2885-15/e35/25010251_539303213089588_32717420183420928_n.jpg,"It’s may seem tragic that this handsome bull will soon lose these spectacular antlers., but worry not, new and grander ones will grow. ",may seem tragic handsome bull soon lose spectacular antlers worry new grander ones grow Elk Wapiti CervusCanadensis Reconyx Wildlife Canada CanEnvironment WildlifePhotography InstaWild Prairies Grasslands NaturePhotography EnvironmentCanada FunnyAnimals AnimalSelfies,"[""elk"",""wapiti"",""cervuscanadensis"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""animalselfies""]",4,80,84,en,0.5015625,canenvironment_instagram,"['air', 'wildlife', 'lands', 'or', 'nature']",positive,[],unknown
54,2017-04-28_10-23-54,2017-04-28T10:23:54,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff398524c343470e24781017b11c42be/5AFBB688/t51.2885-15/e35/25011881_159636647980218_5018969933086720000_n.jpg,"As mentioned earlier this week, the Canadian Wildlife Service’s Arctic Shorebird Monitoring Program has been fortunate to have over volunteers assist with our field program over the past years! Highlighting just five this week has been an awesome opportunity, but a big round of thanks to all of you others out there!!! Mark Dodds, seen here with a Black-bellied Plover he just fitted with a satellite backpack, is one of these awesome volunteers. Mark turned down paying jobs to come work with us for free!! His time helped us have our best field season at our study site at Nanuit Itillinga (Polar Bear Pass) National Wildlife Area in terms of number of nests found and birds banded. The satellite backpacks Mark helped deploy are allowing us to see what routes these plovers are using to migrate, where they are spending the non-breeding season and what habitats they are using. This is all important information we need to help conserve this species......",mentioned earlier week Canadian Wildlife Arctic Shorebird Monitoring Program fortunate 25 volunteers assist field program past 18 years Highlighting five week awesome opportunity big round thanks others Mark Dodds seen Black bellied Plover fitted satellite backpack one awesome volunteers Mark turned paying jobs come work us free time helped us best field season study site Nanuit Itillinga Polar Bear Pass National Wildlife Area terms number nests found birds banded satellite backpacks Mark helped deploy allowing us see routes plovers using migrate spending non breeding season habitats using important information need help conserve species NationalVolunteerWeek NationalVolunteerWeek2017 ShoreBirdMonitoring ShoreBirds CanadianVolunteers ArcticShorebirdMonitoringProgram CanadianWildlifeService CanadianWildlife Arctic ArcticScience SkilledVolunteers FieldWork ArcticFieldWork EnvironmentCanada,"[""nationalvolunteerweek"",""nationalvolunteerweek2017"",""shorebirdmonitoring"",""shorebirds"",""canadianvolunteers"",""arcticshorebirdmonitoringprogr"",""canadianwildlifeservice"",""canadianwildlife"",""arctic"",""arcticscience"",""skilledvolunteers"",""fieldwork"",""arcticfieldwork"",""environmentcanada""]",4,80,84,en,0.5520833333333334,canenvironment_instagram,"['wildlife', 'ice', 'or', 'bird', 'conserve', 'species']",positive,"['wildlife', 'arctic', 'job', 'wildlife', 'bird', 'conserve', 'specie']",Environmental
55,2017-02-17_07-52-58,2017-02-17T07:52:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/62fe261cf79b9219efa3022285c4696b/5AFA14DF/t51.2885-15/e35/25009000_191790878065549_6519532790780788736_n.jpg,"We’re here at ECCC! This was taken in in1887!We love seeing winter photos, because…what is more Canadian than a pic? Share your photos with for a chance to be featured! :Library and Archives Canada/a022473",WeatherGeeks ECCC BlastFromThePast taken Montreal in1887 nWe love seeing winter photos Canadian Winter pic nShare photos ECcan150 chance featured Canada150 CanadianWeather MtlMoments Canada WinterFun FBF Library Archives Canada a022473,"[""weathergeeks"",""blastfromthepast"",""montreal"",""winter"",""eccan150"",""canada150"",""canadianweather"",""mtlmoments"",""canada"",""winterfun"",""fbf""]",2,81,83,en,0.0,canenvironment_instagram,"['archives', 'library']",neutral,['library'],Social
56,2017-12-29_13-04-17,2017-12-29T13:04:17,https://instagram.fyvr3-1.fna.fbcdn.net/vp/66259177ed523fc5235411fcaf930a82/5AECB783/t51.2885-15/e35/25036516_391476594643606_5455885660344811520_n.jpg,"During Arctic Science Month, we’re proud to highlight the important research by our scientists working to better understand the impacts of climate change on the habitats of migratory birds – like Ross’s geese and king eider ducks – that breed in Canada’s northern regions....",Arctic Science Month proud highlight important research scientists working better understand impacts climate change habitats migratory birds like geese king eider ducks breed northern regions ArcticScienceMonth ArcticScience ScienceAndTechnology InstaScience CanadianWildlife Wildlife ClimateChange EnvironmentCanada EnvironmentCan,"[""arcticsciencemonth"",""arcticscience"",""scienceandtechnology"",""instascience"",""canadianwildlife"",""wildlife"",""climatechange"",""environmentcanada"",""environmentcan""]",1,82,83,en,0.0,canenvironment_instagram,"['climate', 'climat', 'climate change', 'wildlife', 'or', 'bird']",neutral,"['arctic', 'climate_change', 'bird', 'northern']",Environmental
57,2017-04-12_13-30-00,2017-04-12T13:30:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f4a58fc45a5fdec077c48c38e6998d1a/5AE2E03F/t51.2885-15/e35/25011019_171894363399799_6668650168352505856_n.jpg,"Hello, I am a Common Loon and I represent the Canadian Wildlife Service, which is turning this year. I am so proud to be its mascot! But I need a name. Any suggestions?.....",Hello Common Loon represent Canadian Wildlife Service turning 70 year proud mascot need name suggestions CanadianWildlifeService Loon CommonLoon WildlifeLovers CanadianWildlife Canada MascotLife BirdNerds BirdLovers InstaBirds EnvironmentCanada,"[""canadianwildlifeservice"",""loon"",""commonloon"",""wildlifelovers"",""canadianwildlife"",""canada"",""mascotlife"",""birdnerds"",""birdlovers"",""instabirds"",""environmentcanada""]",10,72,82,en,0.14395833333333333,canenvironment_instagram,"['wildlife', 'bird', 'ice']",positive,['wildlife'],Environmental
58,2017-02-13_08-16-55,2017-02-13T08:16:55,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8db1d1a214de33f5df012bc1cb0ee53b/5ADDB43A/t51.2885-15/e35/24838845_152791805344729_7761581764497113088_n.jpg,"This is our home away (in Edmonton, Eastgate offices) from home (our HQ is in Gatineau, QC). The building has a gold LEED rating for human and environmental health. Canadian Wildlife Service, the Enforcement Branch, the Prairie and Arctic Storm Prediction Center, the Canadian Meteorological Aviation Center and Air Quality all work out of this building.",home away Edmonton Eastgate offices home HQ Gatineau QC building gold LEED rating human environmental health Canadian Wildlife Service Enforcement Branch Prairie Arctic Storm Prediction Center Canadian Meteorological Aviation Center Air Quality work building LEED meteorology science BiologistLife CanadianWildlifeService busyatwork research YEG alberta wx stormwarning severeweather weather weatherlive weathernerd photooftheday leedcertified sustainability environment canada environmentcanada environmentcan,"[""leed"",""meteorology"",""science"",""biologistlife"",""canadianwildlifeservice"",""busyatwork"",""research"",""yeg"",""alberta"",""wx"",""stormwarning"",""severeweather"",""weather"",""weatherlive"",""weathernerd"",""photooftheday"",""leedcertified"",""sustainability"",""environment"",""canada"",""environmentcanada"",""environmentcan""]",5,77,82,en,0.05,canenvironment_instagram,"['building', 'wildlife', 'air quality', 'gold', 'ice', 'air', 'eau', 'or']",positive,"['building', 'gold', 'health', 'wildlife', 'arctic', 'air', 'building']",Environmental
59,2017-02-07_10-20-58,2017-02-07T10:20:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/273f87c9f9b3f880a1e7631aa841a065/5AD8896E/t51.2885-15/e35/25009962_132038550814502_5381183328525221888_n.jpg,"""At the end of the day, after all of the work was complete, we got to enjoy this beautiful Labrador sunset at the cabin we were staying in for the night."" Fieldwork has its perks!",end day work complete got enjoy beautiful Labrador sunset cabin staying night Fieldwork perks FieldWork Summertime CdnScience thebigland exploreNL breedingbirdsurveys Birders BirdLovers BiologistsOfInstagram sunset hiddengems HiddenGem CabinLife TheBigLand CanadianPhotography Canada CanadianLandscape BeautifulCanada IgersCanada NoFilter,"[""fieldwork"",""summertime"",""cdnscience"",""thebigland"",""explorenl"",""breedingbirdsurveys"",""birders"",""birdlovers"",""biologistsofinstagram"",""sunset"",""hiddengems"",""hiddengem"",""cabinlife"",""thebigland"",""canadianphotography"",""canada"",""canadianlandscape"",""beautifulcanada"",""igerscanada"",""nofilter""]",3,79,82,en,0.5284722222222222,canenvironment_instagram,"['lands', 'or', 'mer', 'eau', 'bird', 'landscape']",positive,[],unknown
60,2017-07-10_13-38-09,2017-07-10T13:38:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/eccfe496fe99a1d5bf65be111e201ae8/5AE45273/t51.2885-15/e35/24838444_828050707380379_388108333086670848_n.jpg,"Here’s biologist Kerry, reporting from the field at Last Mountain Lake NWA. While the wildflowers were thriving, this -year-old restoration site needed, and still needs a helping hand. Her plan was to *inter-seed native prairie grasses, and here she was deciding which species and in what amounts. Her team sowed and mowed over the course of the season, and soon there will be a sea of grasses for the birds and wildlife to live in! *Inter- seeding yields a mixture of grasses and legumes/forbs that gives the fullest benefit for wildlife or forage for livestock. It’s a good way to improve existing stands of single species grasses on fields utilized for pasture, wildlife, or idle land.....",biologist Kerry reporting field Last Mountain Lake NWA wildflowers thriving year old restoration site needed still needs helping hand plan inter seed native prairie grasses deciding species amounts team sowed mowed course season soon sea grasses birds wildlife live Inter seeding yields mixture grasses legumes forbs gives fullest benefit wildlife forage livestock good way improve existing stands single species grasses fields utilized pasture wildlife idle land Throwback HabitatRestoration Prairies InTheMaking AnotherDayAtTheOffice ForTheBirds BirdYearCan NationalWildlifeArea BiologistLife BiologistsofInstagram FieldWork InstaScience WildlifeLovers Conservation EnvironmentCan EnvironmentCanada LastMountainLake Saskatchewan,"[""throwback"",""habitatrestoration"",""prairies"",""inthemaking"",""anotherdayattheoffice"",""forthebirds"",""birdyearcan"",""nationalwildlifearea"",""biologistlife"",""biologistsofinstagram"",""fieldwork"",""instascience"",""wildlifelovers"",""conservation"",""environmentcan"",""environmentcanada"",""lastmountainlake"",""saskatchewan""]",2,80,82,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ice', 'bird', 'conservation', 'air', 'species', 'lake ']",neutral,"['lake', 'specie', 'bird', 'wildlife', 'wildlife', 'specie', 'wildlife', 'land']",Environmental
