Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,sentiment,lemmatized_text,matched_keywords,category,category
138,460123390028_10157163556470029,2016-07-15 12:25:10,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157163556470029/?type=3,"Saviez-vous que le nombre d’aires protégées au Canada a augmenté de 70 % au cours des 20 dernières années? Toutes ces aires combinées créeraient une surface qui aurait environ la taille de l’Ontario. 

Les aires protégées sont des terres et des étendues d’eau dont le développement et l’utilisation sont restreints afin de conserver le paysage canadien unique, les espèces en voie de disparition et leur habitat. http://ow.ly/lz02302hPhQ","Saviez-vous que le nombre d’aires protégées au Canada a augmenté de % au cours des dernières années? Toutes ces aires combinées créeraient une surface qui aurait environ la taille de l’Ontario. Les aires protégées sont des terres et des étendues d’eau dont le développement et l’utilisation sont restreints afin de conserver le paysage canadien unique, les espèces en voie de disparition et leur habitat.",[],10,0,1,8,2,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['saviez-vous', 'nombre', ""d'aires"", 'protégé', 'canada', 'augmenté', 'cour', 'dernier', 'année', 'toutes', 'aire', 'combinée', 'créeraient', 'surface', 'environ', 'taille', ""l'ontario"", 'les', 'aire', 'protégé', 'terre', 'étendue', ""d'eau"", 'dont', 'développement', ""l'utilisation"", 'restreints', 'afin', 'conserver', 'paysage', 'canadien', 'unique', 'les', 'espèce', 'voie', 'disparition', 'habitat', 'httpowlylz02302hphq']","['terre', 'développement', 'espèce']",Environmental,Environmental
139,460123390028_10157000878725029,2016-06-07 16:20:47,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10150308416545029.560836.460123390028/10157000878350029/?type=3,,,[],9,0,2,8,1,0,0,0,0,0,11,tl,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,[],[],unknown,unknown
140,460123390028_10157519682615029,2016-09-29 08:25:16,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157519682615029/?type=3,Nous célébrons aujourd’hui la Journée mondiale de la mer! De nombreux emplacements côtiers ont été initialement choisis en raison de l’abri qu’ils offraient contre les vents les plus mauvais. Les marins doivent se rappeler que le vent et les conditions maritimes d’un site côtier habité peuvent être très différents de ce que l’on trouve en haute mer. Vérifiez les prévisions météorologiques maritimes et soyez prudents! http://ow.ly/HZEj304GrGi,Nous célébrons aujourd’hui la Journée mondiale de la mer! De nombreux emplacements côtiers ont été initialement choisis en raison de l’abri qu’ils offraient contre les vents les plus mauvais. Les marins doivent se rappeler que le vent et les conditions maritimes d’un site côtier habité peuvent être très différents de ce que l’on trouve en haute mer. Vérifiez les prévisions météorologiques maritimes et soyez prudents!,[],9,0,2,9,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['célébrons', ""aujourd'hui"", 'journée', 'mondiale', 'mer', 'nombreux', 'emplacement', 'côtier', 'initialement', 'choisis', 'raison', ""l'abri"", ""qu'ils"", 'offraient', 'contre', 'les', 'vents', 'les', 'plus', 'mauvais', 'les', 'marin', 'doivent', 'rappeler', 'vent', 'les', 'condition', 'maritime', ""d'un"", 'site', 'côtier', 'habité', 'peuvent', 'être', 'très', 'différent', ""l'on"", 'trouve', 'haute', 'mer', 'vérifiez', 'les', 'prévision', 'météorologiques', 'maritime', 'prudent', 'httpowlyhzej304grgi']","['mondiale', 'mer', 'côtier', 'maritime', 'côtier', 'mer', 'maritime']",Environmental,Environmental
141,460123390028_10157145489395029,2016-07-11 15:37:27,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10157145489395029/,"Ce soir à Yellowknife, la ministre Catherine McKenna co-animera une séance de discussion sur la croissance propre et les changements climatiques. Organisez votre séance de discussion locale ou faites-nous part de vos idées sur le site Web interactif #ActionClimatCAN dès aujourd’hui! http://ow.ly/ckWV3028RnO","Ce soir à Yellowknife, la ministre Catherine McKenna co-animera une séance de discussion sur la croissance propre et les changements climatiques. Organisez votre séance de discussion locale ou faites-nous part de vos idées sur le site Web interactif dès aujourd’hui!",['#ActionClimatCAN'],10,0,1,10,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['soir', 'yellowknife', 'ministre', 'catherine', 'mckenna', 'co-animera', 'séance', 'discussion', 'croissance', 'propre', 'les', 'changement', 'climatiques', 'organisez', 'séance', 'discussion', 'locale', 'faites-nous', 'part', 'idée', 'site', 'web', 'interactif', '#actionclimatcan', 'dès', ""aujourd'hui"", 'httpowlyckwv3028rno']","['ministre', 'mckenna', 'croissance', 'propre', 'changement', 'locale', '#actionclimatcan']",Environmental,Environmental
142,460123390028_10157516033230029,2016-09-28 13:20:29,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157516033230029/?type=3,Quelle proportion des forêts du monde se trouve au Canada? http://ow.ly/4lPl304E2Kz,Quelle proportion des forêts du monde se trouve au Canada?,[],9,0,2,8,1,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['quelle', 'proportion', 'forêt', 'monde', 'trouve', 'canada', 'httpowly4lpl304e2kz']",['forêt'],Environmental,Environmental
143,460123390028_10158799859605029,2017-06-04 10:00:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158799859605029/,"Avez-vous un compte Instagram? Découvrez les coulisses des festivités de la Journée mondiale de l’environnement grâce aux récits Instagram d’Environnement et Changement climatique Canada! www.instagram.com/environnementcan
#JMECan",Avez-vous un compte Instagram? Découvrez les coulisses des festivités de la Journée mondiale de l’environnement grâce aux récits Instagram d’Environnement et Changement climatique Canada!,['#JMECan'],7,0,4,7,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['avez-vous', 'compte', 'instagram', 'découvrez', 'les', 'coulisse', 'festivité', 'journée', 'mondiale', ""l'environnement"", 'grâce', 'récit', 'instagram', ""d'environnement"", 'changement', 'climatique', 'canada', 'wwwinstagramcomenvironnementcan', '#jmecan']","['mondiale', 'changement', 'climatique']",Social,Social
144,460123390028_10157629278610029,2016-10-21 09:38:38,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157629278610029/?type=3,"Hier, au symposium du Canadian Climate Forum, la Ministre McKenna a prononcé une allocution sur le rôle de la collaboration pour obtenir une action intelligente, stratégique et novatrice pour atteindre nos objectifs des changements climatiques.","Hier, au symposium du Canadian Climate Forum, la Ministre McKenna a prononcé une allocution sur le rôle de la collaboration pour obtenir une action intelligente, stratégique et novatrice pour atteindre nos objectifs des changements climatiques.",[],11,0,0,10,1,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['hier', 'symposium', 'canadian', 'climate', 'forum', 'ministre', 'mckenna', 'prononcé', 'allocution', 'rôle', 'collaboration', 'obtenir', 'action', 'intelligente', 'stratégique', 'novateur', 'atteindre', 'objectif', 'changement', 'climatiques']","['ministre', 'mckenna', 'collaboration', 'novateur', 'changement']",Social,Social
145,460123390028_10159541224810029,2017-10-30 10:44:03,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159541224810029/,"Le Canada jouit de paysages terrestres et marins ainsi que d’une faune et d’une flore très variés, dont 20 espèces de chauves-souris. Voilà pourquoi nous célébrons la #SemaineChauveSouris, du 24 au 31 octobre. ?

Regardez la vidéo sur ces animaux fascinants :","Le Canada jouit de paysages terrestres et marins ainsi que d’une faune et d’une flore très variés, dont espèces de chauves-souris. Voilà pourquoi nous célébrons la , du au octobre. ? Regardez la vidéo sur ces animaux fascinants :",['#SemaineChauveSouris'],6,0,5,6,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['canada', 'jouit', 'paysage', 'terrestres', 'marin', 'ainsi', ""d'une"", 'faune', ""d'une"", 'flore', 'très', 'variés', 'dont', 'espèce', 'chauve-souris', 'voilà', 'pourquoi', 'célébrons', '#semainechauvesouris', 'octobre', 'regardez', 'vidéo', 'animal', 'fascits']","['faune', 'flore', 'espèce']",Environmental,Environmental
146,460123390028_10157076706935029,2016-06-24 13:50:30,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157076706935029/?type=3,Vous prévoyez des activités extérieures en fin de semaine? Restez à l’affût des plus récentes conditions météorologiques et consultez les alertes météo sur Twitter. Soyez prudents! http://ow.ly/ZjF8301uOwf,Vous prévoyez des activités extérieures en fin de semaine? Restez à l’affût des plus récentes conditions météorologiques et consultez les alertes météo sur Twitter. Soyez prudents!,[],10,0,1,10,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['prévoyez', 'activité', 'extérieures', 'fin', 'semaine', 'restez', ""l'affût"", 'plus', 'récentes', 'condition', 'météorologiques', 'consultez', 'les', 'alerte', 'météo', 'twitter', 'prudent', 'httpowlyzjf8301uowf']",['activité'],Social,Social
147,460123390028_10159403156760029,2017-09-28 12:40:05,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159403156760029/?type=3,"Vous êtes à la recherche d’une activité à faire en famille? Jusqu’au 22 octobre, venez-vous amuser à la réserve nationale de faune du Cap-Tourmente au Québec et participez à l’activité « Le vent dans les ailes. » Découvrez les défis que relèvent les oiseaux en migration. http://ow.ly/WU3R30fuvz8","Vous êtes à la recherche d’une activité à faire en famille? Jusqu’au octobre, venez-vous amuser à la réserve nationale de faune du Cap-Tourmente au Québec et participez à l’activité « Le vent dans les ailes. » Découvrez les défis que relèvent les oiseaux en migration. 8",[],6,0,5,6,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['recherche', ""d'une"", 'activité', 'faire', 'famille', ""jusqu'au"", 'octobre', 'venez-vous', 'amuser', 'réserve', 'nationale', 'faune', 'cap-tourmente', 'québec', 'participez', ""l'activité"", 'vent', 'les', 'aile', 'découvrez', 'les', 'défi', 'relèvent', 'les', 'oiseau', 'migration', 'httpowlywu3r30fuvz8']","['activité', 'famille', 'faune', 'participez', 'oiseau']",Social,Social
148,460123390028_10157368739315029,2016-08-29 10:35:10,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157368739315029/?type=3,"Environnement et Changement climatique Canada est heureux d’annoncer un 500e don écologique en Ontario. Sandra Nelles a généreusement fait don, au moyen d’une servitude de conservation, de plus de 38 hectares de sa propriété résidentielle rurale au Oak Ridges Moraine Land Trust, don qui a été reconnu dans le cadre du Programme des dons écologiques. La servitude de conservation a été spécialement conçue pour sa propriété et prévoit des zones de conservation pour préserver les secteurs forestiers où l’on retrouve le noyer cendré, une essence en voie de disparition au Canada, et des zones agricoles. Mme Nelles demeure propriétaire du terrain, mais elle restreindra l’exploitation future de ses terres et protégera leurs caractéristiques écologiques. http://ow.ly/InEa303Gsdo http://ow.ly/ok2h303Gsfd","Environnement et Changement climatique Canada est heureux d’annoncer un e don écologique en Ontario. Sandra Nelles a généreusement fait don, au moyen d’une servitude de conservation, de plus de hectares de sa propriété résidentielle rurale au Oak Ridges Moraine Land Trust, don qui a été reconnu dans le cadre du Programme des dons écologiques. La servitude de conservation a été spécialement conçue pour sa propriété et prévoit des zones de conservation pour préserver les secteurs forestiers où l’on retrouve le noyer cendré, une essence en voie de disparition au Canada, et des zones agricoles. Mme Nelles demeure propriétaire du terrain, mais elle restreindra l’eloitation future de ses terres et protégera leurs caractéristiques écologiques. d",[],10,0,1,5,5,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['environnement', 'changement', 'climatique', 'canada', 'heureux', ""d'annoncer"", '500e', 'don', 'écologique', 'ontario', 'sandra', 'nelles', 'généreusement', 'fait', 'don', 'moyen', ""d'une"", 'servitude', 'conservation', 'plus', 'hectare', 'propriété', 'résidentielle', 'rurale', 'oak', 'ridges', 'moraine', 'land', 'trust', 'don', 'reconnu', 'cadre', 'programme', 'don', 'écologiques', 'servitude', 'conservation', 'spécialement', 'conçue', 'propriété', 'prévoit', 'zone', 'conservation', 'préserver', 'les', 'secteur', 'forestier', ""l'on"", 'retrouve', 'noyer', 'cendré', 'essence', 'voie', 'disparition', 'canada', 'zone', 'agricoles', 'mme', 'nelles', 'demeure', 'propriétaire', 'terrain', 'restreindra', ""l'exploitation"", 'future', 'terre', 'protégera', 'leurs', 'caractéristique', 'écologiques', 'httpowlyinea303gsdo', 'httpowlyok2h303gsfd']","['environnement', 'changement', 'climatique', 'écologique', 'conservation', 'conservation', 'conservation', 'secteur', 'forestier', 'terre']",Environmental,Environmental
149,460123390028_10158322220450029,2017-03-03 14:20:49,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158322220450029/,"En cette Journée mondiale de la vie sauvage, célébrons la biodiversité du Canada!

Découvrez comment vous pouvez aider à protéger la faune et les espèces en péril qui habitent nos parcs nationaux, aires protégées et océans.","En cette Journée mondiale de la vie sauvage, célébrons la biodiversité du Canada! Découvrez comment vous pouvez aider à protéger la faune et les espèces en péril qui habitent nos parcs nationaux, aires protégées et océans.",[],8,1,2,8,0,0,0,0,0,0,11,fr,-0.3125,EnvironnementetressourcesnaturellesauCanada_facebook,negative,"['cette', 'journée', 'mondiale', 'vie', 'sauvage', 'célébrons', 'biodiversité', 'canada', 'découvrez', 'comment', 'pouvez', 'aider', 'protéger', 'faune', 'les', 'espèce', 'péril', 'habitent', 'parc', 'nationaux', 'aire', 'protégé', 'océan']","['mondiale', 'vie', 'biodiversité', 'biodiversité', 'aider', 'protéger', 'faune', 'espèce', 'parc', 'océan']",Environmental,Environmental
150,460123390028_10158290352335029,2017-02-24 13:50:12,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158290352335029/,"Vous êtes-vous déjà questionné sur l’état de votre environnement?

Les indicateurs canadiens de durabilité de l’environnement fournissent des données et des renseignements sur l’état de l’environnement et permettent d’évaluer le rendement du Canada en matière d’enjeux liés à la durabilité environnementale tels que l’air et le climat, l’eau et la nature. Renseignez-vous sur les nouveautés! http://ow.ly/QmsP309kDW8","Vous êtes-vous déjà questionné sur l’état de votre environnement? Les indicateurs canadiens de durabilité de l’environnement fournissent des données et des renseignements sur l’état de l’environnement et permettent d’évaluer le rendement du Canada en matière d’enjeux liés à la durabilité environnementale tels que l’air et le climat, l’eau et la nature. Renseignez-vous sur les nouveautés! 8",[],6,3,2,6,0,0,0,0,0,0,11,fr,0.16666666666666666,EnvironnementetressourcesnaturellesauCanada_facebook,positive,"['êtes-vous', 'déjà', 'questionné', ""l'état"", 'environnement', 'les', 'indicateur', 'canadien', 'durabilité', ""l'environnement"", 'fournissent', 'donnée', 'renseignement', ""l'état"", ""l'environnement"", 'permettent', ""d'évaluer"", 'rendement', 'canada', 'matière', ""d'enjeux"", 'lié', 'durabilité', 'environnementale', 'tels', ""l'air"", 'climat', ""l'eau"", 'nature', 'renseignez-vous', 'les', 'nouveauté', 'httpowlyqmsp309kdw8']","['environnement', 'durabilité', 'rendement', 'durabilité', 'climat', 'nature']",Environmental,Environmental
151,460123390028_10159337310990029,2017-09-13 14:45:10,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159337310990029/?type=3,"Nous créons un album souvenir pour célébrer les 100 ans de conservation des oiseaux au Canada. Partagez vos anecdotes et vos idées sur les oiseaux dès aujourd’hui! 

L’album sera un hommage aux oiseaux et à ceux qui les aiment, que ce soit les ornithologues amateurs ou ceux qui ont dévoué leur carrière à la conservation des oiseaux. Des témoignages et des photos de 100 personnes seront inclus dans l’album.

Voici comment participer : 
-Écrivez une anecdote de 100 mots à propos de votre travail avec les oiseaux, vos rencontres avec des oiseaux ou encore sur votre amour pour les oiseaux.
-Envoyez-nous votre nom et une photo de vous prise à l’extérieur (300 ppp).
-Énumérez vos cinq oiseaux préférés.
ec.oiseauxmigrateurs-migratorybirds.ec@canada.ca","Nous créons un album souvenir pour célébrer les ans de conservation des oiseaux au Canada. Partagez vos anecdotes et vos idées sur les oiseaux dès aujourd’hui! L’album sera un hommage aux oiseaux et à ceux qui les aiment, que ce soit les ornithologues amateurs ou ceux qui ont dévoué leur carrière à la conservation des oiseaux. Des témoignages et des photos de personnes seront inclus dans l’album. Voici comment participer : -Écrivez une anecdote de mots à propos de votre travail avec les oiseaux, vos rencontres avec des oiseaux ou encore sur votre amour pour les oiseaux. -Envoyez-nous votre nom et une photo de vous prise à l’extérieur (300 ppp). -Énumérez vos cinq oiseaux préférés. ec.oiseauxmigrateurs-migratorybirds.ec.ca",[],6,0,5,5,1,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['créons', 'album', 'souvenir', 'célébrer', 'les', '100', 'conservation', 'oiseau', 'canada', 'partagez', 'anecdote', 'idée', 'les', 'oiseau', 'dès', ""aujourd'hui"", ""l'album"", 'hommage', 'oiseau', 'ceux', 'les', 'aiment', 'les', 'ornithologue', 'amateur', 'ceux', 'dévoué', 'carrière', 'conservation', 'oiseau', 'témoignage', 'photo', '100', 'personne', 'inclus', ""l'album"", 'voici', 'comment', 'participer', '-écrivez', 'anecdote', '100', 'mot', 'propos', 'travail', 'les', 'oiseau', 'rencontre', 'oiseau', 'encore', 'amour', 'les', 'oiseau', '-envoyez-nous', 'nom', 'photo', 'prise', ""l'extérieur"", '300', 'ppp', '-énumérez', 'cinq', 'oiseau', 'préféré', 'ecoiseauxmigrateurs-migratorybirdseccanadaca']","['célébrer', 'conservation', 'oiseau', 'oiseau', 'oiseau', 'carrière', 'conservation', 'oiseau', 'oiseau', 'oiseau', 'oiseau', 'oiseau']",Environmental,Environmental
152,460123390028_10157591776605029,2016-10-14 12:05:26,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157591776605029/?type=3,"Environnement et Changement climatique Canada collabore avec Conservation de la nature Canada afin d’éviter que du développement ne se produise sur 23 hectares supplémentaires de forêt appalachienne dans la vallée de la rivière Meduxnekeag. La conservation de forêts semblables aide à atténuer les effets des changements climatiques. En effet, on dit que ces feuillus sont résistants aux changements de température. http://ow.ly/tqEN305bz5G","Environnement et Changement climatique Canada collabore avec Conservation de la nature Canada afin d’éviter que du développement ne se produise sur hectares supplémentaires de forêt appalachienne dans la vallée de la rivière Meduxnekeag. La conservation de forêts semblables aide à atténuer les effets des changements climatiques. En effet, on dit que ces feuillus sont résistants aux changements de température.",[],10,0,1,9,1,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['environnement', 'changement', 'climatique', 'canada', 'collabore', 'conservation', 'nature', 'canada', 'afin', ""d'éviter"", 'développement', 'produise', 'hectare', 'supplémentaires', 'forêt', 'appalachienne', 'vallée', 'rivière', 'meduxnekeag', 'conservation', 'forêt', 'semblable', 'aide', 'atténuer', 'les', 'effet', 'changement', 'climatiques', 'effet', 'dit', 'feuillu', 'résistant', 'changement', 'température', 'httpowlytqen305bz5g']","['environnement', 'changement', 'climatique', 'conservation', 'nature', 'développement', 'forêt', 'rivière', 'conservation', 'forêt', 'changement', 'changement']",Environmental,Environmental
153,460123390028_10158237114800029,2017-02-14 08:20:17,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158237114800029/?type=3,"Vous ne connaissez peut-être pas la différence entre un conifère et un arbre à feuilles caduques, mais saviez-vous qu’environ 290 000 Canadiens travaillent dans le secteur forestier? Nous devons protéger nos terres et nos forêts!

Pour mieux comprendre comment le Canada administre ses terres et ses forêts de façon durable, consultez la Stratégie fédérale de développement durable 2016-2019 : http://ow.ly/lxqa308Y7fr","Vous ne connaissez peut-être pas la différence entre un conifère et un arbre à feuilles caduques, mais saviez-vous qu’environ Canadiens travaillent dans le secteur forestier? Nous devons protéger nos terres et nos forêts! Pour mieux comprendre comment le Canada administre ses terres et ses forêts de façon durable, consultez la Stratégie fédérale de développement durable -2019 :",[],10,0,1,10,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['connaissez', 'peut-être', 'différence', 'entre', 'conifère', 'arbre', 'feuille', 'caduque', 'saviez-vous', ""qu'environ"", '290', '000', 'canadien', 'travaillent', 'secteur', 'forestier', 'devon', 'protéger', 'terre', 'forêt', 'mieux', 'comprendre', 'comment', 'canada', 'administre', 'terre', 'forêt', 'façon', 'durable', 'consultez', 'stratégie', 'fédéral', 'développement_durable', '2016-2019', 'httpowlylxqa308y7fr']","['différence', 'arbre', 'secteur', 'forestier', 'protéger', 'terre', 'forêt', 'terre', 'forêt', 'durable', 'fédéral', 'développement_durable']",Environmental,Environmental
154,460123390028_10159677203375029,2017-11-30 15:12:05,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159677203375029/,"Les changements climatiques touchent nos trésors naturels comme les Monts-Torngat. Paul Smith, scientifique à Environnement et Changement climatique Canada, explique! http://ow.ly/s1F430gVBPg","Les changements climatiques touchent nos trésors naturels comme les Monts-Torngat. Paul Smith, scientifique à Environnement et Changement climatique Canada, elique!",[],3,0,8,3,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['les', 'changement', 'climatiques', 'touchent', 'trésor', 'naturel', 'comme', 'les', 'monts-torngat', 'paul', 'smith', 'scientifique', 'environnement', 'changement', 'climatique', 'canada', 'explique', 'httpowlys1f430gvbpg']","['changement', 'scientifique', 'scientifique', 'scientifique', 'environnement', 'changement', 'climatique']",Social,Social
155,460123390028_10156675851745029,2016-03-20 07:01:15,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156675851745029/?type=3,Le printemps est dans l’air! Sortez à l’extérieur et sentez les rayons du soleil sur votre visage. Consultez les bulletins météo et planifiez votre journée! http://ow.ly/ZFGPI,Le printemps est dans l’air! Sortez à l’extérieur et sentez les rayons du soleil sur votre visage. Consultez les bulletins météo et planifiez votre journée!,[],8,0,3,7,1,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['printemps', ""l'air"", 'sortez', ""l'extérieur"", 'sentez', 'les', 'rayon', 'soleil', 'visage', 'consultez', 'les', 'bulletin', 'météo', 'planifiez', 'journée', 'httpowlyzfgpi']",[],unknown,unknown
156,460123390028_10157075527425029,2016-06-24 08:40:28,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157075527425029/?type=3,Merci à toutes les personnes qui ont pris le temps de commenter et de fournir leurs suggestions sur la version préliminaire de la Stratégie fédérale de développement durable 2016-2019. Restez à l’affût de la version finale de la Stratégie qui sera publiée sous peu.,Merci à toutes les personnes qui ont pris le temps de commenter et de fournir leurs suggestions sur la version préliminaire de la Stratégie fédérale de développement durable -2019. Restez à l’affût de la version finale de la Stratégie qui sera publiée sous peu.,[],9,2,0,8,0,1,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['merci', 'toutes', 'les', 'personne', 'pris', 'temps', 'commenter', 'fournir', 'leurs', 'suggestion', 'version', 'préliminaire', 'stratégie', 'fédéral', 'développement_durable', '2016-2019', 'restez', ""l'affût"", 'version', 'finale', 'stratégie', 'publiée', 'sou', 'peu']","['fédéral', 'développement_durable']",Social,Social
157,460123390028_10159317099655029,2017-09-08 20:10:52,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159317099655029/,Saviez-vous que le 9 septembre est le point culminant de la saison des ouragans? Découvrez ce que le Centre canadien de prévision des ouragans a à dire au sujet de l’activité météorologique en cours dans le bassin de l’Atlantique.,Saviez-vous que le septembre est le point culminant de la saison des ouragans? Découvrez ce que le Centre canadien de prévision des ouragans a à dire au sujet de l’activité météorologique en cours dans le bassin de l’Atlantique.,[],9,1,1,9,0,0,0,0,0,0,11,fr,0.5,EnvironnementetressourcesnaturellesauCanada_facebook,positive,"['saviez-vous', 'septembre', 'point', 'culmit', 'saison', 'ouragan', 'découvrez', 'centre', 'canadien', 'prévision', 'ouragan', 'dire', 'sujet', ""l'activité"", 'météorologique', 'cour', 'bassin', ""l'atlantique""]",[],unknown,unknown
158,460123390028_10156879577150029,2016-05-06 15:01:14,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156879577150029/?type=3,"Ce dimanche, à l’occasion de la 21e édition de la Grande fête de la nature qui a lieu à la Serre des plaines d’Abraham à Québec, venez rencontrer Stéphanie au kiosque de la réserve du Cap-Tourmente, entre 11 h et 16 h 30, ainsi qu’une trentaine d’exposants spécialisés dans diverses sphères de l’environnement. http://ow.ly/4ntzcu","Ce dimanche, à l’occasion de la e édition de la Grande fête de la nature qui a lieu à la Serre des plaines d’Abraham à Québec, venez rencontrer Stéphanie au kiosque de la réserve du Cap-Tourmente, entre h et h , ainsi qu’une trentaine d’eants spécialisés dans diverses sphères de l’environnement. cu",[],9,1,1,9,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['dimanche', ""l'occasion"", '21e', 'édition', 'grand', 'fête', 'nature', 'lieu', 'serre', 'plaine', ""d'abraham"", 'québec', 'venez', 'rencontrer', 'stéphanie', 'kiosque', 'réserve', 'cap-tourmente', 'entre', 'ainsi', ""qu'une"", 'trentaine', ""d'exposants"", 'spécialisés', 'diverses', 'sphère', ""l'environnement"", 'httpowly4ntzcu']",['nature'],Environmental,Environmental
159,460123390028_10157425445020029,2016-09-09 16:35:35,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10157425444825029.1073741880.460123390028/10157425445020029/?type=3,"Le Canada, les États-Unis et le Mexique collaborent depuis longtemps dans de nombreux dossiers, notamment celui de l’environnement. Catherine McKenna, ministre de l’Environnement et du Changement climatique, a rencontré ses homologues des États-Unis et du Mexique lors de la session du Conseil de la Commission de coopération environnementale afin de discuter de collaboration, d’économie, de commerce et des jeunes en Amérique du Nord.","Le Canada, les États-Unis et le Mexique collaborent depuis longtemps dans de nombreux dossiers, notamment celui de l’environnement. Catherine McKenna, ministre de l’Environnement et du Changement climatique, a rencontré ses homologues des États-Unis et du Mexique lors de la session du Conseil de la Commission de coopération environnementale afin de discuter de collaboration, d’économie, de commerce et des jeunes en Amérique du Nord.",[],9,1,1,9,0,0,0,0,0,0,11,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['canada', 'les', 'états-unis', 'mexique', 'collaborent', 'depuis', 'longtemps', 'nombreux', 'dossier', 'notamment', 'celui', ""l'environnement"", 'catherine', 'mckenna', 'ministre', ""l'environnement"", 'changement', 'climatique', 'rencontré', 'homologue', 'états-unis', 'mexique', 'lors', 'session', 'conseil', 'commission', 'coopération', 'environnementale', 'afin', 'discuter', 'collaboration', ""d'économie"", 'commerce', 'jeune', 'amérique', 'nord']","['mckenna', 'ministre', 'changement', 'climatique', 'collaboration', 'commerce', 'jeune', 'nord']",Social,Social
