Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,lemmatized_text,FSDS_matched_keywords,FSDS_category
324,798775163588850_1080883318711365,2017-05-04 14:00:43,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1080883318711365/?type=3,"Depuis des générations, l’agriculture apporte une contribution importante à l’économie, à l’approvisionnement alimentaire, à l’environnement et à la culture du Canada. Voyez les progrès que nous avons accomplis! http://ow.ly/RJY830bqFoR","Depuis des générations, l’agriculture apporte une contribution importante à l’économie, à l’approvisionnement alimentaire, à l’environnement et à la culture du Canada. Voyez les progrès que nous avons accomplis!",[],5,0,0,5,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['environnement', 'agriculture', 'or', 'air']",neutral,"['alimentaire', 'culture', 'progrès']",Social,"['depuis', 'génération', ""l'agriculture"", 'apporte', 'contribution', 'importante', ""l'économie"", ""l'approvisionnement"", 'alimentaire', ""l'environnement"", 'culture', 'canada', 'voyez', 'les', 'progrès', 'accompli', 'httpowlyrjy830bqfor']",['progrès'],Clean growth
325,798775163588850_1081472391985791,2017-05-05 14:05:15,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1081472391985791/?type=3,L’AECG offrira d’importants débouchés aux entreprises agricoles canadiennes en UE. Nous avons de l’information pour les producteurs et les exportateurs : http://ow.ly/DnNu30bsPPF,L’AECG offrira d’importants débouchés aux entreprises agricoles canadiennes en UE. Nous avons de l’information pour les producteurs et les ertateurs :,[],4,0,1,4,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,['import'],neutral,"['débouché', 'entreprise', 'exportateur']",Economical,"[""l'aecg"", 'offrira', ""d'importants"", 'débouché', 'entreprise', 'agricoles', 'canadien', 'ue', ""l'information"", 'les', 'producteur', 'les', 'exportateur', 'httpowlydnnu30bsppf']","['débouché', 'entreprise', 'entreprise', 'entreprise', 'producteur', 'producteur']",Clean growth
326,798775163588850_1087933868006310,2017-05-15 16:13:11,https://www.facebook.com/statistiquecanada/photos/a.268139123257506.63786.236876676383751/1534999909904748/?type=3,,,[],4,1,0,4,0,0,0,0,0,0,5,tl,0.0,AgricultureCanadienne_facebook,,neutral,[],unknown,[],[],unknown
327,798775163588850_1182049801928049,2017-10-16 09:00:00,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1182049671928062/?type=3,C’est la Journée mondiale de l’alimentation. Nos chercheurs ont pris les commandes de nos comptes! Ils vous expliqueront comment notre travail profite à nos agriculteurs et à nos consommateurs– tout en aidant à nourrir le monde :,C’est la Journée mondiale de l’alimentation. Nos chercheurs ont pris les commandes de nos comptes! Ils vous eliqueront comment notre travail profite à nos agriculteurs et à nos consommateurs– tout en aidant à nourrir le monde :,[],4,0,1,4,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['mondiale', 'mondial']",neutral,"['mondiale', 'agriculteur']",Economical,"[""c'est"", 'journée', 'mondiale', ""l'alimentation"", 'chercheur', 'pris', 'les', 'commande', 'compte', 'ils', 'expliqueront', 'comment', 'travail', 'profite', 'agriculteur', 'consommateurs–', 'tout', 'aidant', 'nourrir', 'monde']","['travail', 'agriculteur', 'nourrir']",Sustainable food
328,798775163588850_1060362204096810,2017-04-05 11:48:03,https://www.facebook.com/AgricultureCanadienne/photos/a.798777310255302.1073741827.798775163588850/1060362147430149/?type=3,,,[],5,0,0,5,0,0,0,0,0,0,5,tl,0.0,AgricultureCanadienne_facebook,,neutral,[],unknown,[],[],unknown
329,798775163588850_1225135107619518,2017-12-21 14:55:05,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1225135107619518/?type=3,Lisez le dernier numéro d’Agri-info afin de savoir pourquoi les experts de partout dans le monde se sont réunis à Montréal pour aider les producteurs de cultures spéciales: http://ow.ly/dj6t30hneNG,Lisez le dernier numéro d’Agri-info afin de savoir pourquoi les eerts de partout dans le monde se sont réunis à Montréal pour aider les producteurs de cultures spéciales:,[],3,0,2,2,0,0,0,0,0,1,5,fr,0.0,AgricultureCanadienne_facebook,['culture'],neutral,"['aider', 'culture']",Social,"['lisez', 'dernier', 'numéro', ""d'agri-info"", 'afin', 'savoir', 'pourquoi', 'les', 'expert', 'partout', 'monde', 'réunis', 'montréal', 'aider', 'les', 'producteur', 'culture', 'spéciale', 'httpowlydj6t30hneng']","['producteur', 'producteur']",Clean growth
330,798775163588850_948974098568955,2016-11-04 10:50:15,http://ow.ly/YsSh305R6YJ,"Dans les années 60, le bison des bois avait pratiquement disparu en raison d’une chasse excessive, et on en a depuis fait l’élevage pour accroître sa population. Malheureusement, le sperme des animaux reproducteurs est porteur de maladies graves. À l’aide des technologies de reproduction assistée comme la cryoconservation, l’insémination artificielle et le transfert d’embryons, les chercheurs d’Agriculture et Agroalimentaire (AAC) et leurs homologues du Collège de médecine vétérinaire de l’Ouest (CMVO) à Saskatoon aident la population de bisons et l’industrie du bison elle-même. Pour en savoir plus sur leurs travaux : http://ow.ly/YsSh305R6YJ","Dans les années , le bison des bois avait pratiquement disparu en raison d’une chasse excessive, et on en a depuis fait l’élevage pour accroître sa population. Malheureusement, le sperme des animaux reproducteurs est porteur de maladies graves. À l’aide des technologies de reproduction assistée comme la cryoconservation, l’insémination artificielle et le transfert d’embryons, les chercheurs d’Agriculture et Agroalimentaire (AAC) et leurs homologues du Collège de médecine vétérinaire de l’Ouest (CMVO) à Saskatoon aident la population de bisons et l’industrie du bison elle-même. Pour en savoir plus sur leurs travaux :",[],2,1,2,2,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['conservation', 'agriculture', 'or', 'air']",neutral,"['population', 'technologie', 'population']",Social,"['les', 'année', '60', 'bison', 'bois', 'pratiquement', 'disparu', 'raison', ""d'une"", 'chasse', 'excessive', 'depuis', 'fait', ""l'élevage"", 'accroître', 'population', 'malheureusement', 'sperme', 'animal', 'reproducteur', 'porteur', 'maladie', 'grave', ""l'aide"", 'technologie', 'reproduction', 'assisté', 'comme', 'cryoconservation', ""l'insémination"", 'artificielle', 'transfert', ""d'embryons"", 'les', 'chercheur', ""d'agriculture"", 'agroalimentaire', 'aac', 'leurs', 'homologue', 'collège', 'médecine', 'vétérinaire', ""l'ouest"", 'cmvo', 'saskatoon', 'aident', 'population', 'bison', ""l'industrie"", 'bison', 'elle-même', 'savoir', 'plus', 'leurs', 'travail', 'httpowlyyssh305r6yj']","['population', 'population', 'animal', 'technologie', 'technologie', 'technologie', 'technologie', 'population', 'population', 'travail']",Healthy wildlife populations
331,798775163588850_1214827461983616,2017-12-05 15:15:10,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1214827461983616/?type=3,L'étude de notre scientifique a révélé que le sol plus chaud décompose la litière plus rapidement. Ceci pourrait demander un changement à quand/comment #AgCan fertilise nos champs. Célébrez la #JournéeMondialeDesSols: http://ow.ly/rqJG30h28B0,L'étude de notre scientifique a révélé que le sol plus chaud décompose la litière plus rapidement. Ceci pourrait demander un changement à quand/comment fertilise nos champs. Célébrez la éeMondialeDesSols: 0,"['#AgCan', '#Journ']",4,0,1,4,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['changement', 'change']",neutral,"['scientifique', 'scientifique', 'scientifique', 'sol', 'changement', '#agcan', 'champs', 'célébrez', '#journéemondialedessols']",Economical,"[""l'étude"", 'scientifique', 'révélé', 'sol', 'plus', 'chaud', 'décompose', 'litière', 'plus', 'rapidement', 'ceci', 'pourrait', 'demander', 'changement', 'quandcomment', '#agcan', 'fertilise', 'champs', 'célébrez', '#journéemondialedessols', 'httpowlyrqjg30h28b0']","['scientifique', 'sol', 'sol', '#agcan', '#agcan', 'champs', '#journéemondialedessols', '#journéemondialedessols']",Sustainably managed lands and forests
332,798775163588850_952189818247383,2016-11-09 15:10:17,https://youtu.be/a4giIrre3PQ,"Certains insectes aident les agriculteurs, mais d’autres peuvent causer des dommages et la perte de cultures. Lesquels sont lesquels et comment les différencie-t-on? Découvrez les travaux sur les insectes que nous réalisons au Centre de recherche de Saskatoon :","Certains insectes aident les agriculteurs, mais d’autres peuvent causer des dommages et la perte de cultures. Lesquels sont lesquels et comment les différencie-t-on? Découvrez les travaux sur les insectes que nous réalisons au Centre de recherche de Saskatoon :",[],5,0,0,5,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,['culture'],neutral,"['agriculteur', 'culture', 'découvrez']",Social,"['certain', 'insecte', 'aident', 'les', 'agriculteur', ""d'autres"", 'peuvent', 'causer', 'dommage', 'perte', 'culture', 'lesquels', 'lesquels', 'comment', 'les', 'différencie-t-on', 'découvrez', 'les', 'travail', 'les', 'insecte', 'réalisons', 'centre', 'recherche', 'saskatoon']","['agriculteur', 'travail']",Clean growth
333,798775163588850_1214131542053208,2017-12-04 12:25:05,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1214131542053208/?type=3,"En 2016, le Canada a produit 92,2 millions de livres de miel, soit un peu plus qu’en 2015. Un résultat alléchant! Lisez notre rapport statistique annuel pour en savoir plus long sur le miel et l’industrie des abeilles du Canada : http://ow.ly/xmZf30gZVW3 🐝🍯","En , le Canada a produit ,2 millions de livres de miel, soit un peu plus qu’en . Un résultat alléchant! Lisez notre rapport statistique annuel pour en savoir plus long sur le miel et l’industrie des abeilles du Canada :",[],0,0,5,0,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,['industrie'],neutral,['produit'],Economical,"['2016', 'canada', 'produit', '922', 'million', 'livre', 'miel', 'peu', 'plus', ""qu'en"", '2015', 'résultat', 'alléchant', 'lisez', 'rapport', 'statistique', 'annuel', 'savoir', 'plus', 'long', 'miel', ""l'industrie"", 'abeille', 'canada', 'httpowlyxmzf30gzvw3', '🐝🍯']","['produit', 'produit']",Clean growth
334,798775163588850_923542767778755,2016-09-29 10:00:34,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/923542767778755/?type=3,"Saviez vous que les codes barres d’ADN aident les producteurs canadiens à identifier plus rapidement les organismes nuisibles, les mauvaises herbes et les maladies? Vous trouverez plus de renseignements dans le nouveau numéro d’Agri-info : http://ow.ly/OLRg304GKEa","Saviez vous que les codes barres d’ADN aident les producteurs canadiens à identifier plus rapidement les organismes nuisibles, les mauvaises herbes et les maladies? Vous trouverez plus de renseignements dans le nouveau numéro d’Agri-info :",[],3,0,2,3,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['eau', 'or']",neutral,[],unknown,"['saviez', 'les', 'codes', 'barre', ""d'adn"", 'aident', 'les', 'producteur', 'canadien', 'identifier', 'plus', 'rapidement', 'les', 'organisme', 'nuisible', 'les', 'mauvais', 'herbe', 'les', 'maladie', 'trouverez', 'plus', 'renseignement', 'nouveau', 'numéro', ""d'agri-info"", 'httpowlyolrg304gkea']","['producteur', 'producteur']",Clean growth
335,798775163588850_1141732442626452,2017-08-02 10:01:12,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1141732442626452/?type=3,"Quel sera le prochain grand arôme de bière? Visitez notre houblonnière lors de notre journée porte ouvertes à Charlottetown, le 5 août : ow.ly/WK5M30e6PeJ","Quel sera le prochain grand arôme de bière? Visitez notre houblonnière lors de notre journée porte ouvertes à Charlottetown, le août :",[],3,0,2,3,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['or', 'vert']",neutral,[],unknown,"['quel', 'prochain', 'grand', 'arôme', 'bière', 'visitez', 'houblonnier', 'lors', 'journée', 'porte', 'ouvertes', 'charlottetown', 'août', 'owlywk5m30e6pej']",[],unknown
336,798775163588850_911061512360214,2016-09-12 11:15:11,https://youtu.be/wbARKZ1JQco,La lactofermentation n’est pas seulement bonne pour la conservation des légumes à la maison! L’équipe du Centre de recherche et de développement de St-Hyacinthe a collaboré avec des partenaires de l’industrie de la transformation des aliments pour mettre au point un procédé de fermentation des légumes à base de légumes.  Pour plus d’information sur ses travaux :,La lactofermentation n’est pas seulement bonne pour la conservation des légumes à la maison! L’équipe du Centre de recherche et de développement de St-Hyacinthe a collaboré avec des partenaires de l’industrie de la transformation des aliments pour mettre au point un procédé de fermentation des légumes à base de légumes. Pour plus d’information sur ses travaux :,[],4,0,1,4,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['conservation', 'or', 'air']",neutral,"['conservation', 'maison', 'développement', 'aliment']",Social,"['lactofermentation', ""n'est"", 'seulement', 'bon', 'conservation', 'légume', 'maison', ""l'équipe"", 'centre', 'recherche', 'développement', 'st-hyacinthe', 'collaboré', 'partenaire', ""l'industrie"", 'transformation', 'aliment', 'mettre', 'point', 'procédé', 'fermentation', 'légume', 'base', 'légume', 'plus', ""d'information"", 'travail']","['conservation', 'conservation', 'conservation', 'conservation', 'aliment', 'travail']",Clean growth
337,798775163588850_1153611781438518,2017-08-22 09:30:16,http://ow.ly/3ZN330eAKUn,Saviez-vous que les bleuets ont besoin des abeilles? Ce ne sont pas seulement les abeilles domestiques qui font tout le travail. Les abeilles sauvages et d’autres insectes sont aussi des pollinisateurs utiles. Regardez cette vidéo pour en apprendre plus : ow.ly/3ZN330eAKUn  #MoisDuBleuet,Saviez-vous que les bleuets ont besoin des abeilles? Ce ne sont pas seulement les abeilles domestiques qui font tout le travail. Les abeilles sauvages et d’autres insectes sont aussi des pollinisateurs utiles. Regardez cette vidéo pour en apprendre plus :,['#MoisDuBleuet'],3,0,2,3,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,,neutral,['bleuet'],Economical,"['saviez-vous', 'les', 'bleuet', 'besoin', 'abeille', 'seulement', 'les', 'abeille', 'domestique', 'font', 'tout', 'travail', 'les', 'abeille', 'sauvage', ""d'autres"", 'insecte', 'aussi', 'pollinisateurs', 'utile', 'regardez', 'cette', 'vidéo', 'apprendre', 'plus', 'owly3zn330eakun', '#moisdubleuet']","['bleuet', 'travail']",Clean growth
338,798775163588850_845477555585277,2016-05-16 09:08:56,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/845477555585277/?type=3,Nous avons besoin de vos commentaires sur Cultivons l’avenir 2 pour que notre prochain cadre stratégique réponde aux besoins d’un secteur agricole canadien diversifié et en croissance. Remplissez notre questionnaire et aidez-nous à façonner l’avenir de l’agriculture canadienne : http://ow.ly/ojrX300f2Ax,Nous avons besoin de vos commentaires sur Cultivons l’avenir pour que notre prochain cadre stratégique réponde aux besoins d’un secteur agricole canadien diversifié et en croissance. Remplissez notre questionnaire et aidez-nous à façonner l’avenir de l’agriculture canadienne :,[],4,0,1,3,1,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['agriculture', 'air']",neutral,"['secteur', 'agricole', 'croissance']",Economical,"['besoin', 'commentaire', 'cultivons', ""l'avenir"", 'prochain', 'cadre', 'stratégique', 'réponde', 'besoin', ""d'un"", 'secteur', 'agricole', 'canadien', 'diversifié', 'croissance', 'remplissez', 'questionnaire', 'aidez-nous', 'façonner', ""l'avenir"", ""l'agriculture"", 'canadien', 'httpowlyojrx300f2ax']","['secteur', 'agricole', 'croissance']",Clean growth
339,798775163588850_1170267309772965,2017-09-22 13:28:02,https://www.facebook.com/AgricultureCanadienne/videos/1170267309772965/,"Voyez cette vidéo de Chantal Farmer, chercheure au Centre de R&D de Sherbrooke, qui décrit les retombées de ses travaux sur la biologie de la lactation chez la truie","Voyez cette vidéo de Chantal Farmer, chercheure au Centre de R&D de Sherbrooke, qui décrit les retombées de ses travaux sur la biologie de la lactation chez la truie",[],3,0,2,3,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,['mer'],neutral,[],unknown,"['voyez', 'cette', 'vidéo', 'chantal', 'farmer', 'chercheure', 'centre', 'rd', 'sherbrooke', 'décrit', 'les', 'retombée', 'travail', 'biologie', 'lactation', 'chez', 'truie']",['travail'],Clean growth
340,798775163588850_1185944364871926,2017-10-20 09:42:35,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1185944364871926/?type=3,"Joyce Boye (Ph. D.), une experte des protéines végétales, était l’ambassadrice spéciale de l’#AIL2016 en Amérique du Nord. Renseignez-vous davantage sur sa contribution et celle d’autres femmes canadiennes à la recherche scientifique en agriculture : http://ow.ly/6e7G30g17ls #Moisdelhistoiredesfemmes #prendresaplace","Joyce Boye (Ph. D.), une eerte des protéines végétales, était l’ambassadrice spéciale de l’ en Amérique du Nord. Renseignez-vous davantage sur sa contribution et celle d’autres femmes canadiennes à la recherche scientifique en agriculture :","['#AIL2016', '#Moisdelhistoiredesfemmes', '#prendresaplace']",4,0,1,4,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['agriculture', 'or', 'ice']",neutral,"['nord', 'femme', 'scientifique', 'scientifique', 'scientifique', 'agriculture', 'agriculture']",Social,"['joyce', 'boye', 'ph', 'experte', 'protéine', 'végétales', ""l'ambassadrice"", 'spéciale', ""l'#ail2016"", 'amérique', 'nord', 'renseignez-vous', 'davantage', 'contribution', 'celle', ""d'autres"", 'femme', 'canadien', 'recherche', 'scientifique', 'agriculture', 'httpowly6e7g30g17ls', '#moisdelhistoiredesfemmes', '#prendresaplace']","['scientifique', 'agriculture']",Clean growth
341,798775163588850_1080272308772466,2017-05-03 14:05:13,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1080272308772466/?type=3,Saviez-vous que le Canada exporte du canola vers 50 pays de partout dans le monde? Apprenez-en davantage : http://ow.ly/N0DY30bosTo,Saviez-vous que le Canada erte du canola vers pays de partout dans le monde? Apprenez-en davantage :,[],5,0,0,4,0,1,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,,neutral,"['exporte', 'canola', 'pays']",Economical,"['saviez-vous', 'canada', 'exporte', 'canola', 'vers', '50', 'pays', 'partout', 'monde', 'apprenez-en', 'davantage', 'httpowlyn0dy30bosto']","['canola', 'canola']",Sustainably managed lands and forests
342,798775163588850_1223193837813645,2017-12-18 10:32:41,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1223193837813645/?type=3,Un secteur #AgCan vigoureux reflète la diversité de l’ensemble de nos communautés. http://ow.ly/JvN030hitJt #PartenariatAgCan,Un secteur vigoureux reflète la diversité de l’ensemble de nos communautés.,"['#AgCan', '#PartenariatAgCan']",4,0,1,3,0,0,0,0,0,1,5,fr,0.0,AgricultureCanadienne_facebook,['secteur'],neutral,"['secteur', '#agcan', 'diversité', 'communauté']",Social,"['secteur', '#agcan', 'vigoureux', 'reflète', 'diversité', ""l'ensemble"", 'communauté', 'httpowlyjvn030hitjt', '#partenariatagcan']","['secteur', '#agcan', '#agcan', 'communauté', 'communauté']",Clean growth
343,798775163588850_1189284091204620,2017-10-25 16:10:11,,"Venez voir notre kiosque au salon des carrières de @uSask, aujourd’hui","Venez voir notre kiosque au salon des carrières de , aujourd’hui",[],4,1,0,4,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,,neutral,['carrière'],Economical,"['venez', 'voir', 'kiosque', 'salon', 'carrière', 'usask', ""aujourd'hui""]",[],unknown
344,798775163588850_1153771918089171,2017-08-22 15:00:20,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1153771918089171/?type=3,Vous croyez avoir les compétences nécessaires pour être le président du Conseil des produits agricoles du Canada? Renseignez-vous sur les rôles et les responsabilités du président et postulez dès aujourd’hui. ow.ly/W2kE30eBmMY,Vous croyez avoir les compétences nécessaires pour être le président du Conseil des produits agricoles du Canada? Renseignez-vous sur les rôles et les responsabilités du président et postulez dès aujourd’hui.,[],3,0,2,3,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,['air'],neutral,"['produit', 'responsabilité']",Social,"['croyez', 'avoir', 'les', 'compétence', 'nécessaire', 'être', 'président', 'conseil', 'produit', 'agricoles', 'canada', 'renseignez-vous', 'les', 'rôle', 'les', 'responsabilité', 'président', 'postulez', 'dès', ""aujourd'hui"", 'owlyw2ke30ebmmy']","['produit', 'produit']",Clean growth
345,798775163588850_1007671406032557,2017-01-18 14:55:16,http://ow.ly/3VqN3087wco,"Pour célébrer la #JournéeMondialeDesLégumineuses, voyez toutes les raisons pour lesquelles nos chercheurs aiment les #légumineuses : http://ow.ly/3VqN3087wco","Pour célébrer la éeMondialeDesLégumineuses, voyez toutes les raisons pour lesquelles nos chercheurs aiment les égumineuses :","['#Journ', '#l']",4,0,1,4,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['mondiale', 'mondial']",neutral,['célébrer'],Social,"['célébrer', '#journéemondialedeslégumineuses', 'voyez', 'toutes', 'les', 'raison', 'lesquelles', 'chercheur', 'aiment', 'les', '#légumineuses', 'httpowly3vqn3087wco']",[],unknown
346,798775163588850_1110230905776606,2017-06-18 07:25:08,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1110230905776606/?type=3,Un champignon pour votre champion de la fête des pères? Découvrez ce que l’avenir réserve à  Phoma macrostoma: http://ow.ly/gy9h30cETrE,Un champignon pour votre champion de la fête des pères? Découvrez ce que l’avenir réserve à Phoma macrostoma:,[],3,1,1,3,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,['avenir'],neutral,"['fête', 'découvrez']",Social,"['champignon', 'champion', 'fête', 'père', 'découvrez', ""l'avenir"", 'réserve', 'phoma', 'macrostoma', 'httpowlygy9h30cetre']",[],unknown
347,798775163588850_1004362786363419,2017-01-13 14:15:16,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1004362786363419/?type=3,"Vous avez envie de manger du poulet ce soir? Essayez notre recette de poulet rôti à plat, sauce tomate à l’ail doux : http://ow.ly/SOLq307YGI5","Vous avez envie de manger du poulet ce soir? Essayez notre recette de poulet rôti à plat, sauce tomate à l’ail doux :",[],5,0,0,5,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,,neutral,['tomate'],Economical,"['envie', 'manger', 'poulet', 'soir', 'essayez', 'recette', 'poulet', 'rôti', 'plat', 'sauce', 'tomate', ""l'ail"", 'doux', 'httpowlysolq307ygi5']",[],unknown
348,798775163588850_1162549860544710,2017-09-07 12:10:08,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1162549860544710/?type=3,"Le Centre de recherche et de développement de Saint-Jean-sur-Richelieu vous invite à ses portes ouvertes le 10 septembre. Vous pourrez découvrir des avancées scientifiques visant à accroître la qualité des fruits et légumes, explorer le monde de l’horticulture de précision et de la technologie moléculaire et bien d’autres choses encore. On vous attend ! http://ow.ly/7dWc30eZ74L","Le Centre de recherche et de développement de Saint-Jean-sur-Richelieu vous invite à ses portes ouvertes le septembre. Vous pourrez découvrir des avancées scientifiques visant à accroître la qualité des fruits et légumes, elorer le monde de l’horticulture de précision et de la technologie moléculaire et bien d’autres choses encore. On vous attend !",[],5,0,0,5,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,"['or', 'vert', 'air']",neutral,"['développement', 'découvrir', 'scientifique', 'scientifique', 'scientifique', 'technologie']",Economical,"['centre', 'recherche', 'développement', 'saint-jean-sur-richelieu', 'invite', 'porte', 'ouvertes', '10', 'septembre', 'pourrez', 'découvrir', 'avancée', 'scientifique', 'visant', 'accroître', 'qualité', 'fruit', 'légume', 'explorer', 'monde', ""l'horticulture"", 'précision', 'technologie', 'moléculaire', 'bien', ""d'autres"", 'chose', 'encore', 'attend', 'httpowly7dwc30ez74l']","['découvrir', 'scientifique', 'technologie', 'technologie', 'technologie', 'technologie']",Clean growth
349,798775163588850_1196418623824500,2017-11-06 13:30:16,http://ow.ly/QChS30gojSS,Suivez-nous sur @Twitter pour obtenir de l’information sur l’agriculture canadienne 140 caractères à la fois : http://ow.ly/QChS30gojSS,Suivez-nous sur pour obtenir de l’information sur l’agriculture canadienne caractères à la fois :,[],3,1,1,3,0,0,0,0,0,0,5,fr,0.7,AgricultureCanadienne_facebook,"['agriculture', 'or']",positive,[],unknown,"['suivez-nous', 'twitter', 'obtenir', ""l'information"", ""l'agriculture"", 'canadien', '140', 'caractère', 'fois', 'httpowlyqchs30gojss']",[],unknown
350,798775163588850_1194558717343824,2017-11-03 14:01:02,http://ow.ly/HIOi30gl45N,Découvrez comment le lin canadien aboutit dans votre assiette : http://ow.ly/HIOi30gl45N,Découvrez comment le lin canadien aboutit dans votre assiette :,[],3,0,2,3,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,,neutral,['découvrez'],Social,"['découvrez', 'comment', 'lin', 'canadien', 'aboutit', 'assiette', 'httpowlyhioi30gl45n']",[],unknown
351,798775163588850_1112475308885499,2017-06-21 13:37:14,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1112475308885499/?type=3,"En cette #SemaineDesPollinisateurs, voyez comment les abeilles aident les serres canadiennes à être exemptes de ravageurs. ow.ly/pRO530cM8Ra","En cette , voyez comment les abeilles aident les serres canadiennes à être exemptes de ravageurs.",['#SemaineDesPollinisateurs'],2,1,2,2,0,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,,neutral,[],unknown,"['cette', '#semainedespollinisateurs', 'voyez', 'comment', 'les', 'abeille', 'aident', 'les', 'serre', 'canadien', 'être', 'exemptes', 'ravageur', 'owlypro530cm8ra']",['ravageur'],Sustainable food
352,798775163588850_893847957414903,2016-08-15 13:29:21,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/893847957414903/?type=3,Nous acceptons les candidatures à certains postes des comités d’appel du Service de médiation en matière d’endettement agricole. Vous pensez que vous avez ce qu’il faut? Renseignez-vous sur les postes à pourvoir et posez votre candidature dès aujourd’hui : http://ow.ly/snx1303fYWE,Nous acceptons les candidatures à certains postes des comités d’appel du Service de médiation en matière d’endettement agricole. Vous pensez que vous avez ce qu’il faut? Renseignez-vous sur les postes à pourvoir et posez votre candidature dès aujourd’hui :,[],5,0,0,4,1,0,0,0,0,0,5,fr,0.0,AgricultureCanadienne_facebook,['ice'],neutral,['agricole'],Economical,"['acceptons', 'les', 'candidature', 'certain', 'poste', 'comité', ""d'appel"", 'service', 'médiation', 'matière', ""d'endettement"", 'agricole', 'pensez', ""qu'il"", 'faut', 'renseignez-vous', 'les', 'poste', 'pourvoir', 'posez', 'candidature', 'dès', ""aujourd'hui"", 'httpowlysnx1303fywe']",['agricole'],Sustainable food
